formatted_address,name,photos,place_id,rating,types,user_ratings_total,lat,lng
"PHPQ+9V2, Bumi Harjo, Buay Bahuga, Way Kanan Regency, Lampung 34767, Indonesia","Air Terjun Lembah Hijau,Mekar Jaya,Bahuga","[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105323601855608413559"">surya syamsudin</a>'], 'photo_reference': 'AUGGfZlX9bgEhU10EP6T4NXnxaVs8KVOCY0079rPfGClr8jeMoipH5IB-GRNrY-RdMGIPZaO8r2LHFcB3Kk_x4ZnIJOKeVx41p0AMLOh_pQ4_-uBCCDKD8YSHZFgKhloqu0alyCiaEmvCtnFWikzuLvf6zSXNEFuFV_vEEUrxpDCplQ4PM2C', 'width': 4000}]",ChIJW___TCbhOC4RXepcY1wyPdQ,4.5,"['tourist_attraction', 'point_of_interest', 'establishment']",10.0,-4.2641176,104.5896332
"PHHR+QH, Bumi Harjo, Buay Bahuga, Way Kanan Regency, Lampung 34767, Indonesia",SUNGAI PISANG Bridge,"[{'height': 1600, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109508680750985659184"">ilham akbar</a>'], 'photo_reference': 'AUGGfZlx2gj5iU1bxV9F2DaABYFwBedaVupWiRuH5itn3F5KJuW91uo2DObtnpHAV05t85drzjep4RpPw1b6M2uw2LYZQeZsQVG6rpZFIUy_mGvP_EqBeVDLJuP5s0iioMMjXt1hE0KCSARxeUVvZSVEOevtqgGKzr1kcSaWgHEccUOauZr_', 'width': 1200}]",ChIJk8mq8RnhOC4RsY-uhV1mHv0,5.0,"['tourist_attraction', 'point_of_interest', 'establishment']",3.0,-4.2705117,104.5914732
"Jl. Lkr. Utara, Sri Tunggal, Kec. Buay Bahuga, Kabupaten Way Kanan, Lampung 34767, Indonesia",Drs. H. Patani,"[{'height': 2525, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116677016081916732627"">A Google User</a>'], 'photo_reference': 'AUGGfZk7Hi107rm14VyQfW_C8MuBJ5WOREvq-8DrQjfIcpOrVWrBfWFZ9OKqUGnoZskHJCSunbWX7KrsDdkyIkz97fulf8w4oGBG4cOj8o0mGUO-L7RWBuqEOVIEAnVwTnOzOnphoOCgKUY9eGjXzOHHg2b9hlj8THZLHME6WY0ViXsGak7R', 'width': 1544}]",ChIJsTnoSSAfOS4RCZSUP4PbMHw,5.0,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,-4.2490294,104.5891852
"PH77+F6, Suka Dana, Buay Bahuga, Way Kanan Regency, Lampung, Indonesia",Wisata Gupit Part,"[{'height': 720, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109496194552399405277"">hamdani makruf</a>'], 'photo_reference': 'AUGGfZlTGnMo06a7hjaOY40PiWPu-x5wRYMoD8GpHjDqcUYsFwHmBKY_JNGfiOw4qVcsZv4vnQ4iQaPCTqv3ILwWCDfTcqQkxvR81xu43gn0l6Uo5fO2AoBv9Y8iEE-C3G_8aCTzxowps14b1UyVTFEbpEkafWIkUA_HUdQLNnwGW-TJW7C1', 'width': 1280}]",ChIJaT4OlOrjOC4R8as3FtKJKWQ,5.0,"['tourist_attraction', 'point_of_interest', 'establishment']",2.0,-4.2862583,104.5631233
"PM56+QC, Mesir Ilir, Bahuga, Way Kanan Regency, Lampung 34673, Indonesia",RAGAH TANI FARM,,ChIJTanxRbXfOC4RjD8jQE1GHfc,5.0,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,-4.2905734,104.6610544
"PH77+F6, Suka Dana, Buay Bahuga, Way Kanan Regency, Lampung, Indonesia",GUPIT PARK,"[{'height': 2610, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109266481206361543659"">MRizky Nahroni</a>'], 'photo_reference': 'AUGGfZlE5nlDTMeoUvcO1VoQKvLBPSb5YUeoW5OanqARawZFBQEteKxTu5yO-yCMCP2lWB9UJnRdPBWLpS4BZ-bmb29z_fV7u4jdYYa3wkJgSVoGyh1eB8TI_jM-6frHfOs8dpjCjpUs60untyyqyLSXoLYJmlJGREXG_C67_vwz6BSveJpw', 'width': 4640}]",ChIJ4T_KQLTjOC4R-UmMKf4TEh0,4.9,"['tourist_attraction', 'point_of_interest', 'establishment']",9.0,-4.2858944,104.5633372
"Bumi Harjo, Buay Bahuga, Way Kanan Regency, Lampung 34767, Indonesia",AIR TERJUN PUTRI MUNGGAH LANANG,"[{'height': 720, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111633858778217928331"">A Google User</a>'], 'photo_reference': 'AUGGfZmrsCguplL4O9rgOfQIPKc6GqjZPWxRwy6FkMoywcB4CX353Y1h8VcJSdFPZm0LwDKRydX24cJ-L4vpBYv6HPKRuJLi6gKjozw2QrAWqAFSxBcbPKfzKaNEfiSHhuOHxrLeazuAhdESGhvbXWShwljK44zk4PMLtsX_F4McTMvwo4RR', 'width': 1280}]",ChIJJ11T_hHhOC4Rzd-VVZlh93A,4.6,"['campground', 'park', 'lodging', 'point_of_interest', 'establishment']",21.0,-4.2828954,104.586489
"Sukabumi, Buay Bahuga, Way Kanan Regency, Lampung 32361, Indonesia",Ysf BirdFarm,"[{'height': 4480, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110492854738705492292"">Muhammad Yusuf</a>'], 'photo_reference': 'AUGGfZlGNuUeQQ6q6oWS3L_lZu9mr4wPrm_QaHkN5e-3G2u-kACz-DrqYDkTT_yyXQyKRwy_cCtutz1sWEDaaFuXfyd7GskWECoBR64c4CpcBmjI6WeMZKvWwTv6RfaLGk_e1PdahHtcCM5vobELiGJnKpKkYoruCzojxqklgGx14iwemfE3', 'width': 2016}]",ChIJGap8nELjOC4R6wOipFsNgWU,5.0,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,-4.262797,104.5584358
"MGWQ+HF, Punjul Agung, Buay Bahuga, Way Kanan Regency, Lampung 34767, Indonesia",PG...Viral,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108925590583329108007"">A Google User</a>'], 'photo_reference': 'AUGGfZmsl6jZDqeNuvn_Hsg3gfYo9jjYmwIc5jstTgv0dhCYHCticu6h_M_pS9HdxduwRmibfpym78sq6nRh1_mXY20C4r5JRnrmRvGY1kRgU8zaioaqdmH99tarEdyHQRS0Vdmr0EpSkOhna2a_gjGIsgYJ-xX_28zJ-6vfCiGVYBYhr-hr', 'width': 3000}]",ChIJ3Zik8W_jOC4RjBODCa2eX5w,4.1,"['tourist_attraction', 'point_of_interest', 'establishment']",7.0,-4.3035717,104.5387074
"Jl. Pisang Baru Utara I, Pisang Baru, Kec. Bumi Agung, Kabupaten Way Kanan, Lampung 34673, Indonesia",ALUN-ALUN KAMPUNG PISANG BARU,"[{'height': 1744, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109334535710514512425"">A Google User</a>'], 'photo_reference': 'AUGGfZlUZEEUfjPh20Z-2TX7cuoBSK2Kkk4dwDC79iV3DCGpGT2xdOvf7t2RjBTxaZqEMJoQiAGWP2T40qZnIb6CQq1hXFsq8OK9VJeXje4om0Jv_9Z7TMCCEFwnvNYA7QWKen1unRXMjyWMvSIobMvP232mjNSsXwQR50sczHMzj_aYuR0', 'width': 3648}]",ChIJR_pNlgb9OC4RCX8BA5TAgsA,4.3,"['tourist_attraction', 'point_of_interest', 'establishment']",33.0,-4.3300592,104.45327
