formatted_address,name,photos,place_id,types,rating,user_ratings_total,lat,lng
"MFC3+4WH, Indonesiana, Tidore, Tidore Kepulauan City, North Maluku, Indonesia",Pantai Tugulufa,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108572430016700954056"">Ardya Ardya</a>'], 'photo_reference': 'AUGGfZl04Vjn8U9u9f0UtksK4lMp4A5ud0It8M_vpw1tR4i5t1NSaZ2ib59J2PrxNyvvZcMiuGiHbGDkm09sfQIIKKTq9XyYKSx7zV6jwupIl3v6n6DIp3Mlw06c9gimQ3Bup0yPZUkUa42qHrpmbQauw4DbT8fwOUFf6vKrZraf3kdf-PUJ', 'width': 4160}]",ChIJ3c4_7ZfInDIRNcyydMsJC4I,"['tourist_attraction', 'point_of_interest', 'establishment']",4.4,488.0,0.6703023,127.4548649
"HFW9+3V, Pulau, Tidore, Tidore Kepulauan City, North Maluku, Indonesia",Coral Reef,,ChIJM56QRCvbnDIRULuRl-7-DAY,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,0.0,0.5951875,127.4696875
"JCC3+WCC, Tomalou, Tidore Selatan, Tidore Kepulauan City, North Maluku, Indonesia",FKNT Tomalo,"[{'height': 3744, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112965560332983040746"">Asrul Achmad</a>'], 'photo_reference': 'AUGGfZkEVLlw1wpG1qN9r6pzufBhUiPMi3LygUJrpe51vpVvrigpFnGmB2u4BHQNosCElGF8nJpOLEXFZafRuXWzouMAh1mBJF2ROpU_w1k7K7krxY7Bi3a8a3kcO9DrLJ26IQsoZpI74PqioGFuPYq_KHQJdVfPeyXg36s7LRJZ_75GCWNo', 'width': 5616}]",ChIJtQ2cmcbPnDIR7gAMvQTTuwk,"['tourist_attraction', 'point_of_interest', 'establishment']",5.0,2.0,0.6222558,127.4040178
"PF7J+32P, Filonga Island, East Tidore, Tidore Kepulauan City, North Maluku, Indonesia",Failonga Island,"[{'height': 2250, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116900269891175312318"">Opan Jacky</a>'], 'photo_reference': 'AUGGfZkk7jTCeVAXgECrzSzidGOQkL559FHFzu2rN5QXwxrye4T31lPecgBtHSG4RaAvyLGRBOGvbQ1-17B2vEUwdoaC5RF1iK6W2JqQ3An2PfcKrJhHI2fVSs9tIt98DQVsQ9HfjaNryCqdiw49KGPv1PeJbxbhuOcxo4BZXKaDn3ZtwkYE', 'width': 4000}]",ChIJwcB2Z_DHnDIRflsm_QB1tqI,"['tourist_attraction', 'point_of_interest', 'establishment']",4.6,65.0,0.7127019,127.4800861
"PC34+VRM, Kalaodi, East Tidore, Tidore Kepulauan City, North Maluku, Indonesia",Air TERJUN NUSA GAYOBA KALAODI,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106285340488135970472"">A Google User</a>'], 'photo_reference': 'AUGGfZm6OPWP9uxy5m1fv1ym0gCCICmzoCQaG4vBwH3NeFG55yDvXaZ0SCoI1L3fwQXP4YT3Z60mOd1ZK7SWvm7TKISPWe_4d6ILgr5f6kHicKJr3W_P6JsQkwOze8JZLwBn4FNlVzU-nPG3YXxuAShQWeEoH0mx4TI1hsmtHAo49SaFJ4XW', 'width': 3120}]",ChIJF0gksCPJnDIRuBiCx5WznWQ,"['tourist_attraction', 'point_of_interest', 'establishment']",5.0,1.0,0.7047239,127.4070445
"J9RC+9CX, Toloa, Tidore Selatan, Tidore Kepulauan City, North Maluku, Indonesia",Akemulo beach,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112066842035035099609"">A Google User</a>'], 'photo_reference': 'AUGGfZknnvcKWIKBvtsfY-S_BOX_QJXz58e5LslGqPW4vIdKmfs_UsAzs_0DN96v0t9HYyj9-3x055OHXBFsiS_pIV4Ex0vPTjGBRRio1zJ1_ZgO9xF30KbK0bZJ03tEYA5Ud_YjDBhS2fxLJiIv6dX-GSvbeo78yBiJzRfB4ODq5dK6e7uP', 'width': 3120}]",ChIJ49ZPS_zNnDIRnzK0BZYXlHw,"['tourist_attraction', 'point_of_interest', 'establishment']",5.0,5.0,0.6409912999999999,127.3711126
"J9MG+XC4, Dokiri, Tidore Selatan, Tidore Kepulauan City, North Maluku, Indonesia",Rompong Jao,,ChIJzXkcjt_NnDIRd8P8iVvnKTE,"['tourist_attraction', 'point_of_interest', 'establishment']",5.0,1.0,0.6348763,127.376082
"MHP2+55H, Kusu, Tidore Kepulauan City, North Maluku, Indonesia",Tuguae Surf Point,"[{'height': 3648, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110910794264615098519"">A Google User</a>'], 'photo_reference': 'AUGGfZk9Ki4GAfALmKJFD7CZJV210qHxeYbeJO-DGp-VASOGWm7AukAvStXWjv7Vfg6DsYtB-WHpcPMcjal_zObrvElOHeYl5D1Q3Vjh8S5Y9fHqic4z5CQ0T2D9X5rtIHnWmG4KJwm1DqiZeVkgVOQGV6QHpryPkM_hC0yVrz2hhXtA1UzF', 'width': 5472}]",ChIJg1r56NfHnDIRbP97Iaz4ZBY,"['tourist_attraction', 'point_of_interest', 'establishment']",5.0,1.0,0.6854269,127.5504826
"JCX6+GQ, Tongowai, Tidore Selatan, Tidore Kepulauan City, North Maluku, Indonesia",Balibunga,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104613364529816939444"">A Google User</a>'], 'photo_reference': 'AUGGfZkNSc4kB1ybtMjKfe4orOIvjs4DRTajmLOI-XBB75nUWYYrEzhWFKgFbZ02JSiHawhY1210aPqIqqW7M6zwiUrecnpwgSiolVryhYkKhH7iUIABdhu873_HvjkZOm2KBtmMPFpfLn-hbsUSmFQg53Ie5Kk6WFEyB2Sh4hyMVMeOOUv5', 'width': 3120}]",ChIJExp-LwDPnDIR8aDLkqiST7A,"['tourist_attraction', 'point_of_interest', 'establishment']",5.0,2.0,0.648824,127.411983
"MCWC+5RF, Kalaodi, East Tidore, Tidore Kepulauan City, North Maluku, Indonesia",Fola Bijikala,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113037610691819630289"">A Google User</a>'], 'photo_reference': 'AUGGfZlK3Ll4ZI2NF2r_1RD-D4Ee-V0jz2tMSw85ksmHh1vLC-ZRGjdkIRGQeeN9VT-ozfxKSoq0lNsTlo2Ma84Qo0NWPTTeFFgdh6Xn3ERFdVEjkcaEwqi67wKzgkce3R0Wr66wsq7K9SUE58PTaDu8dYO73UfNhPux6mZx10IblwHGZKf1', 'width': 1920}]",ChIJ8a2dY2rJnDIRDCNYhxcBjJ0,"['tourist_attraction', 'point_of_interest', 'establishment']",4.7,13.0,0.6954317999999999,127.4220427
"Tuguiha, Tidore Selatan, Tidore Kepulauan City, North Maluku, Indonesia",AKE BOKY,"[{'height': 1040, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113832732188025519334"">A Google User</a>'], 'photo_reference': 'AUGGfZmh5IbNtOCWUrOtqnfcRRsA5Vo7-RKdTDLQ_N_v3s3MsuqGNB-dH0vez_dYx5-ekbPa3wgCWJeZ3AV34uvlYH9DCnzOlyHA8CGQHSW8ibP_Doa_gpN8aAL1Ldhv63vtCs1GmYqf4TTGDEYtlbIKk4981MUmzIxpkHacsGAraIqsT65A', 'width': 780}]",ChIJlYaXBIjPnDIRwdYpNlXvfok,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,0.0,0.6268663,127.3845501
"MFC3+4WH, JLN, TUGULUFA, Tidore, Tidore Kepulauan City, North Maluku, Indonesia",POHON APEN THE LORD,,ChIJRyXSOQDJnDIR2uroHA8DmrI,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,0.0,0.6703023,127.4548649
"M9Q8+9RJ, Mareku, Tidore Utara, Tidore Kepulauan City, North Maluku, Indonesia",Mafu jara,,ChIJncXMHwDLnDIR_a94j74Rc-k,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,0.0,0.6886791,127.3666564
"MFG4+8P8, Indonesiana, Tidore, Tidore Kepulauan City, North Maluku, Indonesia",Kedai Olan 77,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103814062001288443795"">abdulkadir ali</a>'], 'photo_reference': 'AUGGfZlEUX2VI7bMDFj_CptyV247nede4zgSM9XXoAve_8UsB7QhWX7YsoEMFr_Soid5ePZVCeCMRl-aCT-W1aIGdiC26UuQq8eRgDIA7KWGAYSW-iM1LUClqbAWmOa-SKOxGYybh30uth3hkoV-GCLSLAeQoy1mnyhO-n21NY8ic-_yyFRi', 'width': 4000}]",ChIJgYo2JD7JnDIRxbguJW8pubs,"['tourist_attraction', 'point_of_interest', 'establishment']",4.4,20.0,0.6757883,127.4568229
"JCJJ+V8J, Tongowai, Tidore Selatan, Tidore Kepulauan City, North Maluku, Indonesia",Talaga LigaApi,"[{'height': 1439, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102189124865905968459"">A Google User</a>'], 'photo_reference': 'AUGGfZkqkIJiFvmjBUuJAySlp-Gr8_T4mN6r9nfCRISQgWR45MZS8vQ2RaXbJAVMUYKLPew2C_75UKdTW9X0RQtF-ehQIuCu8hEhdKw1G1_PMAuKx6jk96QMtJGw69u9H7hu1vdvAo0YAJPTWdVyn80ptN3V19NxLYAT91Edf1PXoRcK48LE', 'width': 1076}]",ChIJL0rLcLXPnDIRQY6W-URFSXw,"['tourist_attraction', 'point_of_interest', 'establishment']",4.5,2.0,0.6322228,127.4300608
"M9M8+468, kelurahan, Mareku, Kec. Tidore Utara, Kota Tidore Kepulauan, Maluku Utara, Indonesia",Pantai Itolamo,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103550953666121118983"">A Google User</a>'], 'photo_reference': 'AUGGfZncqqRev01HmF1Rht1H81EXdqWX2FqpSsc0CG6Pxl9iL1L5skvl--H04TBkZHfws5bxbRdxXCqaLqiADrNWTD6Op4iP6bqvkRTKU3O32jiRIYFtDJp2VhPGf9H3jUMiU0jLXuPiJXTUaWmLuyTyhJ0O80Ap166z-UJLhBN6XEPNsewT', 'width': 4000}]",ChIJO2sOv8jLnDIRHYsDEZUGng0,"['tourist_attraction', 'point_of_interest', 'establishment']",4.1,23.0,0.6827949999999999,127.365564
"MF82+2C6, Tomagoba, Tidore, Tidore Kepulauan City, North Maluku, Indonesia",Pantai Kotamabopo,"[{'height': 1836, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106713118190116163325"">Hubert Trapp</a>'], 'photo_reference': 'AUGGfZnSybj783Mb0gTo9Na84L1wShi56_8On4NSJMNgZQrIBWm9XVbh0Ubczi2j20du4tnAbo9MFusU1W7wv47zUlcSsYVSFnGyt8WHYVU7nZQmpwQsj9MejX9_zZ83rFQnXrjBRgj837Zf_r4K_ZAX9E8bm1nmILWTJdoWYKIo-erNl8rX', 'width': 3264}]",ChIJOxFyP7fInDIR17YqKm9raJ0,"['tourist_attraction', 'point_of_interest', 'establishment']",4.2,39.0,0.6650261,127.4510025
"P94H+8V2, Ome, Tidore Utara, Tidore Kepulauan City, North Maluku, Indonesia",Pantai Togam Tidore Ome,"[{'height': 1024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118092199630223047192"">A Google User</a>'], 'photo_reference': 'AUGGfZnp_1yOGBJHa_D6T-3ePCLHR14PGE64DfPFrTmFRunMZhbeStUrKxo7WUGR7HnHGaPSAq5qCghECGtonWurfwfknDEN4XP-cAEjjXNMt9DAg2N0t8ASuYewPHq6ij90qpxU4yTVTuIQR1Ovmal2CToMHGrGAojp-43Zc6Nhr-DMisC6', 'width': 768}]",ChIJCyvdiRLLnDIRvbHqvf1OVuw,"['tourist_attraction', 'point_of_interest', 'establishment']",5.0,3.0,0.7062027,127.3792075
"J9GQ+48, Tuguiha, Tidore Kepulauan City, North Maluku, Indonesia","Pantai Tuguiha, Tidore","[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109939926775542498789"">herdianto arifien</a>'], 'photo_reference': 'AUGGfZkJooFnQ6h3YMQMGS2b8Iiaw5QrjXoHJNQ3v4u2wXfj7n36F72GpZ1xe6iYnZg8bDOHAZdKcoINBG9nkjQv9_mJKKixkttU9KHmwlXF3AMDJUX0tVTvCnyZawMgZcQcWkqN65z-0GVp7K9KXfRgLlIoHGwpgLsIM2meWLI9a3DwCSpf', 'width': 4608}]",ChIJmUpVhjPPnDIRrbkqeWDlyZM,"['tourist_attraction', 'point_of_interest', 'establishment']",5.0,2.0,0.6253723999999999,127.3882579
"MCG7+83V, LadaakeTidore, Tidore, Kota Tidore Kepulauan, Maluku Utara, Indonesia",GURA KUSU,,ChIJ-RgxsHjJnDIRnBiTm23tbYY,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,0.0,0.6758504,127.4126573
"MC48+PXV, Topo, Tidore, Tidore Kepulauan City, North Maluku, Indonesia",Batu togorebo,,ChIJcRGgOADPnDIRBxnboZJKLoA,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,0.0,0.6568602,127.4174362
"Seli, Tidore, Tidore Kepulauan City, North Maluku, Indonesia",Pantai Seli,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117210007137445295478"">Alan Arifin</a>'], 'photo_reference': 'AUGGfZk-xprtXaYdTFDHoyqIFEi6GyfQuVSiKWhfhEi0vwcIyn0yJNpXSKFD8q4QdSc7fq8v99JwQtC4kF3VrRcQwUj7gIHtWD2gfPbwGlpJfmcDa58kIkqHn7lyKiCr9F5uCKX0YAAP6LklJ8TOICc9sKmzEPWwU4XDuVrPaJMwZubbrz6v', 'width': 3024}]",ChIJu49QYbXPnDIRcSJ0AyvqZI8,"['tourist_attraction', 'point_of_interest', 'establishment']",5.0,2.0,0.6359826,127.4322971
"MHJ2+H9, Kusu, North Oba, Tidore Kepulauan City, North Maluku, Indonesia","Wisata Pantai, Tanjung Tuguae","[{'height': 3648, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110910794264615098519"">A Google User</a>'], 'photo_reference': 'AUGGfZlPs1ZnT-FCNoPd_L4Xrgck0eozNaivWVcfblKdaNoyHNuq46fVPMEMmNmjwRswm8Pz-EQFkWjrw0-LAxAQo_vrNOebTYpuVRhp7FADn5BA2vcUNYdDxuaA_mvEQENdzKrEKycNSvpCOAEivZFvBhpYC5XwTxRISaguO1CJgCr9VZxb', 'width': 5472}]",ChIJPbNXXXHHnDIRgpfGy7ZGfIk,"['tourist_attraction', 'point_of_interest', 'establishment']",5.0,4.0,0.681437,127.5509061
"MCH5+Q7R, Unnamed Road, Jaya, Tidore Utara, Tidore Kepulauan City, North Maluku, Indonesia",Hoka Puncak Lada Ake,"[{'height': 1233, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107838151675723635287"">Don Mitaart</a>'], 'photo_reference': 'AUGGfZlUenfO-lfgCdIHyQZ5pyLV3_gQMaNPdCjOkDE8VtFl3bhUjWRIPIp8FLdXYZ5dkYE8s1ctq66-pqi1btVJoUnwC4q77x7HdPVRsJ_VTIbElBquBeOWHSfjblolpEx-3WHGlegaKkmeCwc-1M2BMq5XO5p57ldRfylAdzzZnT4y3HOU', 'width': 1242}]",ChIJeRa4T_zJnDIRl0QU8jVes90,"['tourist_attraction', 'point_of_interest', 'establishment']",5.0,4.0,0.679493,127.408127
"HGWM+H2P, Akedotilou, Oba Tengah, Tidore Kepulauan City, North Maluku, Indonesia",Pantai Firdaus 2,"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112591695577109411671"">To Mutung</a>'], 'photo_reference': 'AUGGfZn4BLfJCRxaWHj2L03BPPtpCBpqR2-EAjOyVXY99FLiZraZudlfu-SeYIit_FvcZ2wZVjYv6I9C8C0TMHiu6FkRjDF1YeHwzNtIb7gkJxMha2XdMvSea7x9YHSdL7o3NFNJlmAdNS_c_sg5cJYQHv1C4ZQqPkPmUAHBhlcIAJU_W8ZW', 'width': 4608}]",ChIJfyZ5m_rbnDIRKdwv-pRnsYg,"['tourist_attraction', 'point_of_interest', 'establishment']",4.3,3.0,0.5964632999999999,127.5325917
