formatted_address,name,place_id,rating,types,user_ratings_total,photos,lat,lng,history_and_cultural,nature_and_adventure,entertainment_and_leisure,spiritual_and_architecture,wildlife_and_conservation
"H2M9+WJF, Tomoli Selatan, Ampibabo, Parigi Moutong Regency, Central Sulawesi, Indonesia",Tomoli Selatan,ChIJt-VIQgAvii0RMh0VWHp0Hhc,5.0,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,,-0.4151956,120.01906,0,0,0,0,0
"H269+FMP, North Ampibabo, Ampibabo, Parigi Moutong Regency, Central Sulawesi 94474, Indonesia","PT. MALLISA ""PhilNes""",ChIJQ4a7dxAvii0RtU1Ol7mYWt0,5.0,"['tourist_attraction', 'point_of_interest', 'establishment']",7.0,"[{'height': 720, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107216393720432495500"">A Google User</a>'], 'photo_reference': 'AUGGfZmY82U3Rw39_pGOcp3RocNE9wgJUKO8cdBukJuzOytQmnWoKaZe_iVZdYZkn2zVGAlqRgAzfEKJXKoWXzXJOth9N_iR2pKiikYg57f7FYZn8oPN3Dn8buQCKJ2Rd4BY6mmsBe8z7koBGHLzvcmDpA3bNsdBBQySQCoT6zmQXceYuxBu', 'width': 1280}]",-0.438789,120.0191944,0,0,0,0,0
"Jl. Trans Sulawesi No.36, Lemo, Kec. Ampibabo, Kabupaten Parigi Moutong, Sulawesi Tengah 94474, Indonesia",Reef Pass Salangka,ChIJeQV1z9Qpii0RfQ0hM-4sraY,1.0,"['tourist_attraction', 'point_of_interest', 'establishment']",2.0,"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116775438860112065705"">A Google User</a>'], 'photo_reference': 'AUGGfZkurRlWG05_g8-YhGbdTRwCuEaz7afKWbDTE09ky7OuSbO1dAdf18Ywe_BjC9yPm6igT-R6b-ODFIxQDmXrYuxbxIE0WlUh4kRA_DMkIsCysnorg5fqUeic9ywuL3NSMkhsrilPDuAZlEufPTdbPVUP3NWbn5nynjUpK3WynipY83zD', 'width': 4608}]",-0.4412093,120.0764003,0,0,0,0,0
"F2XX+HV8, Jl. Trans Sulawesi, Tolole, Kec. Ampibabo, Kabupaten Parigi Moutong, Sulawesi Tengah 94474, Indonesia",Wisata Pantai Karang Tolole,ChIJgSty2C8tii0RF-njQiQae9g,4.2,"['tourist_attraction', 'point_of_interest', 'establishment']",21.0,"[{'height': 6944, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114377701848148146691"">Reynaldi j</a>'], 'photo_reference': 'AUGGfZliiVdCxBVj1TGFcKlq0rtNTkALum-6jzPSJCMDhmNqHs1c_qWyl8NA8rFL0XQgPxcb3AGFqmGh7wqkayyuqHNxyafwpCMbuYfBPbX0dAFrwgKX0ALXjvt1FMIB2ohu_k1eIPsl8ohkzYg1396ZPqAJuEmxZm0yBha81oKOWbDZRmIH', 'width': 9280}]",-0.5010903,120.0496983,0,1,1,0,0
"G26X+9Q, Toga, Parigi Moutong Regency, Central Sulawesi, Indonesia",Pusat Wisata Polindolara Beach,ChIJW1hcrQMtii0RqZKd3rKz6xA,5.0,"['tourist_attraction', 'point_of_interest', 'establishment']",2.0,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109276953693195843284"">A Google User</a>'], 'photo_reference': 'AUGGfZmLC5FPPuBaceKyBg74fio2B_yBVLTE8I6irmWir1BIocs97riUKXpFWjcK5X27VAGQfguqRR6_if3vOsp-USgc3zJGyYdfea3mJecdN6yoziVCobR4zfPpmKCE9-NAkfRpN0PHGmcbULCRg-hrEWLcYPUFdtNmF24omAzcsuurOamv', 'width': 4032}]",-0.4891032999999999,120.0494414,0,1,1,0,0
"X985+VC4, Balinggi, Parigi Moutong Regency, Central Sulawesi 94473, Indonesia",Air Terjun Baturiti,ChIJLUzDVl9NiS0R7tFC_XHY0q4,4.5,"['tourist_attraction', 'point_of_interest', 'establishment']",85.0,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105263847620061161917"">I Nyoman Sudiara</a>'], 'photo_reference': 'AUGGfZlnOjqZu8qm5Dq1a_4njJTFfBKrQE-qIEL-SFSc6czMqSzJpliTvkt0jLkCeYdaZ8dGDc8lIgbBD0qDcnud4DOO9juSHgXFwGQ1T5xoDB0HdT6ZbYEsRiqSz7V-PTsw6L4-khTGStmzOksg2diJy-x-6nAjrsY7QO0fQPxNxcsloxPj', 'width': 4000}]",-1.032857,120.3585921,0,0,0,0,0
"Unnamed Road Balinggi, Balinggi, Kec. Balinggi, Kabupaten Parigi Moutong, Sulawesi Tengah 94473, Indonesia",Air terjun Tolai,ChIJMbyRzsZNiS0RnbPp1hUFJZA,5.0,"['tourist_attraction', 'point_of_interest', 'establishment']",5.0,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110670969627193900208"">A Google User</a>'], 'photo_reference': 'AUGGfZmb6bEzGnMFh2MDvC4kTz1lQ4rZbag1onzETiqmnkYlNYRIK1KXxPhVWAMYsGG9kA_Xn2842OQ8bf45Qv3i60u73tfqzH3vBw3KFepVOOy9nbXXG6xoH75JSjdyMv-apfneW-7NZsTNS04pCW0ugj6EiLpREVjQ_KKCTc2iLuH-siAh', 'width': 3000}]",-1.0306485,120.3595319,0,0,0,0,0
"X9F2+WJG, Balinggi, Parigi Moutong Regency, Central Sulawesi 94473, Indonesia",Niagara Rainbow,ChIJxcNfKGRNiS0R4pV3s_hIuOE,3.2,"['tourist_attraction', 'point_of_interest', 'establishment']",6.0,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117250827328130582941"">edy pranoto</a>'], 'photo_reference': 'AUGGfZlgTFfmmJxCTJjC5V1LStGVQXFPyM3BDlMYWZqJC-4J8Qb2YacGsQZqrbPK-g1HWRUI6rg2DUOHETvZiSUe_fV317H6uDTEemmpUxHH8Z-B04zHFtFf7_3Q_SkpPyQ-L0QpjFWfDR53OutrbUHkbz0FVWAwkynCQdLPioMbv1QEQ8b_', 'width': 4000}]",-1.0251795,120.3515718,0,0,0,0,0
"2C63+765, Suli, Balinggi, Parigi Moutong Regency, Central Sulawesi 94473, Indonesia",Objek Wisata Sawah Hijau,ChIJMWrq9jpMiS0RVlmgRSXeGzU,5.0,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,"[{'height': 3840, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104002865713271354562"">Juan Ketut</a>'], 'photo_reference': 'AUGGfZmixwxFz7uH5HbIH3Pm0kZ-8o1uKbNk60_r2_YQTsRLPgtA6KTsoKjm0YvgmgpNfEK2e8rYmg6i1kt0uzTG3hjouBuS2oinJX-VOn8ch04poxOCDvw_DHOwbNrbdgAnp-RH4STd5KFBcgOjfVba_XDHpEdDEZ_-Ii5xaO8skGrwTMjM', 'width': 2160}]",-0.9893718,120.4030977,0,0,1,0,0
"2CQJ+WQW, Malakosa, Balinggi, Parigi Moutong Regency, Central Sulawesi, Indonesia",Tumpapa Indah,ChIJSQONzWRPiS0R9Pxp7_3rm0w,3.8,"['tourist_attraction', 'point_of_interest', 'establishment']",8.0,"[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116435905056418263687"">Sofyan GLembah</a>'], 'photo_reference': 'AUGGfZnv6x-Aw5PMF-eY2gevlF8aXmanYWBOHB7uJi91sYo3Y11_DLOvQ2Gxd7rfkFU0iaRz8cyCkA8N4LH0BUescVu97Zcq_d_WfKddUp44Lgx7DP6YfshRkZshh7Txn3BOolE-aEym8XqgP7tploYnCXR7Yee64ljcQ2iT4Hw2vWGPl6VF', 'width': 1080}]",-0.9601467,120.4319398,0,0,0,0,0
