formatted_address,name,photos,place_id,types,rating,user_ratings_total,lat,lng,history_and_cultural,nature_and_adventure,entertainment_and_leisure,spiritual_and_architecture,wildlife_and_conservation
"M4XX+9V, Balai Riam, Sukamara Regency, Central Kalimantan, Indonesia",Air terjun silingan,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117774314089806665978"">A Google User</a>'], 'photo_reference': 'AUGGfZmH2VIWI4xXuGNyAVK36p6Yd5nKQlhJeSqqF6TvmFgT6Yzft-d7QrdX6GanqPmY5Rp8cwe6BxttHjG8gHXWS2lfCJAXXR0trQEtuWFXh_3lCY3m0-v-79pYkaMLDgIpsXpQGpLmDCZbWZzPMYHLqoXqnzzu0YysEotXSfmlDovPvrL2', 'width': 4032}]",ChIJu78f5QGrCC4Rez-HqKLN_Qc,"['tourist_attraction', 'point_of_interest', 'establishment']",5.0,1.0,-2.3015034,111.1496959,0,0,0,0,0
"M5GM+CMQ, Sekuningan Baru, Balai Riam, Sukamara Regency, Central Kalimantan, Indonesia",Bundaran Burung,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116420861082809950041"">Fideliz Roy</a>'], 'photo_reference': 'AUGGfZm_ficMLlksPOnPGc9D9B84caABPAW8iJvfmNHQFRWVFbV20qleHYQy3MdnD4QAwpOWjtopv6SolmYydgUqfMGbpz-GW2wJn5SIYtw_IWQdqTtcoZ6-KQb8T1uUt40sZ6S73j0Jzmn72Ot9j7YPPtBaOmOL2-hV9b-1YanihWRCLA-h', 'width': 2342}]",ChIJo-depourCC4RyCInXTIapfw,"['park', 'point_of_interest', 'establishment']",4.3,67.0,-2.3239114,111.1842407,0,0,1,0,0
"Sp 3, RT.10/RW.02, Bangun Jaya, Kec. Balai Riam, Indonesia",Agro wisata hidroponik,"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113373319492703134894"">A Google User</a>'], 'photo_reference': 'AUGGfZkL-jmBxgfNYnq70mQ97jbOrbt72MvhaTd2R6zBXuNnxYHgss94k_4T19rJtWTZxSO5g-YCcOShtzPTtLfCIkm6RNpS2nKZNcUfmAx1HLTmsZW6CQz6mwWc19c540oEU9VOjOC_nTA2qP0gjOsbEeJpWIUldFYDuIeIIneSxAlc3Ezo', 'width': 4608}]",ChIJ6WD4sj6pCC4Rf0ICxXF8oR4,"['tourist_attraction', 'point_of_interest', 'establishment']",5.0,1.0,-2.2956019,111.1923135,0,0,1,0,0
"P555+724, Bangun Jaya, Balai Riam, Sukamara Regency, Central Kalimantan, Indonesia",Bukit patung balai riam,"[{'height': 1952, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114366711902259151065"">A Google User</a>'], 'photo_reference': 'AUGGfZlWxkWv3OzbFZuCHxKyeZfm9B0uL1D2O_IT4YYIqw4fUEQdlEiie0Q9uNVjvTtiSqIlHhcqlBafn1B2gn5tcdygxQZB6QEzHWWHWgZBXFwf-C2WKEKXwmEfIbqEg60GYPbSVjLY6JjcHwwLX33cTAm1qwQHptAglGLh8fAy_isjM7Q_', 'width': 4160}]",ChIJaxzDVRcBBi4RJ-LoT7sjHxs,"['park', 'point_of_interest', 'establishment']",4.0,2.0,-2.2918632,111.1575859,1,1,1,0,0
"H4MH+WQ2, Jihing, Balai Riam, Sukamara Regency, Central Kalimantan 74172, Indonesia",Bukit Jalungga,"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107381350707400215674"">Martina Kurniarum</a>'], 'photo_reference': 'AUGGfZn9ajHlgjfSFzAGC31dpxFU_6LSNQBALXFcL68Rdn9dxN17yaBPjMV9FPYorNjVbCUp4uXVm_wqoUCPoIzLWNp4OE2WJFJ0qhvykDj6jJjIO61ymWVXZLrEU_aMuReR4-CXPr40c1js8HcKvqGBx6CI_0ryq5r3T9yPIW3xDxugTb3m', 'width': 4608}]",ChIJo_BQPSKtCC4R2hP5nSh5Iec,"['point_of_interest', 'establishment']",4.7,11.0,-2.4152345,111.1294006,0,1,0,0,0
"Lupu, Jl. Poros No.Km 3, RW.5, Bangun Jaya, Kec. Balai Riam, Kabupaten Sukamara, Kalimantan Tengah 74173, Indonesia",WISMA UNGG4L,"[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103627926113706480408"">surya.briam Baleri</a>'], 'photo_reference': 'AUGGfZkX29_8eQpAtbL2XNVB9jnb_gPY62gF3kl8ASoYGQU4sWxPELWKp3_4jy0obaKuVfWLmdsNEOdcUNaZwaspTGhKIoAltrbVrSf05b0lcczw6KvH5kIj1rTSpBiqcE8RqhmHUtGn0pG_mXPyGhtMgR8iFu6GHnFKf81AhlaA8a82PLUj', 'width': 1080}]",ChIJDUBWwWerCC4Rmk1skm2LzyA,"['lodging', 'point_of_interest', 'establishment']",4.0,43.0,-2.3228642,111.1848234,0,0,0,0,0
"P54V+R3, Bangun Jaya, Balai Riam, Sukamara Regency, Central Kalimantan, Indonesia",Rumah haji ainul hanan,,ChIJVwz04ucDBi4RcoeK_W9x8Ds,"['lodging', 'point_of_interest', 'establishment']",5.0,1.0,-2.292928,111.192738,0,0,0,0,0
"F6CR+9MC, Sumber Mukti, Sukamara, West Kotawaringin Regency, Central Kalimantan 74172, Indonesia",Pemancingan sumber mukti,"[{'height': 1088, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116821206695632241745"">slamet masngudi</a>'], 'photo_reference': 'AUGGfZmVuxiZlTpNw_CKA263pA5PP0SPEIxIsinqpkZSmBwwtV0bbYfV0rxnUmMv5EkFxH3TbwFyjJxmUHjqUxKygpnNrRmJXTPYBsv44fGJH4H-6mbrqKDgeHwjc-_0JCTKp9BTeqzZIsviuLCajETh6XcqApJy3ykJm-6qx97jSev69yn6', 'width': 1920}]",ChIJzW-Crue5CC4RroKf0w0qNN4,"['tourist_attraction', 'point_of_interest', 'establishment']",5.0,2.0,-2.529065,111.2416302,0,0,0,0,0
"WWWR+HMR, Raja River, Jelai, Sukamara Regency, Central Kalimantan, Indonesia",Pantai Tanjung Nipah,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111127705395356979090"">A Google User</a>'], 'photo_reference': 'AUGGfZk_gh9dzWt4iJYA-np9usI6oFlZLp19IndsZwW90OtdYwJ2D-Mr8wjHwWkHzyT3QFZXBsbmXivOM_7tVCTxaYUYBxLVcvvj4uHNjkMD9FirCLOgyzAhidOM9GrqVWHToO14VirVgYY8tfHUaqSod9LoR7x6cjGxzqVeRRyI0OImLPAN', 'width': 2252}]",ChIJdftnS5nPDi4R2bSR3fxp9Go,"['tourist_attraction', 'point_of_interest', 'establishment']",4.5,112.0,-3.0535065,110.941653,0,1,0,0,0
"Desa Balai Riam, RT. 03/01, Balai Riam, Kec. Balai Riam, Kabupaten Sukamara, Kalimantan Tengah 74173, Indonesia",Kantorpos Balairiam,,ChIJNVVVVVUEBi4RaFXgw1V4zDc,"['post_office', 'finance', 'point_of_interest', 'establishment']",4.0,10.0,-2.3324784,111.1560738,0,0,0,0,0
