formatted_address,name,photos,place_id,rating,types,user_ratings_total,lat,lng
"H95F+XFQ, Halerman, Kec. Alor Bar. Laut, Alor Regency, East Nusa Tenggara, Indonesia",Pantai Lingal Alor,"[{'height': 2352, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103451732623524607906"">A Google User</a>'], 'photo_reference': 'AUGGfZmeMWOBS9o7t18q8Gsg9YwZUf1ZODFZiLp9eMpn0BbJOtBvh9FfpNHOIniXhZe6hlPnYsfcvPnwCEQb8aNLuVKooy9kelimHQWkp-OvtL88jBiceeW5cgoBZFnWBytEV9kbaMt8SvYsQitW1O6i3icqRXuOx_-laZNhveOKEdzht1NQ', 'width': 4160}]",ChIJmdmH2_6Zqi0RM91W9g4LNx8,4.8,"['tourist_attraction', 'point_of_interest', 'establishment']",26.0,-8.440027299999999,124.3737497
"HFC5+RF2, Manatang, Alor Barat Daya, Alor Regency, East Nusa Tenggara, Indonesia",Pantai Manatang,,ChIJhRKsFQafqi0RcqDNRKRYScI,4.5,"['tourist_attraction', 'point_of_interest', 'establishment']",2.0,-8.4279761,124.458641
"HC4C+6R, Margeta, Alor Barat Daya, Alor Regency, East Nusa Tenggara, Indonesia",Margeta,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112372899864799449305"">A Google User</a>'], 'photo_reference': 'AUGGfZmgZuYQkO-yEuXtF2lAqLMQVsyrupHi2-COjgxKepOOvKn4uBbXr9pWOfXYemTTHLJqQUN_Q9fg-Fnno6m2yF226MGRBgoves8V7Afk63hJQhZVgle-JWhzJhoKB9qOlUbOD2SmJygefFkDxA6Er26E153yeQzTENhvArilg6jSb4Xz', 'width': 1920}]",ChIJpYfRLACfqi0ROLI0sQBeErM,5.0,"['tourist_attraction', 'point_of_interest', 'establishment']",2.0,-8.4444653,124.4220855
"QC63+QPW, Alor Besar, Alor Barat Laut, Alor Regency, East Nusa Tenggara, Indonesia",Sebanjar beach,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106198208297886131574"">Rehany Mooy</a>'], 'photo_reference': 'AUGGfZkaFPg41HcMOw7qKUahdtxVoMYkVCeOnzRk1okB7yYEe-iP9BzSkrxB7Hr_y0prS8OwWuDYI_Whr6tQyesTrRhFHsJT1DsOSqLnH2SLlovKE1xUZAhozvBRChGV1y20F10nuFJL62Vv17Zc51CQRwsrReqZZeTijxui65Woac_WKlk_', 'width': 4032}]",ChIJ6Tdd5tuGqi0RAQZeveAuOMc,4.4,"['tourist_attraction', 'point_of_interest', 'establishment']",130.0,-8.2380126,124.4043158
"QF7R+VPR, Jl. Slamet Riyadi, Kalabahi Bar., Kec. Tlk. Mutiara, Kabupaten Alor, Nusa Tenggara Tim., Indonesia",Pantai Kenarilang,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110063638734023235059"">A Google User</a>'], 'photo_reference': 'AUGGfZmCxIK5uMM1w3_6licMsiGI-TewjP1ETql7epyRsybI_cCoMmrLzdkzCXJTx7g0qQKzJVygt3O3mvfL-3mUBNTpTxPZyR4yv5bIool5IJqY41xGtHdsdRyIZjP8Dg0M_L3yeRnixG4v_yZXg-qvg_xO5NB9E6_fqXMXgYzzKwRHw7-H', 'width': 3000}]",ChIJKYeh4HSBqi0RJ_xSzGhUkJo,4.8,"['tourist_attraction', 'point_of_interest', 'establishment']",5.0,-8.2352739,124.4917617
"QC47+J26, Hulnani, Alor Barat Laut, Alor Regency, East Nusa Tenggara, Indonesia",Paragliding Hulnani,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103482290561685358713"">Muhammad Fernanda Raihan Fadlika</a>'], 'photo_reference': 'AUGGfZkC2_4gVqcXdTyBx7MYLNpCb_QK5_AvjrDVOklHL3MffCwHHeRoUh1xVrkOCvBsC5o5A-H3qNLBslWtHy00s7F7SmIiL-LHCI0pWm4uJ5buLfWsCAk2gmFTJBR0pEkGdxjRwD_1rFKe0XSKcQWFEyfvMqSlwLIO_QAX1Nsb4zZeZgAo', 'width': 3024}]",ChIJNQbn-5mHqi0RPPydZFd5FEw,5.0,"['tourist_attraction', 'point_of_interest', 'establishment']",3.0,-8.2434534,124.412519
"South Welai, Alor Tengah Utara, Alor Regency, East Nusa Tenggara, Indonesia",Puncak Rolmelang (Likutau),"[{'height': 401, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112361203324991137552"">A Google User</a>'], 'photo_reference': 'AUGGfZlLpT8qW62-DnsAGisRvKq2pGwULxuaAfXRvwwe8hBo6lVqHfexn26r16QHTpU1HXuUwF6tY6bOYE4U0FgsExK5dLxsi7NoMWQy6ZZKXI9I6Crv1i7pX7NJz5iruFKRdjN7Mb5KdAVHcx3bLc6M1d_dYzsEKaZguVcGqW6Qm7sAHKr3', 'width': 712}]",ChIJu2GBIbp_AC0RUHxZXU87ht4,4.5,"['tourist_attraction', 'point_of_interest', 'establishment']",8.0,-8.250281,124.5968015
"QGJ9+M8V, Kalabahi Kota, Teluk Mutiara, Alor Regency, East Nusa Tenggara, Indonesia",Taman Tugu Lilin,"[{'height': 2608, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107965473745243906851"">Daud Ufi</a>'], 'photo_reference': 'AUGGfZls4rji1r74hKnFesHYk-U5DpJ10IWjrNP732bU1ZFZQ8hMySmZW_hRQcUcdhrax1jnK10dwCdan_XQrM_BOYwCCiHyHEDjwjcJATXUsCHFlTtIRwgnJsESS360rzOL7TDwDYpkqRHhCsz7VNgwXArVHDDzUj459er8CGGhPgZEQKdn', 'width': 4624}]",ChIJBwCW9dh_AC0RMjoXVxfiLVw,4.5,"['tourist_attraction', 'point_of_interest', 'establishment']",4.0,-8.2182684,124.518307
"J84R+WM, Halerman, Alor Regency, East Nusa Tenggara, Indonesia",Hirang,,ChIJ82LpEjubqi0R6a3_95j4SxI,5.0,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,-8.3926894,124.341645
"QGH3+PQ4, Adang Buom, Teluk Mutiara, Alor Regency, East Nusa Tenggara, Indonesia","Pantai Buono, Kab. Alor","[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100544310789116461677"">A Google User</a>'], 'photo_reference': 'AUGGfZkCdEaHUfbIPD8CVfrFyTmsJ8k55ojMUkV-F6IbQJ9FnjUn-FHHyHxn0ottcJOj7fkztDwgTQlKZ2AAOMXtBuyeCTH70TPyYLTPDGPKLWDT_HjQovWj2RNz3li1doQ21hf1hCHcokmdVno2ZThERNG2I1sCnjz8XS1Thgk5JETELDMs', 'width': 1080}]",ChIJq7LsERaBqi0RIkYr_fYgpi4,3.0,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,-8.220738599999999,124.5044541
