formatted_address,name,photos,place_id,rating,types,user_ratings_total,lat,lng,history_and_cultural,nature_and_adventure,entertainment_and_leisure,spiritual_and_architecture,wildlife_and_conservation
"86F2+2J9, Sampe, Ngancar, Kec. Plaosan, Kabupaten Magetan, Jawa Timur 63361, Indonesia",Tirtasari Waterfall,"[{'height': 1365, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100642664834722648964"">Febranis Setiawan</a>'], 'photo_reference': 'AUGGfZlfBQ3M47VLmTuDDjZtqh6p_N4-4XmHWuRfTVXU9KiDHt8RNpme-6MMMsGrQ0JisfUjL8pOQQOGySDj5qCnvWmXvwKfhIEI2gwiyqpoD2zsakFSyRp0vpoAjsErFfiiet-zu1H9AQ5ReZDTujKbKefYW1zxgWxf-IDV8K65CK-mp08w', 'width': 2048}]",ChIJ_5598KWOeS4RCisOcqjkKfk,4.6,"['tourist_attraction', 'point_of_interest', 'establishment']",191.0,-7.677471899999999,111.2016023,0,0,0,0,0
"XMFF+4X2, Tlogowaru, Kedungkandang, Malang City, East Java 65133, Indonesia",Wisata Kampung Topeng,"[{'height': 864, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106134093363110335379"">yanhiksan afandi</a>'], 'photo_reference': 'AUGGfZkRHjWvFCUlXC0AaeUZSdTOA1GmGAh6vkxeY4bWfnMB-NtQLH0ok_PjCdyZ5QXK8TjXkqgjhhnEcPcXuEIwRgRXjIW4u1vK05wHAUROe9WNZvb4fZmGMfMi6lNldKIO1jdNxq4RT2zszOof-4yCxkoN2YsjIl7O_VAR3Cb5zUZFLb5j', 'width': 1152}]",ChIJ6R4ijU4m1i0Rn4apyd-GB9Q,4.1,"['tourist_attraction', 'point_of_interest', 'establishment']",488.0,-8.027228599999999,112.6748934,0,0,1,0,0
"7C85+59M, Unnamed Road, Marokan, Pupus, Kec. Lembeyan, Kabupaten Magetan, Jawa Timur 63372, Indonesia",DAM Patik,"[{'height': 720, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107487281055894279272"">A Google User</a>'], 'photo_reference': 'AUGGfZm5kQvLkAs0gw07yxrpFT9KNWls6D7tOkyVYCqXC04mHrqa6OWtRLTLi_L21mS4FePu9vcfpHzO0dWG-mqYn3Rc29tPa1xV6ULOywRLpQUpNCiP6_z7xqa4m_NR8zPUamcZCyu67GK-G6MhQh2qqHdHN2bxsp8XuZxOSbbjn5XKTqMU', 'width': 1280}]",ChIJbb9mFjKXeS4RVEBinzZYgZ8,5.0,"['tourist_attraction', 'point_of_interest', 'establishment']",2.0,-7.734527900000001,111.4084301,0,0,0,0,0
"Sampe, Ngancar, Plaosan, Magetan Regency, East Java 63361, Indonesia",Tirto Gumarang,"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113855328969860148340"">Rian william</a>'], 'photo_reference': 'AUGGfZk7zAJ6Nm6Io2vwfWQcK0_kDxrzg5RDfMZwXlBfCD9p-0YHncLmwr8SzDAqhAIq5fiKOeAMn6Mq52nWvFEJe9n6h60qOdXs4ptFjDtf7v8Wn3GD5PyNRXFsN9NcQjBIOsqyDMPG8n5oKnK40uFKdQ89ZqWZsUs8GYgFDHpyt6femfLg', 'width': 4608}]",ChIJNyp_qxCNeS4RKuBcVwlEy8I,4.5,"['tourist_attraction', 'campground', 'lodging', 'park', 'point_of_interest', 'establishment']",166.0,-7.665814800000001,111.1906672,0,0,1,0,0
"87GR+8GQ, Unnamed Road, Nitikan, Plaosan, Magetan Regency, East Java 63361, Indonesia",Wisata Kelen Magetan,"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102282002005114421163"">Derva Olvan</a>'], 'photo_reference': 'AUGGfZmX_dkttShd2h-fosgEaRrrRqHzg7DDl9i0-KBgQXY6-WxcHvGTPbhY_wzKsQYI8zrqOCkJmH28vZWNQZGSmNXtLMxw7n4O38AP8aWpuct6F0-QPl4cNrXsi62mbyejRmmXjsVKVztcm9529IF6MVJof-FvTeOolcjSAYjdQDR-T1iQ', 'width': 4608}]",ChIJy_Y8mbOReS4RFADmISREcs8,4.4,"['tourist_attraction', 'point_of_interest', 'establishment']",32.0,-7.674161400000001,111.2913597,0,0,1,0,0
"C9CQ+CX, Sumbertowo, Karas, Kec. Karas, Kabupaten Magetan, Jawa Timur, Indonesia",ꦥꦸꦤ꧀ꦢꦼꦤ꧀ꦢꦸꦱꦸꦤ꧀ꦱꦸꦩ꧀ꦧꦼꦂꦠꦺꦴꦮꦺꦴ,,ChIJpaoQ5XfreS4RoFzbAeXtOX0,3.0,"['tourist_attraction', 'point_of_interest', 'establishment']",2.0,-7.579034599999999,111.3896047,0,0,0,0,0
"87WQ+997, Jl. Kopek Sidorejo, Bungkal, Kalang, Kec. Sidorejo, Kabupaten Magetan, Jawa Timur 63319, Indonesia",Suni Park N Watertubing,"[{'height': 3264, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110610443609455042863"">A Google User</a>'], 'photo_reference': 'AUGGfZkUvh6-bx_xYjObwqyBK5Om04__4WVSqubuvNbEcg2rImcIhXvdDRuJseXHX-CEkudQED_m2rbJhX7VdCV6KMfnjnczflu8uRfjumMG5hPU0-ujuN7rTYEU1j_hOTSaJvDs6n8XKkByUdrGYpps_1mho69sRKp53kkR7NwrgfLEkxyt', 'width': 2448}]",ChIJzaRg8KaTeS4ROT73e5nMSu8,4.0,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,-7.654097999999999,111.2884223,0,0,1,0,0
"8C5X+265, Simbatan Watan, Simbatan, Kec. Nguntoronadi, Kabupaten Magetan, Jawa Timur 63383, Indonesia",Rumah Joglo Simbatan,"[{'height': 2268, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111865161377685228473"">fawwaz abdillah</a>'], 'photo_reference': 'AUGGfZlP9gvIRKkO-0QbBk85eY9uGOe4cZSldbQb9ddnICPd8g3vVNKsn4rpEQxqk4hmG-ILvR0ZZOZvjv-fbyJZz5334K0Yhi9VHSzqsJy5Cll6g7FUb9dmzvWsDhp3gWteKFWJIlTjJtM_cYNckVX8KFI5QpVBhzSs2Z-FRIi--fyQeQmx', 'width': 4032}]",ChIJacN8bnmXeS4RBVwxAu_b7OE,5.0,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,-7.692638499999999,111.4482394,0,0,0,0,0
"98M8+H8M, Panekan II, Panekan, Kabupaten Magetan, Jawa Timur, Indonesia",Mata Air (Pakis),,ChIJcR58XlKTeS4RW8AdRuIT_30,5.0,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,-7.6160304,111.3158022,0,0,0,0,0
"C9MG+4QQ, Pentuk, Kuwon, Kec. Karas, Kabupaten Magetan, Jawa Timur, Indonesia",Tambang pasir,,ChIJr168cwDteS4Ri2O6IJ1O02U,5.0,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,-7.567167,111.3769732,0,0,0,0,0
