formatted_address,name,place_id,rating,types,user_ratings_total,photos,lat,lng,history_and_cultural,nature_and_adventure,entertainment_and_leisure,spiritual_and_architecture,wildlife_and_conservation
"Jl. Gn. Pani, Taluduyunu, Kec. Buntulia, Kabupaten Pohuwato, Gorontalo 96266, Indonesia",Agrowisata Pangimba Bumdesa Taluduyunu,ChIJg34tg1U1eDIRHLkbQ3EyRfo,4.1,"['tourist_attraction', 'point_of_interest', 'establishment']",9.0,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103635600692306061289"">A Google User</a>'], 'photo_reference': 'AUGGfZnHhWVCwoIyUHLEANT9ineqgVCrz_LApzhqJwzI_z5Y_6s3tpd8rCm2wYcshIt5G1qJv5L32CvYR0zU7Bw4mo7pbzfAWgHUA6AHO9aYtNepS5fomlzTyFEYurW50ox5aYbwCYzBk8L9G4lcsVjaGuLd3uYQvW2EApeQQrjP8KFYm4k', 'width': 4000}]",0.5020093,121.9360098,0,0,1,0,0
"FX5V+P3, Maleo, Paguat, Pohuwato Regency, Gorontalo 96265, Indonesia",Cagar Alam Panua,ChIJYbejKi81eDIR38DKXSGZdlI,5.0,"['tourist_attraction', 'point_of_interest', 'establishment']",2.0,"[{'height': 3096, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106287730269366015737"">A Google User</a>'], 'photo_reference': 'AUGGfZmQB5pUczE5ZcNqqnLYHWKQj-KCpW4X-SpmCRoVMk1vtWU19jpYAw-Ig-Bsp1zmohwbBsM4OINZLtUOoJKvpGz3NGnqhfb_zRRLVMEACo1rWZQjgpKgSCkEBHZCADV55b1GNeW6Cw52Nm2OZaSMKBmO9pAz4JCXpLfhMGXFcqnafxfO', 'width': 4128}]",0.4596358,121.9917741,0,0,0,0,0
"F298+5PF, Libuo, Paguat, Pohuwato Regency, Gorontalo, Indonesia",Pantai Libuo,ChIJ4enP9kJKeDIRbKZ72a9vk_U,4.3,"['tourist_attraction', 'point_of_interest', 'establishment']",316.0,"[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100769123406457873072"">A Google User</a>'], 'photo_reference': 'AUGGfZnxYT9jX0Sqxuf1q1hH7tuK_ocPcPluYGDMbOHbA-8wW81-cUXjdgZCfw-K_2s6zGIHgImy8vZeYbwxrrKcPkrMMsoAcePY0zxoSpltI2ouRSgCIyjwgLmstYYR1ym8Sa7JV2ZsUJxuHXlIGzlPUWrgxu34xSfQZAlV7jeDsZkOmwkx', 'width': 3264}]",0.4679313,122.0167984,0,1,0,0,0
"Dudepo, Patilanggio, Pohuwato Regency, Gorontalo 96266, Indonesia",Embung Iloheluma,ChIJsdDgjA7MeTIRa7am1X7Wdn0,4.7,"['tourist_attraction', 'point_of_interest', 'establishment']",12.0,"[{'height': 1536, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102722014825808092123"">Fadliyah Baladraf</a>'], 'photo_reference': 'AUGGfZnn_ewWvTNpmW_uRidvwN13M2ljhsRIw_vlvOscDa3TRjJ5zPdFJTPXshpKn1NM9IGQYgI-RQ_hwJE_-l3N0zU7khFVk6hTHJU89LmXjsyReeUNCvYWXk-7l2QwJuJ3NNlaUY-Q25NeXQmvkjBN-weMdgB7IopQTmmo3IEAW81jpPpe', 'width': 3264}]",0.5641364999999999,121.8937826,0,0,0,0,0
"Wilayah Wisata Pohon Cinta, Pohuwato Timur, Marisa, Pohuwato Regency, Gorontalo 96266, Indonesia",Pantai Pohon Cinta,ChIJ1z1jr9Q1eDIRxyv2B3-PTK8,4.4,"['tourist_attraction', 'point_of_interest', 'establishment']",1542.0,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118194902889772203601"">A Google User</a>'], 'photo_reference': 'AUGGfZnGUfcOYyAe4PWuncHtnzUWm7ys14JwetDw2dL9znNsLYzqKneALXartqucInnwuOMuIH_HNEzf-oU5HGOCxTTUx6EizvhtkQ9L97F1Z9OiVx6iK_rqpvSnb5a79F5XlLvYJ8oe907Qizyy-W3Co0LC8tXoNuPb3aV5wHu43jIYDlo', 'width': 3024}]",0.4495014,121.9481098,0,1,0,0,0
"CXV9+32H, Pohuwato Timur, Marisa, Pohuwato Regency, Gorontalo, Indonesia",Pomoliya Dive Spot,ChIJDwYapvM3eDIRrQNfg-bCUXc,5.0,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,"[{'height': 1280, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109479941275913456554"">Uya Marisa</a>'], 'photo_reference': 'AUGGfZkrK20kYD_xx5cnfr2vZUFLoUarARERL417y6_GcC7BX-KwtoSse_L5cuqwcP1wcUPWv-Xo7bpdnBrWzWjD0-MKATNHgYgIMA5WgXIph3DWXPCunaHz4-Uxj3hcUiKFix0DnLh-1k6r_7En5WqMcIBhNfEqWt0hjDYgDmce45nmkzZf', 'width': 994}]",0.4426982,121.9676138,0,0,0,0,0
"CWWJ+6WW, Bulili, Duhiadaa, Pohuwato Regency, Gorontalo, Indonesia",Bara batu pohuwato,ChIJ4xzyCfY3eDIR3PRlBWC_JbE,4.8,"['tourist_attraction', 'point_of_interest', 'establishment']",4.0,"[{'height': 2160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107832146688903931496"">Khotibul Anam</a>'], 'photo_reference': 'AUGGfZklyAvbpAWkpk2Dj4zTbxLfVjA0w-xgnOq-LzRr7IogH_474-KfMc6uiit5hPx-OSMAkJb5ZkTDwYPXJbCpPIcF9dvlHbZhlXNGa4yYXWlHzMO1Lp21mcuYKM2Bb4JOErraq3IOsVoPg4y31Da0nqwX1UxHis9yFTa2mriDM0l5kXHu', 'width': 3840}]",0.445605,121.9323199,0,0,0,0,0
"FVCQ+H3W, Mootilango, Duhiadaa, Pohuwato Regency, Gorontalo, Indonesia",Tempat orang senang,ChIJJ_j_dwAzeDIRI_eyNointPk,5.0,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,,0.4714858,121.887701,0,0,0,0,0
"FX5X+RXW, Maleo, Paguat, Pohuwato Regency, Gorontalo, Indonesia",Wisata Pantai Maleo,ChIJNV3tXQxKeDIRBv4Yfb7Gl3A,4.6,"['tourist_attraction', 'point_of_interest', 'establishment']",23.0,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104117611560699341471"">jimrai ali</a>'], 'photo_reference': 'AUGGfZkZWOEQSA6mDxrO1UgjMGo7z6DkSqiF4YsZ3hzppoKaDs3Sy3w4Yz8BlFWpYQQNcijOKsmueDvd3gYvWV-Aqa2LvsKhzAwsYbjHwT5kH06_whj0ZBxbj-q1X50IhN_zE3MMPHYaDOHBXToHf4S3XK45JZIdFICf_IW_4YiuomhYGdSr', 'width': 4160}]",0.4596139,121.9999621,0,1,1,0,0
"CX83+M9M, Pohuwato Timur, Marisa, Pohuwato Regency, Gorontalo, Indonesia",Pulau Lahe,ChIJb-GCeVM2eDIRYdkEUD-Iclg,4.5,"['tourist_attraction', 'point_of_interest', 'establishment']",100.0,"[{'height': 2160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111425670868369725549"">Emir Wicaksana</a>'], 'photo_reference': 'AUGGfZnSf-xJVW3krW6Tqos1NKqfcgdGhCqwxvfvACA24NyVxrGKe8-H1eYbKuXVMKYeGaofmSl9uUU-FQKKuYKTxIimWYBh8eRQdnv6WRKAVBD6W2HsdC0Z_zIUHt3xKjEqGn0xI6ig7cpBRmO04OAbijGV7kdmdregweP1-1As5eOiUP1b', 'width': 2880}]",0.4167243,121.9534288,0,1,0,0,0
