formatted_address,name,photos,place_id,types,rating,user_ratings_total,lat,lng,history_and_cultural,nature_and_adventure,entertainment_and_leisure,spiritual_and_architecture,wildlife_and_conservation
"Inbate, Bikomi Nilulat, North Central Timor Regency, East Nusa Tenggara, Indonesia",FATUKNAPA-INBATE,"[{'height': 1000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101302851053172426705"">Yulius Obe</a>'], 'photo_reference': 'AUGGfZl1CoqGhARNHBvP_meHNy_t-j3P_FdhBAgP0nhNIUJhy8UM9HdSPZzdRacMCf6lY4n9v8EKPDbjIVthPIIQMlMM4CbdncrEE1b6ht72krkUvh8BANtSbxq86_sQRfpHQJuNhb6sky_tT8-aTwQEAhdjQAXWstS3aE0RZVYAdf2SodCn', 'width': 748}]",ChIJZX4faIiDVSwRzzJVttqRS28,"['tourist_attraction', 'point_of_interest', 'establishment']",5.0,2.0,-9.4369626,124.4020876,0,0,0,0,0
"F8W3+X2, Tubu, Bikomi Nilulat, North Central Timor Regency, East Nusa Tenggara, Indonesia",Kolam tubu,"[{'height': 3264, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102004050001914743466"">A Google User</a>'], 'photo_reference': 'AUGGfZk-jKJCEV8VuOP0OOEf9ddL1VfQ3e68YeKqE2nPQqs1T6IwUh_YNJARCP9Fv9pgcHeM9TZSEiUY6T5OjZgWLp_90ABOFQaEsNES_4Miwk5pefKnZ2Vmh_8YWH2BhKk7cZvGBb98Ve2052ipDzqazaQ_xO5wOtAcvLXkef46iIojvxVK', 'width': 2448}]",ChIJzRkRVACbVSwRs_dRTqSPWQ8,"['tourist_attraction', 'point_of_interest', 'establishment']",5.0,5.0,-9.502569,124.3025227,0,0,0,0,0
"F82C+JFH, Bijaele Sunan, Kec. Miomaffo Bar., Kabupaten Timor Tengah Utara, Nusa Tenggara Tim., Indonesia","Bijaele Sunan, Miomafo Barat, TTU","[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103427424184270490262"">A Google User</a>'], 'photo_reference': 'AUGGfZkYvhsb0b2x4QlpSsxa_Isjp7LOS8eo5sjvtpr_SkJAAGn0m1fR1fkG6jKeB0r9PQAO8nTa1RlX8lqe03HaIOyRlguw-GQQxNdd8K19KGAMEfxlD_vy98gQWWIHJKlbeaZ75CiWEHuIzhO6vKbDtnvYjAmR2bBo09dHGcQ0LL068iVQ', 'width': 4608}]",ChIJJb9rMjqbVSwRKXiem4wGwLc,"['tourist_attraction', 'point_of_interest', 'establishment']",5.0,8.0,-9.5484264,124.3212328,0,0,0,0,0
"GC35+M2, Oelneke, Musi, North Central Timor Regency, East Nusa Tenggara, Indonesia",Oelbaok Ulu,"[{'height': 4080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115010947882221418460"">A Google User</a>'], 'photo_reference': 'AUGGfZnFGSegNqhEqtQYfbW2fSxuMRgZh6nw7DdNUnIrdl8-1lTKBa3b4m3eaoDH40iM79kGuN1Bd5pXnHYt767j5a2CQwjoi3Tu7swjD6MnqdtX2MfBOQhxw8idqJ2v7t3M0UsYuj306aeERlYFXH2fWKaSMZIkiU2sfR2fNYQAcfDCtpb3', 'width': 2294}]",ChIJ0Q_EAACFVSwRR3PqRI0mff8,"['tourist_attraction', 'point_of_interest', 'establishment']",5.0,1.0,-9.495755,124.4075593,0,0,0,0,0
"J9HM+P7M, Napan, Bikomi Utara, North Central Timor Regency, East Nusa Tenggara, Indonesia",Bukit Cinta Napan Jalur Manis,"[{'height': 8000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116950739890469244103"">A Google User</a>'], 'photo_reference': 'AUGGfZl-k6JzUpXtIhm-BpwUxmeMtZBINxwUN6etzHeRcVQKqFpVTZcHJIXEzqEmyIFOiL2xsDAKL_HsaLq9K7F7iEQiC5Ticiq7NLg5Z38jkGOtCJNwLPGpPs_qOOlqI5rNJAzFzIbUjQ2HrMLpu-T66VE04nhMnqr5eLXgrsMsm-VtzErB', 'width': 6000}]",ChIJiY13YgB5VSwRr59CR3AAVFs,"['tourist_attraction', 'point_of_interest', 'establishment']",4.5,2.0,-9.3706564,124.3831807,0,1,0,0,0
"FC96+WHW, Unnamed Road, Bijaepasu, Miomaffo Tengah, Kabupaten Timor Tengah Utara, Nusa Tenggara Tim., Indonesia",Gunung SILU Bijaepassu,"[{'height': 960, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105024496443510852894"">Maryan Walker</a>'], 'photo_reference': 'AUGGfZlUfup55VunRO28tBoiQYUOBZNDQTTVlSxNXtuK-YFk8NmFk2_JCTZ6My_CxFKCxSCwPnReqYEbFw6W1niMe23qabPtNZsdm5lgdV6YXlUPftBl0872FhJ6MG_Lo7qo9tZI9BEKNriQDQf-Z48BrURE_cvee2xluXa-GgEYokApW_Jl', 'width': 720}]",ChIJn7ZVoG-FVSwRr4JRMNY04JY,"['tourist_attraction', 'point_of_interest', 'establishment']",3.0,2.0,-9.5301479,124.4114579,0,1,0,0,0
"G744+H6X, Tasinifu, Mutis, North Central Timor Regency, East Nusa Tenggara, Indonesia",Air Terjun Pahkoto,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116550823262497725199"">A Google User</a>'], 'photo_reference': 'AUGGfZltHvCefif2kwhCaPYudJJVaaWVhsv7jvm4f71H2bMU-pyUM3iZTBSkx0Fr3lM7fOYsItCdFZCsURDIb_f5ZGioV6fRZDULzXiUSJ0WWIWUwXfPYFuqHLVnKcKGPrpeSuxMozqnkWMwLBf7vkDjlFhA1aoz88a2emKRFxBn7xOWu3sV', 'width': 3024}]",ChIJV4OsNMCbVSwRluG8rpEwF6A,"['tourist_attraction', 'point_of_interest', 'establishment']",4.8,5.0,-9.4935133,124.2556148,0,0,0,0,0
"JC7C+M7, Sainoni, Bikomi Utara, North Central Timor Regency, East Nusa Tenggara, Indonesia",Check Dam Sainoni,"[{'height': 1800, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113506607890055625638"">Sandy Gayasih</a>'], 'photo_reference': 'AUGGfZmzm2F1cnnvfWjwW5MI1J9emDewJJ8YVX-OzgxwibzHoLjhwpmusidp9fAfYI4RL6zT0t8_BGBtrKTQYZfCw9A6Sm8pm9MBsVT2bVRuZTooBcQ8zWfBT5yGsVh9cYSnh4S7VVmtd_Tx1tof3q20NaEygnMmDme9UT1FuPWR4KVAP1sW', 'width': 4000}]",ChIJE-KX7m1_VSwRlOMb0ow3HZE,"['tourist_attraction', 'point_of_interest', 'establishment']",3.0,1.0,-9.3858428,124.4207041,0,0,0,0,0
"H8J9+QG2, Oecusse, Banafi, Nefomtasa, Passabe, Timor-Leste",Nifunitas Waterfall,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109365819634760953889"">Rui Miguel Da Silva Pinto</a>'], 'photo_reference': 'AUGGfZlPwDVaG2PeXus6Yu7FNRD8SHEUij2K7c7TMBKQ0T2xdjnWiXmqQ8q2m1DkLp23F6yARerHyXsg7_B82CMslUW8vbvLqJpYdBi5TdAhH6m1F9NiR98jLG4OINbkv054FCMevzFdzKAsXAU5eKFotaOI7W0nueiIuRRgamATwJ6C4Wgs', 'width': 3000}]",ChIJr-peq0CdVSwRwU6din8wUuk,"['tourist_attraction', 'point_of_interest', 'establishment']",5.0,1.0,-9.4181122,124.3187617,0,0,0,0,0
"C6PJ+392, Bonleu, Tobu, South Timor Tengah Regency, East Nusa Tenggara, Indonesia",Puncak Gunung Mutis,"[{'height': 4080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108828781825503013443"">Ayini Manu</a>'], 'photo_reference': 'AUGGfZnjZRzuo5v2yJGHzQxlCAb-TEOVEBrmv3Q_xOn-KlrSp0bdSzKN-5Y0ax0zhELc9Jj9otLpXgLHO-5oj3I0Yg4FUk9pvFFrJ0n3T8R_HJ3c6w1gg0jKzLm51MrL5uO7Xx_G_5d4yET4Jv9yW4do097yHwZqW92DGdInPJwFFoM6VWEs', 'width': 3072}]",ChIJ2xtaKiKZVSwRPYeZfmQlD3U,"['tourist_attraction', 'point_of_interest', 'establishment']",5.0,5.0,-9.5648622,124.2308909,0,1,0,0,0
