formatted_address,name,place_id,rating,types,user_ratings_total,photos,lat,lng,history_and_cultural,nature_and_adventure,entertainment_and_leisure,spiritual_and_architecture,wildlife_and_conservation
"GFX3+HMJ, Bere Bere Kecil, Morotai Jaya, Morotai Island Regency, North Maluku, Indonesia",Air Terjun Bere Bere Kecil,ChIJfa0sfg8lkTIR6MuL2Fnbxik,1.0,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,,2.5489699,128.4541323,0,0,0,0,0
"HJ44+Q4W, Towara, Morotai Jaya, Morotai Island Regency, North Maluku, Indonesia",Tanjung America,ChIJE_yDW7QzkTIR7CJh6yZaZnE,4.0,"['tourist_attraction', 'point_of_interest', 'establishment']",4.0,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115695600092132607653"">Rahmad Karue</a>'], 'photo_reference': 'AUGGfZlcxLgixkoXcatO4-oiMG_i5BixAPAN_lq17CGkfFBgz69JdJsr3Hp0Zimd-tyKh5amwWprG5pJ0TIDcgGApT3d47ZWi3rL2bxsfQ85raxPPOGKc6gTcuwkrTtDlSnzco3qFGK5K4IdiE0UgEqZfQMlJLmaymLzsvVAfMe6PnFzeCpa', 'width': 4032}]",2.556976,128.6053389,0,0,0,0,0
"GJC5+8H4, Losuo, Morotai Utara, Morotai Island Regency, North Maluku, Indonesia",Lusuo Waterfall,ChIJoyYIJsotkTIRSTYkgnSggEw,5.0,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,"[{'height': 1440, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100990964860693719689"">A Google User</a>'], 'photo_reference': 'AUGGfZmunic62fnONK4MOsqre6ab5lOFirIDx_4sE16_qU1HxuS3umieYk-_2-EKyq5CDmfDOAhr03Xn0u7ip3IFCgMeJ3w1ndLYgxmq_BcvA5_XYt_6lO39HnPn8X5Fh1m0cRBxYud9R-7dQ0hAL43NdZk84FfMV8rExqUIcsLrgdScTW_U', 'width': 2560}]",2.5207516,128.6089645,0,0,0,0,0
"GMF3+4M, Korago, Morotai Utara, Morotai Island Regency, North Maluku, Indonesia",Tanjung Gorango,ChIJ69Ga3eHTljIRGoiKsrwCVUs,5.0,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,"[{'height': 1496, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100222734206277424554"">A Google User</a>'], 'photo_reference': 'AUGGfZmTBQ2tKn4DBlMuiae68GvHdlQdPGZqXFw7XNv2IEN-zVCBnwvRn3OJdkS4J2k1e_iK5ewrJ02TsimIdtpz1OE0jhZbSD7PcrnJERuKtmvxGBbVrKz6I8exkk0bQFYMP-qbbfxAsxne2uLzBhSKM9l-9as8E9nVE_MmnC7pHERsPeqv', 'width': 1122}]",2.523679,128.654048,0,0,0,0,0
"FMXC+8F8, Bere Bere, Morotai Utara, Morotai Island Regency, North Maluku, Indonesia",Gorango Beach,ChIJXZslmj_TljIRC_vH5EyW6nk,4.5,"['tourist_attraction', 'point_of_interest', 'establishment']",63.0,"[{'height': 2322, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116484770865245289532"">Fahrizal Noor</a>'], 'photo_reference': 'AUGGfZl2RA-b_T99wx8aggXdMU4LPAoAFUqMr0pLl9aDM2Sc66Q7g8-2VAOBKZIgeT45Ew5zNR6yUCeXQBJz5M9dunYkO4SvaTMIKku8FbBHKZUBhc-NRNd40khZc8ph7oncArTIEvbECeWsIE_OmEgLQcEFgfUo30eMrdZXMu0Dym7xn72_', 'width': 4128}]",2.4982956,128.6711927,0,1,0,0,0
"7JVX+X44, Bido, Morotai Utara, Morotai Island Regency, North Maluku, Indonesia",Pantai Nunuhu,ChIJR102_lXNkDIRBQj-mu-PMPQ,4.6,"['tourist_attraction', 'point_of_interest', 'establishment']",111.0,"[{'height': 2352, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105651224129762836934"">MILA MEILAWATI</a>'], 'photo_reference': 'AUGGfZnMADKpKAGgxodWpI4DTRFuxGD6l8V2-RzmCsXAPnoFhNvvXLg2czTK8hPVc7D3jt_mTptoeCkWIXIBbozXoGJkTwt_cDCGPtt_PMk2AT2IMQYDMCEu01EtfA_G0RboFcYyRrTjMJwP20TUCh5naNA-RT_4ASY13Jatzeh7Mj0qDKbn', 'width': 4160}]",2.2948867,128.6478149,0,1,0,0,0
"9MJJ+689, Kenari, Morotai Utara, Morotai Island Regency, North Maluku, Indonesia",Pantai Pulau Tabailenge,ChIJi0k2X8IrlzIRSRxqk99QoFc,4.7,"['tourist_attraction', 'point_of_interest', 'establishment']",14.0,"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108705870122331335129"">zulhari sbfm</a>'], 'photo_reference': 'AUGGfZkFITBdk0tYQpz-iBGs8gTi1QO1Ow109E5KzxbTCwcu31JrDEmQyqYSfhtpfb2wNqaytELnj3fUU72J8l6SLdt12I0WsZ1mE2UwtIcpLlUCirNn5mCoc-Lme61r5O5iioHIiGFq8g9UGMyqa6PnL9FI4vWM-vtk5W-9IG59PlnxjiHM', 'width': 4608}]",2.3805427,128.6808611,0,1,0,0,0
"8F2P+XVG, Lifao, Morotai Timur, Morotai Island Regency, North Maluku, Indonesia",Van Ravel North Waterfall,ChIJL_jHXUXRkDIRflWLmcxaqXs,5.0,"['tourist_attraction', 'point_of_interest', 'establishment']",2.0,,2.3024368,128.4871893,0,0,0,0,0
"28RM+6J7, Wawama, Morotai Selatan, Morotai Island Regency, North Maluku, Indonesia",Air Kaca,ChIJvfiwRr6ikDIRLVHgFrGCN3c,4.3,"['tourist_attraction', 'point_of_interest', 'establishment']",44.0,"[{'height': 2352, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102838294260992128117"">Rizal Doa</a>'], 'photo_reference': 'AUGGfZnbSKlwMjQ60UCZ--pgFCTZchgLA4qmLI3anSo6Ug1U-67QR1G79bgs-JPQ46hKWbv7AHzvmhUMFGkLpblTEynD4cAYU3rS2i3GD5b93arTHbSlhDUt2YQNLkUmRYdST2fduA-L2iYBU7dIu1kXxh1ehKzA8xCcZ25DENM_QY3MRjUm', 'width': 4160}]",2.0405312,128.3340032,0,0,0,0,0
"8G8W+7QF, Unnamed Road, Bido, Kec. Morotai Utara, Kabupaten Pulau Morotai, Maluku Utara, Indonesia",Van Ravel North Lake,ChIJJfHwkEPRkDIRuYJ7eZFq2mg,5.0,"['tourist_attraction', 'point_of_interest', 'establishment']",2.0,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114969814951583491213"">A Google User</a>'], 'photo_reference': 'AUGGfZn3llGxUGQSWmCqRqgpmSIu17YCafQQF4qOnK7wGuvBCPL50wca3z9BuwN7s8HsUEy2cn8CgoEg0CJaIqLA4dDw7ftXJNIGFbsYLKvGzfkDo4GDVCteTxMSOg02QuRnG6kX3XP3mohSuUMENg9hY9aND7g57TXs-jE3SfIRNIsUvpI1', 'width': 2340}]",2.3156868,128.5469065,0,0,0,0,0
