formatted_address,name,place_id,rating,types,user_ratings_total,photos,lat,lng,history_and_cultural,nature_and_adventure,entertainment_and_leisure,spiritual_and_architecture,wildlife_and_conservation
"2WCH+VP3, Fukweu, Sanana Utara, Kepulauan Sula Regency, North Maluku, Indonesia",Pulau kucing,ChIJ0Umm77UBei0RvCfBbAGlDoU,3.5,"['tourist_attraction', 'point_of_interest', 'establishment']",2.0,,-1.9774361,125.9288794,0,1,0,0,0
"WXVH+FV5, Fagudu, Sanana, Kepulauan Sula Regency, North Maluku, Indonesia",Regions palace Dad Hia Ted Sua,ChIJoWtwRnWscC0RxNmeB0ybU64,4.4,"['tourist_attraction', 'point_of_interest', 'establishment']",71.0,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100507689924146542485"">farida umaternate</a>'], 'photo_reference': 'AUGGfZlEtl89b7Jgu8PqMPnM3wf8isKqGSTAmDpdKMoe-9idrtjzFBgFEpxiknK91qTWSQrO9ji2TG5vK8rTEN4yHjMi1bqnofe2iNBg7YHLYlh-rpQGUO8Vtz2cVXJimUcqjJx1ABQii0N93jgX5B1M9DHkTQHvSIOe6BKVV1Mb9egdqN9B', 'width': 4160}]",-2.056353,125.9797492,0,0,0,0,0
"2WCH+VP3, Fukweu, Sanana Utara, Kepulauan Sula Regency, North Maluku, Indonesia",Pondok Cinta,ChIJr1sQSRYAei0R7o8OIt42P6k,4.6,"['lodging', 'point_of_interest', 'establishment']",5.0,"[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102214871160232899720"">Nadezha Nadezha</a>'], 'photo_reference': 'AUGGfZk9NI-SJdAjzYjGZt135guTqalx05sb5tjTIzkHUhOMx_4OW5EFt6_2H18UTLHFsyCyig6sZZtxcO90EZNKAvHSfCExnZgzMmbgwRnR_FjHYZE_mu6qkgahMTGdmVhWKjn-4mE0_FhOt3Yf50Te1vgKCinXlmGTqn-HrZ6zgEI5LkoE', 'width': 2448}]",-1.9778629,125.9292864,0,0,0,0,0
"XXGQ+R56, MAN Gega, Sanana Utara, Kepulauan Sula Regency, North Maluku, Indonesia",Wisata Mangrove Wakayoya Desa Man-gega,ChIJDwua53-rcC0RxD2K22vhpGc,4.1,"['park', 'point_of_interest', 'establishment']",10.0,"[{'height': 2304, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107442556791756126951"">Evi Ihsan</a>'], 'photo_reference': 'AUGGfZlId539OyXC1mX_GCv2uv_q0iy1NaWKe1U_XB4ifhtiT90lczLCv2zBWrNMN7etunFWZn6UjaVNTn4Z0mpHgJevCRRar2ZAHPAhtJiEeKkKjTIqAqoY_R9mfXAw27zk5wtqQkpqVEJfkpyq2S0dIq5Np2A8HhELDIw_ImOAeg-O35Z0', 'width': 4608}]",-2.0229743,125.9878783,0,0,1,0,0
"WXRJ+X77, Fagudu, Sanana, Kepulauan Sula Regency, North Maluku, Indonesia",Taman Kota Sanana,ChIJB7ybKguscC0RgjIn97dazCs,3.9,"['park', 'point_of_interest', 'establishment']",292.0,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100863367495231445471"">engel langi</a>'], 'photo_reference': 'AUGGfZltddvwIu5GUBW5HRAZglcV-2_ZPMY-O_dVUvrtNjBlYEpxD3XVAhCXLga5sn7Te6Kv0BqVBtBTUuM28-Nlz3vdddlgWKn5gmUund9fjSYkS-bep_sSJ40B6OV54V6Ngh2yNsdcWfTb72fMR8EwYb_e9cGxr6ve7Twk_j0-eKYwp7r3', 'width': 4160}]",-2.0575763,125.9806658,0,0,1,0,0
"XXV8+FC6, Pohea, Sanana Utara, Kepulauan Sula Regency, North Maluku, Indonesia",Sanana BERTEMAN,ChIJBXyZEGeqcC0RtzV04HUW1sQ,4.0,"['point_of_interest', 'establishment']",35.0,"[{'height': 1836, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104034715558426628749"">Amat Jawakonora</a>'], 'photo_reference': 'AUGGfZnN6-UWQn1iKjiTfEzvbfYLmB0GbvDFWcoYX4nb2riHrA60FKbdO_e6m3gvhGtdNhKR9xfJlhk7jSCrt2efNB4lrHfPp_1bY1b_ZpCLKZjjGYTDvK93D1TSLM8x3myCJqzDhuKmuU9OvczwkM1dBLHPlMulCHTo4iyThlzoaIToVHij', 'width': 3264}]",-2.0063395,125.966028,0,0,0,0,0
"Mangon, Sanana, Kepulauan Sula Regency, North Maluku, Indonesia",Benteng Alting,ChIJ96T0qIqrcC0R5PHLTKEQKZw,4.3,"['point_of_interest', 'establishment']",37.0,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100248013142813476338"">A Google User</a>'], 'photo_reference': 'AUGGfZnvSEf72T2aWDx7QO7p6_XG6jTQfpHJMg-ZFdfytvVeO1T8X-dBOHce_K4vYzzslgyFCohRffSbSxIwYre49yBsqJ7BDeBtMmul0Iqp74i_lR7Ig0lXBcz1uytfaN3jBS8--qnEeFM_aX-2M3ILUbqOWHq5AAHKZJzh_W35oNjhAn5A', 'width': 3120}]",-2.055429,125.979961,1,0,0,0,0
"G2FX+9X8, Jl. Desa Pohea, Fatkauyon, Kec. Sulabesi Timur, Kabupaten Kepulauan Sula, Maluku Utara, Indonesia","Tanjung Waka Desa Fatkauyon. Kabupaten Kepulauan Sula, Maluku Utara",ChIJ_aAo86vXcC0RCTKary1-4Kg,4.4,"['tourist_attraction', 'point_of_interest', 'establishment']",69.0,"[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112680799598121965267"">Agus Hikmat</a>'], 'photo_reference': 'AUGGfZmWg1YqCBHU40im7ezIVy4wC3OYIbxOoCVNycdrvp8d2Uh7ID5CZvqoTZkIiQ4tMWmxY0CfTBuyD0LMuf4wRMAGBTyty2PwZC1Xk7Ko6Aes4wK-qVu0Ci5T2FS_UidF2LRueiL62WzW0K52dbuLJKr-EEWOXm6NZs06fO9vfvA62ebI', 'width': 3264}]",-2.4765968,126.0499644,0,1,0,0,0
"WXMJ+9XF, Fatce, Sanana, Kepulauan Sula Regency, North Maluku, Indonesia",Husni Drakel,ChIJy8Vo48OtcC0RNaWz_FYCJ1g,5.0,"['campground', 'park', 'lodging', 'point_of_interest', 'establishment']",1.0,,-2.0665522,125.9824166,0,0,1,0,0
"WXVJ+3CR, Fagudu, Sanana, Kepulauan Sula Regency, North Maluku, Indonesia",Dermaga Kecil Sanana,ChIJdXUl1wqscC0R4tVoigfdMq8,5.0,"['lodging', 'point_of_interest', 'establishment']",5.0,"[{'height': 1200, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112855107810323209485"">Anis Tandean</a>'], 'photo_reference': 'AUGGfZnHgB7r8asMykjgCm4k8mZVIh-HJ-MbrJHsuDvZTCTg2YfJEQYOauJmVFXHkHSj6_Xk1_zlnHiVYg0P7Tlm4lyaTmhrALA0rNTaK05PQtwMX9IUk2wGt0zRIpUPgwe9S6Cjn6FqoTuUV9kdOJlZP2smdmb4dFVvt6PyEWSLYLq__dME', 'width': 1600}]",-2.0572731,125.9809957,0,0,0,0,0
