formatted_address,name,photos,place_id,rating,types,user_ratings_total,lat,lng,history_and_cultural,nature_and_adventure,entertainment_and_leisure,spiritual_and_architecture,wildlife_and_conservation
"QCPF+3WG, Bitis, Gelumbang, Muara Enim Regency, South Sumatra 31171, Indonesia",WATERBOOM AMRI RALES GELUMBANG,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117143649654698360366"">Alfredo Angga Syahputra</a>'], 'photo_reference': 'AUGGfZnIHGWo3eZ0rP8Z9T8j81Q5ktBJ555siYtsRKglPYi8HFOzXH9X9rFtwvmRpeOPmqRfBONv9vr6_ne3GEfCwfoKPJqMjNIm-AQWI3nYvI0Yk1G8pxt_C9I-edMf9I46XuYlhQT1N9Cj-Sn7ZaTH759aPdw5dpOTZIcxO4ty0UDijHIG', 'width': 4000}]",ChIJwU6zR3mxOy4RyMcJvCm3e6o,4.0,"['tourist_attraction', 'point_of_interest', 'establishment']",36.0,-3.2148119,104.4248208,0,0,0,0,0
"Kerta Mulya, Gelumbang, Muara Enim Regency, South Sumatra 31357, Indonesia",Kampoeng Malaka Kartamulia,"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100183163867578467372"">MJ Oxtaverdi</a>'], 'photo_reference': 'AUGGfZlV2QsNiOyvdpL-_JSs07iDqepNUFYtJYrA_4OWCLLv86BEKgKOySrEs9Nek4Z7Z9Z24CiRV1zflP9sX5UoceDY7AL9LF-SBapyu7mKsqCeEp8Yq0IsJIu9hZLXABpLt-JpomxYDqzBN4GDpDK64hUJzOMXFMKP8sAk2gkSkI4Fwc0f', 'width': 4608}]",ChIJtXGtHwuzOy4Rtc0oNRy5X5o,4.3,"['tourist_attraction', 'point_of_interest', 'establishment']",65.0,-3.2119062,104.3597417,0,0,0,0,0
"QC4Q+R93, Gelumbang, Muara Enim Regency, South Sumatra, Indonesia",Tempat mancing,"[{'height': 1280, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107895218904338699676"">A Google User</a>'], 'photo_reference': 'AUGGfZk5K3csLzEV4_deyjSabtH9oekE43S_9s6duXc1KUl-967Jc4kItWj-KX1Xj21hLAUGSzQUuKjVkBg1Qeiejf3E1t-QcMwTOEZFhqa1rCLEUtyJV6D3oL1LqZVNrquikFvyVBqEGk81sID5PLns58NAtnIsjhSFgbY3coYiLqQeHIQ0', 'width': 720}]",ChIJrRBQhM63Oy4RCSzko20ufMU,3.7,"['tourist_attraction', 'point_of_interest', 'establishment']",3.0,-3.242997,104.4384066,0,0,0,0,0
"Q8CW+6W8, Jl. Lorong kades, Sebau, Kec. Gelumbang, Kabupaten Muara Enim, Sumatera Selatan 31357, Indonesia",JB PARK,"[{'height': 606, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104686434499764638635"">lega izzysandio</a>'], 'photo_reference': 'AUGGfZn-p7G5QvDwHpGcjl1OELtDwNW5mhSGfRhI79p0M3-sOk3uib9iEIzb2x3g0G7OEOk-cILDoJ1f8QeXgAUBWh_Mm-EaTmEYl_9KLDZmL430LghsgAzS-jBHD9AjBbWUnr7X8NzZ3A5pUAVoXbKR31hJxhwUEbb8lB3gTg1-VIWdcqcX', 'width': 1280}]",ChIJZcoaVCyzOy4RsAGrsrpl4ao,5.0,"['tourist_attraction', 'point_of_interest', 'establishment']",3.0,-3.2294697,104.3473302,0,0,1,0,0
"MGH2+4HM, Pinang Banjar, Gelumbang, Muara Enim Regency, South Sumatra 31171, Indonesia",Hidden Gem Pinang Banjar,"[{'height': 3840, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109569509379835072084"">A Google User</a>'], 'photo_reference': 'AUGGfZl2ikj5P0syn_e-2BUlvokGjlleOxyZKp9nC-ZOzX75BMshV14qpTFHlY6SXWfprrPZT28gvLmN1GMBSsnhW8hzbVxRmBUm054jsmtLlyQKWTsCnuDqf_y7Zbh_3Em6_0rT3QM5nDQ-VSR3PmVCIWSd0uzk_-eQ54aZbU3Ah768BY3q', 'width': 1728}]",ChIJpevSj3fHOy4RWhuIPmg8nOg,4.5,"['tourist_attraction', 'point_of_interest', 'establishment']",2.0,-3.3221713,104.5014146,0,0,0,0,0
"V97C+73, Teluk Limau, Gelumbang, Muara Enim Regency, South Sumatra, Indonesia",Kebun Karet/,,ChIJxaTnqdutOy4Rf-LryOU8S8o,5.0,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,-3.136781,104.370139,0,0,0,0,1
"Q9MG+JW5, Kerta Mulya, Gelumbang, Muara Enim Regency, South Sumatra, Indonesia",Budi daya tebu hijau,"[{'height': 4128, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105732513141020687861"">A Google User</a>'], 'photo_reference': 'AUGGfZmoQeaaSQkMs2OYrotR1YusFeFphIM-Optn7JhyKsuqAl9vYbWrlFZdjx_729kmNdSONbeawvW5IBRf_zVJaFSc7xy0wE7bPqSh-eEIOfwx-GVznot6NF2foOMZcYgifITbbG03ZFrP01Ef36KS4k-8HckWJkLzjeNpd9M_YfygFot2', 'width': 2322}]",ChIJ7UXeXgCzOy4ROXzLPgaGOek,5.0,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,-3.2159872,104.3773595,0,0,0,0,0
"QCGH+2G7, Bitis, Gelumbang, Muara Enim Regency, South Sumatra 31171, Indonesia",Waterboom RALES KECE,"[{'height': 1840, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111602792983470293953"">A Google User</a>'], 'photo_reference': 'AUGGfZnJdW0eJiqIODz0SDNkFDWN6m4Mm14qM0gTFK-1ZX06w0h7AL3tQRWWg-_C6gXpcgKzRfT-tYnjgKkCkCUXTtRVyG2uioyyAtSN9y7dRJ8Eu_hta9TTfBVxRNNq0VfDmFhFMkMcb0e1Kqv_U5kAvEykeFVHwmceehsOYZOQzTrSHVq7', 'width': 3514}]",ChIJqRttiFixOy4RAHnIgl_Auos,4.2,"['tourist_attraction', 'point_of_interest', 'establishment']",32.0,-3.224956,104.4287882,0,0,0,0,0
"P9C3+55C, Jambu, Gelumbang, Muara Enim Regency, South Sumatra 31171, Indonesia",Wisata Sungai Mengkuang,"[{'height': 1600, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115738815858696230375"">Arma Arta</a>'], 'photo_reference': 'AUGGfZm39bnuc7DAg33mPFQbrD_NpprreItVDhNLuBtDrqw7KY7HPSEhXUw4QhK8GMWX3gULCb86Kzu6oWJDxiOFpKaZlan5VPHd2aaydHfQBxe8otYg2SYDYT04TIV7uN35ic1uGf-UucoFnlFaL9CiOTgbRjon9J08C-6Epz1_UIXB9Fut', 'width': 1200}]",ChIJ6_VgAei1Oy4RSHQeonSB9PA,5.0,"['tourist_attraction', 'point_of_interest', 'establishment']",16.0,-3.2795599,104.3529034,0,0,1,0,0
"J8WW+5V2, Unnamed Road, Lembak, Kec. Lembak, Kabupaten Muara Enim, Sumatera Selatan 31171, Indonesia",Danau Shuji Lembak,"[{'height': 6936, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116348417469666754875"">Urli Ganteng</a>'], 'photo_reference': 'AUGGfZmOB8NKyyRvVYCSasZl9j1SY480FybiUQ48JRN8-XS2dNaH3hbXiCciGay37x0-iAGnMa6uSO6Y9-QyHJwdFlC1vE6ScsLK-81XkhXpMChRbG32o7Kagiq0nwLPVwi1xFLcfm7gQgkny6Ns1HwitrCAWvZ8JmmtI8b1oDwLCIMU_IKO', 'width': 9248}]",ChIJFa-AKIbLOy4RIXZr5k-G1os,4.4,"['tourist_attraction', 'point_of_interest', 'establishment']",729.0,-3.354617,104.347128,0,1,0,0,0
