formatted_address,name,photos,place_id,rating,types,user_ratings_total,lat,lng,history_and_cultural,nature_and_adventure,entertainment_and_leisure,spiritual_and_architecture,wildlife_and_conservation
"Sukasari Kidul, Argapura, Majalengka Regency, West Java 45462, Indonesia",Terasering Panyaweuyan,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103568140869674422531"">Marc</a>'], 'photo_reference': 'AUGGfZlO7Sah4T7X2J_3YzWgj0CrAg1FjW1MAxAXO-V5A2LugeEyIEjOMJCnurZYle_NJfEpqpU9L2K4Cius9GS7p0AomXaIiKiL5u4T66ZUp3DxsN8EtkbPcks5tlX41TE36aUtj0-1r1PwUj47LqqKJqZkVJ1AMmpfK0tFq9yL1yJzLSvb', 'width': 4032}]",ChIJDQFrJL08by4RVshlBXwXEbk,4.7,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']",4074.0,-6.9182104,108.3451199,0,0,1,0,0
"Argalingga, Argapura, Majalengka Regency, West Java 45462, Indonesia",Saung Gunung Beepark Argalingga,"[{'height': 4080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103201021718420458890"">A Google User</a>'], 'photo_reference': 'AUGGfZl0wMT-by-EwZtrFcMNRuLBMH2vkxs7fIAy3xkaMDzdIEM_-xN7ForzLtxRtHXaSx2Acpi-8sasJ-ofd9ooHNIaRKX6Yt3W9wiuB9zIlNeB3CrGaPbACNNboUvP3ddftXD57-YwsGQV5iW1Y-8HiNaP_CsAl_W8WK9gaCeCsAF77Squ', 'width': 3060}]",ChIJjVfr688jby4RujsG9ZlAGH0,4.5,"['tourist_attraction', 'restaurant', 'food', 'point_of_interest', 'establishment']",429.0,-6.896812499999999,108.3579375,0,1,1,0,0
"Jalan Sukasari Kaler - Panyaweuyan Kampung Dongkol, Blk. Minggu No.Desa, Sukasari Kaler, Kec. Argapura, Kabupaten Majalengka, Jawa Barat 45462, Indonesia",Lawang Saketeng,"[{'height': 3088, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106542694868646687267"">A Google User</a>'], 'photo_reference': 'AUGGfZlZTU5fLmiV2gelUBI5txjEkyj1oqZp-ovQwqvr59nesqmEVHjvgN1wWPWtgFz4b5xz-I196bLND7AEfRt44g-O1StwTVbQN2GBC6Lvc4gUnaPdwrwOYJ2Ui99KCpY0zy_el8xDYy3OMEy8IBbezEi4Lzn0L7YN9erhZvg3nu4S0KTS', 'width': 5376}]",ChIJSX3xuLA9by4RuhroqIvgKHg,4.6,"['tourist_attraction', 'point_of_interest', 'establishment']",536.0,-6.9140554,108.3448534,0,0,0,0,0
"39M2+62H, Tejamulya, Argapura, Majalengka Regency, West Java 45462, Indonesia",Lembah Panyaweuyan,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116220671027733780905"">A Google User</a>'], 'photo_reference': 'AUGGfZk9xNi7fpUnZS3Ya21dFhJT6XhCb3OXMwpMxXLyJE9UhGWqORf7gArqvI9OYUsI6mWbNJVXgFZKahgeUSU1-p9fVLSNfp0krTnv9UAQHu2VOXZ-d_hMR7H8k-snhp0wFYB7BICbPKmsiAIQAyWkXeBYyk2BItdKzNNFL8HojmejTWNY', 'width': 1920}]",ChIJVSapKLw8by4RqsFDV5o6vCs,4.5,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']",2505.0,-6.916935500000001,108.3501167,0,0,1,0,0
"Sukadana, Argapura, Majalengka Regency, West Java 45462, Indonesia",Air Terjun Embun Pelangi,"[{'height': 4467, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102108447538151112198"">A Google User</a>'], 'photo_reference': 'AUGGfZme1Xka7-1KOI2vNbig0nRi46cG2KOh2JWPmRJysTipokAmYIjilE1NglEoK9yIERt8X-WpPttYcc78Z6cvzL6_AC4QJqWzbbOo8BFu9FE6VqDLW7UyayWr5lZMsieYS69efkS0W7hptihvdlRcV8xWugqVcwZnLzhIF6rGVfs9-5A0', 'width': 3754}]",ChIJ7-lyMlQ7by4RUHa8arJJFHU,4.6,"['tourist_attraction', 'point_of_interest', 'establishment']",1012.0,-6.9057737,108.3292062,0,0,0,0,0
"485X+CFC, Argamukti, Argapura, Majalengka Regency, West Java 45462, Indonesia",Curug Sawer,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103565309023557418961"">A Google User</a>'], 'photo_reference': 'AUGGfZmGiIxcvFLJFs1CMrJ6sqLYAhkUx-0slBRyb5ZoDaUgGbhwwV-EZkZHTDo_Qh4vPiZfiJVLf9mSA8ZjjA4H8Z6l4MwqXecoSiksDJg-YqQjcseeCor3tRcgEG1rtMJ7Nyfo1py3Bl1VpDzKBC5709OpGPouQkB1H2pDT9QE2W4j8Ylp', 'width': 3000}]",ChIJ6Tn1Ebk8by4Rl_fYONSSfJM,4.0,"['tourist_attraction', 'point_of_interest', 'establishment']",184.0,-6.8914385,108.3486432,0,0,0,0,0
"3978+R5V, Sangiang, Banjaran, Majalengka Regency, West Java 45468, Indonesia",Puncak Sawiyah,"[{'height': 591, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101749204777254028521"">Ibnu Fajar</a>'], 'photo_reference': 'AUGGfZl7TsKFXb1CYtwkBP0pMtna_GzwNSnvx7Sekw8i_QT8zXqPDI8MjOEd_a2QNkJAm6tblmwGStdLGkyB66cxhZYWElW_A-ApISoHvQDA8XD2rApghzwp5Z3mcwGz2A72QWCobm49jABAFDAvaFCK9vaMgN_nFiuGYxkty8ByUVerlaxk', 'width': 1280}]",ChIJNZ1vKPc8by4RA_KJ1AROtAM,4.4,"['tourist_attraction', 'point_of_interest', 'establishment']",640.0,-6.9353965,108.3654335,0,0,0,0,0
"4C23+J8X, Argalingga, Argapura, Majalengka Regency, West Java 45462, Indonesia",Goa Walet,"[{'height': 1968, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100234212978160112452"">yuda kusumah</a>'], 'photo_reference': 'AUGGfZleaNyfKkvd_0bpF6eReFhjjvDbFRQaO7bOkoW9h1kOkjzUoBqar06ZRIK-fuwtIVc5yhugrP7_r-7poiG1hJ2EWiqRvDhP-ON7TgVgrrRlm10_0bt9VvAHlUAjNDjM1bhCw9-Ii8TvZ0PitBuOj6t9JC9Y9DvBRhYiuhl7hlkTDHsF', 'width': 4144}]",ChIJpauQXTU9by4RPVFJYGKDz9k,4.6,"['tourist_attraction', 'point_of_interest', 'establishment']",87.0,-6.8983795,108.4033492,0,0,0,0,0
"384Q+FRP, Wates, Sangiang, Banjaran, Majalengka Regency, West Java 45468, Indonesia",Situ Sanghyang Shrine,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112962664634916887016"">Ridho FariZ</a>'], 'photo_reference': 'AUGGfZkjxJHWzcOPfr4GILSE1a9W6RtPxSlYaicZXvLZYUA_RLtmwlOFqX_IJQMKNa6rvZQzuDArboJ6QL-rBxLmoC2WTYwF8HJDv2CWQDUedkOARS72L37yX9dHv-bIB13uf0a8sjgAsfDMMmdqQ-2IeCtBIVeuaxWUODWCUdfjjp-POCvM', 'width': 4000}]",ChIJZfzpGHw8by4RoTsBJd-AR_8,4.4,"['tourist_attraction', 'point_of_interest', 'establishment']",735.0,-6.943787899999999,108.3395723,0,0,0,1,0
"38R3+G7V, Sagara, Argapura, Majalengka Regency, West Java 45461, Indonesia",Panorama Nature Cikebo,"[{'height': 4912, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113627008247865492426"">cep budhi darma</a>'], 'photo_reference': 'AUGGfZlDKnhD1kLm_qHeBO-tvkupFVyfVZz6ZW5zHoPHqfxM1_ZIyMpVNItuEwHKuJfhZ7eQ_ZVXxhRoiOF9y4X617A8xC6TcKEuSamYSJiYqwAQDWlDJjTXgWK2BJ242jDP8ZxrecW1XmhmF6qpQFhcqovaKqwxQJ7PJAS1RU8nu9ZBz8_m', 'width': 7360}]",ChIJeXcM0zY7by4RA5A5s1Y7HfI,4.5,"['tourist_attraction', 'point_of_interest', 'establishment']",199.0,-6.9086411,108.303163,0,0,0,0,0
"49WJ+QMP, Payung, Rajagaluh, Majalengka Regency, West Java 45472, Indonesia",Sadarehe,"[{'height': 2121, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108036551049583382363"">A Google User</a>'], 'photo_reference': 'AUGGfZkpu0v8B-CN4aD5yDqPJkfZio57mGFNOctUtCE9vLVyzoH9NCIZ-_1qKUddVpRN3Yp1UcE5UGfU7CUIrgWgGbrtP7df3j6k0f_vdszvAFL02N35wCzyqWRI9Bzxf58MeIlWy0ckjChHxz40XU1lvdBzASLcwWL6mqK-678UUMkW7S-q', 'width': 3771}]",ChIJy5BsllQiby4RXfiZcP7Bin4,4.3,"['tourist_attraction', 'point_of_interest', 'establishment']",204.0,-6.8530257,108.3817148,0,0,0,0,0
"Cawene Geulis, Cikaracak, Kec. Argapura, Kabupaten Majalengka, Jawa Barat 45462, Indonesia",Cawene Geulis Ciremai,"[{'height': 960, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109279799741608144615"">Wend Aryo Putra Baly Bloco</a>'], 'photo_reference': 'AUGGfZnMagy8XW-3XQOFYXFRCNm5RH03K0yHi5KmL7CsTAbyCXAy1hz-y7Qoq48UqtIUA_mMqhJLK3Bvq6VHr4SztEpfPsMElbJIHsBzCcmYuNISeP84IAcY0yoe-rLaXS5Bz69clhLCeBTzn8gcGGed6ptqyNY4yLFBCTHQdfRCqFaFbOJZ', 'width': 1280}]",ChIJh_10uLsjby4R9LR7vA91FCw,4.6,"['tourist_attraction', 'campground', 'lodging', 'park', 'point_of_interest', 'establishment']",109.0,-6.860937499999999,108.3761875,0,0,1,0,0
"Jl. Dukuh Pasir, Bantaragung, Kec. Sindangwangi, Kabupaten Majalengka, Jawa Barat 45474, Indonesia",Curug Cipeuteuy,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112257678163335627584"">A Google User</a>'], 'photo_reference': 'AUGGfZmZgkCGWfw16WqLm2RxiGfxgtfup00Ium3AOAM4ZEhCx0i4xEhOgIjtmyM0LP2-VoP8Bp486nmZfK26UAcjXBMjeiOpXuMmrYdt1t9FHeOP33XKJ3JrK_KpnNl2fE-PIhUQPSg9d8Z90QZpuruqJFXAj9ltu2jnKxaTeReYmsvjZWTe', 'width': 4160}]",ChIJVVVVVanVaS4RjK1etCWyWTw,4.4,"['tourist_attraction', 'point_of_interest', 'establishment']",1467.0,-6.823917,108.3819985,0,0,0,0,0
"398H+5XQ, Jalan Dukuh Sawah, Sawiyah, Banjaran, Sangiang, Majalengka, Kabupaten Majalengka, Jawa Barat 45473, Indonesia",Curug Genclang/Curug Remis,"[{'height': 3264, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115112097456216317839"">Nina Nazhwa Adila</a>'], 'photo_reference': 'AUGGfZnhJc7QylfbvBLLKIpiqrLzxwqSlFY9377VtXdzjlHe5MmFjllIem0EEusaa9Gp7giJktWHfE3thdsEyn4Ku1DitdTEpddIT7AdXGZirSUwkf6ucjSX2PHVtwloAyB67mvcNpl3i_sMjMbmqTyFGExXRln9tsQ1LdiS3POOlhLcgpwG', 'width': 2448}]",ChIJqdWHAf48by4RFBLcKlCml3w,4.2,"['tourist_attraction', 'point_of_interest', 'establishment']",13.0,-6.9345367,108.3799917,0,0,0,0,0
"4896+C3F blok senen, Jl. Gn. Wangi, Paniis, Kec. Maja, Kabupaten Majalengka, Jawa Barat 45461, Indonesia",Saung Paniis,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117623818952682733051"">Muhamad Try</a>'], 'photo_reference': 'AUGGfZmahnrByf4R10MH4uEE4JRAfBGcnG1l9K2OLBNIT0uSiFpuL1ePOC11lEDCvY0DomkRAYhegdLDmLtLfESni3aAhCvUrWlCsjBnX3SGO-QlPmSKvKrZB9ZK1MLTiVYbAPBqO-U0lcDTuYWe3SUSJCuTqu2h2cYTJsN8zoatCIFcKuRD', 'width': 3024}]",ChIJ6Zuv0WQlby4R8HnXSCzNhro,4.2,"['tourist_attraction', 'point_of_interest', 'establishment']",10.0,-6.88101,108.310007,0,0,0,0,0
"Jl. Desa Payung, Teja, Kec. Rajagaluh, Kabupaten Majalengka, Jawa Barat 45472, Indonesia",Cikadongdong River Tubing,"[{'height': 2998, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106012435982749354193"">A Google User</a>'], 'photo_reference': 'AUGGfZkfGsX69tW0ny-9JV3kXgUGx0e0EECnGZW_AWNVv4wcR1G-5-YsyzGyUz6j9jAIO1S6vAPI1ss6Gk5nSxfPYLzw2wcKiMbYcVR_YyiF8rI2xZKS5nd4dj5BAmM99sBGfrMGANrdLoxP3wS71X1QMJiOqo707mOno7gk-n2pgz6Me-lj', 'width': 3998}]",ChIJvRyVG90jby4RzbOnKcu9Mto,4.5,"['tourist_attraction', 'point_of_interest', 'establishment']",1582.0,-6.8257143,108.3589107,0,0,0,0,0
"Jl. Gn. Kuning - Sindang, Gn. Kuning, Kec. Sindang, Kabupaten Majalengka, Jawa Barat 45471, Indonesia",Situ Cipanten,"[{'height': 3072, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114547165342828606028"">A Google User</a>'], 'photo_reference': 'AUGGfZn6ds4h0P8s-GiZuu0uPq8OM8bTwuLcqtxwxn1TIghw-wl6bq3hPGDggRBZixKHDLmqw01c5k2Vb23KY28cUksVJWU5LV6C1y-0yG1HCt8CPf0XaFOEPYdqx47j_BG68Dyt_YXU0EvxMG4iWU_cvsEE-ISUyeen4ovVRegPGkvggFNx', 'width': 4080}]",ChIJBWjtsAYkby4RxTuGTVw9SYY,4.5,"['tourist_attraction', 'point_of_interest', 'establishment']",3854.0,-6.823432599999999,108.3263131,0,0,0,0,0
"5972+WVM, Unnamed Road, Teja, Kec. Rajagaluh, Kabupaten Majalengka, Jawa Barat 45471, Indonesia",Situ Ciranca,"[{'height': 1334, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113156055885752240773"">Neng Bunga</a>'], 'photo_reference': 'AUGGfZnODWWF2ELTfaEz5yR_LIjTacrz1THw3n4ma4AW8oo-bM_VzmZnwqAk2ADVQFPFjfOhIJbGx7y3yX-LvvDLLJGloGBYPbFp19bC3dO0QGO0JBx8lRNaIM9NAEPtOBHLU_Z_2uapM60P27NSfo4gJ4QHIiRsEY5l1yIppI5EcllUBDlh', 'width': 2360}]",ChIJKV5HMxQjby4RFbq4hE1If-k,4.5,"['tourist_attraction', 'point_of_interest', 'establishment']",187.0,-6.8351621,108.3521703,0,0,0,0,0
"29WM+9FV, Ciinjuk, Cipulus, Kec. Cikijing, Kabupaten Majalengka, Jawa Barat 45466, Indonesia",Bukit Kanaga,"[{'height': 2248, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108649012797441627980"">Ruhiyar Dien</a>'], 'photo_reference': 'AUGGfZltS5lWrl5-mmHd9So-2uKa6ka2u73rntASVnGYfZkdFSQ5xKvHFIUN6wgghZMYH4V36WXcMfEJigpb-WH8hhbZipsidftLyJppWA-kmxU5dyntppb4K39dpK8vqReamUNduz0aGtzcUvFSY9NufkEy4mFRuJkN-sxb9mKAeF8sG_d9', 'width': 4000}]",ChIJF9QoBH49by4RSR4xb76-u8g,4.6,"['tourist_attraction', 'point_of_interest', 'establishment']",472.0,-6.954015399999999,108.3836674,0,1,0,0,0
