formatted_address,name,photos,place_id,types,rating,user_ratings_total,lat,lng,history_and_cultural,nature_and_adventure,entertainment_and_leisure,spiritual_and_architecture,wildlife_and_conservation
"Asem Kumbang, Kamipang, Katingan Regency, Central Kalimantan, Indonesia",Asem Kumbang,"[{'height': 1512, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118095108779570109336"">Agung Mualimin</a>'], 'photo_reference': 'AUGGfZkbyWU56m9A1pcWRZuBoprgPxmOQ_Q4PXG5U-ut8KTbj50cEKajxupjij4vUiCkl8naEHShH_4LtbNmehzBvd9oeE9KS7jYZ3_l9kV-w5kLc0sJFlTKuToHB8JSI-kr9QOYrqBNDzgDv82Ef4OG_uGRP_1hsoKj6B5PBwdeSYnisUqN', 'width': 2688}]",ChIJK46Hh43T_C0RCqqEcbGREms,"['tourist_attraction', 'point_of_interest', 'establishment']",4.0,5.0,-2.2043897,113.4833012,0,0,0,0,0
"Tumbang Baraoi, Petak Malai, Katingan Regency, Central Kalimantan, Indonesia",Rangan Nyamuk,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112755497573224370473"">A Google User</a>'], 'photo_reference': 'AUGGfZmU7P1Xm662zBO5T9OKTOsKCXi-bSpjVe3G4ycb-3JahhdlA7sXay09Zp6I9xlIOOHjBsAms1yTR5bdtVlu7wCfK93KhCr575X5LYCEq6mxHKX0vKU7tL7f8J_z46C2TtUlsQ0Sc04sf6s0MAMxhAaCd2al5DT130Dq5i63_CVvkLRL', 'width': 3120}]",ChIJc_vrsN91_i0RHCIB3AvMo0M,"['tourist_attraction', 'point_of_interest', 'establishment']",5.0,6.0,-1.0517678,113.0182202,0,0,0,0,0
"4F39+W6V, S Jl. Trans Kalimantan, Kasongan Lama, Katingan Hilir, Katingan Regency, Central Kalimantan 74461, Indonesia",Bukit Batu Kasongan,"[{'height': 2600, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116771964292563646408"">tomy hendra</a>'], 'photo_reference': 'AUGGfZkGS7kDGcJL3w5v7NPR35kMGdhuBIk53co893kUX7B8WQ9TKTud1M1m-ONPz4rHlpWDOI70ofAwLaF-iL1Juiw_vTGw3W_2AER5f3rO7t8VNUw-BnM7yfBz__wubsUnW4K6rgzDDfh3OLqv9EdoPsvXfo1ZJXOpnDhlvp5j37sF4i4U', 'width': 4624}]",ChIJ1fU8Iv3j_C0Rha5vPGVsTss,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']",4.5,610.0,-1.8951303,113.4680533,0,1,1,0,0
"CM45+J4, Bereng Malaka, Rungan, Gunung MAS Regency, Central Kalimantan, Indonesia",Danau Bakung,,ChIJs2KzAwFb_C0RR-doR7SBI-M,"['tourist_attraction', 'point_of_interest', 'establishment']",5.0,1.0,-1.5934736,113.6578345,0,1,0,0,0
"Hurung Bunut, Kurun, Gunung MAS Regency, Central Kalimantan 74511, Indonesia",Desa Wisata Hurung Bunut,"[{'height': 2976, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112574418747486410617"">Widi Adhinata</a>'], 'photo_reference': 'AUGGfZm26uXjuzw5RZ2yn-6JGO6DOVzwVJbz_XaIQOnp1rz8uapZ1ss0VyOlXx3j5E-gwvE4GkGjAOVESFwCHn-bDloNecDQwukZIJUVLybLVDLPAXt_T9XtXeTKEO3Z7GxgFM8tosLOpjSV3oCEACuz74sHyIZFI6n-16Ir-5hZzGqShgZJ', 'width': 3968}]",ChIJvQAytGQa_C0Ry4wcQKxUCZM,"['tourist_attraction', 'point_of_interest', 'establishment']",4.1,55.0,-1.240057,113.898835,0,0,1,0,0
"9HMM+CWR, Takaras, Manuhing, Gunung MAS Regency, Central Kalimantan, Indonesia",Danau Bangking,"[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101277438142501528619"">robson saragi</a>'], 'photo_reference': 'AUGGfZnkkRqcZmrki-Jv6ko_oo2VP-6KJkbsGV4OJNKh4uYOu2KkEMnYkIqKwOPBYUMWIsqAUYPPzzZwN_SLuVt2IVSwizAUWsRtDVKoSb_MTFpvlau9AfZOLYVl9jLhHtf5aC-ONDdMtc1zCgAvjNx0gB0thH9gj5MuenOr2sKQnbNCu8St', 'width': 3264}]",ChIJISIK-tZZ_C0RhGjAZUjb9T4,"['tourist_attraction', 'point_of_interest', 'establishment']",5.0,1.0,-1.6163834,113.584754,0,1,0,0,0
"2M5C+2C5, Kasintu, Tewah, Gunung MAS Regency, Central Kalimantan 74561, Indonesia",Puruk Tamanggung Amai Rawang,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100030693336707297042"">Yulita Yulita</a>'], 'photo_reference': 'AUGGfZnUeWkfheDJs6zeppvBKZVK7oJrnRjWWpbjVtjTid77j1wtSfa2z_FXTNGXOwnVvrl1j_aaSvbTbkjbSxzPiklPfn_ncigEq4LGQpwidCHn9J7gBEmIZgDPrvgcC-olubi0v1MqZBASJPC3aaxbzgGN3YnvpoilanmV733RZ501vwk3', 'width': 4000}]",ChIJT64c2vuZ_i0R5PXfaX8OR4c,"['tourist_attraction', 'point_of_interest', 'establishment']",4.5,12.0,-0.9924847,113.6711071,0,0,1,0,0
"XPW3+4XQ, Kasintu, Tewah, Gunung MAS Regency, Central Kalimantan 74561, Indonesia",Sungai Hiang,"[{'height': 8000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108788635982255005300"">A Google User</a>'], 'photo_reference': 'AUGGfZng63ZyhppIqWFJQ11u4QBpVfz5RXZZmXp2hLdTgMhMtsaGe9oH-IOPkxCJyDW8fxececWWRkveJQu2Eczy3Sw7LmCpvU8T3xif9NgFQeFTWqTRffsvnFADnGQ9zjo_f0iI5_Do3vDgSutlD-d-vbVP33Ljfz4mJr9-W4nGjoIeTvxB', 'width': 6000}]",ChIJxSh1krGZ_i0R7goSNXgpUnY,"['tourist_attraction', 'point_of_interest', 'establishment']",4.5,2.0,-1.0046671,113.7049998,0,0,0,0,0
"78J8+RVM, Jl. Bettu, Tewang Manyangen, Kec. Tewang Sangalang Garing, Kabupaten Katingan, Kalimantan Tengah 74452, Indonesia",Danau Biru Tewang Manyangen,"[{'height': 1568, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105302425115327893162"">Wayan Sujane</a>'], 'photo_reference': 'AUGGfZkyQZDnTqrlD5phqf0zjXgBZbwdScaiFupZ6l1MY7tJ80BdScmsl8OduoEYvhCyMPcVmPiYpSDLXUDERyfXvr2VzQVjt950WWIr9YOa83vbe_FrdEv1P1mXHxSv-LkimRIWW91g_6XAyGC3EtHbY6-KMEm59GlaHYRy9tTgB64_3KtM', 'width': 2400}]",ChIJCxo9CTEB_S0RUp2ipOT3K6E,"['tourist_attraction', 'point_of_interest', 'establishment']",4.1,95.0,-1.717919,113.3171739,0,1,0,0,0
"PXHH+C9, Dahian Tambuk, Mihing Raya, Gunung MAS Regency, Central Kalimantan, Indonesia",Jurang bukit murui,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105977110224183131235"">A Google User</a>'], 'photo_reference': 'AUGGfZn5N-nd2hWNGJofgLJQpIG_LStZD9Xye_qM9DcKxTExtWT77DAA6EQQqw0MPEp6Goww7TZZ24-32NNvSy3h6N0Ak-6dRUG--8ihsBOEjpXHnKICe087uWjzKROxiQYF5RV3ZIWP2Nn3woJXzZkoODLZFqDYuAuAbJwlghEo7qRNiQnD', 'width': 4160}]",ChIJqShgNNsP_C0R8ldTFFsQXOo,"['tourist_attraction', 'point_of_interest', 'establishment']",4.0,1.0,-1.2713988,113.9784413,0,1,0,0,0
"9725+28, Manduing Lama, Pulau Malan, Katingan Regency, Central Kalimantan, Indonesia",Desa Manduing Lama,,ChIJP8YIOfyp_S0RMMuwMdL1Lhc,"['tourist_attraction', 'point_of_interest', 'establishment']",5.0,3.0,-1.6499836,113.2583306,0,0,0,0,0
"PH97+2XX, Jakatan Raya, Rungan, Gunung MAS Regency, Central Kalimantan 74562, Indonesia",Wisata Alam Gohong Rawai,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103914449029062737563"">Andhayaka Ramadhana</a>'], 'photo_reference': 'AUGGfZlSp_IlT9irW67c9XfOqan4l-H7R56Fsxy1WdzebpBzvxv45qOdddarYtN2b8a9ZQ0zXghunsnw6ODRJVDnXEOXhyh5KS7R2wVNf93m9oz5R1p3JT7pfvukuAv4g5vJjEvll_YmxTkgUTuXDxVIyWtKqKbps8r2N6GPgkL9a2ppHwlD', 'width': 1920}]",ChIJK-u9lnsw_C0RjzkewpSLno8,"['tourist_attraction', 'point_of_interest', 'establishment']",3.7,18.0,-1.282393,113.564974,0,0,1,0,0
