formatted_address,name,photos,place_id,rating,types,user_ratings_total,lat,lng,history_and_cultural,nature_and_adventure,entertainment_and_leisure,spiritual_and_architecture,wildlife_and_conservation
"Jl. Lintas Sumatra, Bakauheni, Kec. Bakauheni, Kabupaten Lampung Selatan, Lampung 35592, Indonesia",Bakauheni Harbour City,"[{'height': 2268, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110746129935291158322"">Harry MAC</a>'], 'photo_reference': 'AUGGfZkrkAUpUIlhgqtfunfOQhAS5d5DGvPPoVc5lQTgq1C49VJh_whpqyfZbEmha3aVseZn9PsHf6b-XBnO95fG49FomVmEn0mBtujgpSSJDbB0QMI0gtq6CfRpkbRPFj4EFcowTaye0UsaQeZECFFL7TTo6q2TPyi7IazOCaTkeRlD28d8', 'width': 4032}]",ChIJv6v0RAB1QS4RI7-NYsOsbNc,4.6,"['tourist_attraction', 'point_of_interest', 'establishment']",117.0,-5.863677399999999,105.7499219,0,0,0,0,0
"3PV8+HX5, Tanjung Tua, Bakauheni, Kec. Bakauheni, Kabupaten Lampung Selatan, Lampung 35592, Indonesia",Pantai Wisata Tanjung Tua,"[{'height': 600, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106082709674779135753"">Wawan Kurniawan</a>'], 'photo_reference': 'AUGGfZnGaAs7srtmTbvjjbdWUEG-fA9sPbbb8iTur0Cr25arfIQKL0J4ufW7zkCBsbBydIE5lBIZTDdOw1D_mFAgDUSQcUQdRnr8ZkvoiqfJTWFWzSm8HrbCXPNlnqcZpAamvk5VrVgw0dXQbRHCi-a93Qtz5BZmlMwTWmXjdj0Lu-vovamG', 'width': 800}]",ChIJaWaqLD90QS4RTYf_TS86Ofk,4.2,"['tourist_attraction', 'point_of_interest', 'establishment']",156.0,-5.9061111,105.7175,0,1,1,0,0
"4PPX+GXF, Bakauheni, South Lampung Regency, Lampung, Indonesia",Siger Park,"[{'height': 1800, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108132314639555003217"">Wicaksono Adi</a>'], 'photo_reference': 'AUGGfZm9k6kgBR2ZAUg4fsd0_e4bq6MCTw3s23U49xdx8cZxgL0TcBN72fNI_pAFrT-tGSfYv7SVcMwAuPWBfyGZhktt3-w0nV2yOVDYoopIQzGATxDGgzgBnK9ngrczsdag6RpdhXuDcipNNmt18IyN8PTxyOzmhDCSc9JdoyfDpFErPEA-', 'width': 4000}]",ChIJZ-FO3eh1QS4Rs5_zm758_TE,4.4,"['tourist_attraction', 'point_of_interest', 'establishment']",33.0,-5.8636854,105.749929,0,0,1,0,0
"Bakauheni, South Lampung Regency, Lampung 35592, Indonesia",Bukit Pematang Sunrise.,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105619181441019106160"">A Google User</a>'], 'photo_reference': 'AUGGfZmhGRf_hgkJQiqX-z8KK3hVOzBGF2aONSw1rfccRFjpxZvxNB7KBInqP9uvxgHj1hIJRnR0mtyvPANuSA7ieZ-Su9YnI3kfdIX8ylWoz4WD7M0E3GSf5AzpiCSHzk4WXASLaoKONjXEZSm79iakEGAVS6h-N7r8SeLMQHguAbNUnYPQ', 'width': 4032}]",ChIJQWT-RVR1QS4RbE-YKlw286c,4.4,"['tourist_attraction', 'point_of_interest', 'establishment']",153.0,-5.8703014,105.7265271,0,1,0,0,0
"Kelawi, Bakauheni, South Lampung Regency, Lampung 35592, Indonesia",Pantai minangrua,"[{'height': 3468, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111361408877973157283"">Bambang Bahwono</a>'], 'photo_reference': 'AUGGfZmW0xiqELxJ6ZUWI3mLIof2eQcnsYlZzHSnwyp9DJOUrpJEgskpsQFL81FLYkeFTYWn2itNQA2x8TcghxMq3srkHy1t5TrhW0K3wfCERSFjHo5dCXpmDooH8j8xe8Ft8vMmEG_pii-Qpv2mJhANQJrlC_cI66LleaXCpL_gNvqOOxFG', 'width': 4624}]",ChIJ64QzYBp1QS4Rrgov0QVeIWs,4.5,"['tourist_attraction', 'point_of_interest', 'establishment']",43.0,-5.8578757,105.7143994,0,1,0,0,0
"4QP2+62C, Jl. Lintas Sumatra, Bakauheni, Kec. Bakauheni, Kabupaten Lampung Selatan, Lampung 35592, Indonesia",Selasar Siger,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102816836880811806761"">A Google User</a>'], 'photo_reference': 'AUGGfZnF1ZwEStodfppfkBOm2QB1tRmhKM6-W0dTqDyOcwMsEnta3dlukb4Ljab1h4aP2TDex-h-Hn7Q--BDkqHlu2m2yXA4mpX7a-JxTnMQKEks8iWEV-bKlyT583GuFwjM-zBgeedKjj_UISEyllzj4ACMtL6Jfnxi_FUTPKiMYUsbtmRn', 'width': 1920}]",ChIJ4XYIzzp1QS4RCDEZVX9DmlM,5.0,"['tourist_attraction', 'point_of_interest', 'establishment']",11.0,-5.8644386,105.7500238,0,0,0,0,0
"4PF7+4WH, kayu tabu, Kabupaten Lampung Selatan, Lampung 35592, Indonesia",Batu Alif,"[{'height': 2592, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117729266953219815613"">Ferdi ansah</a>'], 'photo_reference': 'AUGGfZlWJUig0Wx-07YuP_nwkLb0RZcBLyVtmlDnOrEEnI5O33js3GhKBBA32qUnv9e4TYdT5elXf7_nYBY4XB5naL_caWVldCpgf4R4oAXjwvmxuHndr7cfOHZKEJ79EhuVvgZV1iQj8jEoRP5nKB81DL7UA62hT78bhRjSoeUZZSEm50GJ', 'width': 4608}]",ChIJ48Bnn_N0QS4RthBThdjCFuw,4.1,"['tourist_attraction', 'point_of_interest', 'establishment']",42.0,-5.8771888,105.7148484,0,0,0,0,0
"4Q7M+746, Bakauheni, South Lampung Regency, Lampung, Indonesia",Pulau Panjurit,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113328693569768016061"">Dwi Heru Susilo</a>'], 'photo_reference': 'AUGGfZmIbGCbCDUjQImqSgtLmUZsYrKD5_WGYGim68i-0un-YN6PChLpH6cidSIUteO10dA3kp9OTCSiE7AlTd6lHpxXc1c3Nlf9hp0jipGNDJotpUam4JfUxvFEErXed1kiwA6blQZHiwJAUqillEdw5OTS9xhVGh8MnJgxHmGVP6sULeuJ', 'width': 4160}]",ChIJcwlhT36fQS4Ri2aFWzg4dfg,3.5,"['tourist_attraction', 'point_of_interest', 'establishment']",11.0,-5.8868423,105.7827767,0,1,0,0,0
"4PPJ+XM8, Bakauheni, South Lampung Regency, Lampung 35592, Indonesia",Air Terjun Simpang Tiga Negara,"[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108441833458789159227"">zj kazuki</a>'], 'photo_reference': 'AUGGfZnWcu8T9k2fJbDowxiCcYmeiHIBVcQi3UaueKR78KVSv3A73gxB8v9jpy1R5SLXgVMGUHXvlVgxaQ4YlrU9q5xZD8bpJvWqwymlO2-Fy9Z81XyUHAnVenJpIWUl0v8DKADpuwdIo8aymxgmMA35osSAFnhE-jrksZ8mF4kYAX0ITB8I', 'width': 3264}]",ChIJpe3CKd50QS4R929WZLceYak,3.5,"['tourist_attraction', 'point_of_interest', 'establishment']",11.0,-5.8625887,105.7317181,0,0,0,0,0
"4QM2+P4Q, Jl. Syaikh Muhammad Al-Khidhir, Bakauheni, Kec. Bakauheni, Kabupaten Lampung Selatan, Lampung, Indonesia",Monumen Titik Nol Sumatera,"[{'height': 2076, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110630188636092524974"">A Google User</a>'], 'photo_reference': 'AUGGfZk_CpwmTdaXCPds66KpE0HCq0mZaTLOmYQuc1TFZQYBqq4wLgDDx2MyacnZYSmjMXVuRvaFy8PQwp041xDFbD5pCbXA6AnrEJcS0fE-SPGYEfF32yswf7Mi8OLyQgPbZmpMUQ7VMMLCkRY8m0yuNkIm67lWWf7zOq3zikTgEgjfAjrj', 'width': 4608}]",ChIJR_Kx5xZ1QS4RR6oagkwbwnE,4.3,"['tourist_attraction', 'point_of_interest', 'establishment']",71.0,-5.8656688,105.7503705,1,0,0,0,0
