formatted_address,name,place_id,rating,types,user_ratings_total,photos,lat,lng,history_and_cultural,nature_and_adventure,entertainment_and_leisure,spiritual_and_architecture,wildlife_and_conservation
"6XGH+V5Q, Jl. Panglima Besar Sudirman, Selotopeng, Banyakan, Kec. Banyakan, Kabupaten Kediri, Jawa Timur 64157, Indonesia",PUSAT E CAH²,ChIJaenvX0VReC4RItPx6Wfb264,5.0,"['tourist_attraction', 'point_of_interest', 'establishment']",2.0,,-7.7727985,111.977971,0,0,0,0,0
"6X85+5G, Sumber Bentis, Manyaran, Kec. Banyakan, Kabupaten Kediri, Jawa Timur 64157, Indonesia",Hidden paradise manyaran,ChIJXTzLi5tReC4RUOoJuDQgdmM,5.0,"['tourist_attraction', 'point_of_interest', 'establishment']",4.0,"[{'height': 4080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103998424178857349542"">Galih Wiyono</a>'], 'photo_reference': 'AUGGfZlz83bnCZhl20AVL_Q3ivheCktka5dE-l95PjlBEYvZhdopmPhhYdXV-I2mGjBiphUhYCJxynxRGey4w1mtqiJS8V1QYCfYsw6rfMJ1EgSpLCK8fb_AKbKLGipBJeCDwSSWXVrdZftJuCB_z82DBDokq7VWUfKuepcOKvKGgO-q6n_U', 'width': 3072}]",-7.785052399999999,111.9587637,0,0,0,0,0
"5WXQ+8VW, Babadan, Tiron, Kec. Banyakan, Kabupaten Kediri, Jawa Timur, Indonesia",terasiring kaligayam,ChIJL7QsDAxVeC4RKiH6KQs__9I,5.0,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,"[{'height': 1836, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106175350927334757165"">Edo Christianto</a>'], 'photo_reference': 'AUGGfZnvxBloI-wyb57xEr9XZKUjweWsVdA7dks5q6ru-ZotdxhxltYIzYhzNQZUn3EZXY51Um1TwTTdgmgApRwF68c4QOLsTd2V0G26HDsLws4waCc3vpNpRZUAY_xR2WTEXf3IoVxSrG4-M0FTKC00nYczriOyUpvMpjh_bSDooeV6bG38', 'width': 3264}]",-7.8016487,111.9397135,0,0,0,0,0
"Klepu, Parang, Banyakan, Kediri Regency, East Java 64157, Indonesia",Grojogan Kali Parang,ChIJjSAKUX1VeC4Rcv0sO5ONb04,4.5,"['tourist_attraction', 'point_of_interest', 'establishment']",4.0,"[{'height': 3264, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106175350927334757165"">Edo Christianto</a>'], 'photo_reference': 'AUGGfZnPVz4VWdBKmVJSgm9wr2tnz5b4wC-bKA_ZexrCFXA_QMo5fOZoFdeVglTXfXaVrMlr0MBsIyM9xbtsXTN77POz0cgjBZXVxOhvFNWPZexAXPyz-FbAHEUtWDa2xGhuDY5vkusw0L_ZlTDw3pUAq2lHtq1B4FQmd30nAXsSSLH2ps1C', 'width': 1836}]",-7.807591299999999,111.8722028,0,0,0,0,0
"Parang, Banyakan, Kediri Regency, East Java 64157, Indonesia",Niagara Ngleyangan,ChIJ7bycTV1TeC4RK7rhFLLOeAY,4.5,"['tourist_attraction', 'point_of_interest', 'establishment']",203.0,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108785991602675165863"">Ardiean Syah</a>'], 'photo_reference': 'AUGGfZl-GckNxefFNTAOodtX3RO4n_7AtiSq1ytTlGSH95jStP1EXkTY3d79SZWEXe5ZM4Af2_KoKNtaOsQebIr9R8fQDUNRuieBEpcfiOICSIX_NJAIwmvmcR_VLmYVDZrWauuLVUu0qp70eL3vBSNjAzOUuxuoWnoWBBQMQcqlEqs97CgW', 'width': 4000}]",-7.7999271,111.8466461,0,0,0,0,0
"5WXV+VJC, Babadan, Tiron, Kec. Banyakan, Kabupaten Kediri, Jawa Timur 64157, Indonesia",Destinasi Wisata Selo Gajah,ChIJTRznjwZUeC4RGXtvTl-lRD0,4.6,"['tourist_attraction', 'point_of_interest', 'establishment']",17.0,"[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106175350927334757165"">Edo Christianto</a>'], 'photo_reference': 'AUGGfZmxAO0L4JZ4N5BXZUVE2oa0_wvm1pSc7merKKyB_1aJSFW524-R4TVuXFQV1JEyS1R5xs8-z8ESg1aAtujikXH5BPZkWmWniKzaQD77mU65oPmPjUaJ8exxvzUddA9uSiSNwfrHeuRie4UY969nRAYBCuRCLZ8BfLroDj3mWadB7z2n', 'width': 3264}]",-7.8003211,111.9440205,0,0,1,0,0
"Gading, Joho, Banyakan, Kediri Regency, East Java 64161, Indonesia",P-29,ChIJZSlnCthVeC4RosydaoJM7gM,4.4,"['tourist_attraction', 'point_of_interest', 'establishment']",24.0,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101796455381743332568"">Jeddy Bintang</a>'], 'photo_reference': 'AUGGfZkQ1iJCpYzdHstaHDacJN4ZHpGa4YqklyolGcNchAw-Euu_Y89xfXm7UwbmT42G_EBFbPvSJ2B2n27daFo6F_V737pcumB1cBA_zxBB-qYqaYnzXTxCLdNwJ36bQc_D0sDB3vLCZGBYevCHEmli15oVDylPH-EMv3ZKOUY_mcsKl7A-', 'width': 1920}]",-7.821943999999999,111.873611,0,0,0,0,0
"6282+CRC, Mrican, Mojoroto, Kediri Regency, East Java 64111, Indonesia",Pintu Air,ChIJbyPl9fNReC4R3EwbsY0_16s,5.0,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,"[{'height': 3048, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115760110054476515259"">kholil ibrahim</a>'], 'photo_reference': 'AUGGfZlvmz-vjul9MRxGc9g3RsosNkzJ8C5e45vhX-N3UAgEIijfN38De65YACEYAkE7ureYawQI7IDp7f5BMepPmHC8EPAP-BVlNSZGQrxrHwWqmbuytjK7sk-vlkSWYlBRV6UKBtrr-SnRS8oZB5Al98O3Q5bNQuDh6QhQ1ibB2m8J1oPL', 'width': 4064}]",-7.7839127,112.0024157,0,0,0,0,0
"6WHQ+9FQ, Jatirejo, Kec. Banyakan, Kabupaten Kediri, Jawa Timur 64157, Indonesia",BDI Kediri (Bukit Dhoho Indah),ChIJWTa2acNTeC4R6nFpj3tROBk,4.1,"['park', 'tourist_attraction', 'point_of_interest', 'establishment']",431.0,"[{'height': 960, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104306656443179282653"">A Google User</a>'], 'photo_reference': 'AUGGfZnzRksmPPW1LEFOOkEIztijRaDjsVRdHsG-TKeZHqT9QDCve8BBVJw6Gkj2Te0-3AbQyk5mnDQdczP8HA2kkeIM7726sdfoHYzJlbwQVoCrgipxC3uvnrPK13NZiMJ6omkibUMlqBWJ4aIC_TNVfyGO0xouQ63j6F23Ck3U_OKIMoB5', 'width': 768}]",-7.7715472,111.9387367,0,1,1,0,0
"5XV5+7WM, Hutan, Mojoroto, Kediri Regency, East Java 64115, Indonesia",Watu Bengkah,ChIJp10nv6VWeC4RfKgnL4_Fk54,4.6,"['tourist_attraction', 'point_of_interest', 'establishment']",225.0,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103379849188252398993"">Rizki Aga</a>'], 'photo_reference': 'AUGGfZknuFeDHs8FyHxfizlFTN9B77qJ8d_CWpdTzS_CP2ii_Bvwb9BbQbULSLASIOp4pYOUXzq-AsOAQ1_0aEVVjwlnW1SDChX3AnnXViNRHzV7NLto3LPV61sLGuaqAaIqbbLA16PG_0H9vrk19YUKvZ94elKiK8HAH1tcqrVaVFpx88Zo', 'width': 4000}]",-7.806779099999999,111.9598024,0,0,0,0,0
