formatted_address,name,place_id,rating,types,user_ratings_total,photos,lat,lng
"HF89+248, Katakeja, Atadei, Lembata Regency, East Nusa Tenggara, Indonesia",Lewo Alang,ChIJSyALeQANqy0R0AZUlrZ6Y8Y,0.0,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,-8.4349536,123.4678297
"FGWM+PX6, Watuwawer, Nusa Tenggara Tim., Atakore, Kec. Atadei, Kabupaten Lembata, Nusa Tenggara Tim., Indonesia",Wisata Dapur Alam Atakore Watuwawer,ChIJe_tua1MRqy0RXB8d8WVitN4,4.5,"['tourist_attraction', 'point_of_interest', 'establishment']",19.0,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111433112697050073282"">A Google User</a>'], 'photo_reference': 'AUGGfZnO_nGm2sf5AbYdr0tsD5eEZ5PMi0-IFlZNPRrurNpYKDp7I4hU0YRWgn4YMwrL2cCaJrHbQTmyVLXAKa6sMTQgZxSbFIISB0WKixmFhYbxOLaPXuQhKaD9_vcNuMZ6f-sdIsTVXy4e4K-FxAql-LBn7S6Vr6uw19C1ISD-ZdsYyCOw', 'width': 3016}]",-8.5032029,123.5348898
"HHHJ+9P, Banitobo, Lebatukan, Lembata Regency, East Nusa Tenggara, Indonesia",Batas ulayat besei dan benalar,ChIJN0TnTwAPqy0RP2A_8zewzjA,0.0,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,-8.4215091,123.5818034
"F9H5+7R, Lusiduawutun, Nagawutung, Lembata Regency, East Nusa Tenggara, Indonesia",Embung Atawai,ChIJA8zoAVprqy0RwEcZT3XbHCs,0.0,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,-8.521753,123.359514
"FF97+PRC, Pantai Harapan, Wulandoni, Lembata Regency, East Nusa Tenggara, Indonesia",Boto Bure-Tanjung Leworaja,ChIJqY6VA3gVqy0RQliOPtPEH6Q,5.0,"['tourist_attraction', 'point_of_interest', 'establishment']",2.0,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106447193209793414728"">Ahmad Rasyid</a>'], 'photo_reference': 'AUGGfZnG-NmKx4iuU_zr0zn3RgZ1gQuhmBGRHhmQvQ0sfkJ0Ijrh9ZFqJNDzaxXosfYBSPS6jUHYLKoLYQKxX5p00TEdgo4jynPkOMA2h8FyKH7U5AvfCU7MD_CE3aXJQZu9nt_I_p_weRFVbXp2j7vnIUz-AtKDCnr-5BR_Uvj5Huyl6cx6', 'width': 1440}]",-8.5306967,123.4645281
"F9QF+XQ, Puor, Wulandoni, Lembata Regency, East Nusa Tenggara, Indonesia",Wisata Air Panas Boto,ChIJF5uEGwBtqy0RSmMTOXcfQMY,5.0,"['tourist_attraction', 'point_of_interest', 'establishment']",3.0,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107030666107496021414"">FELZON LABAONA</a>'], 'photo_reference': 'AUGGfZkSLf9W5yNjHPa3B13RqNZZUWlqr1F6x7PEvfOwNkpn2GgNtId6e9DO_cvUhFQxbXgvHQcvQCVVeNyXkRaq4zBvvVIUPDVUwd6urZH_2ZOyCFvH7q7sMCvy25iHcjAJuAM6wwiAautKhOVELC7XCyC09qXsAtoNXm2HJQx1vNpamUqT', 'width': 2340}]",-8.5103873,123.3744589
"J92H+7Q9, West Lewoleba, Nubatukan, Lembata Regency, East Nusa Tenggara, Indonesia",Pada,ChIJO-DrZlNzqy0RP-lvQVLKfxc,0.0,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,-8.3993375,123.3794844
"MF3C+5H, Muruona, Ile Ape, Lembata Regency, East Nusa Tenggara, Indonesia",Pondok OLA TAKE Waimatan,ChIJqSP_fgALqy0REiZt6mw0KYE,0.0,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,"[{'height': 4592, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110375941589616988798"">A Google User</a>'], 'photo_reference': 'AUGGfZnem9avopZwLAWiWqXMPn4Y-9vU_cQ-Hi8hnFsPhiCJ92MjPD_Foo8vrFK4_-T6kkTdeYrUuzHzeCZcXVWoMjdwmRzwFsv5XY3bPWoAu-KE5hy3Ijp4XnIQpJER3Aef4cEszr9BXdkuTz_Uxqk-U5sPoTQKkQ5REuxxWomdzSoJN8yG', 'width': 8160}]",-8.3470497,123.4714586
"JGJW+GC, Hadakewa, Lebatukan, Lembata Regency, East Nusa Tenggara, Indonesia",Ketapang 2 Beach,ChIJkVNRSSUPqy0RSpXi7GaBVOM,5.0,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115210172894832083597"">A Google User</a>'], 'photo_reference': 'AUGGfZnXjEjmDrQdaTp420B8bfQnNrC5mGvPnTztwefUPXdrmNHBOMRJgz-ZTD7O6W7BWm9gxU1WK0ifMosU0aaOfC4gZEKxk_e1r6I3M3haTAPMWKZFH45UN5hQmDov1V0hYUnpHqFIi9u7bYtb259mrSHFcZek3pP4DwAtkhMbh_aBthwn', 'width': 1952}]",-8.3686328,123.5460428
"JHJ5+RH9, Jl. Trans Lembata, Hadakewa, Kec. Lebatukan, Kabupaten Lembata, Nusa Tenggara Tim., Indonesia",Taman Literasi dan Lapangan serbaguna desa Lerahinga,ChIJW7sCYv8Pqy0RYg3SJ_rb7VQ,4.4,"['tourist_attraction', 'point_of_interest', 'establishment']",5.0,"[{'height': 3088, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103379292606061014927"">A Google User</a>'], 'photo_reference': 'AUGGfZn_SEbf-I7ojO_GZONe2VYm2XPQPSPQ4pcZBouTJxonHX6oelrP-XAJAU6UEmGcZ9YQswFHG4dTsywXzT6n-bKypfqe9qDQaBNAO0DVFnGaf2mdD00ICOQVn-uaeffIuRBya7rIn2rD4sjVbwc58zZCnfvx4lg69aAVz7PIiut-9V80', 'width': 4166}]",-8.367956399999999,123.5589741
