formatted_address,name,photos,place_id,types,rating,user_ratings_total,lat,lng
"C3GR+367, Ndapayami, Kanatang, East Sumba Regency, East Nusa Tenggara, Indonesia",Air Terjun Tanggedu,"[{'height': 3803, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117875510197050574919"">Bayu Agung</a>'], 'photo_reference': 'AUGGfZnjIDLqaDdkDM88SMTFo2KZKqz98mKlxeK8BxnHfy4zk7onHypSZCT0E0lC8e4RYQdbip0N-U0ubX0TFcvoXwPUFHqj4Oh1-RYaLqSeGNflyfQjK8_hFcaJlKVnUthHmI-X85jbRCv8w0ecaErfTAjY5z-4e29an-HtBURROhb092A', 'width': 5704}]",ChIJ2RV6sRhhSywRhu3YSlPlrb0,"['tourist_attraction', 'point_of_interest', 'establishment']",4.8,585.0,-9.574836099999999,120.0905607
"C36V+PM, Kalamba, Haharu, East Sumba Regency, East Nusa Tenggara, Indonesia",Air terjun menggit Tadula njangga,"[{'height': 5184, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111450454896365403357"">A Google User</a>'], 'photo_reference': 'AUGGfZlo2NNAJ93SYRRPABv4X0a6iZK36kYl08FnkDJCo59d5nEzmeURG2ZSJJLIDIqeiLDvBnzFvUgUraQXm5fyKQ95A9o_ZiYLGkWrUkdoLaALzZA9-Yx8roAexN8l-xc4AboRIQSvCLplXY1lHx1YcKIPasahcNW5kQ99MNqey-uZ0tOE', 'width': 3456}]",ChIJW9aQjERhSywR0-cF2JJabFg,"['tourist_attraction', 'point_of_interest', 'establishment']",4.8,5.0,-9.5881863,120.0942219
"C3GX+MVF, Unnamed Road, Ndapayami, Kec. Kanatang, Kabupaten Sumba Timur, Nusa Tenggara Tim., Indonesia",JEMBATAN TANGGEDU,"[{'height': 3264, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101435730117893873451"">Lushi San</a>'], 'photo_reference': 'AUGGfZlbajVAOlSgFWl8qgl3XT_EDt01Qor4v8usn0N5M0Vq7g_qQFem_X09V64WWQPb3XS6K1_yoAMbYuKlsdnLR7s2QstnrG7JPK-CqNswVa6TGSre8vSI7D795ZHLBqTcmiLeb8YzKjxTktfc1ThXT5J4nLZYMCCJmp8fKX0WMEQ2cCnE', 'width': 1472}]",ChIJcZZawMZhSywRElawI08r1Xg,"['tourist_attraction', 'point_of_interest', 'establishment']",5.0,11.0,-9.573322899999999,120.0996795
"C4V2+52, Mondu, Kanatang, East Sumba Regency, East Nusa Tenggara, Indonesia",FelgraTree,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104728246359089252670"">felgra yogatama</a>'], 'photo_reference': 'AUGGfZnqkLhsbWiDYuBZ5M-wK0caf8OYldd6_Nbwu6MJcEy1NNbTgNs1lYCvHO3dkHdqHEp3hnG2XbpgBQgHAcsIX0avP4-RYIuJM4ACt2e4b-cf_dt5dBoZ1ZRblSKRP8Fic2H-dCFix_08i62vWf8MAv0Ai5O54SF6n2NzvWAfZyb8LowX', 'width': 2268}]",ChIJ2TXNTgBhSywR8VNkX8NPW2o,"['tourist_attraction', 'point_of_interest', 'establishment']",5.0,2.0,-9.5570477,120.1000409
"G47H+V72, Mondu, Kanatang, East Sumba Regency, East Nusa Tenggara, Indonesia",Pantai Puru kambera,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100560515020906048240"">satria bara</a>'], 'photo_reference': 'AUGGfZnm3MR_5OUtWLOy8VWFf82pyTc5C5Gqdq2JchbfKOC17fl15PuxP18au219zZrqKJA3t6jVqX9nxEKnOkc1rN3nqI-O67_my-KX5wSOocQzdiluZCT_wJJ1iV4L6RkHU_aRkSvqZ853la5asMmH2wQvSqBi3dKfE9BMEciB1qpHAdOh', 'width': 4160}]",ChIJQaymuwlfSywRvazOKkTDTKA,"['tourist_attraction', 'point_of_interest', 'establishment']",4.6,128.0,-9.4853683,120.1281417
"H29W+QR, Rambangaru, Haharu, East Sumba Regency, East Nusa Tenggara, Indonesia",Pantai warahe,"[{'height': 1280, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115192586404211398424"">A Google User</a>'], 'photo_reference': 'AUGGfZnKuCUWFNfklP6I5VacoWG-XVJu3N5kGbL2KDixSQ91lDlRDo8hXjZI7ac49HY6hxbY-hzvYcOrLLU1rB7oLbBxQhFX0WctU387bTnJtdLk8GebbH9NRgQzYfyIHgDtIPF9K8HaOOBRrkXtGp0btd0qovD6REmBP04xQBhrDhvtoRIB', 'width': 960}]",ChIJQ364dSZbSywR7lN8JG4Vgeg,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,0.0,-9.430582,120.0470505
"C3V2+F6H, Kalamba, Haharu, East Sumba Regency, East Nusa Tenggara, Indonesia",Air Terjun Kalamba,"[{'height': 480, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107903581146750876236"">A Google User</a>'], 'photo_reference': 'AUGGfZl-6ZRqWv2y9QfyrTb_AxJRq1xaj3F2tyIG9ieF04IhZp-qqghCQGy9ijAlH6j8hkM3dHA4tn3l5AqjDAlLFeAZQJ5dhKn2kefX3LbcnphJtwXmoDroJ4CVqRlXu-0K6bDwiB2TP4toOK1YkiDB0xnFVbkiiKzhre83hpIac3Jmb65n', 'width': 720}]",ChIJaQPkITlnSywRKB-Yme-f5TU,"['tourist_attraction', 'point_of_interest', 'establishment']",4.3,7.0,-9.5563118,120.0506098
"87FW+Q44, Mauliru, Kambera, East Sumba Regency, East Nusa Tenggara, Indonesia",Bukit Persaudaraan,"[{'height': 2304, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116880172069565758054"">Tanti Yuniarsih</a>'], 'photo_reference': 'AUGGfZkOsq78mOP9k0R1uPEQM55RfWvgspamQrUKmlBr4NbM7SSt7Wvjv7mtMWIlb2HWFZXU2Fd2NiX-11gck0Uf_sLzT24Yd6vP1JBhXjUyL_aivQnvyTgm-gLvsIDazINugS8g2Au55ZhgTL9vyKqb6izyH9tU1X9WG7cKcxDiYkKz2YmX', 'width': 4096}]",ChIJLwsrNteETCwRRDUtIjmnzLs,"['tourist_attraction', 'point_of_interest', 'establishment']",4.6,268.0,-9.6756075,120.2953148
"Unnamed Road, Mondu, Kec. Kanatang, Kabupaten Sumba Timur, Nusa Tenggara Tim., Indonesia",Savana Puru Kambera,"[{'height': 2268, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114798039385984259638"">Ira Soesanto</a>'], 'photo_reference': 'AUGGfZm1I_Ivj6JNpwFlUzfY3Ihd65dcPVN_dtjxWVG-TXQJVSeQdjB97p85RWzsn24DqFyqD13cXZ16anL6HYIqsHL5PNuhSjkr0NQvuMswnnx4hUDhUzHjHkKBr_J7G-enGqUd-m5KQP6IrsQPh0M-9XEwwgwaDnAu2O9kjosANmn2Khxg', 'width': 4032}]",ChIJCQ2WCl9gSywRsrJJhfLCQ-I,"['tourist_attraction', 'point_of_interest', 'establishment']",4.6,45.0,-9.5500803,120.114274
"G468+9F, Mondu, Kanatang, East Sumba Regency, East Nusa Tenggara, Indonesia",Kampung adat Padadita,"[{'height': 2240, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106090648986639629205"">A Google User</a>'], 'photo_reference': 'AUGGfZm9AjGsIOSajq7ZRUEY3H6qiAOLiTqLQD2fn-AiDXjDZfN3khWp-oDqt2yrC67Xrdw6_DQR-pWQMgvo-3oQegDNOZQ8tzy_rAWZiJwXZJlBO7xfYmYWdGAv2rx7ISN-TAl8AU-zgWcuPZy5Nz_DvqCI4F6F7T87Vsn8uGCdHb-afS0l', 'width': 4608}]",ChIJHb3IgM1fSywRJqS6OeGCFHQ,"['tourist_attraction', 'point_of_interest', 'establishment']",4.5,2.0,-9.4890375,120.1162143
