formatted_address,name,place_id,rating,types,user_ratings_total,photos,lat,lng,history_and_cultural,nature_and_adventure,entertainment_and_leisure,spiritual_and_architecture,wildlife_and_conservation
"X7XP+WRC, Sungai Beliung, Pontianak Barat, Pontianak, West Kalimantan 78381, Indonesia",baim waklak,ChIJIXpEUg2n4jER3RmJA8ak1Po,5.0,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,,4.52e-05,109.2875278,0,0,0,0,0
"Jl. Khatulistiwa No.Kel, Batu Layang, Kec. Pontianak Utara, Kota Pontianak, Kalimantan Barat 78244, Indonesia",Khatulistiwa Park,ChIJHdQYf1un4jERKKB-pOCSmZU,4.4,"['tourist_attraction', 'museum', 'restaurant', 'food', 'point_of_interest', 'establishment']",8489.0,"[{'height': 4080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105906635289121058464"">Rizal Suzuki</a>'], 'photo_reference': 'AUGGfZl91_m755j_KOXzTPt8FnG5mSBdajpmG54T2TwT3Q676zfjMlyJVhmMhPz08rADWygZu-U7iTdOgoyFn5nW7L6oeXajts-2CowwwpgexKua-xNGThz6aSVq4tx-6U3kxDrcH399dMtY5eQPNdcsQBU-1DMbvaRuP55x4TL6IjrwKLs', 'width': 3060}]",0.0009995,109.3222052,1,0,1,0,0
"X8HQ+J2J, Tengah, Pontianak Kota, Pontianak, West Kalimantan 78243, Indonesia",Taman Tugu Pancasila,ChIJZ8_XFlxYHS4Rb5G7l5jc2mc,4.4,"['park', 'tourist_attraction', 'point_of_interest', 'establishment']",33.0,"[{'height': 2136, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103643316717433084882"">Rizki Raider</a>'], 'photo_reference': 'AUGGfZm8lS2R9-_rxUVsQQapTdKa9p5eI6ALG9N_rMF4VjIpXAPDi8_HMjQ-Q5gHOycAe3szFkaHYSEmOH8xIWEoIDSgdBpDhDOFkoegBpYpeH6MEy___XkYDeaZWvJ_3-OdT8_Q9gwXq4490eYnv9mMqoIcxOqN_tdtiyZYPtDSiw6z6jO9', 'width': 4624}]",-0.0209201,109.3375123,0,0,1,0,0
"X7XV+M3J, Gg. Tri Dharma, Sungai Beliung, Kec. Pontianak Bar., Kota Pontianak, Kalimantan Barat 78244, Indonesia",Sewa sampan & robin,ChIJF0xdGS5ZHS4RmlEwnj7C-AY,5.0,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,,-0.0007775,109.2926349,0,0,0,0,0
"X83C+62M, Sungai Bangkong, Pontianak Kota, Pontianak, West Kalimantan 78113, Indonesia",West Kalimantan Radakng House,ChIJG3xrJg5ZHS4Ra2IJGmpRVCo,4.5,"['tourist_attraction', 'point_of_interest', 'establishment']",6200.0,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107186486216698526603"">Didit Wahyudin</a>'], 'photo_reference': 'AUGGfZlCMZJecC1_6MSdsolATPIHzJ4Mu9pwn86Rinbjiwn4RfrptzipfYlKYbK1JmeqGnbzubTkZyLQUfQBfmUQW44CkNYKNX2SKOnM1IEd_6-T-t__LfS1uPMH8MLa3NMh9Vgx4f5zCUwCwM46POuCVS0-bEoIE39vtmEMCmzS-7B1I0np', 'width': 4032}]",-0.046917,109.320047,0,0,0,0,0
"X8HR+742, Jl. Rahadi Usman, Darat Sekip, Kec. Pontianak Kota, Kota Pontianak, Kalimantan Barat 78243, Indonesia",Jembatan alun kapuas - water front,ChIJdxrD2e9ZHS4RAfkkFjCrMEs,4.6,"['tourist_attraction', 'point_of_interest', 'establishment']",8.0,"[{'height': 3264, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104719540568226643934"">Ronal Dho</a>'], 'photo_reference': 'AUGGfZk0L4qAf1leFRW4PjO58o4lA6C-rmF5lQdzlEPWGn4zLRcePpbmTivtzE_tCvqgFJl6j4EpSm9INHzZKZj9yEsuzgFGyMSGjLltECq2qfhaqWBxcqElO39yVz7UtVEZH_g_ue00X-39CIaUvV2B7JqfOhD1a9G0C-FCCLmuSoLnlVpc', 'width': 2448}]",-0.0218664,109.3402726,0,0,0,0,0
"Jl. Sutan Syahrir, Akcaya, Kec. Pontianak Kota, Kota Pontianak, Kalimantan Barat 78113, Indonesia",Akcaya Park,ChIJAeFyDA9ZHS4RDUd4VzC5Dtw,4.3,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']",3456.0,"[{'height': 2250, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115260970004325224358"">Ajie Arief</a>'], 'photo_reference': 'AUGGfZl3kNQpvBX7cAB6BtA2Cdf17YV11QknucqI7ZdoKqCr32vU4C5jmeWRCZoq8ASJJL7KYvgHBHG1lKaXKKdkZABpvyXWpuIAxDTwdQngCt4GASCXAD5OHJ-2zn-hsmpoYfqsMOJS2qfRd6BL1iXeKmYYZmoJdXEDXXhJ1DDvpzja2Qz-', 'width': 4000}]",-0.0455736999999999,109.3218981,0,0,1,0,0
"Jl. Khatulistiwa No.341, Batu Layang, Kec. Pontianak Utara, Kota Pontianak, Kalimantan Barat 78244, Indonesia",3D,ChIJLZr22KRZHS4RUYfNmwoTVFA,5.0,"['tourist_attraction', 'point_of_interest', 'establishment']",4.0,"[{'height': 1600, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113486440592671660793"">Akhmad Dimiathi</a>'], 'photo_reference': 'AUGGfZnqwvD5twnH35ejUOEfvfQWMBPY8E4QpgzO0t8OjCx23y3cqr2XQfZ5TwG1_zfG4T0b6gEylPXX2S5AOWStb4-Ql3TRcqc8dqZzibbRiIdlVVWGWa14XJ8IAOXNTWz0QOC2nzcK0-Tv8bJJvYPcGsUmf9mltMs8wWVRnh_6Atx7Q-9d', 'width': 899}]",-1.81e-05,109.3216742,0,0,0,0,0
"Jl. Komodor Yos Sudarso, Sungai Jawi Luar, Kec. Pontianak Bar., Kota Pontianak, Kalimantan Barat 78244, Indonesia",Port 99,ChIJX3B27VBZHS4RHf2eyHmfaXE,4.7,"['tourist_attraction', 'point_of_interest', 'establishment']",124.0,"[{'height': 1302, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108347123014640909969"">rifqi hawari</a>'], 'photo_reference': 'AUGGfZnCq6CG0EDsGfBaBST6gZAkZ4vFTD1G_FT7zqYZzx7PQHftY757B-DVS1vOLrWZR3lBfJqRNsed-dAS6EMx6PaUtzmr8KBZrVH58bs9nh97dqmYHWoVJYU1OfX8aGsxLKdYGlpp9gOuLd5bzCTU9-vFWKujdb-7A6iGsEwvk93eRgSB', 'width': 1302}]",-0.0145676,109.3281349,0,0,0,0,0
"X8HQ+HV2, Tengah, Pontianak Kota, Pontianak, West Kalimantan 78243, Indonesia",Miniatur Tugu Khatulistiwa Equator,ChIJlwDhYVxYHS4Rw_WqB6zlUcE,4.4,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']",45.0,"[{'height': 2324, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109378401260722621439"">A Google User</a>'], 'photo_reference': 'AUGGfZmjwT6ryxZnv-QMwVh7mpHOAlj0gy8rvFzU8prM6IfjRPyuzcRIblKvuWE-YCPKkr4H2OVxvY3M5KyDzHhDGH9Q83tnI3oaiozK-9ovNED2NMH1BoQwaG3oK9MycIfLXS3OmYVV57m6OoiA9iyJ89-b7FNs-Wr3LI657JmLtdaIXBs_', 'width': 4128}]",-0.02112,109.3396446,0,0,1,0,0
