formatted_address,name,photos,place_id,types,rating,user_ratings_total,lat,lng,history_and_cultural,nature_and_adventure,entertainment_and_leisure,spiritual_and_architecture,wildlife_and_conservation
"HM76+88, Turpuk Limbong, Harian, Samosir Regency, North Sumatra, Indonesia",Wisata Alam Fishing-Camp Siarubung,"[{'height': 3468, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106748684137459738140"">toba classic</a>'], 'photo_reference': 'AUGGfZmOwPbgvl0OKnPBhfIJNJmfkAUWOr56kkukkixqL2UBF4T8G38aG-fuWKQ9N2-Nsr-lvBb69FvMEaTsFjl-jXrpHBU7Ov00hxf7wL8UQ4UNOHXLRKO3GLiURHYw5DJ3v4IjKl3sB7t6baV5bHDNvybx-zaV-S2CeCEwQhojLmNSa4mv', 'width': 4624}]",ChIJwUZUzbjbMTARdCxS6g1vZlg,"['tourist_attraction', 'point_of_interest', 'establishment']",4.9,23.0,2.5633334,98.6608568,0,0,1,0,0
"Turpuk Sihotang, Harian, Samosir Regency, North Sumatra 22396, Indonesia","Patung Yesus, Bukit Sibea-bea","[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106057004199772425172"">TJIUNGGU TJERMIN</a>'], 'photo_reference': 'AUGGfZmLqxTDo_eOqGJ5UoKvw9JSVGDvnw6cPTj7Bxmggmw3kUAcA3AsWCwMZYWa0s-vEZi_g9pfNfr2cEA7IjYLQ4PAFlwLB3EkDS89SCB82qOEYGpxKNoqCwsyk1Y70wxLl7UAPhAZwtxGepl4TiqfjRc3CpQ5wMRu5Q7dEptQ0bTcYiQ', 'width': 5184}]",ChIJoTwEU83bMTARPTeWP0dEAuU,"['tourist_attraction', 'point_of_interest', 'establishment']",4.6,209.0,2.5507063,98.6723867,1,1,0,0,0
"GPM3+RM4, Dolok Raja, Harian, Samosir Regency, North Sumatra, Indonesia",Bukit Holbung Samosir,"[{'height': 900, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101216980047333107655"">Jericho Tuparev</a>'], 'photo_reference': 'AUGGfZl8pF6exHYiXTlEcvkzJRPVxHhg8cjWEfm9FDBOw6JEV0in_5Cxobmh2SxjLdyFzVZFa-rB4W1qR1SpdUu33cwbBFx3x92U7HDgb-7BLIpt_sNtlEsnfSr4VeDFs3lw28ewHsm69ge_D_D6UEH9gg7zF2_o7EoY9bcrTM-sw3mXwlBK', 'width': 1600}]",ChIJP1KdukvaMTAR_BxcMSOU4_E,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']",4.7,1762.0,2.534517,98.7042138,0,1,1,0,0
"Hariara Pohan, Harian, Samosir Regency, North Sumatra, Indonesia",Bukit Holbung,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106894416799154793812"">Soong In Hui</a>'], 'photo_reference': 'AUGGfZndVDIItmoUiLkluYA4O_llORiT81EkTHAWs5LYzJRYIapepg0eJ8w5oHD00nRJT9nCwiYqQazuowbD3yVNipKlymFwx7DpQpPq93AaMijhcWyWoA_fVRq9FncQIs8vpf5rctH9HdISL0fDYDN9r3gtDKZbF6T2te2tuwE7cSnkdybs', 'width': 4032}]",ChIJT5AFeGHbMTAR-SyY7pcnenY,"['tourist_attraction', 'point_of_interest', 'establishment']",4.7,580.0,2.5300066,98.6972391,0,1,0,0,0
"Turpuk Sihotang, Harian, Samosir Regency, North Sumatra 22396, Indonesia",Bukit Sibeabea,"[{'height': 2252, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109325938736738528457"">Globalpwt Bms</a>'], 'photo_reference': 'AUGGfZlHehATNFz69oIcFkYrdrD8z2JfIExiCLTNqAiTWsDP69byF6DEGTb_xiyqgmLJC4CjyFBAdmgf5ze5lUBK2JAGdxUUfoFPcsOw8VUDSIhWKUE77iCecsy3FNh6scFYRkWvDoWWWoM7-7RI9t1_CNK7rgeGCvq5ZaXDv7ZrsxpN06Zh', 'width': 4000}]",ChIJ9ck-gAbbMTAR1ipJdvuxXMk,"['tourist_attraction', 'point_of_interest', 'establishment']",4.6,2091.0,2.5506701,98.6735887,0,1,0,0,0
"GJPV+QX4, Sosor Dolok, Harian, Samosir Regency, North Sumatra 22396, Indonesia",Efrata Waterfall,"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102786063493978974226"">Ronaldo Sipayung</a>'], 'photo_reference': 'AUGGfZlGQBcWqWHyQdCXVkjZX3fNxUf5d_QpCcRnt1qICVjcBDewJ6Tfvzr7RXaDNGbieJpbNLMCAfGvvZEqrP18giP7at2dzoeT_GaVIuaW55W9ZaOjGWywXmdD1397s3oq_FO-TLjTFprbw6-fTCmyn5D63LcowRCzKW96SDs176X2N51X', 'width': 4608}]",ChIJsbkr_erQMTARzesM70KwxUo,"['tourist_attraction', 'point_of_interest', 'establishment']",4.5,1576.0,2.5368988,98.6449414,0,0,0,0,0
"HM2G+Q9R, Jl. Sisingamangaraja, Dolok Raja, Kec. Harian, Kabupaten Samosir, Sumatera Utara 22396, Indonesia",Kelok Lapan Sibea-Bea,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104824453697177642598"">Tinmer Manurung</a>'], 'photo_reference': 'AUGGfZlISeyaYpN8JNIacY7_9KwcSEZToKrPeJLxuCz70asNmfmWgoP_CuavgHeqb4TbPoCtwmifzwTOnnJsaKOLKZt0uYZsIIgZmZeO-ED_00Wkt_s5_oEC_xZEzrGSp3hZ-TcVTMYYbnCz_wdEkoXS7UFRq7xbtcbR2tsfParCOkt9eFBc', 'width': 4160}]",ChIJXwtmYSHbMTARVIj4q308b2s,"['tourist_attraction', 'point_of_interest', 'establishment']",4.6,235.0,2.5519918,98.6758967,0,0,0,0,0
"HJQC+JHW, Sarimarrihit, Sianjur Mula Mula, Samosir Regency, North Sumatra 22396, Indonesia",Hadabuan Naisogop Waterfalls,"[{'height': 3264, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101786129146952386822"">A Google User</a>'], 'photo_reference': 'AUGGfZnPgMsJ9Wip6zVqqPf9vqJqu_XWoKsPRS8U9V7hf-ldEfqBlGZNa48lmWN7Cuj0EC-n0x3k3kBrswtSNUE_eBTNn2gZZ2GajxHG1At8HlhMF0KBZm3XNM3ynB5DoOJ30DMweueWI2rd7Dx96S8hK8u0ItRZfHu6pXAlL7v2oiBA72eg', 'width': 2448}]",ChIJQZKTASrQMTARvQSa-Zz_1f0,"['tourist_attraction', 'point_of_interest', 'establishment']",4.4,113.0,2.5891228,98.6214639,0,0,0,0,0
"GPGP+GG7, Jl. Simbolon Purba, Sigaol Simbolon, Kec. Palipi, Kabupaten Samosir, Sumatera Utara 22393, Indonesia",Palipi View,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109554163721834487526"">Yui san</a>'], 'photo_reference': 'AUGGfZnsGoP_ZvbGDaIh7K7QH73tXtneRuzrbfrR7nq3O5Bl7lgL4e90QZ-g6cmwBein2BUbjutD4ghfVgiY-CWFPjcVHaVs1ETu3-1j38TOCvs5p3wt2M0_fWBaJGhkznugKgcESbAkRq97bot0cCZb8iNYiQyWyV8v0SRdF2ByCq3qmYsR', 'width': 4000}]",ChIJ00QkOvjbMTARvqxRjSOw5P8,"['tourist_attraction', 'point_of_interest', 'establishment']",4.7,11.0,2.5235896,98.7444913,0,0,0,0,0
"HJWW+3FJ, Ginolat, Sianjur Mula Mula, Samosir Regency, North Sumatra 22396, Indonesia",Batu Sawan | ᯅᯖᯮ ᯘᯋᯉ᯲,"[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105554964704008014456"">Vincent Oliver</a>'], 'photo_reference': 'AUGGfZmbs2BKANeP63SuHriwAcSTheoi19frrjpqe9Y5idwLE53W1Qhtyyqgo9D8yFF3F7ZmlWYdzaLMdNei6EZhyQwSFFnJsJX-KcNXt0Xh0tN9LsKXmr01iCWQBsuEZ3iDgpkYuywhuO9rAi-7x2YAbv5FlqV2eLvaEjGxL5TaRKwcClUz', 'width': 2448}]",ChIJW75XYOTPMTAR7BuXLPwtbvI,"['tourist_attraction', 'point_of_interest', 'establishment']",4.7,110.0,2.595218,98.646143,0,0,0,0,0
