formatted_address,name,photos,place_id,rating,types,user_ratings_total,lat,lng,history_and_cultural,nature_and_adventure,entertainment_and_leisure,spiritual_and_architecture,wildlife_and_conservation
"8VJ5+FVF, Unnamed Road, Duminanga, Kec. Bolaang Uki, Kabupaten Bolaang Mongondow Selatan, Sulawesi Utara, Indonesia",Wisata Mangrove Trans Pato'a,"[{'height': 4608, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117973643849743611716"">Rendy Sewow</a>'], 'photo_reference': 'AUGGfZn2W33C01yErLUgpd5ItH9szGoqHg7OjfcXWc0egAKXSfNnC9h3l2-ogpYFPJmp6282mBkxMWIyst-BQMoyGgCYz1l3FqGAM459BnI2uvlOOtIAMp8elEhKCq-DBoyoTcn8DbRdQ9U8n-WQ-U4TVNx1lUG5ASRtEiG-NhU8hBh62Xem', 'width': 3456}]",ChIJaW29JmKnfzIRH0bHI0nUPQY,4.4,"['tourist_attraction', 'point_of_interest', 'establishment']",36.0,0.3311785,123.8596608,0,0,1,0,0
"92GW+W96, Unnamed Road, Tabilaa, Kec. Bolaang Uki, Kabupaten Bolaang Mongondow Selatan, Sulawesi Utara, Indonesia",EkoWisata Mangrove Panango,"[{'height': 6936, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114093794653114342132"">Rudin Malah</a>'], 'photo_reference': 'AUGGfZnVixFm1qnjr_jKYlnbB31paMyuY-nSukkkbmSHpcGVOomV10OuSPtPsXog8EnDkFn8A-GH322yJjAd8lriPmhQBAoKwNy7QSIGt5HCJgsW7L1fsWIEZpD_Di36qFdfDaXO5YaNdKgdFpw40jBJzc3RJw5sOtGTOXOWvZD5DU02Axxf', 'width': 9248}]",ChIJX-RO-YCxfzIRyXwwQqEipB8,4.7,"['tourist_attraction', 'point_of_interest', 'establishment']",3.0,0.3772798,124.0458819,0,0,1,0,0
"8VQ4+CC, Duminanga, Bolaang Uki, South Bolaang Mongondow Regency, North Sulawesi, Indonesia",Pondok om Doni lengkeran,"[{'height': 4080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109673450703999789247"">A Google User</a>'], 'photo_reference': 'AUGGfZnHfTh2d-0TYLbwzDrO1K4NlQPN5BPlpFiqniDjV5aPxdRRT-HTtK4YpEWfpf-QKLTZxaAFpxaOZwCLAct4lJxFm9vNhjxvc2wOAMsx5xL7DYN2hLTMd_i4c7qpB7PauT7x97zxE3VsCAkQvd-sHzKsUDfCoUZ-Hm-ioyCzO_QyGLDy', 'width': 3072}]",ChIJM7rnI9-nfzIRJ9wp6lQqAqI,5.0,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,0.3390222,123.856654,0,0,0,0,0
"92GW+V68, Tabilaa, Bolaang Uki, South Bolaang Mongondow Regency, North Sulawesi, Indonesia",Tracking Mangrove Bumdes Mandiri Tabilaa,"[{'height': 960, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118219855229117013131"">wawan gobel</a>'], 'photo_reference': 'AUGGfZkys2Ylsn9CZ2AI0FWEv5h-6m7BEpln73qz8YPohzzbVJPQODAnRcbXgwXGTwodDkl6ksYuKYhMaCfkYY9LXixsQUpxZLI9IWIh6-snK8SRY4kB2z2q9UlqnD_tS4osodjwIPteCKB2i3nVODV8Pl7ItsoPRstGVjzeVWmLFw1olzuX', 'width': 720}]",ChIJXSX1_xCxfzIROhqxBEcigQs,4.4,"['tourist_attraction', 'point_of_interest', 'establishment']",8.0,0.3771656,124.0455655,0,0,0,0,0
"92G5+34Q, Unnamed Road, Tolondadu II, Kec. Bolaang Uki, Kabupaten Bolaang Mongondow Selatan, Sulawesi Utara, Indonesia",Wisata Kuliner Sondana,"[{'height': 2340, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118219855229117013131"">wawan gobel</a>'], 'photo_reference': 'AUGGfZkgPnAaRDItdUqohz9SCAars7Gdg-trSqrSM7_y_GMypFTI1aQ0dhf4r5VJ4vD0zk0KEpVR9qpwklqi6ITbcIvaf8FDyOxiZO9PT-xsgo3mR31ZYkIcklZbvDyUHmw-hzvFm8l7OE7TXvUseU3zk0m1Tb1-hTVgOGyd9rb2X80y4khJ', 'width': 4160}]",ChIJw2tueHewfzIRUYZ78Tvoymg,4.2,"['restaurant', 'tourist_attraction', 'food', 'point_of_interest', 'establishment']",45.0,0.3752215,124.0078563,0,0,1,0,0
"92G2+F8W, Sondana, Bolaang Uki, South Bolaang Mongondow Regency, North Sulawesi, Indonesia",Wonderfull Bolsel,"[{'height': 3232, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104138934311082536392"">purnama sapta</a>'], 'photo_reference': 'AUGGfZk6rqCwhf4MnHHIf2z4bNa8dBrWIcrol-Mqa3DmX7906FdNGxJZvqbKgq4LiR-cnp2QZPHJ53WuKRIjcop8emC13JIPv9uat_O8H5ybfds-3fFjK9QdVnUmQPNY47QtAwlRdIpDTGjwjgi6cElufaRGz6OorP1p9HuaasydoJaRHUZc', 'width': 6160}]",ChIJZYrX-_ixfzIRcv4OrADUSog,4.5,"['tourist_attraction', 'point_of_interest', 'establishment']",6.0,0.3755619,124.0004576,0,0,0,0,0
"9XW8+75F, East Salongo, Bolaang Uki, South Bolaang Mongondow Regency, North Sulawesi, Indonesia",Air terjun Soguo,"[{'height': 1405, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112245019792174810065"">A Google User</a>'], 'photo_reference': 'AUGGfZnHYuk6HBFm0FB8Fi0Lz-O6LwKjkx52DIx_UM0FrxweGmquVPh-1_4VSmFovdyFscJftaqyZsGN3lrt-CyYEQYh7TIFVK-9ieomoNTt2gvyjIataVz9hEshwDkLrmKz9Xzrbv_fEF_XhVwARDz6jA_sV-7s2txuuN_Pnx_8cVFaECOS', 'width': 1080}]",ChIJnxxR4wOvfzIRT-3IvXhcyyg,4.7,"['tourist_attraction', 'point_of_interest', 'establishment']",6.0,0.3956954,123.9654209,0,0,0,0,0
"93MG+W6, Linawan, Pinolosian, South Bolaang Mongondow Regency, North Sulawesi, Indonesia",Pantai Modisi,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111953493047624907638"">Arthur Wanta</a>'], 'photo_reference': 'AUGGfZnje2ouBKSydHF7WVwowPgckIa4zmB-O8NSB-6qtzbdGAIEY1ID2FZ8xXX-nGu_-X53sXHzWKYdAohAMOuNMHUtR6bwWwDCWpoaXStmynn6JOPYpCZr9kmsFwVYOyj4bvU_NiwCHxBA0NXx7e8Usx6k9CJLm1FkMhdm840G0JUPY3t4', 'width': 1800}]",ChIJyWY5sOu3fzIRUnPlyN878Ms,4.8,"['tourist_attraction', 'point_of_interest', 'establishment']",4.0,0.3848232,124.0755455,0,1,0,0,0
"9W3J+77, Pinolantungan, South Bolaang Mongondow Regency, North Sulawesi, Indonesia",Pantai berlafadz Allah SWT,"[{'height': 817, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106946923469218032657"">A Google User</a>'], 'photo_reference': 'AUGGfZnvxm-olAFRXAxsPTKFWcKQUQ8xTiwCuHL77srGyIwRMDKz9-MU0y9Au2LpsYoBJD4pOupn65rc8hfcmYo-MfSbgOmqlTf86O5bLSrAIDSYNYgpg5f3WnInXCj7JT7m1BOVIgEVcKWH8_hVuYwDwHq6V-KIJu4opTNRy8Po3AXHir__', 'width': 1453}]",ChIJNwdarMSlfzIRcbtTNVtEXd0,5.0,"['tourist_attraction', 'point_of_interest', 'establishment']",3.0,0.3532376,123.9306934,0,1,0,0,0
"8QF2+2RW, Botuliodu, Posigadan, South Bolaang Mongondow Regency, North Sulawesi, Indonesia",Wisata Air Terjun Botuliodu,"[{'height': 3472, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111242339045246662062"">Fahroji Mokoginta</a>'], 'photo_reference': 'AUGGfZnbPJnobW4zHVaoOOCt_jaOj2o6yfi2rFc41mo-iFBAt38KQnvPulBuoCb85rw4T4pbBejA_s5p69ozlqVAojCf-9hpRn6p1hJXl8BRHqFBm6QrE3B0OSkyDwUk_Tnaph5wSOhQ-BC9G26MEYNnwhM3b_a3mWVpSHzN67e1b7qZZh7z', 'width': 4624}]",ChIJLbjaZVAJfzIRkfQtMMAuE4o,5.0,"['tourist_attraction', 'point_of_interest', 'establishment']",4.0,0.3226221,123.7520707,0,0,1,0,0
