formatted_address,name,place_id,rating,types,user_ratings_total,photos,lat,lng
"QP28+JFX, Nanga Kemangai, Ambalau, Sintang Regency, West Kalimantan, Indonesia",Nokan Cicak,ChIJX1RbQHrn_y0RJMR0FreHS7k,5.0,"['tourist_attraction', 'point_of_interest', 'establishment']",6.0,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107112564140899742382"">adri wibowo</a>'], 'photo_reference': 'AUGGfZlH_vfHzEMddlSFRVc-j2aXZEUb0miYi8BRQKkQrO0rN2TMqMoMYyIkkSpeao79pbkZJw3Dx-qhVhz3lQyEiOrFKPrcyAS93TEYJ0yLJYkxin-_2kpiGHFnPEZom5H62h5BycSoa99eqLer1Losm4Hp6KgZRAMQIiveEHOxaurvYTlq', 'width': 3024}]",-0.2483761,112.7162333
"V43V+54G, Nanga Menantak, Ambalau, Sintang Regency, West Kalimantan 78684, Indonesia",Nohkan Lonanyan Waterfall,ChIJ76BZQM2R_y0RA-rFvIPsiF0,4.7,"['tourist_attraction', 'point_of_interest', 'establishment']",29.0,"[{'height': 490, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114277491901650996049"">Harysinto Linoh</a>'], 'photo_reference': 'AUGGfZnxc0h3ywIHKZoGfCriu3Gf8bQkmad9wiC_skLvZDERWklh6BWn6j7PSajOp877Df910RIbTfor2grM20SSBk6nithuvxbv7jPuX7Ny2dNGEV1V-xBYa5hXnCj8akq0JjmVLlLfempwUiF6sJCF0W6q6c1fnnAv7JyRif_4TSP7ru3O', 'width': 1226}]",-0.1470614,113.1428364
"6GHC+X7, Mensiku, Binjai Hulu, Sintang Regency, West Kalimantan, Indonesia",DANAU MENSIKU,ChIJSz60Ec4__jERCrIY2ALPE8M,4.5,"['tourist_attraction', 'point_of_interest', 'establishment']",2.0,"[{'height': 960, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111240490577068641973"">A Google User</a>'], 'photo_reference': 'AUGGfZmdoYthDJ7t7qJDWEAH-HdJv_GYimxbZAIzLmqgiF-RHR1us4dH1wh1sa92L9k5SY1Vo37y1pW6_Kcjt2vWe1nPVSvW9fuJNdnfH5YyqAKaY0VM-73MZlPlZ8NlqfzgZJCuRpisHrIIQRrl4B_wHvDa4JDRrC9xzHfq1y2S4OHl6Y8k', 'width': 720}]",0.2299653,111.5207312
"2RMM+MV9, Desa, Umin Jaya, Kec. Dedai, Kabupaten Sintang, Kalimantan Barat 78691, Indonesia",Air Terjun Lepung Iring,ChIJ6YeYjd8q_jERt3X-ixJuJ54,4.5,"['tourist_attraction', 'point_of_interest', 'establishment']",22.0,"[{'height': 1504, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104851011796482223778"">adian diantara</a>'], 'photo_reference': 'AUGGfZmgehzLkA22gcssgQH5q3f9bHfElufd9CTVR3vvba2rIr0Ue-nqFci-l77w8MnvN1DsKoPTBZI_INrRnU6wQvbM66gJOfOinpEs0v8AyMwCCte8bTUfUHHag1SCGKFBBHn8dG0cKruRkgXO6p4b1XOUkPlXMjYwJgd86XxEwmztwxFV', 'width': 2256}]",0.034167,111.834722
"WJR8+528, Dedai Kanan, Dedai, Sintang Regency, West Kalimantan 78655, Indonesia",Batu Kederas,ChIJg-NPabnZAS4Rhjjowk99V3o,2.0,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,"[{'height': 1280, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113424431938885640446"">A Google User</a>'], 'photo_reference': 'AUGGfZlgGLWZhZ_hovzzJfjCKdF_Tek3nQmh5Jqcy7jO09vy9G5YTnrCcB7uJyUNs659Rm5hnsm5k41gbPh3DuF3jA7l9rTw0WEXA8Nvu3z4Kde6OEhs22dJUWImDcSShohsSFVh-hwaFp9enC_MvJeSZBcqkUF2CgLiYCIt8IP8M_VqMzOk', 'width': 960}]",-0.0595849,111.6150869
"XJXR+4CF, Nanga Jetak, Dedai, Sintang Regency, West Kalimantan 78691, Indonesia",Batu PTP jetak,ChIJiZ9JS5HZAS4R32AAmv5F3aw,4.7,"['tourist_attraction', 'point_of_interest', 'establishment']",3.0,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114732971693295744662"">Apriandi Rusdi</a>'], 'photo_reference': 'AUGGfZkPOp5TmHcfE3mpH0No7KEs6KkJXZZpkojTJDG8pI5kLB2c8-iMufvrSPjRyl2T6YxSeIsnCbdFBNvffoT_NLIasZ1k3C_pH9tjXGfRw9XCBhRv0T4GVXLjCZe6GRgj3m9W-n6a7LgZQUWBpCu6KNoKFYuhzWN6BQM8YAkc6OQ9EYkl', 'width': 4032}]",-0.0021997,111.6410604
"4P5C+934, Unnamed Road, Ensaid Panjang, Kelam Permai, Sintang Regency, West Kalimantan 78656, Indonesia",Rumah Betang Ensaid Panjang,ChIJ17sexx8v_jERG02UD8e6374,4.7,"['tourist_attraction', 'point_of_interest', 'establishment']",69.0,"[{'height': 2256, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115432994069436692297"">Annisa Auwallia</a>'], 'photo_reference': 'AUGGfZlIQXyl3i7wbqmzUKgx2OF0OGNNVPXTcMCPHVV4oLy9VUm5leYdEAH-THx9fbu18f3AINf3EbDBK6HqywCYNt_V9rTKPC6UlS1sFm540SjMGdo_mZU9AGQ1I6IGFEw8TI-ft9vr2yLJyESTe2VYajN79J_QGxBWST5nTLKIbKedCBIS', 'width': 4000}]",0.1083883,111.7202081
"Kebong, Kelam Permai, Sintang Regency, West Kalimantan 78656, Indonesia",Keling Kumang Agrowisata,ChIJDzhffWEn_jERz46Wb7HbfUk,4.2,"['tourist_attraction', 'food', 'store', 'point_of_interest', 'establishment']",137.0,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106906554275787324033"">Arman Syah</a>'], 'photo_reference': 'AUGGfZk8pu1282nf-uyMt9Lcc56ouASLjLM7Dvdhmnvu7zanskkceWyJBKXDnXjnAZrmJx9H743JXUmbPePTNzz6luf5eZM1bqohiMIB1wSbamyV0Zfbqq8PucfcKtrWJsn-QBQnj7n5qZ1Lozo14cS65gzIuPTFB2vvDDc0z-NTy2u_Y4NN', 'width': 3024}]",0.0692298,111.6319218
"3MP5+FMV, Merpak, Kelam Permai, Sintang Regency, West Kalimantan 78656, Indonesia",Bukit Kelam Maria Cave,ChIJ-3WARfMl_jERb0fT9zmutDE,4.4,"['tourist_attraction', 'point_of_interest', 'establishment']",291.0,"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108193342399976562210"">Yohanes de Deo</a>'], 'photo_reference': 'AUGGfZmQNCvMVAYXH8dk6RtKQul8L1u4vOHXOad8XMNs_1PZpyZdU1wl00U4cv-rvkO3Hj6RG3SdyOUpD9H2sQU7Txq7ZSKXuSS4493pa0EntSd2jBdFqoXkg_P7osrs49O9IZusSpHH_FYvq1Owhs9Crhxb-Lov_Z1necgkOU5E0vwcUS7M', 'width': 4608}]",0.0862333,111.6591717
"3MQM+VX9, Jl. Lkr. Kelam, Merpak, Kec. Kelam Permai, Kabupaten Sintang, Kalimantan Barat 78656, Indonesia",BUKIT LUIT,ChIJvatXKAwv_jERQc2Liyit6DQ,4.8,"['tourist_attraction', 'point_of_interest', 'establishment']",4.0,"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115890682940185371438"">Fran Buncit</a>'], 'photo_reference': 'AUGGfZnTS8MS111p6_erKICY6ju5dukK2GSboWBH5do4OtoKcpp7mQ2lI6Vp3H1TK_5u-88JDLR7etS2-QrcebTcdCRCE4lwqGebhQ0vyLJhDfr1q0rRPgTik_PtWJ_wFgEEJvCqiDQce5JXhNZ6WfsRCGE3lQAACsZc7FUCO_Eswln0Laqe', 'width': 4608}]",0.0896645,111.6849739
