formatted_address,name,photos,place_id,types,rating,user_ratings_total,lat,lng,history_and_cultural,nature_and_adventure,entertainment_and_leisure,spiritual_and_architecture,wildlife_and_conservation
"885Q+CCJ, Moopiya, Bone Raya, Bone Bolango Regency, Gorontalo, Indonesia",Wisata Pantai Moopiya,"[{'height': 3072, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105590701413362153468"">A Google User</a>'], 'photo_reference': 'AUGGfZmQbcL8OzaKUa2VX8LIRI4f1ynZcRjK9xwgSV--dgJhWUNSQ32Eqk_6Bxynd2Sa7gBugSImsNknzrrBOlQaz_4jnybBj19TaQq93XB1WdiVjPn6beQEifbug7isdeaMOk3L8agXK0siFyO-Gx40YBVHZXs4qbGHW_8qFeBXQGco0XVm', 'width': 4096}]",ChIJ9656bME5fzIRSfXuybUYdhg,"['tourist_attraction', 'point_of_interest', 'establishment']",3.0,2.0,0.3085779,123.338519,0,1,1,0,0
"G4WV+HV4, Huluduotamo, Suwawa, Bone Bolango Regency, Gorontalo 96121, Indonesia",Perintis Lake,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110142291019240929196"">Riezky Polapa</a>'], 'photo_reference': 'AUGGfZk9YYyaiqOKit7LVUDQMlSfykjsbWRP3zYMflPPCL_NlwunV3xVKRsbBVQYMA3B1SOL3zTciw5HmFBGvixS_srwsnIhoWgoXSzLijHlowQh2j8PKabGDEPc3cfYxRZFk0DTFXXVPEmqmwanvTScfVIW0DB8foZliczgGy-K0CbC8WvT', 'width': 3024}]",ChIJ-QCKPkfUfjIRZwOmnMLlA5Q,"['tourist_attraction', 'point_of_interest', 'establishment']",4.5,1058.0,0.5463861999999999,123.1447086,0,1,0,0,0
"CF98+HH6, Taludaa, Bone, Bone Bolango Regency, Gorontalo 96585, Indonesia",Air Terjun Permai,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108872847179439189870"">faruk bachmid</a>'], 'photo_reference': 'AUGGfZmZ5Rk64TbE-noHzFkKu0NUyM6ujSOft2YBTSKp1BrowaVipFrtYCajvW4Q8o6d-p4oEMGbkFOLtcPOmppRJD-ABiDmNRdZmKC9YByCT7rpQ7ibwVDjwFXuUT4yXsaVYujBZ7O1NU9uJ1UViTeeo93nmrksMI0tT7soig7d9ov0JJ5T', 'width': 3024}]",ChIJVVVVVekYfzIRmSwfvc8xxEg,"['tourist_attraction', 'point_of_interest', 'establishment']",4.2,22.0,0.418909,123.466379,0,0,0,0,0
"C544+C3P, Desa, Olele, Kec. Kabila Bone, Kabupaten Bone Bolango, Gorontalo, Indonesia",Jinn Caves,"[{'height': 2736, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100040461103071079372"">yoshirinify</a>'], 'photo_reference': 'AUGGfZmqeD0b-wHWIUikw06vDgVo6I5xTKzERuY1zgayAvoks4UmdVNtKPNSC8TVu40zJs8jyd8NGV3mzo6Ouv23SKuxyFtVTA6nGHvtJhttqzYklvkII6pSLNFtbExIXpYx9kdLfvM9sdZlXma2npMYh2J_4ohPt51l9jc1pu-sx-8jYiFn', 'width': 3648}]",ChIJ81uRb08tfzIRbMLKM4dWnvc,"['tourist_attraction', 'point_of_interest', 'establishment']",4.6,5.0,0.4060867,123.1551936,0,0,0,0,0
"Botubarani, Kabila Bone, Bone Bolango Regency, Gorontalo 96111, Indonesia",Kurenai Beach Resort,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115243693048968070855"">Dheny Hadi Sundoro</a>'], 'photo_reference': 'AUGGfZlHL7OW0T4FSHZOy4l07H1cyZHt16CDHSu6H9_buxUHEDQYvcUWSkAiXSEd1lTrd-fISgJ8tgEQ_hV8KYoXYeRzaGgWNjDkdyhXU7IgckgNTvKtQRXffOalbyZioAYRw26HTXs30rGEshOtEAn1FKLuV1eFvw8WZU3jVo5YpWGw4BaN', 'width': 4160}]",ChIJAYhjftAqfzIRQW65iMl5F0A,"['tourist_attraction', 'point_of_interest', 'establishment']",4.4,1394.0,0.4782589999999999,123.08986,0,1,0,0,0
"9FC7+58Q, Taludaa, Bone, Bone Bolango Regency, Gorontalo 96585, Indonesia",AIR TERJUN HUILA,"[{'height': 3472, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101534528155622425619"">Mozin Chanel</a>'], 'photo_reference': 'AUGGfZlWzSW3gAO0t14TIFQMhTOnyRSjuAyRpTRf-GH9XoguF7nuBZi0UFJV2QgkvI-oTedrAHfKJumQlm12NGJ0Zj4eHT0iL3C6cfHDr-7G6Rhmu4JL7DuGTfxRdhYvQ6aQ1vnWubTqe3cdYwL_euGHk43ejdWdMt3j00-iAw0kG17B81KM', 'width': 4640}]",ChIJy4Mm9IwXfzIR9aMI4Kuc2h8,"['tourist_attraction', 'point_of_interest', 'establishment']",4.6,62.0,0.3704576,123.4633452,0,0,0,0,0
"C4FV+C2V, Oluhuta, Kabila Bone, Bone Bolango Regency, Gorontalo, Indonesia",fishing spot,"[{'height': 5632, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108872847179439189870"">faruk bachmid</a>'], 'photo_reference': 'AUGGfZnYFcf7Ds6og6ag_cfRPm-Ni2Sste0hGTLq_aboafUjh2RxaHWiPRLI3N62PHodIylpMT99RxV0F7dio2NxS3Q8sUcm3g-eVakcT25mdj1oBmVl2W-vTcB1l7t-OGf0dNlTIygqIAQ31LjYyKjceT7x518vX8k8MiiE6lZmRms4ShgT', 'width': 4224}]",ChIJCSvcM78tfzIRVCl32M21_zo,"['tourist_attraction', 'point_of_interest', 'establishment']",4.4,7.0,0.4236034,123.1425491,0,0,0,0,0
"Botubarani, Kabila Bone, Bone Bolango Regency, Gorontalo 96117, Indonesia",Puncak Botubarani,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104628172067386934591"">Nurjannah Podungge</a>'], 'photo_reference': 'AUGGfZnL_iZpEGMkv6_qLuyWlx5TJPUInVXQJUtESpiF2s2ecCcBdbYlGJitLHEDGA343PMXY73Atos2XmRDiRkOGKms2tsNfvVaUNe2ORpgJ_KfbtNUYGfEOGdVHxE4MIwfufG1ENeTzNq_eyZjW1rQCyRyE5svsfM-x928PlFygL-ifDmT', 'width': 4160}]",ChIJJR4tUnYrfzIRFiN4agwS3os,"['tourist_attraction', 'point_of_interest', 'establishment']",4.1,119.0,0.4764931,123.0960258,0,0,0,0,0
"J453+XF6, Bulotalangi, Bulango Timur, Bone Bolango Regency, Gorontalo 96121, Indonesia",Spot 4 Bulotalangi,"[{'height': 1800, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108122692316913242770"">tursandi Hinelo</a>'], 'photo_reference': 'AUGGfZmEFM05YVAkUWpqFiuSY3JAsDtZDp2EPpV0VIHVuD_3EMhMuJ2TANTyQElVHqYoTdmePWgjyzVdLgPjMhHMgECQYVBc1un5m0Jf5hqxNUtjOJxcSKc-U1GMqFq4aUhB0J5GuqRljv9emfp3ss9m_AQC8tOd9RHYQLIgt4O7rzCpt364', 'width': 4000}]",ChIJEzRZWQ_TfjIRq_H8PrmEwT0,"['tourist_attraction', 'point_of_interest', 'establishment']",5.0,1.0,0.6107351,123.10376,0,0,0,0,0
"H44V+P7J, Unnamed Road, Ulanta, Kec. Suwawa, Kabupaten Bone Bolango, Gorontalo 96113, Indonesia",Benteng Ulanta,"[{'height': 1200, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102492842432790790844"">hatiarni ode</a>'], 'photo_reference': 'AUGGfZlQ3peiXM2klCD8qK3bzT5ErXai4UA_jSfoRykFyLuK8i_bL6lS2HDHPPnX2Q5gpQ2COQhH9aIT1cHVqJ4yoidGD_R5MIj08EQ9dUy8xWK6fcxvSxTJtlM2dPs8YOryVG2RC7GBGFG4AzW3kRnkeYR1Njf0duvYdtvWHdSKEDLd_dH3', 'width': 1600}]",ChIJ-TQfUWzUfjIRVAXEvoj9g_E,"['tourist_attraction', 'point_of_interest', 'establishment']",4.3,1144.0,0.5568333,123.1431421,1,0,0,0,0
