formatted_address,name,photos,place_id,rating,types,user_ratings_total,lat,lng,history_and_cultural,nature_and_adventure,entertainment_and_leisure,spiritual_and_architecture,wildlife_and_conservation
"6QHW+H4P, Jl. Nangka, Baturube, Kec. Bungku Utara, Kabupaten Morowali Utara, Sulawesi Tengah 94972, Indonesia",TUGU KEADILAN,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103625423308031825994"">Alim Sondeng</a>'], 'photo_reference': 'AUGGfZnV-Xk_CxCsi0YoYHN1bQLbgKNc7V70ulit0VUo5VY1vL1p83D3-Nsg-tNzSWnR6Wvv8470v_UCFlXXPrSHo5m0Iu8ynUuMuUgo6D--GWLZ-kC2n1xfuqShE5LABaYyyY2vVR-c6l91gknwY86E78alMhlSI8nmxLmH4qSMkTsnGXvn', 'width': 3120}]",ChIJ9wMaacpnhS0RfeDku3M-p2U,4.0,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,-1.7712783,121.7952845,0,0,0,0,0
"7RXH+F7W, Unnamed Road, Boba, Kec. Bungku Utara, Kabupaten Morowali Utara, Sulawesi Tengah 94972, Indonesia",Air Terjun Boba,"[{'height': 3264, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116151619251308714663"">A Google User</a>'], 'photo_reference': 'AUGGfZmD_C1qp0Cp7d60FeLIoJ-31wDRHzdtCO8twMqKIwFrB-214dQ5plC5hVxji9ejpdaAIey0d410E3kikd1tBaesHaJaZNAeADaWM2M1rs8E9glDASbOnVsErh65JljtHgUG1LhlqLKLUMhhXsij-AwlzztECGGifKOOQffwgmk0oQ44', 'width': 1836}]",ChIJ_W1GmnNvhS0R4C933Ap_teQ,4.8,"['tourist_attraction', 'point_of_interest', 'establishment']",13.0,-1.7012602,121.8282187,0,0,0,0,0
"5J9Q+49, Matube, North Bungku, Morowali Regency, Central Sulawesi, Indonesia",Permandian Tiworo,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103756339404972062325"">A Google User</a>'], 'photo_reference': 'AUGGfZk3eSZwMnhAbwmz6u3RGRwfbYtvuaFdikDuZ3jTC0ulJuSfs0Dy6VGSqLqdWKKOT5HgZGYrBonBwqEX59t5F8h6SYiSxVL7o903i3z1AdtTjweUHj_jMFdgt_I6HGEDGGFnTe5EKPKjEN4w28jPf9LW3dIss61zlhB4DngfnE1ln2NN', 'width': 3000}]",ChIJuSnAWABfhS0Rjpb59sUkYI0,4.0,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,-1.8322215,121.6384595,0,0,0,0,0
"8VJ4+WM4, Kolo Atas, Mamosalato, North Morowali Regency, Central Sulawesi 94972, Indonesia",AGRO WISATA KLENGKENG,"[{'height': 1201, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113986312118091476355"">A Google User</a>'], 'photo_reference': 'AUGGfZn8MJN43XTv0craBdbq3-PHVVjnuq60hUJrFQxrCEjucSyyJLJeGmFGQU-O7VUFbSW_2Lqe-bi_T3xYpPu1ZZi6nCNqskO_Q9D6EWA1y1OP5x8BGTsaL8Qr2T9Gf_KNXIDbQDtgH3lJ9pzPf0sLTvZzsUCWq_a4Zy8rvacn2ulQ5ZpM', 'width': 1600}]",ChIJPVknsWBxhS0R1JsemohqGbo,5.0,"['tourist_attraction', 'point_of_interest', 'establishment']",2.0,-1.6669116,121.856001,0,0,1,0,0
"7RJG+42, Ueruru, Morowali Regency, Central Sulawesi, Indonesia",Pelabuhan Ueruru,,ChIJd5Bpi79vhS0RV4zAUBId6r0,3.0,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,-1.7197314,121.8251053,0,0,0,0,0
"6RG6+P8, Baturube, Morowali Regency, Central Sulawesi, Indonesia",Pasik Gurapu,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112493742467667554642"">A Google User</a>'], 'photo_reference': 'AUGGfZm3rTDesKL5pzzWDrDkCEqoqsgwC6qVRT30WzO0BuvtlxC-OKKNoCEhUj8NegTM3lHmX7SIc18IRcU31xjG1ridx__2SdjozWrcPUZj458JOgyhPRS_FU_wv3k_Y-5xK9bSMosm-FUoMY9zMzFWMk2Ne9HHl6iAc54yJcNyz6HvsP5q', 'width': 3000}]",ChIJn6NqCN5phS0ROGQkjOG8Sws,1.0,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,-1.7731254,121.8108591,0,0,0,0,0
"6R9F+2P, Baturube, Kabupaten Morowali, Sulawesi Tengah, Indonesia",Pasik Gurapu Bae SPOT DIVING,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112493742467667554642"">A Google User</a>'], 'photo_reference': 'AUGGfZmWL7wzWeB0GMNI9BC91XPc023nrDYKQybrUH3HDyDWwOwFm_KyaDi6qAggX5pKZLDANKtGYiLlO_P4X0L2ZQMhOf4XL5HDY2eE_tgeLsbRzc3xQCT9mLJGp6mVfHDHHvt6ZVmaUSB5BEb1yDd907KG1g_EhQW_zJwRaIgNB028MNvN', 'width': 3000}]",ChIJ7RdtBT5phS0REVg3KewZnpo,5.0,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,-1.782378,121.824343,0,0,0,0,0
"29CH+PHX, Koya, Petasia, Morowali Regency, Central Sulawesi, Indonesia",Hutan Bakau Desa Koya Kabupaten Morowali Utara,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115148235834571177005"">fiki ainun</a>'], 'photo_reference': 'AUGGfZlaJwwqquv_PoImJYPT7gFV9yGgkOACghAJnT2J1lSxpIT5P2wTPdnG2q6N4nvJHUJKAkLKK_QDn2iL8-YPeO8ZdBTA3sxA4reUHsixFkNBjQAGhD9d4sM8H_6o8YvGq5RXtWpwKa3W0mNiA5zKYshBXqwiyE-GW3mPnt8L8Oh-fsWA', 'width': 3000}]",ChIJgZ1L8dLljy0RU7puAob2S0w,5.0,"['tourist_attraction', 'point_of_interest', 'establishment']",4.0,-1.9781498,121.3789937,0,0,0,0,0
"3926+M96, Gililana, Petasia, Morowali Regency, Central Sulawesi, Indonesia",Teluk Tomori,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110055965369322453406"">Ari Akhmad</a>'], 'photo_reference': 'AUGGfZmYDDX8frC4-P7rFQsgfiF6nUTKg6ZtlfyG1JuDy0sWc0ltMF_B7MNlpFo8IcwMjDCa6Ry1rljWScVdyHdTkv9U6ypdTEGUCnpCh-ylEsVN7kj8TfSeL7qld9lYCrs_j6DOanknSO-0o6Dbyx8NRUvas327JzH5wLPgoC2SnU9K0WIe', 'width': 5333}]",ChIJ9_51S8_vjy0RtvAsJB6aiUw,4.7,"['tourist_attraction', 'point_of_interest', 'establishment']",15.0,-1.9483381,121.3609045,0,0,0,0,0
"3CV5+C6, Gililana, Petasia, Morowali Regency, Central Sulawesi, Indonesia",PESINAMBA Halfway House,"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113578208180079598027"">A Google User</a>'], 'photo_reference': 'AUGGfZkJWsLNYH_NldDnm7n3oA_xX54XQAqer0jTxNuoSygbc-6C6kDhtpbxSYtsCMSCODvyb_S2x5H5Isd5QL5i7iljr6GNmCUlb2BuoVoJuQFRufB0bF_bINnG5d1vX9KNFNDFawDvj2GChaAL29YWS51SuPJ7egk9GS_MdmimuXpILKW_', 'width': 4608}]",ChIJKZgVt8vvjy0RT6b718qDIcA,1.0,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,-1.906495,121.408044,0,0,0,0,0
