formatted_address,name,photos,place_id,types,rating,user_ratings_total,lat,lng,history_and_cultural,nature_and_adventure,entertainment_and_leisure,spiritual_and_architecture,wildlife_and_conservation
"VX98+23M, Mata, North Buton Regency, South East Sulawesi, Indonesia",Batu Kapala,"[{'height': 720, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103010875738969232516"">A Google User</a>'], 'photo_reference': 'AUGGfZk6AqIGu4VLNT29JlmsWE0lr9RXFyeLjHTYqBYjR73CleYXNolLP4t7zLtqs3d8L39n5DFHAmUfbgO8cl_udxSLgVM4Zc8JHx0ineHwurS0zd0HDWZ6PK9OjQM1AY15XXIlhQ9NWrn2OIapwX6y4KILCYDbbcvTX0EXxA3W41vlUrjW', 'width': 1280}]",ChIJ5zxNo5Lnoy0RDs_5brsogKw,"['tourist_attraction', 'point_of_interest', 'establishment']",5.0,1.0,-5.132411200000001,122.9651856,0,0,0,0,0
"Waondo Wolio, Kapontori, Buton Regency, South East Sulawesi 93755, Indonesia",Air Terjun Kandawu Ndawuna,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112646227504742892112"">Arief Alergy</a>'], 'photo_reference': 'AUGGfZmDqhabL3iFXcz_qa2jIj2ZUjA4EP2ljmJJjdi1NqtSc4yo5uMc-DKyKS3Dqa8Hi-MDy1-aSNfp8pR1_QPUT8RPsHo2NegQaRd65jUONa1rw-EgE7L6h6ccrKQb6d7NxfbxDi0ORnUa83aviUWeAVUYlG0U9eCz4pUe3gJ1MSWKUBM', 'width': 4000}]",ChIJHbV00R3poy0Rwr3iVP1nyJA,"['tourist_attraction', 'point_of_interest', 'establishment']",4.5,52.0,-5.1518698,122.8511958,0,0,0,0,0
"Pantai Batauga, Unnamed Road, Masiri, Batauga, Kabupaten Buton, Sulawesi Tenggara 93752, Indonesia",Pantai Batauga,"[{'height': 1944, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115675819460435677831"">A Google User</a>'], 'photo_reference': 'AUGGfZn_QOMrWoGqY-6ugJ3rSwn3FnFiqbiNPQLGSlsV7JCuE4_OUAkaWj-iKccUw9gEOCBqxpf1NqElbM_bMjfe6e8TZzigMhmSR0XmOzADognDvPoasNlepVsD0IZWf8SuRSkN7EEUokL5FIzflLkwOJAn-0Z7iYwiVFfW2zJn63JNpts9', 'width': 2592}]",ChIJF1ddCsZupC0RRG0thEkos2g,"['natural_feature', 'establishment']",4.0,59.0,-5.6113195,122.599571,0,1,0,0,0
"P649+488, Mopaano, Lasalimu Selatan, Buton Regency, South East Sulawesi 93756, Indonesia",Batu Belah,"[{'height': 768, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111205798500881546131"">A Google User</a>'], 'photo_reference': 'AUGGfZkKdX9_Y64UEL675gn35nd4Jah7yz5i35YpPQTjmPqCRQYxPB_flaRnnhN3S32796Ltj8CkQqwZpqaPphUP45KCGtnLZroyODetaWXEBnPbM16L1F4_3MkNtYvDsTyvjiSsXxrXB3QcpLd5LtbYllcC8N2cb4K_BE5zRAjF779vG1Oz', 'width': 768}]",ChIJiby9wIBRoS0RxeQEReaKqm8,"['tourist_attraction', 'point_of_interest', 'establishment']",4.3,8.0,-5.294703600000001,123.2183352,0,0,0,0,0
"8J5M+R36, Desa, Lampanairi, Batauga, Kabupaten Buton, Sulawesi Tenggara 93752, Indonesia",Pantai Jodoh,"[{'height': 9248, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117944320956501963148"">Shabyr Shabyr</a>'], 'photo_reference': 'AUGGfZmQRPUWC0xK2g7yHcPrFX1h_ChZzPZ7MWzLe1lClwyWMaNeiXR6GlnHe2Jv3odRZOKfPYtPwl_ot70nbJBL036N-a8V4tUrFpvEYCCeQ18_R--TSSji9ZqE6_STWOyVvk4Vf2gZZW4YqZpBJ5hMOuO7AQNpUU8Z51BGs-MK8acwfmtc', 'width': 6936}]",ChIJXcAXXLRrpC0RYxvLQkW4okw,"['tourist_attraction', 'point_of_interest', 'establishment']",4.7,7.0,-5.6904501,122.6326253,0,1,0,0,0
"JJRQ+V25, Baruta Analalaki, Sangia Wambulu, Buton Regency, South East Sulawesi, Indonesia",Jembatan selat buton,"[{'height': 2128, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118079996559128155888"">amin safar kamal</a>'], 'photo_reference': 'AUGGfZkK5z_Ck0BLMUGVBEiN9Zb3UfGDJvTJtdb_1h5p_AHj7fVzZx5j3-C1iw_VunE2YD7bNJ1AxJNPhKHEepm-GCZC-KoPFLehCus9EnSfg-sUu1uprOZmPcTfwNO1drFYcjv24RR550uLQX_85RWfMr07BevqqGMG1yE1q1ddOw4ew1gL', 'width': 4608}]",ChIJN-L1VhqLoy0Rxz-sgAbfQRA,"['tourist_attraction', 'point_of_interest', 'establishment']",4.2,10.0,-5.3578746,122.6376004,0,0,0,0,0
"MJVV+74Q, Desa, Dusun Uncume, Rahia, Kec. Gu, Kabupaten Buton Tengah, Sulawesi Tenggara, Indonesia",Kotaeono Cave,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100289417086031405625"">fahd mungkin</a>'], 'photo_reference': 'AUGGfZmDFUKPdMMV5miBaYVc4M-Vx7BsF8_s5DmDp9Tm7S28VYy19TOIBLJ3m5iiCH28bFmKMRJCrckzRuvbfWmoA60lMOIhbBV5BRQ79eOTFbsixSZCPwJD9_l5722wKsYGJ2gvuks1rk8ZmtxYQCKkKB0Sis0KvoNYbJSP_Bcdo8ADVyAG', 'width': 3120}]",ChIJtxpB2NqNoy0RWcDwyyRKqkY,"['tourist_attraction', 'point_of_interest', 'establishment']",4.7,45.0,-5.3067777,122.6428585,0,0,0,0,0
"8MHJ+W22, Jl. Poros Batauga, Bangun, Kec. Sampolawa, Kabupaten Buton, Sulawesi Tenggara, Indonesia",Permandian Watiginanda kampidi,"[{'height': 3191, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115106540510603305007"">Hidayah Junior</a>'], 'photo_reference': 'AUGGfZmhFM4b5XH7BHzTX09Cd5v8cbffputYMrERst_oORHSVytBGeGQzIATGD0-F490z54P66D7dDMmyoSXkywddAlyb7FDXniz4MgKtVGzqi630w5a3D7Q_GUh0toakX3TPxtGOKCKjSRAnNZ_WnLKK3s4hu6GhQZbCC_6FGn972A53zvO', 'width': 5673}]",ChIJ5fqnwPxrpC0RlHvqmeiGclM,"['tourist_attraction', 'point_of_interest', 'establishment']",4.5,2.0,-5.6702479,122.6800303,0,0,0,0,0
"FH6Q+68C, Lawela, Batauga, Buton Regency, South East Sulawesi 93752, Indonesia",TUGU BUTON SELATAN,"[{'height': 2998, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102957115678409304300"">A Google User</a>'], 'photo_reference': 'AUGGfZmyaf73nXJY0O_DixzhIjycZXc2Cl3us8t3R1MYonwgoP0z8FAy7Eh7-tM9hRv5JBXcP7XWM0mOXh62TLetywCM7u6r5kPIGEdFi1z6bJHd_l0FMqtTlPLh_g_H70A0FisNW2lTzrXdTtGRRY9WdKNkjmLrlHynm7bJayjcKcYJ19g', 'width': 3998}]",ChIJLXpzdc5xpC0R3CEqAI3NGnc,"['park', 'point_of_interest', 'establishment']",4.3,28.0,-5.5394463,122.5882528,0,0,1,0,0
"8M34+PXR, Jl. Poros, Poogalampa, Batauga, Buton Regency, South East Sulawesi 93752, Indonesia",Tanjung poogalampa,"[{'height': 1800, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101065162730516388553"">A Google User</a>'], 'photo_reference': 'AUGGfZmNmEjLkmJrVjMT-rd3jagg_4Cfz98f9IGw47YO9tr_aboMQWjzRdF8sE5Rg_xPl5lYx1xS5TkpDO0btgUdI-pJHiyExwbMi6gPqpIYWJ2KBscsk-dr8FOzB1be8BF3vGZXksQ71pob2oDZgZ4RODOYJXAhXon9zuvCw1Cxw1FaTZ-s', 'width': 4000}]",ChIJzWexex5BpC0RKnsH1EnFS-0,"['tourist_attraction', 'point_of_interest', 'establishment']",3.0,2.0,-5.695637899999999,122.6573979,0,0,0,0,0
