formatted_address,name,photos,place_id,rating,types,user_ratings_total,lat,lng,history_and_cultural,nature_and_adventure,entertainment_and_leisure,spiritual_and_architecture,wildlife_and_conservation
"Pardomuan Ajibata, Ajibata, Toba, North Sumatra 21174, Indonesia",Wisata Alam Ajibata,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107494471702637423820"">A Google User</a>'], 'photo_reference': 'AUGGfZkC-r_PxxVdBQXNP0bLQs0lFQoCChWApSN7YsqBhnkC7bSMREyv4HtPE47b_ci-pxusKj4aeUPtq3x2jufm44MSlFlFMLVXEVZYWQxIxaRDpESxKMUQOO4-J0FN-WbOKRN_t6FGfDA73h3_-7elbYRhlgMeQMg0RP1XHwPZJKlmbkOz', 'width': 3000}]",ChIJGSS-G2_vMTAReNzbwj0GTbQ,5.0,"['tourist_attraction', 'point_of_interest', 'establishment']",3.0,2.6404724,98.9516644,0,0,1,0,0
"JWMX+FQC, Pardomuan Ajibata, Ajibata, Toba, North Sumatra, Indonesia",Sijambur,"[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112762717025669077677"">A Google User</a>'], 'photo_reference': 'AUGGfZksfYqdUfQmFn0WJ5dpN_Omv9sLfAQY7z8XTEIKg6W4yzUQNa2y0R9_zptAuvUqCyAAetVJsOE25e_kwNLVeNH5X0l7tBQ7R616v8uw0vzcTpnd9fNO2hAhu52LkTfhy0Eqqh7mQXPG6te7oLJ0scwHsjZ_dqshXFYnQoJJEAe5W4dS', 'width': 1080}]",ChIJac-nXjHvMTARCb6RG76EDfE,4.0,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,2.6336795,98.9493751,0,0,0,0,0
"JW2H+4QP, Unnamed Road, Motung, Ajibata, Toba, North Sumatra 22386, Indonesia",Desa Wisata Sigapiton,"[{'height': 6000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108500924481042014689"">Kristian sam</a>'], 'photo_reference': 'AUGGfZkWc47b_o-dFy2SwrHqKWfCiYAfB6XyfiPEnFheZT9OZtNzLyLFXHq_asAtyS_0QndXHPwzba5HeJqv8_CcXLfERSN_FHea6e1py_2OfIjVAxBB6lS1h7p0Fzocx0OC4ngdZVOZXmGmiypTgYLhPdcdtgQd8MiQzCxFa5OwEOBgu8nC', 'width': 8000}]",ChIJPZoBTxTvMTAR305Zqny5__w,4.5,"['tourist_attraction', 'point_of_interest', 'establishment']",8.0,2.6003309,98.9294604,0,0,1,0,0
"HWXH+PPP, Sigapiton, Ajibata, Toba, North Sumatra 22386, Indonesia",Sigapiton,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106045592950059825863"">Doni Rio</a>'], 'photo_reference': 'AUGGfZlTPcXNFnFtyhyVHH8LojqoZYzraLuj-PTzUmcfErUZaGMx6WhIc_umqM-2BScBEqUvHt0J2hPEsXCalEJV15q_64vIT6sx9tp3N_vgUwvmLVgqlFPWH8XDXTXgp7ko6fneXRG_2aWKhUKDoM1bZqVNKVG0ANdL9VG4gBbaytTKSPky', 'width': 4000}]",ChIJKa57yRLvMTAR3QFPKXMJGI0,5.0,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,2.5993295,98.929332,0,0,0,0,0
"JW5W+4CX, Pardamean Sibisa, Ajibata, Toba, North Sumatra 22386, Indonesia",Caldera toba nomadic escape (glamour camping),"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114682576860052359653"">Charles Kie</a>'], 'photo_reference': 'AUGGfZlKlR8StuSVYsQ6AJMwRFCcJBtJeqbi96BXMem0bw1NTEeCpEKoj9PSFghoG7BUto-gkA0RmxZ_4Bh6yV96_qoi9whcP1K-8qYL4MhhqbErDfprzuoyFRsOsATsVZKNNzTxdcgpAbeWQG4AurWTI-1SyvpXFARnR_UZVSzIu2DjtngE', 'width': 6000}]",ChIJDcpgb1jvMTARoO2uPixfgAs,4.5,"['tourist_attraction', 'point_of_interest', 'establishment']",148.0,2.6078521,98.9460998,0,0,0,0,0
"JWPC+8C4, Motung, Ajibata, Toba, North Sumatra, Indonesia",Bukit Senyum,"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109022412944185442492"">A Google User</a>'], 'photo_reference': 'AUGGfZlhLaBn5ttXhJv2xJQo4FC3iY55WIZj1i_F3kG1J4q762SMZ_YxGxFi9n7kuXVS1WIvfkPALctn8w9W51KO4bDDC-LYSGYo1DhfZwn6hOeAL41vjrHEV1KGY_bcU9txrng2jSAP-tpzubWfseHFjEpSl9YR2HiE-DzDEST5tikIWaAo', 'width': 4608}]",ChIJ-yrxjy3pMTARQ-RYZFg7upU,4.7,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']",429.0,2.6357725,98.9210627,0,1,1,0,0
"MW2M+R2M, Pardamean Ajibata, Ajibata, Toba, North Sumatra, Indonesia",Long Beach,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106501033864305842664"">Putra Ginting</a>'], 'photo_reference': 'AUGGfZmXVvSASDzXt3vmXEYQjfDwbCzYSr3mVK6ly9Z8TAfqcFW8t_H0pdz95E0Yr0RFlPnhDqqWCdxq7NkzbTqm_sRxp65lbunc8l27NtwV9mC4BKtmt9uh0VbA2KdemB6wzoYWQ_2bpRY32ycI2zZCDV9lqeZm_OszMz1Rb35hDdiFj8D4', 'width': 1920}]",ChIJ1xPXGLHuMTAR_XGWFBarRX4,4.2,"['tourist_attraction', 'point_of_interest', 'establishment']",52.0,2.6520827,98.9325375,0,1,0,0,0
"JWXR+48, Pardamean Ajibata, Ajibata, Toba, North Sumatra, Indonesia",Desa Wisata river side Juma Bulu,"[{'height': 1952, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116223705047205311813"">Johan Nababan</a>'], 'photo_reference': 'AUGGfZnjwP5GjvUGKfqCSgLtDgccMV-1gZsovuy6QRHkvk1kTs0LKExcS2jgKzB52LkFDmqM5GOUwUoaatvSC9hJg5cnRGVwEpjniZIWtd-6YFglZvLKz88MFFMH77pcA3TMoVCDXc6ywLrU2KUH5FzTLv4AIVuvAnmumT7BlxrA4SQEjM4x', 'width': 4160}]",ChIJKZTid3XvMTARwFI0vszRE4Q,5.0,"['tourist_attraction', 'point_of_interest', 'establishment']",7.0,2.6477007,98.9408812,0,0,1,0,0
"MWQF+9P3 Lake Toba, Kabupaten Simalungun, Sumatera Utara 21174, Indonesia",Batu Gantung,"[{'height': 2438, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117537629655111041011"">A Google User</a>'], 'photo_reference': 'AUGGfZk-wfwGcKXbS_xLf6awjRkCGVZ9NSYEOWxILqQqMdUQBYFwhaul6KrGiRVUr8ek_Xo0-ZJxIJXB4jeaY8tVkaWKBEMGnyHIcnCTo2WqOiYyzGppfm60O30GTSuBmTF0HTeYQUF8PTov_-yfyAKsd4qyqpTLbrlpQ1qCeydZoCTat3Xj', 'width': 4061}]",ChIJO4-1RonrMTARirgjVrXCtcs,4.5,"['tourist_attraction', 'point_of_interest', 'establishment']",659.0,2.6883926,98.9242995,0,0,0,0,0
"JW5F+H78, Horsik, Ajibata, Toba, North Sumatra 22386, Indonesia",PUNCAK DOLOK MOTUNG,"[{'height': 3072, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107032643972933651646"">A Google User</a>'], 'photo_reference': 'AUGGfZlHolIv0u-KYQOZZ1Mh36RUwBtOeH5DkZ9Xv5v1JYxrk699s1aeB-bX5-T5GesOC51KKnm4bMviEyuTakeHk3sfW1pib9AbxXrr-pemdTSBVAEoN7DlHt4VVgWJp1uAoX5E_W8bHvm-VwX3T3wimqArLATwtvjWvJuXQxg8wucVF2kb', 'width': 4096}]",ChIJXfq5UVrpMTAR9Evq0-gCnpA,4.5,"['tourist_attraction', 'point_of_interest', 'establishment']",2.0,2.6089,98.9231917,0,0,0,0,0
