formatted_address,name,place_id,rating,types,user_ratings_total,photos,lat,lng,history_and_cultural,nature_and_adventure,entertainment_and_leisure,spiritual_and_architecture,wildlife_and_conservation
"3V5J+CJ7, Palamba, Langowan Selatan, Minahasa Regency, North Sulawesi 95997, Indonesia",Waruga TOAR - LUMIMUUT Palamba,ChIJ3fuBYAo2hzIRYkkNkqoThaI,4.7,"['tourist_attraction', 'point_of_interest', 'establishment']",41.0,"[{'height': 4208, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100103903941981648367"">Freya Eleonora</a>'], 'photo_reference': 'AUGGfZkplX2FiHqWHPU3vKa-V2VmlDtvGw0xnMJc0uBbpR1sU8E0GDjQs_x3aHZE1T4P7ZtLLehRm81AP5zdJiCyh4z0OQnQu__f3DW9vOTz1YZQk1xtywMdDCMUVsRCS15SOFIkX7xMJ5EXfY9RLOuRbRgUmbRlp5NEsdtfQ261cZbC1uGJ', 'width': 2368}]",1.0585695,124.8815633,0,0,0,0,0
"North Pinabetengan, Tompaso Barat, Minahasa Regency, North Sulawesi 95693, Indonesia",Watu Pinabetengan,ChIJKX5YpylEhzIRfM1bkJx8cHg,4.7,"['tourist_attraction', 'point_of_interest', 'establishment']",180.0,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113696971031342561981"">A Google User</a>'], 'photo_reference': 'AUGGfZk4KhRrTZOSMbpsBNd3bOXn0VPQe99pNee5B7ddLYek2AG0ZaAyFzH-PR9z790azpeEIMjKLo9rVuiF6YBjsTRIcsKRRPNWBQnjc3JhqQQrxdsfmONeviS24hiQONlF7PKxEY2eSM6783D7girm5-UKmkHppJMCaEsNbsRKS0TAQk_4', 'width': 4160}]",1.1592615,124.7712227,0,0,0,0,0
"7VXR+GWG, Unnamed Road, Masarang, Kec. Tondano Bar., Kabupaten Minahasa, Sulawesi Utara, Indonesia",Uluna Tondano,ChIJu6UiLQUVhzIRpcbPRYqYJpo,4.6,"['tourist_attraction', 'point_of_interest', 'establishment']",99.0,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106372638929744701825"">ivo graha pangaribuan</a>'], 'photo_reference': 'AUGGfZkK9PUK1C27pBDEwihvnYtFdKZG2u32XfNRoB-dtQb6CvO19HJ2kz-Y5XOdoWqeKC-r4b8FYH0UHmanvdi73LOVsNwJqi2FlT4EpTcXFB7Ba_p_JMKPsUbo398IRWe0qJEkcgfH0UCcyDYOFP9v2-XXWxU-2c8XgwWQObwcqE3XCc0w', 'width': 4032}]",1.2988209,124.892333,0,0,0,0,0
"8W26+CCP, Wawalintouan, Tondano Barat, Minahasa Regency, North Sulawesi, Indonesia",Tugu Monas Tondano,ChIJnTqRdmMUhzIRy8z2OoruiPo,4.5,"['tourist_attraction', 'point_of_interest', 'establishment']",55.0,"[{'height': 2736, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110954351783179109630"">Toar</a>'], 'photo_reference': 'AUGGfZlCSEgdLO5gM4j7eZrkZvYGOxpt9-6zum69q-1b-2ZpZasAEElHJuvoKsP0cbM15YTk4lmg1kkJ_FiHAezzpPYQFLUYui6aIeQosQ9yB4_ok-ZgDthhu4f9T1kUrhQvuV_TRBmDUrpnzgKMVHDWpDlzDc9Cf8not9lvYLhaxTp7kuv0', 'width': 3648}]",1.3010861,124.9110891,0,0,0,0,0
"5R9V+HWQ, Sumarayar, Langowan Timur, Minahasa Regency, North Sulawesi, Indonesia",Bukit Salib Sumarayar,ChIJydYM40FHhzIRhMfob1oTcI4,4.2,"['park', 'tourist_attraction', 'point_of_interest', 'establishment']",30.0,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109376945104604358598"">Salvador Heydemans</a>'], 'photo_reference': 'AUGGfZkAMuNOTLDP7m73zKxnGQwnE6C-H4sFhKq2yyrFSSfHE2ZYpa25EejNcnMQdojfcAHP5pENEhnh0GYIB6jjIlBhlau5pmE9woFrmYN0n5qftbTXRd91K5rZflU7rScLlPJAbpikCEXCca03dJ-0T3G6jz_AM9_oyCEotaLYPX0ns6tj', 'width': 4032}]",1.1689513,124.844873,0,1,1,0,0
"Unnamed Road, North Pinabetengan, Tompaso, Minahasa Regency, North Sulawesi, Indonesia",Puncak 'Patulian' Tonsewer,ChIJ0_5j0vNHhzIRTQ8nusaSnRE,4.7,"['tourist_attraction', 'point_of_interest', 'establishment']",15.0,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103543678750381973703"">A Google User</a>'], 'photo_reference': 'AUGGfZnQ3SmF1MQxxTp0oqp5fJSlgMUrhxIV7zUfuELkKJENjhf481ld7b_3GtBaMQynbxKfNYOzudbqkQSsbBb5kgOpPlA0NNYDvZ2GlV4YLYmqJ9ehhziUZv-eac3r_B4_23VGdCuhffJDrwTSSghBQatTm7jwSdPKbieJq_sApXGVeUMZ', 'width': 1620}]",1.1485146,124.7816622,0,0,0,0,0
"7WV6+V2P, Roong, Tondano Barat, Minahasa Regency, North Sulawesi, Indonesia","Patung Sarapung - Korengkeng , Statue de Deux Chevaliers de Tondano",ChIJk2V1Jl4UhzIRX1XpulP3TiQ,4.6,"['tourist_attraction', 'point_of_interest', 'establishment']",330.0,"[{'height': 600, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101265556135532719717"">Ezri Lumanauw</a>'], 'photo_reference': 'AUGGfZmlrAvVXZBK67xsN7f9kmiX_UaaU-rXAm98vWti1-Lap5ct5ndFIm7OEQaWh9yGe_cWs4FA936Q1mNU2D6F1vykjTIx2FfMESW8mjNSkvauIWdLwPmlWjeEVoTNVC25jO6xMwlGGf_x4ben9fmA-wUmxLOI06DDtJUNsxy6cn6dh21v', 'width': 800}]",1.2947208,124.9100913,1,0,0,0,0
"6VRM+57V, Urongo, Tondano Selatan, Minahasa Regency, North Sulawesi, Indonesia",autarkeia,ChIJYSQEYDE_hzIReeQAwia5mVQ,4.8,"['tourist_attraction', 'point_of_interest', 'establishment']",15.0,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106547973719865613550"">Ribka Turang</a>'], 'photo_reference': 'AUGGfZnms1tYqOB6k5hbTBQaf5JDgeDorQKfw4tKlLXqLsFt8xCBH65xyorREI-OktTID8Je09aTG4YVQFCopYjAqoRTepfLiwQbRblE_RpzS93tdsvMB-2Ryj_H7d-0NqWfmixDduAw_rr9WOQul38X5k5TsH2rwPaJWapDc6NHxsYXMOhj', 'width': 4032}]",1.2404992,124.8837181,0,0,0,0,0
"Tounelet, Sonder, Minahasa Regency, North Sulawesi, Indonesia",Taman Wisata Toar Lumimuut,ChIJwSYFXhRqhzIRtJYe27DF2SI,4.4,"['tourist_attraction', 'point_of_interest', 'establishment']",378.0,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109614057706354938311"">Taha rudin</a>'], 'photo_reference': 'AUGGfZlhw-XJgIW20hXEDp-zzqg9vGuaMJqAJelFbXtdtP8FdJaBZV6w8hju_Xu-caCigtnLEujiU55Ltwke8tcpDNkXHb83vqqWN4akX7e1lWs0D3-eao4vzs6H3PFhZNG-T_CJPgeGWLtieCk_2XSs4b-CjVd6BEdSdAeUcFMQDGxOIFys', 'width': 4032}]",1.2550742,124.778319,0,0,1,0,0
"4R94+9HJ Kampung Belanda, Noongan, Kec. Langowan Bar., Kabupaten Minahasa, Sulawesi Utara, Indonesia",Ma'Mou Villa,ChIJ2cS97YpJhzIRL6Bh1C9hYXo,4.7,"['tourist_attraction', 'point_of_interest', 'establishment']",19.0,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113027333061365790363"">Lea Wungkana</a>'], 'photo_reference': 'AUGGfZlCn-yRCzBX3fl7XrFvdAnI7krX9GjhjW9NftQMRdxCPqXsgeJDEzwniCJhTECCrzexrXWy81cP08xL_uvr2igLX8dvZdyTq-YwDL3CgUBj4C6Cp6F_7Yq2fphJRvUmf63YLHalk9FEmduJ4Nc0N4H9KjZeEGzElnOcCHP5dDoNTvZr', 'width': 2268}]",1.1184517,124.8063776,0,0,0,0,0
"Jembatan, Jl, Tataaran Patar, Tondano Selatan, Minahasa Regency, North Sulawesi, Indonesia",Pemandian Air Panas CISMAS Hotspring,ChIJ-ecLthQVhzIRy05wkzvQA9I,4.8,"['tourist_attraction', 'point_of_interest', 'establishment']",58.0,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115550960379497364290"">A Google User</a>'], 'photo_reference': 'AUGGfZmHmMRgFsW4zwTPcf1Xy3_gn2GR1M1tqFMEEPKHf_Rv6LubHLLWT_ZJv7qqPA2dmuzC5f64lDR9LjijT88kWmupOszLlE40B--U419nNyn5aGxMs_IP2GY391k8x8bXPJte2PLbtq3Hyy9MCYrVysYwNJWSdrfvkr-TPI5J-D_N33j-', 'width': 3120}]",1.2772389,124.8827643,0,0,0,0,0
"6Q7Q+FH9, Jl. Raya Kawangkoan Manado, Uner, Kec. Kawangkoan Utara, Kabupaten Minahasa, Sulawesi Utara, Indonesia","Goa Jepang Kawangkoan , Nipponkaigun no Bōkūgō - 日本海軍の防空壕",ChIJV_9Py3ZBhzIRi3yn_KCmQI8,4.2,"['tourist_attraction', 'museum', 'point_of_interest', 'establishment']",85.0,"[{'height': 1125, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101139814802644411091"">Andrey Yudaprasati</a>'], 'photo_reference': 'AUGGfZlMPKIIBf6aYm9A1UfSNBSg2QKDEz5vol3z5-ayfyZ235hgnjYOObD6WE-OvPQG6ZAiLPM1G011n1k1mVn4gh60Q6jrpCnK8A957xxf_rmlQ6XQdndxPU3mVGaIVaERzeke_flgLI9R1VPc_m2m12bsVNrqzWLzdJztR5p2_E95nrKv', 'width': 2000}]",1.2136712,124.7889798,1,0,0,0,0
"5Q88+49Q, Jl. Kawangkoan-Kanonang, Kanonang Empat, Kec. Kawangkoan Bar., Kabupaten Minahasa, Sulawesi Utara, Indonesia",Bukit Kasih Kanonang,ChIJif3f8yREhzIRH85zFLlR6So,4.3,"['tourist_attraction', 'point_of_interest', 'establishment']",1484.0,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110648006484234832826"">Oryza Tarigan</a>'], 'photo_reference': 'AUGGfZnMDLRdODYj78zBsgWN6CpdmIN_r8YBSIE3QPJ2LvO4-vCsbFsx-Itps4nJz1qFgqxnYn3r9913jrI9QuX_8vK1uE1AGM23Fs1z3riSW7CV52JP8uOb2cNJYUbNKqhY3XMlt0HO-UzPbmTxhzRFBs0jyp-F0OwWH2-dp2wh1mIEycJP', 'width': 4032}]",1.16531,124.7659925,0,1,0,0,0
"5V62+8GJ, Karondoran, Langowan Timur, Minahasa Regency, North Sulawesi, Indonesia",Telaga Goni Karondoran,ChIJ_QEkAHBHhzIRwvfTcS2MO0w,4.2,"['tourist_attraction', 'point_of_interest', 'establishment']",19.0,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111954780463708133919"">Rickie Marvin Kanter</a>'], 'photo_reference': 'AUGGfZlGBD0IUmrY311EWx6ns7oT51KnjbWGfLLwtImUgiy8q_l5hzZ0md0w3eLkQeKFw1AlWP8mGEP_lDoarz0G7oLOzQzHXv44O6SJGbBHRvy3tKREzPt9H52fizAmCgww-OjFYSbn0rlIp0cQ2tKBDjIxG6gadPGmWVDGLjWJU5MCQj4k', 'width': 4160}]",1.16084,124.8512704,0,0,0,0,0
"3X75+XV9, Barat, Bukit Tinggi, Kec. Kakas, Kabupaten Minahasa, Sulawesi Utara, Indonesia","Bukit Tinggi Beach (Kakas,Minahasa)",ChIJxdc2p1sxhzIRdo-877QtW1c,4.2,"['tourist_attraction', 'point_of_interest', 'establishment']",15.0,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100305097644561858794"">Lenta Fernando</a>'], 'photo_reference': 'AUGGfZnrSXZENzVhJbb6pZe0YfMdrQY_2n6nnkjxYZKlDPAlFrVICx7yJV3rdpt7H3Zc-vpORzxfCLkMuwn07d_ZyRBp0O4uMEL2yb323eyAcFdEEQf45388YAiYy9EhZ_DX97IbQxQIgEAD71jzFf-MRhIQ7Cr_s2qGcLHAWkYnfMIapoaj', 'width': 4000}]",1.0649021,124.9597333,0,1,0,0,0
"Warembungan, Pineleng, Minahasa Regency, North Sulawesi, Indonesia",Makatete Hills,ChIJkbIoicxzhzIRMT6mU2dIxSo,4.6,"['tourist_attraction', 'point_of_interest', 'establishment']",1192.0,"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118307097278517449199"">Tiffany Pelleng</a>'], 'photo_reference': 'AUGGfZn-lE7w6MDpdtAK-o5Od1sqKd5Pk5S6GaOsMnOFKLU2fcYbUiPxy2j4Sn6xEclFJ3hp7nVjgpvfC3Ab47o3BPFDJHUHMFKdWXS1beqw83Hd37wOACfrRvaQLL-oaYLCzFDyxjHFmvZPtKDiQMObneRVhirfmvUQuNRo2jqt40HXvJ3t', 'width': 4608}]",1.4291212,124.8252614,0,1,0,0,0
