formatted_address,name,place_id,rating,types,user_ratings_total,photos,lat,lng
"54MF+H99, Unnamed Road, Dawuan, Bayeman, Kec. Arjasa, Kabupaten Situbondo, Jawa Timur 68371, Indonesia",Batu Wayang,ChIJz6w1YMfV1i0Rc2B8rlvfwxE,4.3,"['tourist_attraction', 'point_of_interest', 'establishment']",4.0,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103292332231516571053"">A Google User</a>'], 'photo_reference': 'AUGGfZk7MittUyOyNnmUNnxAvvKg43N3frZC6LOD-RdclpKQd1oAovWIbZw-QVNm6QbLxQT_tQVrIW5uygrLit2-OuHOVdCL2jpIlTHQxT9_IybSClZCrPLnSmJhCDl0M8QGXgk8YqK9IDV713vnNjtOSzwQ7-wmZQErh4Wd6CV4vwPV2hna', 'width': 4000}]",-7.8160817,114.1234818
"65V4+F6X, Kedung Dowo, Kedungdowo, Kec. Arjasa, Kabupaten Situbondo, Jawa Timur 68371, Indonesia",Laboratorium mini pertanian organik,ChIJoa_e1Pwr0S0R3LckjI7zKhI,4.6,"['tourist_attraction', 'point_of_interest', 'establishment']",5.0,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109398416041885521087"">yudi balitbang</a>'], 'photo_reference': 'AUGGfZkn_LC2k0XbCd8d64DCLQveCn3O6gWL4vagXdbIJwFcxFV-Qgtz5rAHQhpoCJxcHkd3_2HtBZt-q8R-tExgkyEegrIUwvWh0yd9s-E5nd7Vwk9yDXzub6jIl3o7efkG_0Y9YiH6jGRC5ncSCMU6DX5zsWcnIaBlh-QGC2iu6kyNk50', 'width': 4160}]",-7.7562585,114.1556056
"34MV+52C, Alun Alun, Kayumas, Kec. Arjasa, Kabupaten Situbondo, Jawa Timur 68371, Indonesia",Air Terjun Bukit Mas,ChIJ6_gV10vN1i0RS4tWZ6Pe3FY,5.0,"['tourist_attraction', 'point_of_interest', 'establishment']",5.0,"[{'height': 1200, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105804147414135820045"">Didik Sugiwantoro</a>'], 'photo_reference': 'AUGGfZmoosfCUASHPzYb0EJhAhUPXtgT34pV-SslvhVUfVAfRee1M6FGJ2Ix4zo1PVU8iujPYOjTDV5xvYodCyKgPVCfCtpVf3HQGV7iNKpVUiE80SmCkQ4LaBhyQheAUTNvM2wQVbkuDURC8zxyA0J2KEd1DCRnwO5a2UmMZWrA5fAgptrd', 'width': 1600}]",-7.917053399999999,114.1425092
"74H7+6QW, Setonggak Satu, Seletreng, Kec. Kapongan, Kabupaten Situbondo, Jawa Timur, Indonesia",Gembala Hati home stead,ChIJHZMUqrwr1y0RT-sWQzD1xxg,5.0,"['tourist_attraction', 'point_of_interest', 'establishment']",2.0,"[{'height': 1856, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111049208295536623765"">Faisal Andriansah</a>'], 'photo_reference': 'AUGGfZlqnf0XVkpQxp5MEK90HC4djjxr7smDu9MY2NQ41wQHJTaXv-UftZvwvw4CrKlUb1ikwC8LrhL0g7JQ6ptj8hoijh5aoAd7FKhDneU6JN3VJd38t6gPzLB8kje56bn7QpMJYHIsyukSixTth-gcxxyCm0Ef6rqffin5NZZJ8oTISdTo', 'width': 4160}]",-7.721890499999999,114.1144414
"Plalangan II, Kalianyar, Ijen, Bondowoso Regency, East Java 68288, Indonesia",Air Terjun Niagara Mini,ChIJ1x_Ls2Ez0S0R5xezsK-1Lbs,4.4,"['tourist_attraction', 'point_of_interest', 'establishment']",810.0,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110609617275615754491"">Biker Insyaf</a>'], 'photo_reference': 'AUGGfZk0UpR8GdO5PKIN6gG_SanTa2C7kCY8V69BJB8o7zi0Yzr3W7sjLCbYY3c9LZRC43NlOxQo4OxrLtK5z3t-QKp5dJ_Ypi9qi7uBKlH-MqbYwURMVldsXHDCE1onw2yDg-lFJDSWBhxHbAE3g0TWNlb6A27lMC0k9Zw9FvYjPNw97ktm', 'width': 4000}]",-7.9897942,114.1709787
"Jl. Raya Banyuwangi Situbondo, Krajan, Lamongan, Kec. Arjasa, Kabupaten Situbondo, Jawa Timur 68371, Indonesia",Taman Siwalan Arjasa,ChIJdV2f2b4r1y0RCJcwtfpBAV0,4.5,"['park', 'point_of_interest', 'establishment']",64.0,"[{'height': 637, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106044964948325388679"">Aldhilah Ilham</a>'], 'photo_reference': 'AUGGfZmNixSxXF29czkt0m_UVTzUhes0FT40emsMF9cM8kPmgAQHwKJlU35alQ98ZpESthU_vPH-j4jp1tWUg5vrn5E4hkZSYyHaH-mSFLmyPkQqeyrA3plIA1ljxazPHJI_TwvVhwku7-FHlzxf0BsvH9Nj7wv46VkzPCEQEMTYTsxmhMAC', 'width': 480}]",-7.731025199999999,114.1391888
"X4XC+38P, Unnamed Road, Area Sawah/Kebun, Penang, Kec. Botolinggo, Kabupaten Bondowoso, Jawa Timur 68285, Indonesia",Bukit Paralayang Megasari,ChIJPyg8eF3L1i0Ruiu1AO-PIlU,4.6,"['tourist_attraction', 'point_of_interest', 'establishment']",262.0,"[{'height': 2717, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101844995756864620018"">muhammad jannah</a>'], 'photo_reference': 'AUGGfZkm_MwdFZ5mW9CP3SUeD_p5sn1FNYTITe6scHMy6HaEKJ6wt56Cey_gyQ0d9wyq_58Y0TPkAf1uk4YG-EAO0VtO3c6pxVXpEmLEnFRAMHaEECFZZV1RkO69o2uCuusYLDvGz-THTm22IDPlpowOqs_Yj0ud768PAq7MYdMQU0T7OE0X', 'width': 3843}]",-8.0022777,114.1208274
"43HJ+V2H, Penang, Solor, Kec. Cermee, Kabupaten Bondowoso, Jawa Timur 68286, Indonesia",Batu Jabrik,ChIJYT82aLHT1i0R7OWTiruJnsY,4.2,"['tourist_attraction', 'point_of_interest', 'establishment']",14.0,"[{'height': 453, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111908579274059927207"">Ayus Santoso</a>'], 'photo_reference': 'AUGGfZnu1PaXU6ww9tPdoeooMVEWnsI_b2e-XdSI1wravJGKN0HVMUHxh05y9DXWksjQLASQ5S7DdE_Tq9fuTpxXFvFqg_czKZ1nrqDYOZwWK8oXqAIbWzDOBBS3unE6GRpWBr-4iK5wZ2RvQ-3sd9guR6JQrUYdND0MRtwgJXbCYMbOs1rB', 'width': 604}]",-7.8703115,114.0801061
"25F4+P54, Pedati, Kalisat, Kec. Ijen, Kabupaten Bondowoso, Jawa Timur, Indonesia",Kampung Pedati,ChIJB1vPXwAz0S0R0WlAM2mHEYA,5.0,"['tourist_attraction', 'point_of_interest', 'establishment']",2.0,"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114740096864118024600"">A Google User</a>'], 'photo_reference': 'AUGGfZnyP7VuSUyC1aMIG5JgY81XWwupvPttpOE35WZX6fRAoCIQ0dPwCK9fT2IvrZaXAPH2g_kTU7aGnSY-p_VdcK8O3-GRn9iuMnQWJOkLq_Imntc4-nq2FlrZlzxVXGT10MoQPv_njBQag1fQXdCNKZIegoKatX4YFHMs10Fq_6QgDavS', 'width': 5184}]",-7.9755118,114.1552368
"7322+WXP, Cotek, Klampokan, Kec. Panji, Kabupaten Situbondo, Jawa Timur 68323, Indonesia",Mata Air klampokan,ChIJ6e9x-Iwr1y0R3mkgLXMHrEM,4.1,"['tourist_attraction', 'point_of_interest', 'establishment']",8.0,"[{'height': 864, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109390579993445250084"">Fetty Ghaessani</a>'], 'photo_reference': 'AUGGfZlle18-KTsmma4wPgvQMwtM17t-zSu-Ck00_vC_tILcJX-trYVZPjdeYdhLguif9B08R29OaDW9mTsiTRU4-xAEY7vLe90kXs3efPfYURVBWMjx6ck884_GUG8FTbGdLVuvAYGiiKdXyIszrdjcyVp2nV5CFOhDBQy2LM3ff_rOVuRW', 'width': 1152}]",-7.7476688,114.0524604
