formatted_address,name,photos,place_id,rating,types,user_ratings_total,lat,lng,history_and_cultural,nature_and_adventure,entertainment_and_leisure,spiritual_and_architecture,wildlife_and_conservation
"GQP6+R5W, Tambaro, Lage, Poso Regency, Central Sulawesi, Indonesia",Sungai poso,"[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107847930925727803706"">A Google User</a>'], 'photo_reference': 'AUGGfZkPF_yYPcbotw_End4qX5MeB5ZTS51_91N40lNOhMRXMI0okcdstgbJrJoRnMajXqRuZ_XMLuFCpUHs2i_Q6E3uhARdleZ-Qeyrb2F00pdfqEqNTZIndUbD8pI9jdrITjU0d4J3JZBgelwqMC988yusqH12mVQsDLlA96AnoPEBHk8E', 'width': 1080}]",ChIJnebpGyz7ji0Rr3I2pNEtrzI,5.0,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,-1.4628821,120.7604504,0,0,0,0,0
"HRVW+XFP, Tongko, Lage, Poso Regency, Central Sulawesi, Indonesia",Pondok Raja Tongko Beach Resort,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115305450107209015705"">A Google User</a>'], 'photo_reference': 'AUGGfZnmNM_c5v1pBL2eStpWXkQJYr7lmxKDF9UDSaw2DDeUw3NtCYKNxIBGoqTHc3J0Tn9N4s-grtV3whMc2whV4xErtzrx9iWa1GxgiDpp6BMaoQKGeWhkXgYqPPZh96y0Tag3IkFh-A1KPxnaAHJaA7qICp6gKrJaEpn-SbTIRrc3GdJx', 'width': 4160}]",ChIJbV5SJ-fjji0RIrE4Vz52Tl4,5.0,"['tourist_attraction', 'point_of_interest', 'establishment']",5.0,-1.404517,120.846637,0,1,0,0,0
"HVR2+9C6, Tongko, Lage, Poso Regency, Central Sulawesi, Indonesia",Pantai Tongko,"[{'height': 1836, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115259752889894792336"">noman hukum</a>'], 'photo_reference': 'AUGGfZm-e4mZ3BJaLBzREZDESq2AlmoliJWtblQDGli4eKWnmbsgCKeJJWlGyodCefbJQPibwDNIoPKMVMqPnPERCvkgWxBeidozi_KANFm0AtcbUbLE9RnGKqZW1qdSTev6hyQ2PJqtQYCD6t8EowBhhfXO-pQBG_XLi4CAB97buSD_2oMI', 'width': 3264}]",ChIJ5waZ4LDjji0RuYwQIcHItP8,4.7,"['tourist_attraction', 'point_of_interest', 'establishment']",24.0,-1.4083146,120.851668,0,1,0,0,0
"P7J3+G25, Jl. Dongi Dongi-Watumaeta, Sedoa, Kec. Lore Utara, Kabupaten Poso, Sulawesi Tengah 94653, Indonesia",Wisata Danau Touji Plora Dan Fauna,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110258177082691471996"">A Google User</a>'], 'photo_reference': 'AUGGfZmbwc2CX395Z7Fs0_x67xcuvM1enwjb0PWvfDC0P7CkM6QZPm_nedmxMgHj8yrFMIrvR855Fa7AcZ3k7BlvqeO_3xTX9iGmwqQ-wh-KtGCbeIEEcqInCoEhFuyYaGIaJYd9-nf6gRF-LhUV9pij0-OIP1dNBSQEhnshk0MRqtRR4X9d', 'width': 4032}]",ChIJ0VhYvPijji0R7XRCRLYRS4U,5.0,"['tourist_attraction', 'point_of_interest', 'establishment']",2.0,-1.2687354,120.2526009,0,0,1,0,0
"HVPC+643, Malei, Lage, Poso Regency, Central Sulawesi, Indonesia",Pantai Tamimbo,"[{'height': 3472, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106415560070105178044"">edy gune</a>'], 'photo_reference': 'AUGGfZlagdv6iCxv1-6rnBOfySRzk2LqPp5U8jQx9117oonm6qAIL5nsqzS6trNxiVGoswbtf7lwqawqo-4JwejiIIhVqCDUM-kdOy4Q0yMx4wUQinuW66-nqLyoxEvC8C7XzF_JJbu6Ffx4vQ_Ttj5Gvq5oDRdCJRPTmFBflzlYdRxvOy-O', 'width': 4624}]",ChIJW0wTDvHjji0RxIBxW1KaIDM,4.9,"['tourist_attraction', 'point_of_interest', 'establishment']",9.0,-1.4144952,120.870305,0,1,0,0,0
"JP2R+GPF, Gebang Rejo, Poso Kota, Poso Regency, Central Sulawesi, Indonesia",D'kampoeng pobai,"[{'height': 3472, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106415560070105178044"">edy gune</a>'], 'photo_reference': 'AUGGfZmjsKkhF2JveUeiguL43P6FYVG6llJsklp3Z-esoZGB5OINT8a38iRkUt73CQX_G3zPJ2uGPJQpr6N0vyBjVsHxtZSI53nl4xxXApI5zc-ouprLh7NNzLJre7hzDXmUlWMOdbG_BeQolEGjBhAAaAJrdESiyoGUbAmSddB8_if7IM5N', 'width': 4624}]",ChIJtZn5D2jlji0RRjnPTi3p-lM,5.0,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,-1.3986914,120.7417819,0,0,0,0,0
"Danau, Poso Regency, Central Sulawesi, Indonesia",Popali Beach pinggiran Danau Poso,"[{'height': 4080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100607990513575382610"">A Google User</a>'], 'photo_reference': 'AUGGfZlh2mdQWpfyR9b4ptb5PO6t6GYga5gA0Llbof2mZZ15PxLBZbNA6gE30A3QFjZN57F5CvL7g9XdJ5BvehTEw4Xy43wO7PcbDJzD6cvv-oHYG91dFpppZmAQBkRAWeE50qObiR51V8S0Y0QAIhBnN32xOb4Qy1K7U2PIWIAnjXtsH5jV', 'width': 3060}]",ChIJv46cYlpHji0RycYH4qbYbOY,5.0,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,-1.8122935,120.6338281,0,1,0,0,0
"C72J+XF2, jln.watumeboku, Rompo, Kec. Lore Tengah, Kabupaten Poso, Sulawesi Tengah, Indonesia",Situs Megalith Watumeboku,"[{'height': 1600, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116026366280543978935"">A Google User</a>'], 'photo_reference': 'AUGGfZlEAokAMHwZ505uEhC4iR1ujMk35zGvoRjlqBj8KOmR5En1joi1N2kZ37zAuLYfeYFxDbPkRESL6tdXbVTfw3-hrtejGMmRwsPdwOn6-MH6V0CcOo03webZjX4K58Fcffo_VHx6CivEuTLXI_3vyCURv05tORwhPH5zmeTvboeFoxPs', 'width': 900}]",ChIJ3wZySQN9ji0RVmbESDSR4gA,5.0,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,-1.5976237,120.2811437,0,0,0,0,0
"M8F4+3XJ, Sedoa, North Lore, Poso Regency, Central Sulawesi 94653, Indonesia",Obyek Wisata Telaga Tambing,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100053246275768420721"">Edwin vr</a>'], 'photo_reference': 'AUGGfZkrISWB1Lk_CEy0V0QWcruiSHmBRzIk7iD7cAMXCuBfDf_UeDkwgTBsTaBmh-QJFO6mPrHfXQLZSKLi-m-1BB5IjYg3ezZDor4gQ9zl9MTHyTg23gBBwN6M8QvvAR1dA0Uj0IWFv6z12C-PGdlYXHRQQ64kg98ibnRhSFmffIwstHem', 'width': 3120}]",ChIJn6goHWaYji0RUiT3bVaP4mU,4.4,"['tourist_attraction', 'point_of_interest', 'establishment']",12.0,-1.3272819,120.307376,0,0,1,0,0
"G83C+XQJ, Wanga, Lore Peore, Poso Regency, Central Sulawesi 94653, Indonesia",Bukit Mpolenda,"[{'height': 2340, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111553382602660868142"">Kahar Muzakkir</a>'], 'photo_reference': 'AUGGfZnRP6dB45V7Z2YwBBBx4A2OUwVMepBlC4Em3KvhMim1KJRzdj-9LE2rmYWhlJylE6V6sEseYp6FOVzN0833STo9jXNn_KDuzESh-pU4Bdo8v-eK4hetTykigvcQvkgSJ3Ajxl9zwWUuu6fTpzbE7_Exbwxh0hUgPaF6Q7RBIRx1dwDT', 'width': 4160}]",ChIJD9LG5paFji0RcMVLl7nQRL0,4.8,"['tourist_attraction', 'point_of_interest', 'establishment']",12.0,-1.4950331,120.3219035,0,1,0,0,0
