formatted_address,name,place_id,rating,types,user_ratings_total,photos,lat,lng,history_and_cultural,nature_and_adventure,entertainment_and_leisure,spiritual_and_architecture,wildlife_and_conservation
"MR97+FRW, Jl. Proyek, Watas Lubuk Durian, Kec. Lubuk Linggau Bar. I, Kota Lubuklinggau, Sumatera Selatan 39182, Indonesia",Air Terjun Sando,ChIJwae5f7ThMC4RNGQBf83Kqds,4.6,"['tourist_attraction', 'point_of_interest', 'establishment']",12.0,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118111605918019381434"">A Google User</a>'], 'photo_reference': 'AUGGfZnWZOOSaoUM_Z4VW7zgEnfIBn0RMSScycFIku9BiUF4DgVkpNWdpZr3X3Ub52Uv-eFUWoTzHRIH39ZEA5-X3eWcO6HHdzxy1tyszzg1WIKXbZXd1CMzrXwUHdJATPMGObcm3jDGnSBlzycvMF2mTN9xO6nudF-28gSNVcJM6JGBqgzR', 'width': 4000}]",-3.3312585,102.8145657,0,0,0,0,0
"MV9W+HC, Air Kati, Lubuk Linggau Selatan I, Lubuklinggau City, South Sumatra, Indonesia",Nau Garden Linggau,ChIJ6ctISo3hMC4Rnp8QkFCvv_Q,4.7,"['tourist_attraction', 'point_of_interest', 'establishment']",13.0,"[{'height': 2268, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117238509619402498366"">Addi Ramdhoni</a>'], 'photo_reference': 'AUGGfZkBf8a_tdvVzTcOeRv5_9_OKDojXxtg9ciQjz0Xi0hq2ftFgq6eWChjkhJSwJnH3QzrZOAfX10-VA-W_JXK9U5tP0YxKkRQp31VOqdRkpdTM-PUr9lK9u6sayCAjwpJPDllCfDeaBGfiDOE4KrQKkOuW2pD1kZ4BEFiN5yYFbEtEV-t', 'width': 4032}]",-3.3310111,102.8961136,0,0,0,0,0
"PV56+F88, Jl. Depati Said, Lubaklinggau Ulu, Kec. Lubuk Linggau Bar. II, Kota Lubuklinggau, Sumatera Selatan 31613, Indonesia",Kampung Warna Warni Lubuk Linggau,ChIJx6GnmwPhMC4RhUsmoWqUos0,4.2,"['tourist_attraction', 'point_of_interest', 'establishment']",307.0,"[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106346264631845545765"">Andry Gromyco</a>'], 'photo_reference': 'AUGGfZnQI0Z16wzzubdkOLjkqI_0vrIdu8NFxUqAL7R0E0CoTLhZjl1_SxOGI9PCxtLXxmUo2tBBj424-cdT3zpTal-tjlrXSctFjD6TNnDYk27tUl-DijxBD6NQTPWUz3bU5qH2KNWaFpQSSbdNeqaN7V7KBHHrlhmR5MyOetfUX17XuHOo', 'width': 3264}]",-3.2913357,102.8608145,0,0,0,0,0
"MRVH+MF, Kayu Ara, Lubuk Linggau Barat I, Lubuklinggau City, South Sumatra, Indonesia",Objek Wisata Sungai Kasie,ChIJc9OsOf_hMC4RNhf93rGka5g,4.6,"['tourist_attraction', 'point_of_interest', 'establishment']",89.0,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107791692171504183202"">Azizah M Nur</a>'], 'photo_reference': 'AUGGfZmsManB6L6kjsN56byQxH-VgJiR2lG0h0--8YRC_q-gt-VSeBqOUPQvTLziSGJYcmYOPlKwtizh937aYEldhS-oIZIgpyEipevrT36ZmFC-SdQx1ZNO6zP8CO7AhMx-Z2WSR2i26oZEWsObJWaKl85Qt6Ve6grApuQjRftR_dgQQ2n1', 'width': 2256}]",-3.3057797,102.8286745,0,0,1,0,0
"Kantor TNKS, Jl. Garuda No.60 Kel, Lubuk Durian, Kec. Lubuk Linggau Bar. I, Kota Lubuklinggau, Sumatera Selatan 31614, Indonesia",Air Terjun Bukit Kici Taman Nasional Kerinci Seblat,ChIJ1fSOA_XhMC4Rq3g-iZQ4Ji8,5.0,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108958725526036872004"">A Google User</a>'], 'photo_reference': 'AUGGfZn8AhkcDukDz7wRk-p0Zpa0Ac-PucGqEPsYM4UY1q6GpLMWQ-YwXcdRfI27HAcDpB00pYBdqtVV-YqIdxX2gtJNWh-NOMLoNQ_sm-el-6nmx5lZ__2X2MnSx7-iNqdk84PNy7k6ZY-lz4GZ5JT91dT5b87K8O476_nwDNEgEw_Z4aug', 'width': 1440}]",-3.2863056,102.8285655,0,1,1,0,1
"Jl. Garuda No.1, Bandung Kanan, Kec. Lubuk Linggau Bar. II, Kota Lubuklinggau, Sumatera Selatan 31614, Indonesia",Museum Perjuangan Subkoss Garuda Sriwijaya,ChIJ90dLm6fhMC4R7ssB8v_iuE4,4.4,"['tourist_attraction', 'museum', 'point_of_interest', 'establishment']",92.0,"[{'height': 3472, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114251684686924528983"">A Google User</a>'], 'photo_reference': 'AUGGfZkt8bZAbi9kVoZd8lulcYZc9lx_7yWYDmhP4j5_J-Tu8zNqrYM1s7psIK31ZuNUZk1_AXDp6n6H7rvM5ALdk7eSAVeykff6w4tCOEjQFHatXTmxRcB7WPfBPV-rxBQSdhS3XB38oLkPpnN2aNiD6ooZaZ5c2wyMH-FLaIWRc3qBkD5B', 'width': 4640}]",-3.2957073,102.8605743,1,0,0,0,0
"Tapak Lebar, Lubuk Linggau Barat II, Lubuklinggau City, South Sumatra 31613, Indonesia",Jembatan Bukit Sulap,ChIJHXR1ULLhMC4RYFb_KQQeb_M,4.8,"['tourist_attraction', 'point_of_interest', 'establishment']",30.0,"[{'height': 4624, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118273632309818884869"">Della Zalwa</a>'], 'photo_reference': 'AUGGfZmkaSmuXkZ8r6ZVg3tdD8Ln-I4V-hwc9TMZpcnC26CRLRFdUrdJog6_6QLD8r5bWGGA6eXO6lfY0CtbY8PiNJ9Z6CBc_aNBQOXu4vC4J53jilcGABFYdR3SdxpElpJSOmEXiBtvetSVW5XdjVJ7s7rtUsd3C-x6e-oOq_cRyvN1a5FI', 'width': 2604}]",-3.2914952,102.853222,0,1,0,0,0
"PV67+4J2, Jl. Jendral Sudirman, Lubuklinggau Ilir, Kec. Lubuk Linggau Bar. II, Kota Lubuklinggau, Sumatera Selatan 31613, Indonesia",Wisata Kampung Ulung,ChIJFWrjsCbhMC4RFxVSB0uWFNU,4.5,"['tourist_attraction', 'point_of_interest', 'establishment']",30.0,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100717277394025571027"">Mylina Lina</a>'], 'photo_reference': 'AUGGfZk_AkhmilvRg1oYKNW0tFTxqKdEoHwGecLfEXEfxe6kZEZHulh_kcpMsSSiPZpEA46MdTheKy25npKfghH4N-FgiETS-trfA9IR6vZMkls_SYMrGD77k9TgM5MGcqiMZMQVAU6xUixtmuNNqI9-fnwvIxjUbcDwwvBdxPtRzbn7cAPj', 'width': 3120}]",-3.2897442,102.86403,0,0,1,0,0
"Jl. Pelita Kel No.365, Pelita Jaya, Kec. Lubuk Linggau Bar. I, Kota Lubuklinggau, Sumatera Selatan 31614, Indonesia",Danau Wisata Religi Al-Azhaar,ChIJo5nAq-7hMC4R8vtPXhbka24,4.9,"['gym', 'health', 'point_of_interest', 'establishment']",11.0,"[{'height': 719, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105393010465688753756"">A Google User</a>'], 'photo_reference': 'AUGGfZmu4QxKEP-Ibz9gQWCKREtB8T_tWSGuViPUULt-GSqHbZBKF_yKjfGshDhUJ3LUw0ifAIhJBdpi1aP-Ix9Q8-puejFtmNei7-94WUgAZs14Bt4HrXJeqYU0NnAemx6vivNL4vQf_Q_lXjO6prsACs6uyqW5VIvGkVo6rxm6nA1ZiHNl', 'width': 1280}]",-3.3068498,102.8407753,0,0,1,0,0
"Ulak Surung, Lubuk Linggau Utara II, Lubuklinggau City, South Sumatra 31613, Indonesia",Wisata Tepian Kelingi Bukit Sulap,ChIJQYq2g_7hMC4RmAryTOw7_BE,4.4,"['tourist_attraction', 'point_of_interest', 'establishment']",240.0,"[{'height': 2340, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104977233949597414422"">Johari Johari</a>'], 'photo_reference': 'AUGGfZmFFh2-uBDUm6yydRlLLp-afJLSt72WkhUChWcClcBnbkS_vVGTmuadxd_Bq7sMIAY-xof_481syuhIxQ41w4hTW4FFfL1-pMLEjD-n4xOfhE0fPE-__6-onAbZYN5oUnv7yevFXI0QCwU3Gis5RDRlfPdxcw04nt5g8T_I6ZP_JKhw', 'width': 4160}]",-3.2889031,102.8585456,0,1,1,0,0
