business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,rating,reference,types,user_ratings_total,opening_hours,plus_code,price_level,permanently_closed,url
OPERATIONAL,"9RXM+PFV, Rawa Biru, Sota, Merauke Regency, Papua, Indonesia","{'location': {'lat': -8.6006357, 'lng': 140.8336815}, 'viewport': {'northeast': {'lat': -8.598937150000001, 'lng': 140.85824415}, 'southwest': {'lat': -8.605731349999997, 'lng': 140.82549395}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Wasur National Park,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108513781158602385850"">Imam Sunarko</a>'], 'photo_reference': 'AUGGfZmlXRFXu_4JtC5I3A0FGVeJ1TUjPYPAjDPiONIMen_I_aXFPNh0DbZ6AwZ4V5rJhk4Xgh8wi8mXWHtYSlXaOvNDepqhsm3e_luLWDb81QNsYGIDEH7jyW-yzb3LyS-8i_NxudYNVp-u48KIzpJ6_xSTWOmTKhZ_GoY2SZwNGGHjHu_f', 'width': 6000}]",ChIJ8WcMKTHmtGkROapf9jFTdQs,4.2,ChIJ8WcMKTHmtGkROapf9jFTdQs,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']",48.0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJ8WcMKTHmtGkROapf9jFTdQs
OPERATIONAL,"H2C8+V99, Jl. Poros, Sota, Kec. Sota, Kabupaten Merauke, Papua, Indonesia","{'location': {'lat': -8.4278252, 'lng': 141.0159802}, 'viewport': {'northeast': {'lat': -8.426578320107277, 'lng': 141.0173150798927}, 'southwest': {'lat': -8.42927797989272, 'lng': 141.0146154201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tugu 0 KM Merauke - Sabang,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104024608658128787683"">Munaya Nasiri</a>'], 'photo_reference': 'AUGGfZnNFWYwt3N9jYUre9j-CyiXaMrU0meEWFw-LcKDZXtPn6vjZjwfJdIZrvuYVFuo2u6hwzLWT-PtqXS8NpryH3E08iAFOiTCqFdYXQqfjdxfoV1FqLyXDxeIP3hWdrDpcN8sDvlNi7JT70-49NMRlwRvtZEXwy2rOxHrrsCrtLSiMHgB', 'width': 4000}]",ChIJjzrAgPu3tGkR3Uv_4fuLpKY,4.7,ChIJjzrAgPu3tGkR3Uv_4fuLpKY,"['tourist_attraction', 'point_of_interest', 'establishment']",675.0,{'open_now': True},,,,https://www.google.com/maps/place/?q=place_id:ChIJjzrAgPu3tGkR3Uv_4fuLpKY
OPERATIONAL,"Jl. Parakomando, Klp. Lima, Kec. Merauke, Kabupaten Merauke, Papua 99614, Indonesia","{'location': {'lat': -8.4944849, 'lng': 140.4019535}, 'viewport': {'northeast': {'lat': -8.493179220107276, 'lng': 140.4032165798927}, 'southwest': {'lat': -8.49587887989272, 'lng': 140.4005169201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,LIBRA (Lingkaran Brawijaya),"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110885561894018682104"">Adi We</a>'], 'photo_reference': 'AUGGfZkkPsvFbz82AXmMhjDD7U86T_Gg1FcoIbBB4E8yoQjaPGdZX9hRQ30HEEKDSbBj9f-JohkaZGsR0-gqTvpEzktdXv2tDR-tLjjqhEYnc-J6Vmoo7jcsxXKmDPUriBRXB9jQ8Jf4pj2gTVTXnaWuxUY-8bwSSRmDhzNoJEaRKqCgHI1i', 'width': 4000}]",ChIJcaFQLCU-tWkRBpqaWZuXKcg,4.2,ChIJcaFQLCU-tWkRBpqaWZuXKcg,"['park', 'point_of_interest', 'establishment']",1412.0,{'open_now': True},"{'compound_code': 'GC42+6Q Kelapa Lima, Merauke Regency, Papua, Indonesia', 'global_code': '6R32GC42+6Q'}",,,https://www.google.com/maps/place/?q=place_id:ChIJcaFQLCU-tWkRBpqaWZuXKcg
OPERATIONAL,"Muram Sari, Semangga, Merauke Regency, Papua 99651, Indonesia","{'location': {'lat': -8.398228399999999, 'lng': 140.4237938}, 'viewport': {'northeast': {'lat': -8.397065570107278, 'lng': 140.4252109798927}, 'southwest': {'lat': -8.399765229892722, 'lng': 140.4225113201072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,lotus garden merauke,"[{'height': 1152, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107309067131709082322"">vittacell kawan</a>'], 'photo_reference': 'AUGGfZlPGKTqu-qIGN210KSm13_9E6zFWF21S97vktV-w2tHuGyy37KisSk2SHjwvu02URzGfczRvod-OuAePODIflknDCiU4b4xaD0lMeM_32GSkBTnyC2Qub00pVJJRAwU4ZaY_ja3ILXawBPl2y6eHDdRjyEZNnpFgaiOSDAy6NGIzEyJ', 'width': 2048}]",ChIJq6qqqho4tWkRgl6WIzDXuPU,3.9,ChIJq6qqqho4tWkRgl6WIzDXuPU,"['cafe', 'food', 'point_of_interest', 'establishment']",100.0,{'open_now': False},"{'compound_code': 'JC2F+PF Muram Sari, Merauke Regency, Papua, Indonesia', 'global_code': '6R32JC2F+PF'}",1.0,,https://www.google.com/maps/place/?q=place_id:ChIJq6qqqho4tWkRgl6WIzDXuPU
OPERATIONAL,"Jl. Kamizaun Mopah Lama, Rimba Jaya, Kec. Merauke, Kabupaten Merauke, Papua 99611, Indonesia","{'location': {'lat': -8.5318352, 'lng': 140.4170948}, 'viewport': {'northeast': {'lat': -8.530555820107278, 'lng': 140.4184056298927}, 'southwest': {'lat': -8.533255479892722, 'lng': 140.4157059701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/school-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/school_pinlet,Musamus University,"[{'height': 2592, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101393681313048034310"">Krisnawati Eksan</a>'], 'photo_reference': 'AUGGfZnUPvIZjPowBWTFOjH7DDrFDF8bGVGRHUATBYPyjQOK84ENKGqun70XTkMAa81ecay79FPUXTy3nFmAt7GvcYANQ3KilcYxXTJ0hMwUgiSHuT9q1WxOckLtn9whDk2vCrIonH_wFs5VMQMVMZagIswgnlmhO7AVZkkbYyGMLOzOpWC_', 'width': 3872}]",ChIJx9qJ00Y5tWkRebdPUQxWyjw,4.4,ChIJx9qJ00Y5tWkRebdPUQxWyjw,"['university', 'point_of_interest', 'establishment']",269.0,{'open_now': True},"{'compound_code': 'FC98+7R Rimba Jaya, Merauke Regency, Papua, Indonesia', 'global_code': '6R32FC98+7R'}",,,https://www.google.com/maps/place/?q=place_id:ChIJx9qJ00Y5tWkRebdPUQxWyjw
OPERATIONAL,"4J38+JV, Kokamu, Dekai, Yahukimo regency, Papua, Indonesia","{'location': {'lat': -4.8958868, 'lng': 139.6171251}, 'viewport': {'northeast': {'lat': -4.894525270107279, 'lng': 139.6184844298927}, 'southwest': {'lat': -4.897224929892722, 'lng': 139.6157847701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Jembatan Kali Nami Sokamu,"[{'height': 560, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105523678752929737590"">A Google User</a>'], 'photo_reference': 'AUGGfZlIHahWkZLX9D2a1xoHK_D5kaTcT2pIKtIonxk55lX-mCiDD9gKBcKI5S51Y-RhQE0sFpkcpA3Sx6APWxKZRPyefYecuYEprbvpseri8MK6IWbgEdbxltJziVIHs3LkcHP5sQMq3R31-YG4yP0ea29Km6D1M4_F64200dmD2D_ClZTK', 'width': 720}]",ChIJb_esf7zLOGgR58QzBdvVB4M,0.0,ChIJb_esf7zLOGgR58QzBdvVB4M,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJb_esf7zLOGgR58QzBdvVB4M
,"Merauke, Merauke Regency, Papua, Indonesia","{'location': {'lat': -8.4973832, 'lng': 140.395268}, 'viewport': {'northeast': {'lat': -8.4077591, 'lng': 140.7293819}, 'southwest': {'lat': -8.649057, 'lng': 140.355168}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Merauke,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117394272706095704345"">Wopari Gilbertho</a>'], 'photo_reference': 'AUGGfZnYHf6BEs8kjDZ1cXcK5jk7M7YxPtU43PN9NjrGeM5yVM3s9PVAvFke_ogNCzo0FMiB6EvtEhXDPl1fKR1s1C1QlfY2cEU0c1Ss-HSigyO2U0DBeTWrNsIMS0j_itJNVvncuI72gl_2CZc1NM9sV7tngsqwQJ8Hgb9Uf8ggsleVMn5X', 'width': 4000}]",ChIJcT0LMnAYtWkRCOADlKzveE4,,ChIJcT0LMnAYtWkRCOADlKzveE4,"['administrative_area_level_3', 'political']",,,,,,https://www.google.com/maps/place/?q=place_id:ChIJcT0LMnAYtWkRCOADlKzveE4
OPERATIONAL,"4FQV+7Q, Kuaserama, Dekai, Yahukimo regency, Papua, Indonesia","{'location': {'lat': -4.8617685, 'lng': 139.4944932}, 'viewport': {'northeast': {'lat': -4.860690870107279, 'lng': 139.4956500798927}, 'southwest': {'lat': -4.863390529892722, 'lng': 139.4929504201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Yahokimo,,ChIJPytVW7ItP2gR_MfoN0ApAz8,0.0,ChIJPytVW7ItP2gR_MfoN0ApAz8,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJPytVW7ItP2gR_MfoN0ApAz8
OPERATIONAL,"Jl. Raya Mandala No.53, Bambu Pemali, Kec. Merauke, Kabupaten Merauke, Papua 99616, Indonesia","{'location': {'lat': -8.504073, 'lng': 140.398834}, 'viewport': {'northeast': {'lat': -8.502673470107277, 'lng': 140.4002773298927}, 'southwest': {'lat': -8.505373129892721, 'lng': 140.3975776701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Swiss-Belhotel Merauke,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103336494880354996072"">Hadi</a>'], 'photo_reference': 'AUGGfZloNAbPgRyaZe0LeBBEZQnqTU4nAmudvXFP2jkHwVSmr9-XrmmDFnVjNPLAPwPyfakZc2ILOkRqmCbpHbc_CGt3ytJwHr3WQhYLnXWTDfoEfizAyoCfkikM7TDHiVDAUt3069xtfVRgSzOQRrxfNRSMbWqqjnNKcjGlE3Xc-2oV3bzl', 'width': 4000}]",ChIJOXAo3y0-tWkR9A0q3LUoG4Q,4.4,ChIJOXAo3y0-tWkR9A0q3LUoG4Q,"['lodging', 'point_of_interest', 'establishment']",1859.0,,"{'compound_code': 'F9WX+9G Bambu Pemali, Merauke Regency, Papua, Indonesia', 'global_code': '6R32F9WX+9G'}",,,https://www.google.com/maps/place/?q=place_id:ChIJOXAo3y0-tWkR9A0q3LUoG4Q
CLOSED_TEMPORARILY,"P8QF+P3P, Kahul, Ninia, Yahukimo regency, Papua, Indonesia","{'location': {'lat': -4.2606565, 'lng': 139.3226948}, 'viewport': {'northeast': {'lat': -4.259306670107278, 'lng': 139.3240446298927}, 'southwest': {'lat': -4.262006329892722, 'lng': 139.3213449701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,kolam alam Yetuhup distrik sobaham kabupaten Yahukimo,,ChIJySfN9zlTPmgRvo6FWRBmOnQ,0.0,ChIJySfN9zlTPmgRvo6FWRBmOnQ,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,,True,https://www.google.com/maps/place/?q=place_id:ChIJySfN9zlTPmgRvo6FWRBmOnQ
