business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,rating,reference,types,user_ratings_total,url
OPERATIONAL,"VW69+473, Sibalaya Utara, Tanambulava, Sigi Regency, Central Sulawesi, Indonesia","{'location': {'lat': -1.1397934, 'lng': 119.9181641}, 'viewport': {'northeast': {'lat': -1.138452170107278, 'lng': 119.9195313298927}, 'southwest': {'lat': -1.141151829892722, 'lng': 119.9168316701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Banua Tuama Ardi Noah,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116838116711490295397"">A Google User</a>'], 'photo_reference': 'AUGGfZl0DoKJThYMj2BdIvfVjR_m39hZxS3wVTntnNBOFhjve7m4T395GM5kRcLYjrFOpfI87WpoQgcygmismaXuuMshWbFgiehMaNAOveTEDFgoJvF53UGlL8tw34de8rCCbO0N13PI5FwsOWzG7U6o6YA2buD5Yk5ooO9RBAl6VYZwNKd_', 'width': 3120}]",ChIJAz1X_GYPjC0R0gO5pKoA0K8,0,ChIJAz1X_GYPjC0R0gO5pKoA0K8,"['lodging', 'point_of_interest', 'establishment']",0,https://www.google.com/maps/place/?q=place_id:ChIJAz1X_GYPjC0R0gO5pKoA0K8
OPERATIONAL,"VWP7+WX8, Sibowi, Tanambulava, Sigi Regency, Central Sulawesi, Indonesia","{'location': {'lat': -1.1127565, 'lng': 119.9149507}, 'viewport': {'northeast': {'lat': -1.111458270107278, 'lng': 119.9161948298927}, 'southwest': {'lat': -1.114157929892722, 'lng': 119.9134951701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Rumah afdal maulana,,ChIJGcKv55cJjC0R1FmydkqkFRY,0,ChIJGcKv55cJjC0R1FmydkqkFRY,"['lodging', 'point_of_interest', 'establishment']",0,https://www.google.com/maps/place/?q=place_id:ChIJGcKv55cJjC0R1FmydkqkFRY
OPERATIONAL,"VW4C+8J3, Sibalaya Utara, Tanambulava, Sigi Regency, Central Sulawesi, Indonesia","{'location': {'lat': -1.1442478, 'lng': 119.9215587}, 'viewport': {'northeast': {'lat': -1.142897970107278, 'lng': 119.9229085298927}, 'southwest': {'lat': -1.145597629892722, 'lng': 119.9202088701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,mess adhikaraya,"[{'height': 4608, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118068956001134201816"">A Google User</a>'], 'photo_reference': 'AUGGfZl7XyocP9aggJw20yrNZ2fVrbRN3qepoLp6MZLA8Sbl6SGKGVbakcvJMYjmdKM92DIphmFSX6OO0y2vVULDspkkGH2zCz3Hn4FYth2TjpfSA1372oG2P9mClIlIc4JqarIdJ3f3QBDutCtYgYe1PS3jBKe8OrZ0S6sYJ-p1X3nST8wp', 'width': 3456}]",ChIJK__HntEPjC0RZ7xy5vbRq60,5,ChIJK__HntEPjC0RZ7xy5vbRq60,"['lodging', 'point_of_interest', 'establishment']",1,https://www.google.com/maps/place/?q=place_id:ChIJK__HntEPjC0RZ7xy5vbRq60
OPERATIONAL,"QWVV+F68, Pandere, Gumbasa, Sigi Regency, Central Sulawesi, Indonesia","{'location': {'lat': -1.2063424, 'lng': 119.9430865}, 'viewport': {'northeast': {'lat': -1.204982320107278, 'lng': 119.9443334798927}, 'southwest': {'lat': -1.207681979892722, 'lng': 119.9416338201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Posko kkn untad 105,"[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110688653746481033111"">A Google User</a>'], 'photo_reference': 'AUGGfZnu_2S58sz7hAlcfrWXboOLYZvlaRrLpt1PPBz0Uz4KECY2LFEP7nxBQCsZ0W6rv2WM1dcX-IvZ8MuHnpk25NcIzLouT6likVhEdtrarxuEZuK-ZAFwRGAr1J_JLndDLWkx5yEJKjROeVayLCMGmkDbniLNNU_-y7fnflYDXtZgnMJP', 'width': 1080}]",ChIJVRFuUZIRjC0RRn5YjCkjw74,0,ChIJVRFuUZIRjC0RRn5YjCkjw74,"['lodging', 'point_of_interest', 'establishment']",0,https://www.google.com/maps/place/?q=place_id:ChIJVRFuUZIRjC0RRn5YjCkjw74
OPERATIONAL,"WW47+Q7, Sidondo I, Sigi Biromaru, Sigi Regency, Central Sulawesi, Indonesia","{'location': {'lat': -1.093034, 'lng': 119.913154}, 'viewport': {'northeast': {'lat': -1.091874470107278, 'lng': 119.91425885}, 'southwest': {'lat': -1.094574129892722, 'lng': 119.9098394500001}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Rumah cinta,,ChIJxy8pLgIJjC0RCS61LMBNASA,0,ChIJxy8pLgIJjC0RCS61LMBNASA,"['lodging', 'point_of_interest', 'establishment']",0,https://www.google.com/maps/place/?q=place_id:ChIJxy8pLgIJjC0RCS61LMBNASA
OPERATIONAL,"RV8M+R84, Rogo, Dolo Selatan, Sigi Regency, Central Sulawesi 94361, Indonesia","{'location': {'lat': -1.1829976, 'lng': 119.8833499}, 'viewport': {'northeast': {'lat': -1.181685070107278, 'lng': 119.8850300798927}, 'southwest': {'lat': -1.184384729892722, 'lng': 119.8823304201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Farid,,ChIJGecce1QPjC0RgQqDouHePbA,0,ChIJGecce1QPjC0RgQqDouHePbA,"['lodging', 'point_of_interest', 'establishment']",0,https://www.google.com/maps/place/?q=place_id:ChIJGecce1QPjC0RgQqDouHePbA
OPERATIONAL,"V25W+X83, Makmur, Palolo, Sigi Regency, Central Sulawesi 94364, Indonesia","{'location': {'lat': -1.1401452, 'lng': 120.0458345}, 'viewport': {'northeast': {'lat': -1.138841820107278, 'lng': 120.0472443298927}, 'southwest': {'lat': -1.141541479892722, 'lng': 120.0445446701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Home Kila lendaka,,ChIJAXQx18IFjC0ROd3NlgLlNN4,3,ChIJAXQx18IFjC0ROd3NlgLlNN4,"['lodging', 'point_of_interest', 'establishment']",1,https://www.google.com/maps/place/?q=place_id:ChIJAXQx18IFjC0ROd3NlgLlNN4
OPERATIONAL,"V25V+MRV, Petimbe, Palolo, Sigi Regency, Central Sulawesi 94364, Indonesia","{'location': {'lat': -1.140767, 'lng': 120.0445393}, 'viewport': {'northeast': {'lat': -1.139437270107278, 'lng': 120.0458844298928}, 'southwest': {'lat': -1.142136929892722, 'lng': 120.0431847701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Akbar Lendaka,,ChIJ65OfqMcFjC0REya3kgcbqm4,0,ChIJ65OfqMcFjC0REya3kgcbqm4,"['lodging', 'point_of_interest', 'establishment']",0,https://www.google.com/maps/place/?q=place_id:ChIJ65OfqMcFjC0REya3kgcbqm4
OPERATIONAL,"V377+F5Q, Ampera, Palolo, Sigi Regency, Central Sulawesi 94364, Indonesia","{'location': {'lat': -1.136293, 'lng': 120.0629932}, 'viewport': {'northeast': {'lat': -1.134946620107278, 'lng': 120.0645848798927}, 'southwest': {'lat': -1.137646279892722, 'lng': 120.0618852201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Kuburan,,ChIJ8bzxLgAFjC0RBCpp_pdBNUM,0,ChIJ8bzxLgAFjC0RBCpp_pdBNUM,"['lodging', 'point_of_interest', 'establishment']",0,https://www.google.com/maps/place/?q=place_id:ChIJ8bzxLgAFjC0RBCpp_pdBNUM
OPERATIONAL,"XXP3+228, Unnamed Road, Oloboju, Kec. Sigi Biromaru, Kabupaten Sigi, Sulawesi Tengah 94364, Indonesia","{'location': {'lat': -1.0149702, 'lng': 119.9525694}, 'viewport': {'northeast': {'lat': -1.013600020107278, 'lng': 119.9539264798927}, 'southwest': {'lat': -1.016299679892722, 'lng': 119.9512268201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Villa aditama,,ChIJJVBqOgH3iy0RjzeaJsewFS8,1,ChIJJVBqOgH3iy0RjzeaJsewFS8,"['lodging', 'point_of_interest', 'establishment']",1,https://www.google.com/maps/place/?q=place_id:ChIJJVBqOgH3iy0RjzeaJsewFS8
