business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,rating,reference,types,user_ratings_total,opening_hours,plus_code,price_level,permanently_closed,url
OPERATIONAL,"3RPH+2VH, Duyu, Kinovaro, Sigi Regency, Central Sulawesi, Indonesia","{'location': {'lat': -0.9149303, 'lng': 119.8297193}, 'viewport': {'northeast': {'lat': -0.9136568201072778, 'lng': 119.8310203798927}, 'southwest': {'lat': -0.9163564798927221, 'lng': 119.8283207201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Bukit Indah Doda Hotel & Resorts,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118275206301792548915"">yan adhitya wesda wardhana</a>'], 'photo_reference': 'AUGGfZkAELUompKgviJJDMZny43pGwzKXFaJtX-sWH7ebViwxB3xKltpymBt4a3G0thSW-q80v33vwTonr5kkmTiweZMd2cH7eZ_CCq3F1sWpEQWLiUd1x2lUXMueNjWm-d8c6kq6c9Ha0BOaa-XIm3HHU8PY5w9iJxlvrRoyGlnci0laYcc', 'width': 4032}]",ChIJzaCz8Tjtiy0RrxMFRlSmx6U,4.6,ChIJzaCz8Tjtiy0RrxMFRlSmx6U,"['lodging', 'point_of_interest', 'establishment']",129,,,,,https://www.google.com/maps/place/?q=place_id:ChIJzaCz8Tjtiy0RrxMFRlSmx6U
OPERATIONAL,"Jl. Malonda No.12, Silae, Kec. Ulujadi, Kota Palu, Sulawesi Tengah 94227, Indonesia","{'location': {'lat': -0.8767149, 'lng': 119.8361206}, 'viewport': {'northeast': {'lat': -0.8752847701072778, 'lng': 119.8374600798928}, 'southwest': {'lat': -0.8779844298927223, 'lng': 119.8347604201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Swiss-Belhotel Silae Palu,"[{'height': 720, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104707569823123478180"">A Google User</a>'], 'photo_reference': 'AUGGfZmop533q99uNs4kJ0ypylBwMAX1MUkXdukYlIEZgcasDnRS4ZzIkwYZW_mU6Ga23xzm-umhSUNqMueVWaTJR_7kLY5xoqRvbKr3HG1BhO4DN-uyFho_rbk09cMT-0jAAuAX3G_fPH6bZ8ReMIZeo72AdbCDpqu2D49UDot89gMuDCLk', 'width': 1280}]",ChIJ7V48d7jtiy0Rit6HRupAuVQ,4.5,ChIJ7V48d7jtiy0Rit6HRupAuVQ,"['lodging', 'point_of_interest', 'establishment']",4418,{'open_now': True},"{'compound_code': '4RFP+8C Silae, Palu City, Central Sulawesi, Indonesia', 'global_code': '6PFX4RFP+8C'}",,,https://www.google.com/maps/place/?q=place_id:ChIJ7V48d7jtiy0Rit6HRupAuVQ
OPERATIONAL,"Jl. Totosi, Smk 4, Doda, Kec. Kinovaro, Kabupaten Sigi, Sulawesi Tengah 94223, Indonesia","{'location': {'lat': -0.9160672, 'lng': 119.8300132}, 'viewport': {'northeast': {'lat': -0.914727970107278, 'lng': 119.8312812298927}, 'southwest': {'lat': -0.9174276298927223, 'lng': 119.8285815701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Bukit Indah Doda,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111369438759197333685"">Q Seng</a>'], 'photo_reference': 'AUGGfZn1Dhd6sMtJJAI_2_poMcj_70cJqjpBIu2XH1_3QbDZQftru3QLvV5JqY5Mpjep0cvUz21uBVSKqMXoN1SPOsKsczWvJQ3CHVm5l7ZceKPE3Ny_P_AeZTHvDB7StPhj_KNhuMD6XcW-Sk9SIWUS5RyB9JqerPY_9qkIviqwL8n1SZpy', 'width': 4000}]",ChIJ5RZ95kDtiy0Rva7bMXsv_p8,4.5,ChIJ5RZ95kDtiy0Rva7bMXsv_p8,"['restaurant', 'food', 'point_of_interest', 'establishment']",2103,{'open_now': True},"{'compound_code': '3RMJ+H2 Doda, Sigi Regency, Central Sulawesi, Indonesia', 'global_code': '6PFX3RMJ+H2'}",2.0,,https://www.google.com/maps/place/?q=place_id:ChIJ5RZ95kDtiy0Rva7bMXsv_p8
OPERATIONAL,"Silae, Ulujadi, Palu City, Central Sulawesi 94227, Indonesia","{'location': {'lat': -0.870397, 'lng': 119.8186648}, 'viewport': {'northeast': {'lat': -0.8692319701072778, 'lng': 119.8200384298927}, 'southwest': {'lat': -0.8719316298927223, 'lng': 119.8173387701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,D'Kalora Hotel & Resort,"[{'height': 923, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103194023930329991720"">A Google User</a>'], 'photo_reference': 'AUGGfZl1ad8IWYpYhwitdNfXuLNOpI140Hqzvs2ZyJ-J2XXMx_qEXKQ90zWolKckjHE0s3qQ889CUmYfWujYYVmFn44Jd0nDjnhIiVBGCpbf54hSFQSHmqJvMrUYCfv1Ajzln32PJGBpnFrnFjfQiYvnq4_BKHuPJOMLv4WJ8lZwFJtRcn8L', 'width': 1300}]",ChIJLxuKJrXtiy0RedEoZqPiS98,4.1,ChIJLxuKJrXtiy0RedEoZqPiS98,"['lodging', 'point_of_interest', 'establishment']",294,{'open_now': True},"{'compound_code': '4RH9+RF Silae, Palu City, Central Sulawesi, Indonesia', 'global_code': '6PFX4RH9+RF'}",,,https://www.google.com/maps/place/?q=place_id:ChIJLxuKJrXtiy0RedEoZqPiS98
OPERATIONAL,"Jl. Wolter Monginsidi No.60, Lolu Sel., Kec. Palu Sel., Kota Palu, Sulawesi Tengah 94111, Indonesia","{'location': {'lat': -0.9048202, 'lng': 119.8746287}, 'viewport': {'northeast': {'lat': -0.9034509701072782, 'lng': 119.8760484298927}, 'southwest': {'lat': -0.9061506298927223, 'lng': 119.8733487701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,ASTON Palu Hotel & Conference Center,"[{'height': 1154, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103080529675843854503"">A Google User</a>'], 'photo_reference': 'AUGGfZkFUWWOXC4C91Tt67Apr6-VwBqd8VOhsFHVRYDYpWwT7DPiKcSdZgJ8PJ-sGUqwdp_JrURlwi371Q2d4QWibECMKlJssGOQFoutf7vISsDwAAaFl81w9LR3De7bQf3-JzyoWQtbHgO6vR2fMWch6Ub8LCzbW5uWDMh3F1SDY2zBecGH', 'width': 1500}]",ChIJu4knGVrtiy0RpSEJzaeXE3g,4.9,ChIJu4knGVrtiy0RpSEJzaeXE3g,"['lodging', 'point_of_interest', 'establishment']",508,,"{'compound_code': '3VWF+3V South Lolu, Palu City, Central Sulawesi, Indonesia', 'global_code': '6PFX3VWF+3V'}",,,https://www.google.com/maps/place/?q=place_id:ChIJu4knGVrtiy0RpSEJzaeXE3g
OPERATIONAL,"Jl. Moh. Hatta No.18, Lolu Utara, Kec. Palu Tim., Kota Palu, Sulawesi Tengah 94114, Indonesia","{'location': {'lat': -0.8968063999999999, 'lng': 119.8728961}, 'viewport': {'northeast': {'lat': -0.8953856201072776, 'lng': 119.8742551298927}, 'southwest': {'lat': -0.8980852798927219, 'lng': 119.8715554701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Hotel Santika Palu,"[{'height': 500, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102604642501584767072"">Hotel Santika Palu</a>'], 'photo_reference': 'AUGGfZlyXdXuMoh3__x-NrYO8QT_bMhrcYzUJid95wYD95kqRAHyBoQ7HtjHY_eLuX8oAPAcFSnwpUhX3JhDpGuLu0mc9oMTUlY0qWB8D0cdlUaQKm4_rFidR2Oh8jLktFqZMq8g6NdaSpyG70Lb2dWPAqFYKFiF05PG34fgsT1hHBTglHxn', 'width': 800}]",ChIJJaIoeNvtiy0R5O-6HYhXQWc,4.4,ChIJJaIoeNvtiy0R5O-6HYhXQWc,"['lodging', 'point_of_interest', 'establishment']",3301,{'open_now': True},"{'compound_code': '4V3F+75 North Lolu, Palu City, Central Sulawesi, Indonesia', 'global_code': '6PFX4V3F+75'}",,,https://www.google.com/maps/place/?q=place_id:ChIJJaIoeNvtiy0R5O-6HYhXQWc
OPERATIONAL,"Jl. Basuki Rahmat, Birobuli Utara, Kec. Palu Sel., Kota Palu, Sulawesi Tengah 94111, Indonesia","{'location': {'lat': -0.9190893, 'lng': 119.887329}, 'viewport': {'northeast': {'lat': -0.9177377701072779, 'lng': 119.8886787798927}, 'southwest': {'lat': -0.9204374298927221, 'lng': 119.8859791201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Best Western Plus Coco Palu,"[{'height': 1836, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116354814558587767458"">Remon Ambutua</a>'], 'photo_reference': 'AUGGfZmHo20lAWTTByBM49dbH4erxhvBZ7pLXXsTRr0Q-zQ4tzVnPmRq0fp4jJelIJQgidg9rIhHujxmDapXJqS4Rp1R3MUuMN3uhp6M2hSfZKdOqpLO-iSx7xyf6DPBf-c8LgIqgFrLkQj3qI40o7nIR8qEFk76PPV-9OHePCr6Z1PRemD7', 'width': 3264}]",ChIJW2cYOwLuiy0RzU2l2QpuW2k,4.4,ChIJW2cYOwLuiy0RzU2l2QpuW2k,"['lodging', 'point_of_interest', 'establishment']",2428,,"{'compound_code': '3VJP+9W Birobuli Utara, Palu City, Central Sulawesi, Indonesia', 'global_code': '6PFX3VJP+9W'}",,,https://www.google.com/maps/place/?q=place_id:ChIJW2cYOwLuiy0RzU2l2QpuW2k
OPERATIONAL,"Jl. Zebra II No.11, Birobuli Utara, Kec. Palu Sel., Kota Palu, Sulawesi Tengah 94231, Indonesia","{'location': {'lat': -0.9236391, 'lng': 119.886069}, 'viewport': {'northeast': {'lat': -0.9222877701072778, 'lng': 119.8874096298927}, 'southwest': {'lat': -0.924987429892722, 'lng': 119.8847099701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Jazz Hotel,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106707121660932291686"">A Google User</a>'], 'photo_reference': 'AUGGfZldu3Eq4Ax5ht3NpcFwgUrTfHIpJjdwmI100Zs9KgzJGuagl35C90PG-hZEvtqNY6htvrKAY2DCnHfRHQsGg0Ulz1aLNG-6Za0gFKeBSrwraxC16nSoeymCe37T-CUuc84XlHotl-vkTji0AkXGKyialgXm6R7VgoS3V4WE7MeOuCPt', 'width': 4000}]",ChIJk1p2bfnxiy0R1jqdt3ut3rg,4.1,ChIJk1p2bfnxiy0R1jqdt3ut3rg,"['lodging', 'point_of_interest', 'establishment']",2017,{'open_now': True},"{'compound_code': '3VGP+G9 Birobuli Utara, Palu City, Central Sulawesi, Indonesia', 'global_code': '6PFX3VGP+G9'}",,,https://www.google.com/maps/place/?q=place_id:ChIJk1p2bfnxiy0R1jqdt3ut3rg
OPERATIONAL,"Jl. Munif Rahman 1, Silae, Kec. Ulujadi, Kota Palu, Sulawesi Tengah 94226, Indonesia","{'location': {'lat': -0.8827598999999999, 'lng': 119.8369199}, 'viewport': {'northeast': {'lat': -0.8814013701072778, 'lng': 119.8382184298928}, 'southwest': {'lat': -0.8841010298927223, 'lng': 119.8355187701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Hotel Cendana,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112679064026317204281"">A Google User</a>'], 'photo_reference': 'AUGGfZkBVCyPXIilnBAcpMdexVsrEl3q_VXn_-avtyriuBBayEMkkDMTzboN6fSUEUvMioIx2BY5m1uV_NUYPUWoOO5IHUqnY9EasPwlY_cGafPU1JKW25aREdf8u40gbJ8TFn3ZObDzksvCTA8V_l8W_s2nXbmrHznUeL_MRMRyBnGDLNhO', 'width': 4160}]",ChIJ23r6WFrtiy0RZaJrfNNboUY,4.4,ChIJ23r6WFrtiy0RZaJrfNNboUY,"['lodging', 'point_of_interest', 'establishment']",39,,"{'compound_code': '4R8P+VQ Silae, Palu City, Central Sulawesi, Indonesia', 'global_code': '6PFX4R8P+VQ'}",,,https://www.google.com/maps/place/?q=place_id:ChIJ23r6WFrtiy0RZaJrfNNboUY
OPERATIONAL,"4V89+695, Jl. Raden Saleh No.1, Besusu Bar., Kec. Palu Tim., Kota Palu, Sulawesi Tengah 94118, Indonesia","{'location': {'lat': -0.8848699999999999, 'lng': 119.8687019}, 'viewport': {'northeast': {'lat': -0.8835393201072776, 'lng': 119.8700750798928}, 'southwest': {'lat': -0.8862389798927222, 'lng': 119.8673754201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Palu Golden Hotel,"[{'height': 386, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115088814199471268615"">A Google User</a>'], 'photo_reference': 'AUGGfZlvan2pqb2lR8WTvZWxK2ZOaVwA2UGVCoLQzauOCYv_Sx3o7KKoxbNcmj4eO7q0UGCCpbPGOX9aJ08z4b01MjXC4kp8gDuK3oVYvI7JyUc_tPVLmagFwsaD9AUdCXHRy5D7Can5rDv014zoEtrJ3H4O0yNOpQ3alKk6E_qCap0Szr67', 'width': 684}]",ChIJk9_VNc3tiy0R4mMfG9eSHxs,4.2,ChIJk9_VNc3tiy0R4mMfG9eSHxs,"['lodging', 'point_of_interest', 'establishment']",668,,,,,https://www.google.com/maps/place/?q=place_id:ChIJk9_VNc3tiy0R4mMfG9eSHxs
