business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,rating,reference,types,user_ratings_total,photos,opening_hours,permanently_closed,plus_code,url
OPERATIONAL,"M287+G8, Pulau, Tobelo Tengah, North Halmahera Regency, North Maluku, Indonesia","{'location': {'lat': 1.6662577, 'lng': 128.0133699}, 'viewport': {'northeast': {'lat': 1.667607529892722, 'lng': 128.0147197298927}, 'southwest': {'lat': 1.664907870107278, 'lng': 128.0120200701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Koyobata,ChIJmyNMf8BfmjIRGmuzgt-2Gvc,0.0,ChIJmyNMf8BfmjIRGmuzgt-2Gvc,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJmyNMf8BfmjIRGmuzgt-2Gvc
OPERATIONAL,"M2XC+CW, Tanjung Niara, Tobelo Tengah, North Halmahera Regency, North Maluku, Indonesia","{'location': {'lat': 1.6985319, 'lng': 128.0222956}, 'viewport': {'northeast': {'lat': 1.699913579892722, 'lng': 128.0235938798927}, 'southwest': {'lat': 1.697213920107278, 'lng': 128.0208942201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Madina,ChIJa0WK-u9hmjIR9G3wdS6xMHo,4.3,ChIJa0WK-u9hmjIR9G3wdS6xMHo,"['tourist_attraction', 'point_of_interest', 'establishment']",4,"[{'height': 1472, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100530111260972089055"">A Google User</a>'], 'photo_reference': 'AUGGfZlbur4xRs1-FiopZxPWlloMhX6xDzp_nQVeGwSUnNf1Le8pwUQ-Sj5TSciSrBUzLLvr0Nh8sWDNiaDbd2MaJ5Yb-Z84QV1Kelxsx60Um5L-_EHPxCJuB51n8mUOUDiJXVzWLQysAWYcBixSk8I3xaEfbOOBxFs41VVDyJjAQDs9vy9Q', 'width': 828}]",,,,https://www.google.com/maps/place/?q=place_id:ChIJa0WK-u9hmjIR9G3wdS6xMHo
OPERATIONAL,"MW5H+P7J, Kaliupa, Tobelo Tengah, North Halmahera Regency, North Maluku, Indonesia","{'location': {'lat': 1.6593291, 'lng': 127.9281258}, 'viewport': {'northeast': {'lat': 1.660678929892722, 'lng': 127.9294756298927}, 'southwest': {'lat': 1.657979270107278, 'lng': 127.9267759701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kali kepas,ChIJF1xaUgD1mjIR8TMWRnFyvQ4,0.0,ChIJF1xaUgD1mjIR8TMWRnFyvQ4,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJF1xaUgD1mjIR8TMWRnFyvQ4
OPERATIONAL,"P2C7+QV8, Rawajaya, Tobelo, North Halmahera Regency, North Maluku, Indonesia","{'location': {'lat': 1.7227917, 'lng': 128.0154007}, 'viewport': {'northeast': {'lat': 1.724027229892722, 'lng': 128.0164662298927}, 'southwest': {'lat': 1.721327570107278, 'lng': 128.0137665701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kapal tabakar,ChIJpSbaytthmjIR_d0mgG_yPxs,0.0,ChIJpSbaytthmjIR_d0mgG_yPxs,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJpSbaytthmjIR_d0mgG_yPxs
OPERATIONAL,"P2G2+7HJ, Gamsungi, Tobelo, North Halmahera Regency, North Maluku, Indonesia","{'location': {'lat': 1.725721, 'lng': 128.001404}, 'viewport': {'northeast': {'lat': 1.726884929892722, 'lng': 128.0027822298927}, 'southwest': {'lat': 1.724185270107278, 'lng': 128.0000825701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Magiloi,ChIJ-aXJJwBhmjIRINcCRxFFri4,0.0,ChIJ-aXJJwBhmjIRINcCRxFFri4,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJ-aXJJwBhmjIRINcCRxFFri4
OPERATIONAL,"P2G5+Q34, Gamsungi, Tobelo, North Halmahera Regency, North Maluku, Indonesia","{'location': {'lat': 1.7268809, 'lng': 128.0076997}, 'viewport': {'northeast': {'lat': 1.728230779892722, 'lng': 128.0090333298928}, 'southwest': {'lat': 1.725531120107278, 'lng': 128.0063336701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tugu Hibualamo,ChIJAxnlqLFhmjIR4PZtd7jEPoU,4.3,ChIJAxnlqLFhmjIR4PZtd7jEPoU,"['tourist_attraction', 'point_of_interest', 'establishment']",454,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114099691388361807174"">Hafizh 09</a>'], 'photo_reference': 'AUGGfZlCAshfn2cj9GDJtHwtsIhhNw5dGboUrl5EaCMZt_OJTZ5I-kfCwsDoewbJSTDC3MWhrF4h7augBs0EhmqyjtLur_JgUrnf_2Yn9C7JSgec5LzAlZ66Z_AnvG5te6z3qw-wlpFfkAePoYU6dsBFJ-tJp2wVe3q5gPWET7UF55eUtGZD', 'width': 3000}]",{'open_now': True},,,https://www.google.com/maps/place/?q=place_id:ChIJAxnlqLFhmjIR4PZtd7jEPoU
OPERATIONAL,"P2F7+8MH, Rawajaya, Tobelo, North Halmahera Regency, North Maluku, Indonesia","{'location': {'lat': 1.7233196, 'lng': 128.0142238}, 'viewport': {'northeast': {'lat': 1.724639279892722, 'lng': 128.0157631798928}, 'southwest': {'lat': 1.721939620107278, 'lng': 128.0130635201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Asraf p Tampa bera d sini,ChIJtTNVrZphmjIRpaVnInAyzHQ,1.0,ChIJtTNVrZphmjIRpaVnInAyzHQ,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,,,,https://www.google.com/maps/place/?q=place_id:ChIJtTNVrZphmjIRpaVnInAyzHQ
OPERATIONAL,"M3F2+5FX, Pulau, Kolorae, Tobelo Tengah, North Halmahera Regency, North Maluku, Indonesia","{'location': {'lat': 1.6729804, 'lng': 128.0512427}, 'viewport': {'northeast': {'lat': 1.674330229892722, 'lng': 128.0525925298927}, 'southwest': {'lat': 1.671630570107278, 'lng': 128.0498928701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pulau Kolorae,ChIJ90yq9WVfmjIRDMOI484XsqI,5.0,ChIJ90yq9WVfmjIRDMOI484XsqI,"['tourist_attraction', 'point_of_interest', 'establishment']",1,"[{'height': 1800, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101025855456966893398"">Mnasrul Latulanit</a>'], 'photo_reference': 'AUGGfZk_XRsgYC_LsVlwTRMuZgaYSvPD7gb2YqkmU2g_8F_TTV7kq4abhYQO0INWLkgZ7RAVOrhQiglp-amczIhxku6OU1lpSFpvCQFoKDQF-MC5sJKJQT0VNaeePl1mv3vG6rrLkRYiNm6k9GDdKkWamysPvKw06gzEvb0iuV0izPqkIrqq', 'width': 4000}]",,,,https://www.google.com/maps/place/?q=place_id:ChIJ90yq9WVfmjIRDMOI484XsqI
OPERATIONAL,"P2G3+749, Jl. Bhayangkara, Gamsungi, Kec. Tobelo, Kabupaten Halmahera Utara, Maluku Utara, Indonesia","{'location': {'lat': 1.7256513, 'lng': 128.0028605}, 'viewport': {'northeast': {'lat': 1.727001129892722, 'lng': 128.0042103298927}, 'southwest': {'lat': 1.724301470107278, 'lng': 128.0015106701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Eling Sabari #Bentor,ChIJDekqIQBhmjIRVnV7cNNPKKQ,0.0,ChIJDekqIQBhmjIRVnV7cNNPKKQ,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJDekqIQBhmjIRVnV7cNNPKKQ
OPERATIONAL,"P2P6+79C, Gura, Tobelo, North Halmahera Regency, North Maluku, Indonesia","{'location': {'lat': 1.7356756, 'lng': 128.0108968}, 'viewport': {'northeast': {'lat': 1.737214429892722, 'lng': 128.0118601798927}, 'southwest': {'lat': 1.734514770107278, 'lng': 128.0091605201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,parkiran perahu anak kampong tobelo,ChIJdzZ4cQBhmjIRAHQXUAnvZZ0,0.0,ChIJdzZ4cQBhmjIRAHQXUAnvZZ0,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJdzZ4cQBhmjIRAHQXUAnvZZ0
