business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,rating,reference,types,user_ratings_total,permanently_closed,opening_hours,url
OPERATIONAL,"PGGX+W79, Oba, North Oba, Tidore Kepulauan City, North Maluku, Indonesia","{'location': {'lat': 0.7272892999999999, 'lng': 127.5482212}, 'viewport': {'northeast': {'lat': 0.7288646798927222, 'lng': 127.5542362}, 'southwest': {'lat': 0.7261650201072778, 'lng': 127.5462162}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai wisata muara kali oba,"[{'height': 4080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110793427472403729961"">A Google User</a>'], 'photo_reference': 'AUGGfZlNlst2DJeRQeaRS8Q9sWK9URg6MSID5VwmxuTp0X-iQz2DbXvgxJIxkbt2-iKnXbD168K2WGC4rLn2OuvOjMyeLu9iE1cbAmsAs2MefRl_oWowXzdQQz22e95AndUkrS3q250KSnVrfEFAYA_Z9xoyvumUNLZlo_whaasBmu-8eJW8', 'width': 3060}]",ChIJiUm-R6a5nDIRZgZJTc68_X0,5.0,ChIJiUm-R6a5nDIRZgZJTc68_X0,"['tourist_attraction', 'point_of_interest', 'establishment']",3,,,https://www.google.com/maps/place/?q=place_id:ChIJiUm-R6a5nDIRZgZJTc68_X0
CLOSED_TEMPORARILY,"QJP9+622, Kaiyasa, North Oba, Tidore Kepulauan City, North Maluku, Indonesia","{'location': {'lat': 0.7855149, 'lng': 127.6175034}, 'viewport': {'northeast': {'lat': 0.7868740798927223, 'lng': 127.6187518798927}, 'southwest': {'lat': 0.7841744201072778, 'lng': 127.6160522201072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Kaiyasa,,ChIJBQmnjzq9nDIRTye4rdjLPTE,0.0,ChIJBQmnjzq9nDIRTye4rdjLPTE,"['tourist_attraction', 'point_of_interest', 'establishment']",0,True,,https://www.google.com/maps/place/?q=place_id:ChIJBQmnjzq9nDIRTye4rdjLPTE
OPERATIONAL,"QH4V+H6M, Jl. Trans Halmahera, Guraping, Oba Utara, Kota Tidore Kepulauan, Maluku Utara, Indonesia","{'location': {'lat': 0.7568809, 'lng': 127.5928877}, 'viewport': {'northeast': {'lat': 0.7581748798927221, 'lng': 127.5942524798927}, 'southwest': {'lat': 0.7554752201072777, 'lng': 127.5915528201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Spot Sunset,,ChIJ-6yONgC_nDIRbMFe7JqcBac,0.0,ChIJ-6yONgC_nDIRbMFe7JqcBac,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJ-6yONgC_nDIRbMFe7JqcBac
OPERATIONAL,"PH99+Q73, Akekolano, North Oba, Tidore Kepulauan City, North Maluku, Indonesia","{'location': {'lat': 0.7193847999999999, 'lng': 127.5681755}, 'viewport': {'northeast': {'lat': 0.7201645298927223, 'lng': 127.5689347}, 'southwest': {'lat': 0.7174648701072779, 'lng': 127.5658979}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Ake Lelei,,ChIJb56HP7a_nDIRoWP61zOrBn4,5.0,ChIJb56HP7a_nDIRoWP61zOrBn4,"['tourist_attraction', 'point_of_interest', 'establishment']",2,,,https://www.google.com/maps/place/?q=place_id:ChIJb56HP7a_nDIRoWP61zOrBn4
OPERATIONAL,"PJ85+64, Bukit Durian, North Oba, Tidore Kepulauan City, North Maluku, Indonesia","{'location': {'lat': 0.7156115, 'lng': 127.6078353}, 'viewport': {'northeast': {'lat': 0.7169613298927222, 'lng': 127.6091851298927}, 'southwest': {'lat': 0.7142616701072778, 'lng': 127.6064854701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Gunung Woka,"[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104102425119184115302"">A Google User</a>'], 'photo_reference': 'AUGGfZmKl9pVA4XqyTyoTPEJHvJKf_EB2SiEDler1gwRomK1Osh6_NkF2IEMjOkYNa01_AvvMaA7J5zmOQ5IRE-xYWO1QtUgEgHjHAnSCOW0hRWjZqU_W0R0zxIMxGuxJfHO70xPJ5TZv1OGvbzACoJ--I5cWo0_CDq95gRCT2fG1uIG7wg2', 'width': 1080}]",ChIJSZfjWgDBnDIRx5eWxrJvMWA,3.0,ChIJSZfjWgDBnDIRx5eWxrJvMWA,"['tourist_attraction', 'point_of_interest', 'establishment']",2,,,https://www.google.com/maps/place/?q=place_id:ChIJSZfjWgDBnDIRx5eWxrJvMWA
CLOSED_TEMPORARILY,"QJJ7+HF2, Kaiyasa, North Oba, Tidore Kepulauan City, North Maluku, Indonesia","{'location': {'lat': 0.7813992, 'lng': 127.613655}, 'viewport': {'northeast': {'lat': 0.7829966298927222, 'lng': 127.6183284}, 'southwest': {'lat': 0.7802969701072777, 'lng': 127.6120972}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Lopong Kaiyasa,"[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111249422404807287180"">A Google User</a>'], 'photo_reference': 'AUGGfZl5h3T6OygUWne1WgTQ3cqGikM8G04c4tyBLmoGrvrfwmV2D4FtxzV6UK1Ruyz300CRZdW67z6RBpX3PcJzGCVUZq90EwMb8sHQfLHMuOus_bgEloPCGb8wDlXwyWDU7EMCobYLIB9flZiwupiruhLzirBD2QwMf_T6d0SxRzal9JWC', 'width': 1080}]",ChIJnXqH5vW9nDIRWre_qc3Javk,0.0,ChIJnXqH5vW9nDIRWre_qc3Javk,"['tourist_attraction', 'point_of_interest', 'establishment']",0,True,,https://www.google.com/maps/place/?q=place_id:ChIJnXqH5vW9nDIRWre_qc3Javk
OPERATIONAL,"QH2V+F5F, Guraping, Oba Utara, Guraping, Tidore, Kota Tidore Kepulauan, Maluku Utara, Indonesia","{'location': {'lat': 0.7511863999999999, 'lng': 127.5929313}, 'viewport': {'northeast': {'lat': 0.7523898798927222, 'lng': 127.5940480798927}, 'southwest': {'lat': 0.7496902201072777, 'lng': 127.5913484201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tambak Wisata Nurulmasita,"[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114637251398658363604"">adion doank</a>'], 'photo_reference': 'AUGGfZm_nXsVc0BoDvMHHF1seyI9KDyj5EPFYcJId8216Ia03N0UJfLwjG3O3Ir9-cdCeXS9_-B4DG0WBWhTQ0fTtY8-uAdpMPi5Ak416OBvT6ibO-24kfdrrKE8G_O4BdVZxgsgFQMp_S9x5CxAAD1pf5Lnbxp8hiACXzl4v2jH_UBfHvul', 'width': 3264}]",ChIJvYR72v6-nDIRirKI9nK2oyA,4.3,ChIJvYR72v6-nDIRirKI9nK2oyA,"['tourist_attraction', 'point_of_interest', 'establishment']",3,,{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJvYR72v6-nDIRirKI9nK2oyA
OPERATIONAL,"MHJ2+H9, Kusu, North Oba, Tidore Kepulauan City, North Maluku, Indonesia","{'location': {'lat': 0.681437, 'lng': 127.5509061}, 'viewport': {'northeast': {'lat': 0.6829193298927221, 'lng': 127.5528048798927}, 'southwest': {'lat': 0.6802196701072777, 'lng': 127.5501052201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,"Wisata Pantai, Tanjung Tuguae","[{'height': 3648, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110910794264615098519"">A Google User</a>'], 'photo_reference': 'AUGGfZk2Vcmzztt89-WhtYLf6YhP3Ko48VnMKDlOVaav_93W8D7QF5V_KT0wXf5jnJRlxZ13iWfqwMpJrlts6r2RtNq3CfJgRRN0bh5ulaGkJ0UG3339pO34YayOIihnP6NN4ROCZbQnksKv8WTZ4Cr1-U9L_BOEt50O-74dhNNSsekbHwt8', 'width': 5472}]",ChIJPbNXXXHHnDIRgpfGy7ZGfIk,5.0,ChIJPbNXXXHHnDIRgpfGy7ZGfIk,"['tourist_attraction', 'point_of_interest', 'establishment']",4,,,https://www.google.com/maps/place/?q=place_id:ChIJPbNXXXHHnDIRgpfGy7ZGfIk
OPERATIONAL,"QH5W+PCH, Guraping, North Oba, Tidore Kepulauan City, North Maluku, Indonesia","{'location': {'lat': 0.7593213, 'lng': 127.5960783}, 'viewport': {'northeast': {'lat': 0.7606396298927222, 'lng': 127.5974765298927}, 'southwest': {'lat': 0.7579399701072778, 'lng': 127.5947768701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Wisata Gurapin,"[{'height': 4128, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101613664796826335961"">Muhammad Saleh</a>'], 'photo_reference': 'AUGGfZnfsOXM5PiRTTDg0RCNczz2rKti4y3iDkCXRo8eJ9-ctwpN0vozJatn17z9s24arvBdSngZS878fBA4Ah3VzicN6N-MbOe27HLRebfmXArb1ekHQmsEJ-4QnwaP7VfoQ9zCO6vT40mYrpWUmypnyerb2FkAoTGwNtyZJnHpcZe8UKm9', 'width': 3096}]",ChIJKwl5VV--nDIROOw_3K9WQPI,4.0,ChIJKwl5VV--nDIROOw_3K9WQPI,"['tourist_attraction', 'point_of_interest', 'establishment']",57,,,https://www.google.com/maps/place/?q=place_id:ChIJKwl5VV--nDIROOw_3K9WQPI
OPERATIONAL,"GGXH+XVM, Akelamo, Oba Tengah, Tidore Kepulauan City, North Maluku, Indonesia","{'location': {'lat': 0.5499731, 'lng': 127.5296828}, 'viewport': {'northeast': {'lat': 0.5516814298927222, 'lng': 127.53225935}, 'southwest': {'lat': 0.5489817701072778, 'lng': 127.52882395}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Taman Mangrove Firdaus,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109732096341559531132"">Dwi Suryanta</a>'], 'photo_reference': 'AUGGfZnlDaQ0m4uARa0bfp8RVTc_WrBciAGY5oVfu2j8zsxfZGzZLUy1GfSgPNOwAruaTijwhxXF_VxlHXHToeKAAx3ptY0fWloH6bHParTKr8-umCHZuZDR9DKVsTMtaT22uqYoKnRYkA42UwHMUsmbPnmpWreNQ5Qc2PhBiFeoLXTjBr65', 'width': 3120}]",ChIJcQ2YqpzbnDIR4Iu9TzB22Vo,3.5,ChIJcQ2YqpzbnDIR4Iu9TzB22Vo,"['tourist_attraction', 'point_of_interest', 'establishment']",2,,{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJcQ2YqpzbnDIR4Iu9TzB22Vo
