business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,rating,reference,types,user_ratings_total,opening_hours,photos,permanently_closed,plus_code,url
OPERATIONAL,"QH4V+H6M, Jl. Trans Halmahera, Guraping, Oba Utara, Kota Tidore Kepulauan, Maluku Utara, Indonesia","{'location': {'lat': 0.7568809, 'lng': 127.5928877}, 'viewport': {'northeast': {'lat': 0.7581748798927221, 'lng': 127.5942524798927}, 'southwest': {'lat': 0.7554752201072777, 'lng': 127.5915528201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Spot Sunset,ChIJ-6yONgC_nDIRbMFe7JqcBac,0.0,ChIJ-6yONgC_nDIRbMFe7JqcBac,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJ-6yONgC_nDIRbMFe7JqcBac
OPERATIONAL,"QH2V+F5F, Guraping, Oba Utara, Guraping, Tidore, Kota Tidore Kepulauan, Maluku Utara, Indonesia","{'location': {'lat': 0.7511863999999999, 'lng': 127.5929313}, 'viewport': {'northeast': {'lat': 0.7523898798927222, 'lng': 127.5940480798927}, 'southwest': {'lat': 0.7496902201072777, 'lng': 127.5913484201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tambak Wisata Nurulmasita,ChIJvYR72v6-nDIRirKI9nK2oyA,4.3,ChIJvYR72v6-nDIRirKI9nK2oyA,"['tourist_attraction', 'point_of_interest', 'establishment']",3,{'open_now': True},"[{'height': 1536, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114637251398658363604"">adion doank</a>'], 'photo_reference': 'AUGGfZnPuPUTc4tDmjwDnbF1tz8mBeZ6RqNdVltUn4F7Hvm7EpQBLoYq5jEI03yrZLzb4SU19YiKNAqZX4M4uGxzFM7_pDobaXBrEeITZKTNGuSCROnHR5GXyCilQ86Qjs9cNPLq3jJCuHRFF54f3obtIX0n8OHPdyVfH-PPGt6ubfuQQryy', 'width': 1536}]",,,https://www.google.com/maps/place/?q=place_id:ChIJvYR72v6-nDIRirKI9nK2oyA
OPERATIONAL,"QH5W+PCH, Guraping, North Oba, Tidore Kepulauan City, North Maluku, Indonesia","{'location': {'lat': 0.7593213, 'lng': 127.5960783}, 'viewport': {'northeast': {'lat': 0.7606396298927222, 'lng': 127.5974765298927}, 'southwest': {'lat': 0.7579399701072778, 'lng': 127.5947768701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Wisata Gurapin,ChIJKwl5VV--nDIROOw_3K9WQPI,4.0,ChIJKwl5VV--nDIROOw_3K9WQPI,"['tourist_attraction', 'point_of_interest', 'establishment']",57,,"[{'height': 2592, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102678289546920560616"">ACO Laintang</a>'], 'photo_reference': 'AUGGfZlGVPo-9KJYOFSRsRa_M3O0K-pURUjtgrU8N-TaUNdDNVSa0FdlyPTIMVNOIcGj4DpfkZlfME8AxMSzjh5u68Oa6at4Mc5Wf3TcmU712lnWkmecw8sk7-9OgREWTclN0r-9wAdPnaj4iU-zOFZw5pxOA5LjDIQBcZsmHLeT5sXrbKBS', 'width': 4608}]",,,https://www.google.com/maps/place/?q=place_id:ChIJKwl5VV--nDIROOw_3K9WQPI
OPERATIONAL,"MFC3+4WH, Indonesiana, Tidore, Tidore Kepulauan City, North Maluku, Indonesia","{'location': {'lat': 0.6703023, 'lng': 127.4548649}, 'viewport': {'northeast': {'lat': 0.6716666298927223, 'lng': 127.4561450298927}, 'southwest': {'lat': 0.6689669701072778, 'lng': 127.4534453701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Tugulufa,ChIJ3c4_7ZfInDIRNcyydMsJC4I,4.4,ChIJ3c4_7ZfInDIRNcyydMsJC4I,"['tourist_attraction', 'point_of_interest', 'establishment']",488,{'open_now': True},"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111449316414843656670"">Dicky Zahkria Iman</a>'], 'photo_reference': 'AUGGfZmJNhH4U8R5HUXu14RSKUjmsWy-bgkIooevc4R-ZGDs8o_R-cGH3ejvZ0m4JORuG_6xuQHCWAU37rG2Q-aEKE2f6_M5YqaV0NEkZT1j2sEJcoY8DS1Xukc9BhY1K8_7FLS6RwZBSWCgA2tzft2zyntggFdZYkFQF6pCRxpEkOe6TzkJ', 'width': 4000}]",,,https://www.google.com/maps/place/?q=place_id:ChIJ3c4_7ZfInDIRNcyydMsJC4I
OPERATIONAL,"PFJ3+MQW Tim, Tosa, Kec. Tidore Tim., Kota Tidore Kepulauan, Maluku Utara, Indonesia","{'location': {'lat': 0.7317275999999999, 'lng': 127.4544609}, 'viewport': {'northeast': {'lat': 0.7330663298927221, 'lng': 127.4557105298927}, 'southwest': {'lat': 0.7303666701072777, 'lng': 127.4530108701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata Akesahu Mafumuru,ChIJyd0HTuy3nDIRUPBKpOJblv8,3.9,ChIJyd0HTuy3nDIRUPBKpOJblv8,"['tourist_attraction', 'point_of_interest', 'establishment']",22,{'open_now': True},"[{'height': 1236, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100886538300350474650"">hendra poerwita</a>'], 'photo_reference': 'AUGGfZlqqvaIGny36ThIVk1uWytYC6ucIGjUZZCqTKmINcGqkaN47j13DyhM395-X04cNOMBTQ-LK02UwYnsF0dqj2zP92mZOnRjHeW9xIbLf9a3zXy1HpFhTVEapGMWPfqqs0vyqxE2K7m7Z5C8dHlkVdPmBX3hmddxnwHk_pRELQL_LoE7', 'width': 2200}]",,,https://www.google.com/maps/place/?q=place_id:ChIJyd0HTuy3nDIRUPBKpOJblv8
OPERATIONAL,"MHP2+55H, Kusu, Tidore Kepulauan City, North Maluku, Indonesia","{'location': {'lat': 0.6854269, 'lng': 127.5504826}, 'viewport': {'northeast': {'lat': 0.6861438999999999, 'lng': 127.5527278}, 'southwest': {'lat': 0.6832759000000002, 'lng': 127.5497342}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tuguae Surf Point,ChIJg1r56NfHnDIRbP97Iaz4ZBY,5.0,ChIJg1r56NfHnDIRbP97Iaz4ZBY,"['tourist_attraction', 'point_of_interest', 'establishment']",1,{'open_now': True},"[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104480880074243146716"">A Google User</a>'], 'photo_reference': 'AUGGfZnH-icZxCFFnXhtWDZYPreeB2wa1xpCnF-GsJBzqlGaNZl5IHYcMQBN32ZBrCsXgBVGJepKaPpPspRDkOgLwdDUAvk6D_mXNMiFx3Mwt6IXih5qKS71Xz4L7SBYzSOBGjkE46Z9HJzjr-qtWFrbM7E9WKL2q5r1FXYLa45vGlSKYimj', 'width': 1080}]",,,https://www.google.com/maps/place/?q=place_id:ChIJg1r56NfHnDIRbP97Iaz4ZBY
OPERATIONAL,"RVC3+M7H, Pune, Galela, North Halmahera Regency, North Maluku, Indonesia","{'location': {'lat': 1.8216837, 'lng': 127.8532242}, 'viewport': {'northeast': {'lat': 1.823033529892722, 'lng': 127.8545740298927}, 'southwest': {'lat': 1.820333870107278, 'lng': 127.8518743701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Tanjung BONGO - Raja Ampat Mini,ChIJ3TOemoGFmjIRDx995G0j4yU,4.6,ChIJ3TOemoGFmjIRDx995G0j4yU,"['tourist_attraction', 'lodging', 'point_of_interest', 'establishment']",127,,"[{'height': 4624, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114079488229791301957"">hji area</a>'], 'photo_reference': 'AUGGfZloeh55JBF6zxJEbxCTy1qx8PFv18JO1ljfuhRKte70GkMFTvPDPC2aeo0S1sk16c_vD24iNllWzuqGW7dE0H7XZD7aFhJZuvA9zsfJOSjrTrNT2Hnc6ht6KkFwwI37AsqNAAKji5E9XGX0SVFdCNPaJjyLzx_GBObXxaHvmS3NDYek', 'width': 3468}]",,,https://www.google.com/maps/place/?q=place_id:ChIJ3TOemoGFmjIRDx995G0j4yU
OPERATIONAL,"PH99+Q73, Akekolano, North Oba, Tidore Kepulauan City, North Maluku, Indonesia","{'location': {'lat': 0.7193847999999999, 'lng': 127.5681755}, 'viewport': {'northeast': {'lat': 0.7201645298927223, 'lng': 127.5689347}, 'southwest': {'lat': 0.7174648701072779, 'lng': 127.5658979}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Ake Lelei,ChIJb56HP7a_nDIRoWP61zOrBn4,5.0,ChIJb56HP7a_nDIRoWP61zOrBn4,"['tourist_attraction', 'point_of_interest', 'establishment']",2,,,,,https://www.google.com/maps/place/?q=place_id:ChIJb56HP7a_nDIRoWP61zOrBn4
OPERATIONAL,"PF7J+32P, Filonga Island, East Tidore, Tidore Kepulauan City, North Maluku, Indonesia","{'location': {'lat': 0.7127019, 'lng': 127.4800861}, 'viewport': {'northeast': {'lat': 0.7140517298927221, 'lng': 127.4814359298927}, 'southwest': {'lat': 0.7113520701072777, 'lng': 127.4787362701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Failonga Island,ChIJwcB2Z_DHnDIRflsm_QB1tqI,4.6,ChIJwcB2Z_DHnDIRflsm_QB1tqI,"['tourist_attraction', 'point_of_interest', 'establishment']",65,,"[{'height': 1396, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112614404323203934577"">chandra arikho</a>'], 'photo_reference': 'AUGGfZnmIKz7j20kZR8-gnBHFROT-ZeXYDbKp8tgo1G0yLg4cCrdGvVm-_HuEq7sV6nMBuyCIn9gI_YanU-DfuNzdzx-HvcfuOUdtKsutoOd1YZEZEvOWeMfRIHnxcVWJZWaxrFQTcSTsPwjP6nIysURMAqPS2ZAejFsoURJNBk8HX85WDVq', 'width': 2838}]",,,https://www.google.com/maps/place/?q=place_id:ChIJwcB2Z_DHnDIRflsm_QB1tqI
OPERATIONAL,"P9RF+78Q, Maitara, Tidore Utara, Tidore Kepulauan City, North Maluku, Indonesia","{'location': {'lat': 0.7407009000000001, 'lng': 127.3733519}, 'viewport': {'northeast': {'lat': 0.7419968298927222, 'lng': 127.3746673298927}, 'southwest': {'lat': 0.7392971701072777, 'lng': 127.3719676701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Pantai Maitara,ChIJta_Q39q1nDIRcr1scT2dIe0,4.4,ChIJta_Q39q1nDIRcr1scT2dIe0,"['tourist_attraction', 'lodging', 'point_of_interest', 'establishment']",92,{'open_now': False},"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115852474280901925713"">Muhammad Saldy Akbar</a>'], 'photo_reference': 'AUGGfZnw_WFZAT_H-KYM0Q2vLP02jd3uavnaOpfTfumoJvZQLtgWhDPblJI-F8IqPwfTBHvvr3pTydzyyzJs4ZjofhnDiAPPBp5zufd5eSOCdK-BxV-aOBc6mFI9rQgTpU-tAtyAfTnH5_V1qDGH5DDjc13SKcVlvZAVvapdfqWnc7JsL31A', 'width': 4608}]",,,https://www.google.com/maps/place/?q=place_id:ChIJta_Q39q1nDIRcr1scT2dIe0
