business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,rating,reference,types,user_ratings_total,photos,opening_hours,permanently_closed,url
OPERATIONAL,"JXCJ+75, South Kupa Kupa, Tobelo Selatan, North Halmahera Regency, North Maluku, Indonesia","{'location': {'lat': 1.6206682, 'lng': 127.980493}, 'viewport': {'northeast': {'lat': 1.62362545, 'lng': 127.9814284298927}, 'southwest': {'lat': 1.61968245, 'lng': 127.9787287701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kolam Renang Tiana,ChIJLzmxKQBZmjIRZ2svUbjXV4M,5.0,ChIJLzmxKQBZmjIRZ2svUbjXV4M,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJLzmxKQBZmjIRZ2svUbjXV4M
OPERATIONAL,"MW5H+P7J, Kaliupa, Tobelo Tengah, North Halmahera Regency, North Maluku, Indonesia","{'location': {'lat': 1.6593291, 'lng': 127.9281258}, 'viewport': {'northeast': {'lat': 1.660678929892722, 'lng': 127.9294756298927}, 'southwest': {'lat': 1.657979270107278, 'lng': 127.9267759701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kali kepas,ChIJF1xaUgD1mjIR8TMWRnFyvQ4,0.0,ChIJF1xaUgD1mjIR8TMWRnFyvQ4,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJF1xaUgD1mjIR8TMWRnFyvQ4
OPERATIONAL,"HVG7+Q6, Wangongira, Tobelo Barat, North Halmahera Regency, North Maluku, Indonesia","{'location': {'lat': 1.576982, 'lng': 127.8631089}, 'viewport': {'northeast': {'lat': 1.578294479892722, 'lng': 127.8638655298927}, 'southwest': {'lat': 1.575594820107278, 'lng': 127.8611658701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Air terjun wangongira,ChIJCXS6gqrxmjIRXw19wvILQko,4.4,ChIJCXS6gqrxmjIRXw19wvILQko,"['tourist_attraction', 'point_of_interest', 'establishment']",5.0,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112580298698437455687"">A Google User</a>'], 'photo_reference': 'AUGGfZmdtRkpJ5EFb_5VME5CscwV0biK6g1Qy2a9FO-8Gaf8iu2WOJsI-17GlENcLHll4TXrIgivoLFDzR99x4yosM_1D3jjX8CyALKa_uosVtiCM2DcSuuLJsKqkHFF5SnrtyaKHAIhKNwnvW0SkzSnTNZ0V7t9h5iq1vtXhMnb_GlE1B3K', 'width': 3024}]",,,https://www.google.com/maps/place/?q=place_id:ChIJCXS6gqrxmjIRXw19wvILQko
OPERATIONAL,"M287+G8, Pulau, Tobelo Tengah, North Halmahera Regency, North Maluku, Indonesia","{'location': {'lat': 1.6662577, 'lng': 128.0133699}, 'viewport': {'northeast': {'lat': 1.667607529892722, 'lng': 128.0147197298927}, 'southwest': {'lat': 1.664907870107278, 'lng': 128.0120200701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Koyobata,ChIJmyNMf8BfmjIRGmuzgt-2Gvc,0.0,ChIJmyNMf8BfmjIRGmuzgt-2Gvc,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJmyNMf8BfmjIRGmuzgt-2Gvc
OPERATIONAL,"GVXQ+P4, Upt Togoliua, Tobelo Barat, North Halmahera Regency, North Maluku, Indonesia","{'location': {'lat': 1.5492881, 'lng': 127.8877738}, 'viewport': {'northeast': {'lat': 1.550713679892722, 'lng': 127.8887766}, 'southwest': {'lat': 1.548014020107278, 'lng': 127.8847654}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kali pancuran TRANS HERO INO,ChIJRxWJfs_7mjIRdCdX52ni5VM,5.0,ChIJRxWJfs_7mjIRdCdX52ni5VM,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,,{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJRxWJfs_7mjIRdCdX52ni5VM
OPERATIONAL,"M2J6+3C, Pitu, North Halmahera Regency, North Maluku, Indonesia","{'location': {'lat': 1.6802033, 'lng': 128.0110575}, 'viewport': {'northeast': {'lat': 1.681779979892722, 'lng': 128.012575}, 'southwest': {'lat': 1.679080320107278, 'lng': 128.006505}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pasi Tugala,ChIJCUKSAblfmjIRDlEZMbedfr4,0.0,ChIJCUKSAblfmjIRDlEZMbedfr4,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114512569552732597170"">A Google User</a>'], 'photo_reference': 'AUGGfZlqVymo_keU1f95i1uOgU6D9X1CiSU9QlNwOqE_kGxO3vNqB23jM66WR9wiAiIJusUCfs0pGzqmFQLs9JaweCyGr5gvnd0ixwF7SjJC7CH0Rs_Z4swn0_unhvBJHiWii2QMxo7giZJ_6AYNogOlWZgg2derzMmSykz2fscmk03RP8Kv', 'width': 3000}]",,,https://www.google.com/maps/place/?q=place_id:ChIJCUKSAblfmjIRDlEZMbedfr4
OPERATIONAL,"GV4V+XFF, Kusuri, Tobelo Barat, North Halmahera Regency, North Maluku, Indonesia","{'location': {'lat': 1.5074308, 'lng': 127.8936663}, 'viewport': {'northeast': {'lat': 1.508780629892722, 'lng': 127.8950161298927}, 'southwest': {'lat': 1.506080970107277, 'lng': 127.8923164701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Basecamp ahjil,ChIJsXlqUQD7mjIRnT0j9BfB8b0,0.0,ChIJsXlqUQD7mjIRnT0j9BfB8b0,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJsXlqUQD7mjIRnT0j9BfB8b0
CLOSED_TEMPORARILY,"JXQQ+335, Kakara B, Tobelo Selatan, North Halmahera Regency, North Maluku, Indonesia","{'location': {'lat': 1.6376361, 'lng': 127.9877199}, 'viewport': {'northeast': {'lat': 1.638311329892722, 'lng': 127.9905819}, 'southwest': {'lat': 1.635611670107278, 'lng': 127.9867659}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai kakara b,ChIJ3XMV84FfmjIRKqZa79enUq4,0.0,ChIJ3XMV84FfmjIRKqZa79enUq4,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,True,https://www.google.com/maps/place/?q=place_id:ChIJ3XMV84FfmjIRKqZa79enUq4
OPERATIONAL,"P2G5+Q34, Gamsungi, Tobelo, North Halmahera Regency, North Maluku, Indonesia","{'location': {'lat': 1.7268809, 'lng': 128.0076997}, 'viewport': {'northeast': {'lat': 1.728230779892722, 'lng': 128.0090333298928}, 'southwest': {'lat': 1.725531120107278, 'lng': 128.0063336701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tugu Hibualamo,ChIJAxnlqLFhmjIR4PZtd7jEPoU,4.3,ChIJAxnlqLFhmjIR4PZtd7jEPoU,"['tourist_attraction', 'point_of_interest', 'establishment']",454.0,"[{'height': 3264, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102392764282111612810"">A Google User</a>'], 'photo_reference': 'AUGGfZnUEoDufNQ_L-Kaw0FkdsBwwU8VWhij1lWBdE1fJ-xpIqrLNN3WMLxt9vIlJCsBcQT2MFUFxMX9kkRt_cklN-YczfWteigaIXP-a_JFj19AgIudl1aWdMKxGH5NOMmXCI0wdIFgyPUaKRhGX8PcNjY5XjK9BQxUF3QbEF7iNxLMWte7', 'width': 2448}]",{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJAxnlqLFhmjIR4PZtd7jEPoU
OPERATIONAL,"M3F2+5FX, Pulau, Kolorae, Tobelo Tengah, North Halmahera Regency, North Maluku, Indonesia","{'location': {'lat': 1.6729804, 'lng': 128.0512427}, 'viewport': {'northeast': {'lat': 1.674330229892722, 'lng': 128.0525925298927}, 'southwest': {'lat': 1.671630570107278, 'lng': 128.0498928701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pulau Kolorae,ChIJ90yq9WVfmjIRDMOI484XsqI,5.0,ChIJ90yq9WVfmjIRDMOI484XsqI,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,"[{'height': 1800, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101025855456966893398"">Mnasrul Latulanit</a>'], 'photo_reference': 'AUGGfZlS_aVsbU-ZLHchn3nU09h_dOVvHmTQlV2acZFWrvTNEyQ5yYGv9o9i_oJ1IQW45sX7Yt5XdKGrgjDcIoPdJyM45MtfI6eJJDfVuGgPGp4CWx_16ApO780MphapgPbsEWS8hFJJdu62NR1ewd-NBkiGKaaC41qxauZRd5fwZ7hdMM7i', 'width': 4000}]",,,https://www.google.com/maps/place/?q=place_id:ChIJ90yq9WVfmjIRDMOI484XsqI
