business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,opening_hours,place_id,rating,reference,types,user_ratings_total,photos,plus_code,permanently_closed,url
OPERATIONAL,"GVXQ+P4, Upt Togoliua, Tobelo Barat, North Halmahera Regency, North Maluku, Indonesia","{'location': {'lat': 1.5492881, 'lng': 127.8877738}, 'viewport': {'northeast': {'lat': 1.550713679892722, 'lng': 127.8887766}, 'southwest': {'lat': 1.548014020107278, 'lng': 127.8847654}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kali pancuran TRANS HERO INO,{'open_now': True},ChIJRxWJfs_7mjIRdCdX52ni5VM,5.0,ChIJRxWJfs_7mjIRdCdX52ni5VM,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJRxWJfs_7mjIRdCdX52ni5VM
,"North Halmahera Regency, North Maluku, Indonesia","{'location': {'lat': 1.5074308, 'lng': 127.8936663}, 'viewport': {'northeast': {'lat': 2.300617, 'lng': 128.074885}, 'southwest': {'lat': 0.818394, 'lng': 127.5949141}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,North Halmahera Regency,,ChIJ-cZqsZb6mjIRsxhOMoKTcwQ,,ChIJ-cZqsZb6mjIRsxhOMoKTcwQ,"['administrative_area_level_2', 'political']",,"[{'height': 362, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107654656701967446171"">Asep Sopyan</a>'], 'photo_reference': 'AUGGfZmt_KbQRozfM510YU68Y6YD_6I70bLdwH2R88Sj25fK6f91AAUgtPhqH1EzpeyUp2H8cwq16BgMBBy7gdfR7QS5B3YhcNnle5WL0A5EIeJcNDpF26412WCfePR-A9Z3LIBTCHKD7X4j4_7ExpAJfrFdq5YGkCdrb3kwadSxRPpuOysM', 'width': 720}]",,,https://www.google.com/maps/place/?q=place_id:ChIJ-cZqsZb6mjIRsxhOMoKTcwQ
OPERATIONAL,"HVG7+Q6, Wangongira, Tobelo Barat, North Halmahera Regency, North Maluku, Indonesia","{'location': {'lat': 1.576982, 'lng': 127.8631089}, 'viewport': {'northeast': {'lat': 1.578294479892722, 'lng': 127.8638655298927}, 'southwest': {'lat': 1.575594820107278, 'lng': 127.8611658701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Air terjun wangongira,,ChIJCXS6gqrxmjIRXw19wvILQko,4.4,ChIJCXS6gqrxmjIRXw19wvILQko,"['tourist_attraction', 'point_of_interest', 'establishment']",5.0,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112580298698437455687"">A Google User</a>'], 'photo_reference': 'AUGGfZnaC_m-XGZdiPk56JOlHXx3GjTmquOcac8wRunFGK73i9mqNlBfr5J7NmWny5KrLntmQnfz6_Ui1Myi7AWaexVHVukCsI1E-1OuKKFwuXUnVnmNvsDTu8w_ySG5RXBQRcQktBblkeam19G5MMaMEM3vbUoFisgUnFvxGDsm2mMOZBNF', 'width': 3024}]",,,https://www.google.com/maps/place/?q=place_id:ChIJCXS6gqrxmjIRXw19wvILQko
OPERATIONAL,"FWP9+GQR, Kusuri, Tobelo Barat, North Halmahera Regency, North Maluku, Indonesia","{'location': {'lat': 1.4863628, 'lng': 127.9193873}, 'viewport': {'northeast': {'lat': 1.487492779892722, 'lng': 127.9207551298927}, 'southwest': {'lat': 1.484793120107278, 'lng': 127.9180554701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Air Terjun Kusuri,,ChIJdUeTtOX_mjIRFMptECP_QE4,4.5,ChIJdUeTtOX_mjIRFMptECP_QE4,"['tourist_attraction', 'point_of_interest', 'establishment']",4.0,"[{'height': 540, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102579740492416918202"">A Google User</a>'], 'photo_reference': 'AUGGfZlR92bclubaZMJTGYhh9CeWpmjNywMkKfCBoN2LyTa4ExawlLuvn8tA4_Xw_R4qpo5eEcz9M7Sk-QkB6MWDuj_oK_TlY-ME6BakJhYuhLPakqJ4S-qO0dXKp9l3-BHit31sudlNAu_lx3Zm7gl53FZqOE5IWFElHJxZIp1q1opkZipI', 'width': 459}]",,,https://www.google.com/maps/place/?q=place_id:ChIJdUeTtOX_mjIRFMptECP_QE4
OPERATIONAL,"RW4H+MPX, Jl Tobelo Galela, Jalan Desa Pantai Wisata, Luari, Kec. Tobelo, Kabupaten Halmahera Utara, Maluku Utara 97762, Indonesia","{'location': {'lat': 1.8068854, 'lng': 127.9304953}, 'viewport': {'northeast': {'lat': 1.808089679892722, 'lng': 127.9312992298927}, 'southwest': {'lat': 1.805390020107278, 'lng': 127.9285995701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,BEACH LUARI Tobelo (Luari Beach),{'open_now': True},ChIJxc8ZI3aYjzIRq1jlY0m8iQs,4.4,ChIJxc8ZI3aYjzIRq1jlY0m8iQs,"['tourist_attraction', 'point_of_interest', 'establishment']",231.0,"[{'height': 2340, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113276246483139695834"">adhianto dwi</a>'], 'photo_reference': 'AUGGfZkf2eY0Ob0hnvRIu9GqhSMCya88I2qG4iM1H2LIQaHApSiXw_pjo9bi14L6PLJY1Dfu0MLrMLW-XOhTRD643tj08B3VP3xpKywsQioEC4rE9Omj_zloWmnP5teqaZVnXNAvl-Jd_DigtZ6zbnR0QDXlb68Z84se-nb9JbWAvCCeV1x4', 'width': 4160}]",,,https://www.google.com/maps/place/?q=place_id:ChIJxc8ZI3aYjzIRq1jlY0m8iQs
OPERATIONAL,"P2G5+Q34, Gamsungi, Tobelo, North Halmahera Regency, North Maluku, Indonesia","{'location': {'lat': 1.7268809, 'lng': 128.0076997}, 'viewport': {'northeast': {'lat': 1.728230779892722, 'lng': 128.0090333298928}, 'southwest': {'lat': 1.725531120107278, 'lng': 128.0063336701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tugu Hibualamo,{'open_now': True},ChIJAxnlqLFhmjIR4PZtd7jEPoU,4.3,ChIJAxnlqLFhmjIR4PZtd7jEPoU,"['tourist_attraction', 'point_of_interest', 'establishment']",454.0,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114099691388361807174"">Hafizh 09</a>'], 'photo_reference': 'AUGGfZlowNZ5P819nK17fiIygfVnqPIrBjxIwsyJLHmFA99ZV5xWvF-F1NU7F7ftbHe8fpjmx0NGMUfou0lUtRz5GfdtxuZLgVRnHXFowm9iLrl0b9xtgInC9vgvqLlK5T9FjOYu_akQwmupDCqlZ9_QcISSACZNviPzrkKLIXc5KCy-vsXB', 'width': 3000}]",,,https://www.google.com/maps/place/?q=place_id:ChIJAxnlqLFhmjIR4PZtd7jEPoU
OPERATIONAL,"GV4V+XFF, Kusuri, Tobelo Barat, North Halmahera Regency, North Maluku, Indonesia","{'location': {'lat': 1.5074308, 'lng': 127.8936663}, 'viewport': {'northeast': {'lat': 1.508780629892722, 'lng': 127.8950161298927}, 'southwest': {'lat': 1.506080970107277, 'lng': 127.8923164701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Basecamp ahjil,,ChIJsXlqUQD7mjIRnT0j9BfB8b0,0.0,ChIJsXlqUQD7mjIRnT0j9BfB8b0,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJsXlqUQD7mjIRnT0j9BfB8b0
,"Tobelo Barat, North Halmahera Regency, North Maluku, Indonesia","{'location': {'lat': 1.5410827, 'lng': 127.9493454}, 'viewport': {'northeast': {'lat': 1.58851, 'lng': 127.99918}, 'southwest': {'lat': 1.445302, 'lng': 127.7919411}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tobelo Barat,,ChIJMVS0WVj5mjIRPirLm9EYMiU,,ChIJMVS0WVj5mjIRPirLm9EYMiU,"['administrative_area_level_3', 'political']",,"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108250167140925314468"">A Google User</a>'], 'photo_reference': 'AUGGfZm-_UzlDYsHIc0N8Ce4JDk9-owiLai0XUuddRQP6t3sFmyyyA0SCId-y53nSE8x0jpR7A1SksEMSsnTt4JEBaLlq8Wmsp20ndWmg3QtAZbjPFxvuTfRQQTpiNI09WDs_HtZF1L940_BLfp_t-ExIGSJHa6rbaVJMGkVNCZRktTlh0sy', 'width': 4608}]",,,https://www.google.com/maps/place/?q=place_id:ChIJMVS0WVj5mjIRPirLm9EYMiU
OPERATIONAL,"JXCJ+75, South Kupa Kupa, Tobelo Selatan, North Halmahera Regency, North Maluku, Indonesia","{'location': {'lat': 1.6206682, 'lng': 127.980493}, 'viewport': {'northeast': {'lat': 1.62362545, 'lng': 127.9814284298927}, 'southwest': {'lat': 1.61968245, 'lng': 127.9787287701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kolam Renang Tiana,,ChIJLzmxKQBZmjIRZ2svUbjXV4M,5.0,ChIJLzmxKQBZmjIRZ2svUbjXV4M,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJLzmxKQBZmjIRZ2svUbjXV4M
OPERATIONAL,"H24X+F8, Meti, Tobelo Timur, North Halmahera Regency, North Maluku, Indonesia","{'location': {'lat': 1.5561282, 'lng': 128.0481786}, 'viewport': {'northeast': {'lat': 1.557478029892722, 'lng': 128.0495284298927}, 'southwest': {'lat': 1.554778370107278, 'lng': 128.0468287701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Magaliho Island,{'open_now': True},ChIJG8tfkXFXmjIR9kvVgEN-tLA,4.9,ChIJG8tfkXFXmjIR9kvVgEN-tLA,"['lodging', 'point_of_interest', 'establishment']",35.0,"[{'height': 2250, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117949640589173438004"">Enny Durman</a>'], 'photo_reference': 'AUGGfZnKskZcS3gECDMPm9YeECUpBDNage9ocg-doPpBm06ab2WmseCnEAoVEnX2jaEqCyiWcFSEzzQ1XDKbaJRvmwMcY71x-WrCfFlpQDSzNGusanG4mpve8Iv9G0Jea5lAhy3iye7KF-Eh1as6I-_KgQC-dRKDNANaETtSlfWo7rxwT_vV', 'width': 4000}]",,,https://www.google.com/maps/place/?q=place_id:ChIJG8tfkXFXmjIR9kvVgEN-tLA
