business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,permanently_closed,photos,place_id,rating,reference,types,user_ratings_total,opening_hours,plus_code,url
CLOSED_TEMPORARILY,"JCF7+58R, Jl. Raya Gurabati, Gurabati, Kec. Tidore Sel., Kota Tidore Kepulauan, Maluku Utara, Indonesia","{'location': {'lat': 0.6227809, 'lng': 127.4140467}, 'viewport': {'northeast': {'lat': 0.6243217298927223, 'lng': 127.4153005798927}, 'southwest': {'lat': 0.6216220701072778, 'lng': 127.4126009201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pelabuhan Gurabati - Mare,True,"[{'height': 5712, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107911095512734412605"">A Google User</a>'], 'photo_reference': 'AUGGfZmd-TjzkUqivviKz9o8LycLMp1Lu5Uv9I4fOyrWgWoD2mSYmyNq1CYTVvE5UwvG06aqPnZXtmqwJQhobDrMytPHesAaaH5DAi4z1LJxW5M9Ed6RKV78u9TgeA7roPhYHwSqnUc5ca8Vkp0qVz7RB4mQt8SyUGLq-VFio_B-9478HCba', 'width': 4284}]",ChIJUWJ0ajvPnDIRSuXcOR9abXs,4.5,ChIJUWJ0ajvPnDIRSuXcOR9abXs,"['tourist_attraction', 'point_of_interest', 'establishment']",2,,,https://www.google.com/maps/place/?q=place_id:ChIJUWJ0ajvPnDIRSuXcOR9abXs
OPERATIONAL,"MFC3+4WH, Indonesiana, Tidore, Tidore Kepulauan City, North Maluku, Indonesia","{'location': {'lat': 0.6703023, 'lng': 127.4548649}, 'viewport': {'northeast': {'lat': 0.6716666298927223, 'lng': 127.4561450298927}, 'southwest': {'lat': 0.6689669701072778, 'lng': 127.4534453701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Tugulufa,,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108572430016700954056"">Ardya Ardya</a>'], 'photo_reference': 'AUGGfZkoyddFRQU9nFZNqAkIeNsfoFXcGva3icKUBAwmi5smbmMU_Lyc1zDnB_aLgJF6mvooM3w44mJAaEawftlQHlEiZMyHa_KN-K9lCFCZPR1pj2SQDk84C8KPg1yK9SVxcCwv2xQgKW3yuTnLNTS2NLxfXCy58qMn9gU8ZThao7LVSCkr', 'width': 4160}]",ChIJ3c4_7ZfInDIRNcyydMsJC4I,4.4,ChIJ3c4_7ZfInDIRNcyydMsJC4I,"['tourist_attraction', 'point_of_interest', 'establishment']",488,{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJ3c4_7ZfInDIRNcyydMsJC4I
CLOSED_TEMPORARILY,"JCC3+WCC, Tomalou, Tidore Selatan, Tidore Kepulauan City, North Maluku, Indonesia","{'location': {'lat': 0.6214872, 'lng': 127.4043737}, 'viewport': {'northeast': {'lat': 0.6232506298927222, 'lng': 127.4056428798927}, 'southwest': {'lat': 0.6205509701072777, 'lng': 127.4029432201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata Bahari Tomalou,True,,ChIJ-xeBRcbPnDIRsk0rthXbuE0,0.0,ChIJ-xeBRcbPnDIRsk0rthXbuE0,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJ-xeBRcbPnDIRsk0rthXbuE0
OPERATIONAL,"JCJJ+V8J, Tongowai, Tidore Selatan, Tidore Kepulauan City, North Maluku, Indonesia","{'location': {'lat': 0.6322228, 'lng': 127.4300608}, 'viewport': {'northeast': {'lat': 0.6335437798927223, 'lng': 127.4314211298927}, 'southwest': {'lat': 0.6308441201072779, 'lng': 127.4287214701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Talaga LigaApi,,"[{'height': 1439, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102189124865905968459"">A Google User</a>'], 'photo_reference': 'AUGGfZkHEnR9UlZtrmPD957i11ormLj_O_2ZFDwclvgEzw7Fu52zQAC_eSGJa61z5OjEdgBmpI23pjwwbtFFXwHydGb35xNUuvOE1TSatXQ2UnTmlyPabI5yLcv7iD4Cot3mkCByOs9Z9nXN7D2AXkcMmod99_yxAHA8cbU18RHXwvVrwTU6', 'width': 1076}]",ChIJL0rLcLXPnDIRQY6W-URFSXw,4.5,ChIJL0rLcLXPnDIRQY6W-URFSXw,"['tourist_attraction', 'point_of_interest', 'establishment']",2,,,https://www.google.com/maps/place/?q=place_id:ChIJL0rLcLXPnDIRQY6W-URFSXw
OPERATIONAL,"JCX6+GQ, Tongowai, Tidore Selatan, Tidore Kepulauan City, North Maluku, Indonesia","{'location': {'lat': 0.648824, 'lng': 127.411983}, 'viewport': {'northeast': {'lat': 0.6501738298927223, 'lng': 127.4133328298927}, 'southwest': {'lat': 0.6474741701072778, 'lng': 127.4106331701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Balibunga,,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104613364529816939444"">A Google User</a>'], 'photo_reference': 'AUGGfZlZ7pjVXhsEikK7atplZrOJZJSi2v_qWPf0VDwzIb6Gy0bOib9ilfG2SGy_Rulu716WTIp1E88LMpBU5yZZLNViRMHFIx0zzixvm9qZeF8bNMW2sWaJNaGSztMpnAoSPJ2uWIBHSiRbWhKf0kET8YL5ViSqB9Mz1yM9O2ZmzvpzJZQd', 'width': 3120}]",ChIJExp-LwDPnDIR8aDLkqiST7A,5.0,ChIJExp-LwDPnDIR8aDLkqiST7A,"['tourist_attraction', 'point_of_interest', 'establishment']",2,,,https://www.google.com/maps/place/?q=place_id:ChIJExp-LwDPnDIR8aDLkqiST7A
CLOSED_TEMPORARILY,"JCH7+36W, Gurabati, Tidore Selatan, Tidore Kepulauan City, North Maluku, Indonesia","{'location': {'lat': 0.6277351999999999, 'lng': 127.413067}, 'viewport': {'northeast': {'lat': 0.6290746798927221, 'lng': 127.4144180798927}, 'southwest': {'lat': 0.6263750201072777, 'lng': 127.4117184201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Smart Green House,True,,ChIJ2enT7KrPnDIR30LldCbEeuk,0.0,ChIJ2enT7KrPnDIR30LldCbEeuk,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJ2enT7KrPnDIR30LldCbEeuk
CLOSED_TEMPORARILY,"PC3P+4V, Kalaodi, East Tidore, Tidore Kepulauan City, North Maluku, Indonesia","{'location': {'lat': 0.7027547, 'lng': 127.4371479}, 'viewport': {'northeast': {'lat': 0.7046696000000001, 'lng': 127.4395002}, 'southwest': {'lat': 0.69701, 'lng': 127.4363638}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Dou Jara,True,,ChIJnzH_Sn_JnDIRaT0JQu7P6BM,0.0,ChIJnzH_Sn_JnDIRaT0JQu7P6BM,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJnzH_Sn_JnDIRaT0JQu7P6BM
OPERATIONAL,"J9RC+9CX, Toloa, Tidore Selatan, Tidore Kepulauan City, North Maluku, Indonesia","{'location': {'lat': 0.6409912999999999, 'lng': 127.3711126}, 'viewport': {'northeast': {'lat': 0.6428027798927223, 'lng': 127.3722181798927}, 'southwest': {'lat': 0.6401031201072778, 'lng': 127.3695185201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Akemulo beach,,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112066842035035099609"">A Google User</a>'], 'photo_reference': 'AUGGfZn3zK6QL5g-NqMApfN5YcDXZwifXToFdluLEqH5CdBd_jlSt6JUmaGEalQWkojpupI2y1MOFVefGZ9SMwtl66GHSeIi2BRGVu3S-mLLiPqVCix47y3ZMG0_0YCa3j1xh0OyWvBHi6AmBRi4mNvO1MYW2Jzdz54MdcLzaItddJf7JbXf', 'width': 3120}]",ChIJ49ZPS_zNnDIRnzK0BZYXlHw,5.0,ChIJ49ZPS_zNnDIRnzK0BZYXlHw,"['tourist_attraction', 'point_of_interest', 'establishment']",5,{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJ49ZPS_zNnDIRnzK0BZYXlHw
CLOSED_TEMPORARILY,"JCGG+W5Q, Tongowai, Tidore Selatan, Tidore Kepulauan City, North Maluku, Indonesia","{'location': {'lat': 0.626691, 'lng': 127.425366}, 'viewport': {'northeast': {'lat': 0.6284469798927222, 'lng': 127.4264805798927}, 'southwest': {'lat': 0.6257473201072777, 'lng': 127.4237809201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Goya Mafu,True,,ChIJ74k3UFPPnDIRwWTWGllHOeM,5.0,ChIJ74k3UFPPnDIRwWTWGllHOeM,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,,https://www.google.com/maps/place/?q=place_id:ChIJ74k3UFPPnDIRwWTWGllHOeM
CLOSED_TEMPORARILY,"JCGF+QF5, Tongowai, Tidore Selatan, Tidore Kepulauan City, North Maluku, Indonesia","{'location': {'lat': 0.6261992, 'lng': 127.4238006}, 'viewport': {'northeast': {'lat': 0.6279157798927222, 'lng': 127.4250263298927}, 'southwest': {'lat': 0.6252161201072778, 'lng': 127.4223266701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Goya Gulinga,True,,ChIJo4njcSfPnDIRTGfoPZ7l-Oo,0.0,ChIJo4njcSfPnDIRTGfoPZ7l-Oo,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJo4njcSfPnDIRTGfoPZ7l-Oo
