business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,rating,reference,types,user_ratings_total,photos,opening_hours,permanently_closed,plus_code,url
OPERATIONAL,"H8RG+6QM, Deah Raya, Syiah Kuala, Banda Aceh City, Aceh, Indonesia","{'location': {'lat': 5.5905875, 'lng': 95.32691}, 'viewport': {'northeast': {'lat': 5.593034900000001, 'lng': 95.32867102989272}, 'southwest': {'lat': 5.589771699999999, 'lng': 95.32597137010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tambak,ChIJSyVeUJQ3QDARhtqWBkqQRxo,0.0,ChIJSyVeUJQ3QDARhtqWBkqQRxo,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJSyVeUJQ3QDARhtqWBkqQRxo
OPERATIONAL,"H9H5+3CP, Jl. Lkr., Rukoh, Kec. Syiah Kuala, Kota Banda Aceh, Aceh 24415, Indonesia","{'location': {'lat': 5.5777017, 'lng': 95.3585931}, 'viewport': {'northeast': {'lat': 5.579039879892722, 'lng': 95.35991352989272}, 'southwest': {'lat': 5.576340220107278, 'lng': 95.35721387010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Area wisata kreung aceh,ChIJ4yLurdM3QDARygxbV1ft2uE,0.0,ChIJ4yLurdM3QDARygxbV1ft2uE,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJ4yLurdM3QDARygxbV1ft2uE
OPERATIONAL,"H8QF+G6F, Deah Raya, Syiah Kuala, Banda Aceh City, Aceh, Indonesia","{'location': {'lat': 5.588802299999999, 'lng': 95.32305029999999}, 'viewport': {'northeast': {'lat': 5.590921799999999, 'lng': 95.32377914999998}, 'southwest': {'lat': 5.5824438, 'lng': 95.32086375000002}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Samudera aceh,ChIJ3yzUaQA3QDARcqKuQHZs7fc,4.5,ChIJ3yzUaQA3QDARcqKuQHZs7fc,"['tourist_attraction', 'point_of_interest', 'establishment']",2,"[{'height': 1599, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114632986456142052564"">Bakhtiar Mahmud</a>'], 'photo_reference': 'AUGGfZmiomybT_atu8b7gIe7LxYeddDWdPAWG8BUsQsOo2LNcV0Mx3R1gkbxGITwZSpx1_TePDaVariTSGXDSDx5PqeXPy2VLeAcm4edjLpcvC7VeV2yGQtvvpBG-w_ffcPmzFz-GxooYOUIXXo3Qnyvao4FIi02LhlXMNKiznmAfrU0nx1r', 'width': 899}]",,,,https://www.google.com/maps/place/?q=place_id:ChIJ3yzUaQA3QDARcqKuQHZs7fc
OPERATIONAL,"H8QF+7MX, Deah Raya, Syiah Kuala, Banda Aceh City, Aceh, Indonesia","{'location': {'lat': 5.5882257, 'lng': 95.3242444}, 'viewport': {'northeast': {'lat': 5.590275200000001, 'lng': 95.32502132989272}, 'southwest': {'lat': 5.582077200000001, 'lng': 95.32232167010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Lahan Ita,ChIJOxeW3QA3QDARr7RETuqM124,1.0,ChIJOxeW3QA3QDARr7RETuqM124,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,,,,https://www.google.com/maps/place/?q=place_id:ChIJOxeW3QA3QDARr7RETuqM124
OPERATIONAL,"H9J5+69H, Rukoh, Syiah Kuala, Banda Aceh City, Aceh, Indonesia","{'location': {'lat': 5.5798226, 'lng': 95.3582265}, 'viewport': {'northeast': {'lat': 5.581185879892722, 'lng': 95.35976792989274}, 'southwest': {'lat': 5.578486220107278, 'lng': 95.35706827010729}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,site spa,ChIJV4xk_uk3QDARxJwXuNfOptQ,0.0,ChIJV4xk_uk3QDARxJwXuNfOptQ,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJV4xk_uk3QDARxJwXuNfOptQ
OPERATIONAL,"H9M2+QCR, Jl. Hutan, Tibang, Kec. Syiah Kuala, Kota Banda Aceh, Aceh, Indonesia","{'location': {'lat': 5.5844998, 'lng': 95.35101}, 'viewport': {'northeast': {'lat': 5.585882329892722, 'lng': 95.35235357989272}, 'southwest': {'lat': 5.583182670107278, 'lng': 95.34965392010729}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Hutan Kota BNI Banda Aceh,ChIJlfK8S_82QDAR96wLxU6eBdU,4.3,ChIJlfK8S_82QDAR96wLxU6eBdU,"['park', 'tourist_attraction', 'point_of_interest', 'establishment']",967,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107558911367334948151"">A Google User</a>'], 'photo_reference': 'AUGGfZnkEItWt-pfNpOZuYTuErtYuowgnkpBa2B0C3jq2uUEIBlmcFBCTo_2QNzSplVIKFx4B-yJhd93S3YbMWS1N-a1cbre-Q6V0BDBTlshvqv1BlbH4EvTmHl-EzbVsOIoC6VeZx1Md-ET5qklSI7cT7o8KzNByP61eRijF5_anQtJkJuA', 'width': 2340}]",{'open_now': False},,,https://www.google.com/maps/place/?q=place_id:ChIJlfK8S_82QDAR96wLxU6eBdU
OPERATIONAL,"J82R+F3X, Jalan, Alue Naga, Syiah Kuala, Banda Aceh City, Aceh, Indonesia","{'location': {'lat': 5.6012265, 'lng': 95.3402258}, 'viewport': {'northeast': {'lat': 5.602287129892722, 'lng': 95.34199467989272}, 'southwest': {'lat': 5.599587470107278, 'lng': 95.33929502010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Kuta Musapi,ChIJcXjBx5I2QDAR1iU3mdR7pE0,4.2,ChIJcXjBx5I2QDAR1iU3mdR7pE0,"['tourist_attraction', 'point_of_interest', 'establishment']",16,"[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109779418949927326111"">sumarni laila bm</a>'], 'photo_reference': 'AUGGfZmOp1NmkcBcn8tI6MhW2Jl0BRj1OFxH5mfgpOhROlak5teXBwvd4625Liqe0XbjR139yyz02ZRs5MTpYWhC8Rf9Q-yzych_tIgEC2RDFo6ETDq2Fen-QRJurDBCKRrT_HAMQrT2fV5GMIGcBUXQh4W0faJbSnrONsz-MtjfzH4HQnyu', 'width': 3264}]",{'open_now': True},,,https://www.google.com/maps/place/?q=place_id:ChIJcXjBx5I2QDAR1iU3mdR7pE0
OPERATIONAL,"H84V+QXQ, Ie Masen Kaye Adang, Syiah Kuala, Banda Aceh City, Aceh 24415, Indonesia","{'location': {'lat': 5.5569795, 'lng': 95.3451189}, 'viewport': {'northeast': {'lat': 5.558308129892721, 'lng': 95.34647677989273}, 'southwest': {'lat': 5.555608470107277, 'lng': 95.34377712010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Grafitti Mural Gampong Doy,ChIJF8FoCFk3QDARTjBwUhJFD0A,0.0,ChIJF8FoCFk3QDARTjBwUhJFD0A,"['tourist_attraction', 'point_of_interest', 'establishment']",0,"[{'height': 2088, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104729407922329770168"">A Google User</a>'], 'photo_reference': 'AUGGfZmB9muOn7Xq8vkbE6g2g2yzPoJS0OXNiB2_CYkbbwkTlCIxCdRMjAJPpMgBzqXoJrog9ytZgciwmFBYNZgBT7pEN63Utn-WzFzreCVoYpDKx-5M9cnRLm7hfqTDbD9lL1yOYmvUz_a_WEtzCJQi8orWzCoEV4487qldXQp6yfJm6sIc', 'width': 4640}]",,,,https://www.google.com/maps/place/?q=place_id:ChIJF8FoCFk3QDARTjBwUhJFD0A
OPERATIONAL,"J83W+PH, Alue Naga, Syiah Kuala, Banda Aceh City, Aceh, Indonesia","{'location': {'lat': 5.60432, 'lng': 95.34644759999999}, 'viewport': {'northeast': {'lat': 5.605686329892722, 'lng': 95.34793847989272}, 'southwest': {'lat': 5.602986670107279, 'lng': 95.34523882010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wahana Wisata Alue Naga,ChIJaeAZLbU3QDARQGQS0uDrFuU,4.6,ChIJaeAZLbU3QDARQGQS0uDrFuU,"['tourist_attraction', 'point_of_interest', 'establishment']",5,"[{'height': 1472, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108490524890863614030"">Muhammad Zulfahmi</a>'], 'photo_reference': 'AUGGfZkt3z9Y1Q-fQyqfERhi1WJ3qzr78liZnI7b6rOkJSpeRzK8rpd2lb4D4AQKzjSeub3LcrOsevha_r7FyILlG93UoQ1snpPpwplW2UtJGzSPfdAPkdHgLmMakw5KYsMNUM1kLaVlR3GTzmXN6ejvb0rguTVVMJ8USIUcleT1AxWKZuen', 'width': 3264}]",,,,https://www.google.com/maps/place/?q=place_id:ChIJaeAZLbU3QDARQGQS0uDrFuU
OPERATIONAL,"H8XV+4MX, Alue Naga, Syiah Kuala, Banda Aceh City, Aceh, Indonesia","{'location': {'lat': 5.5978556, 'lng': 95.3442408}, 'viewport': {'northeast': {'lat': 5.598823579892722, 'lng': 95.34570722989271}, 'southwest': {'lat': 5.596123920107278, 'lng': 95.34300757010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Birga manggrove,ChIJvfAnHIM3QDARnYTeDyVa4fM,5.0,ChIJvfAnHIM3QDARnYTeDyVa4fM,"['tourist_attraction', 'point_of_interest', 'establishment']",1,"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107067790696075929071"">muslim hasan birga</a>'], 'photo_reference': 'AUGGfZkv1Z_PifujCXlX9Krd0I9w89A1QDqkIvVYiw_0rOvfQHNclfozIhQriOeXA2qcsadSf37JNjGkvr9BK2SF64gMxDGLdG6K652Z_MX5E9hIRhSAL6OaBZddMn5ZVGfN990N3QtKYNtk_40dU2aaVAa9xz8nTytlwrOenHn1PQfU-b4D', 'width': 4608}]",,,,https://www.google.com/maps/place/?q=place_id:ChIJvfAnHIM3QDARnYTeDyVa4fM
