business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,opening_hours,place_id,rating,reference,types,user_ratings_total,photos,permanently_closed,url
OPERATIONAL,"772V+8W, Samuya, Taliabu Timur, Taliabu Island Regency, North Maluku, Indonesia","{'location': {'lat': -1.7491875, 'lng': 125.2948125}, 'viewport': {'northeast': {'lat': -1.747837670107278, 'lng': 125.2961623298927}, 'southwest': {'lat': -1.750537329892722, 'lng': 125.2934626701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Incafa,{'open_now': True},ChIJi3AsbAC1eS0Ra07qK3y4SNA,0.0,ChIJi3AsbAC1eS0Ra07qK3y4SNA,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJi3AsbAC1eS0Ra07qK3y4SNA
OPERATIONAL,"4R8J+CHH, Pencado, Pulau Taliabu, Taliabu Island Regency, North Maluku, Indonesia","{'location': {'lat': -1.8839364, 'lng': 124.831472}, 'viewport': {'northeast': {'lat': -1.882483970107278, 'lng': 124.8329780298927}, 'southwest': {'lat': -1.885183629892722, 'lng': 124.8302783701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata Kabuta Wayo,,ChIJrbeLAH0XeC0R1ZbGR4eE39o,4.7,ChIJrbeLAH0XeC0R1ZbGR4eE39o,"['tourist_attraction', 'point_of_interest', 'establishment']",3,"[{'height': 338, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101405603064257278597"">A Google User</a>'], 'photo_reference': 'AUGGfZkr0hGl7YZHOk14o_ubJhsEX9bL9Ia7JpxUo2jr5WNKV8mfaO7CDmnVyf23HQNoLMn_pbl-kyN4gwVk_rxIQhn2fBxv9J2kwsoDBizvyqSA9pVGsLs0HWzUvTJSB1CLSZGFI_rEVvsonJmVBMPTmCNEBVxmSNFDmHMVgZULftqFydhg', 'width': 720}]",,https://www.google.com/maps/place/?q=place_id:ChIJrbeLAH0XeC0R1ZbGR4eE39o
OPERATIONAL,"8QGM+C2Q, Hai, Taliabu Utara, Kepulauan Sula Regency, North Maluku, Indonesia","{'location': {'lat': -1.6739095, 'lng': 124.7826213}, 'viewport': {'northeast': {'lat': -1.672559670107278, 'lng': 124.7839711298927}, 'southwest': {'lat': -1.675259329892722, 'lng': 124.7812714701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai dupa,{'open_now': True},ChIJw216A6VpeC0Rjy4iWzICwWM,4.5,ChIJw216A6VpeC0Rjy4iWzICwWM,"['tourist_attraction', 'point_of_interest', 'establishment']",2,"[{'height': 1800, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103009215599208580339"">Saltiawan M</a>'], 'photo_reference': 'AUGGfZlcbTlF5-ZER-TF3ztT6jwhrSTbJOtZomJzyCg79erR1VwFZ7Ufe50vGKvSsbzortMTOD5cTyIHpDe_HUqr9VLb06mQiabKZ_n6kvWhHjFd5j-CgoW3e1MkhvfzE4bl5UaOG1nDkCcmG65Baq-gSVDmTMcBAl3CAAtIHuI3jbIdHNjh', 'width': 1440}]",,https://www.google.com/maps/place/?q=place_id:ChIJw216A6VpeC0Rjy4iWzICwWM
OPERATIONAL,"4V42+XX4, Tabona, Taliabu Selatan, Kepulauan Sula Regency, North Maluku, Indonesia","{'location': {'lat': -1.8930225, 'lng': 124.8525106}, 'viewport': {'northeast': {'lat': -1.891587220107277, 'lng': 124.8538473298927}, 'southwest': {'lat': -1.894286879892722, 'lng': 124.8511476701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Kerikil,,ChIJuzapqccZeC0RoDr-iML6yj4,4.5,ChIJuzapqccZeC0RoDr-iML6yj4,"['tourist_attraction', 'point_of_interest', 'establishment']",2,"[{'height': 3472, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118174734298154006206"">echal tabona</a>'], 'photo_reference': 'AUGGfZnXa3YUm24dqhBMLUbmf6rdNp5fkgnIru_GarM0e-1RWUUz_rKbcQLlPLGHJPY94YTuCt5FGmAYdOptYBSYRPQdl2e9ulY6Cu1tJF0DQ3vjcx6d4_0o79ehogX9y5gmGYGDvX_p-fALBcFD_-4cfw50oQsheTgTZ_gTn0Hy3bGE0MN_', 'width': 4624}]",,https://www.google.com/maps/place/?q=place_id:ChIJuzapqccZeC0RoDr-iML6yj4
OPERATIONAL,"8Q6V+3PW, Unnamed Road, Air Kalimat, Kec. Taliabu Utara, Pulau Taliabu, Maluku Utara, Indonesia","{'location': {'lat': -1.689771, 'lng': 124.794326}, 'viewport': {'northeast': {'lat': -1.688421170107278, 'lng': 124.7956758298927}, 'southwest': {'lat': -1.691120829892722, 'lng': 124.7929761701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kalimat Waterfall,,ChIJD1W2FcRpeC0Rf5SPBFxkZSU,4.5,ChIJD1W2FcRpeC0Rf5SPBFxkZSU,"['tourist_attraction', 'point_of_interest', 'establishment']",4,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113257623634023506914"">Giga Nusantara</a>'], 'photo_reference': 'AUGGfZkm_020Hv8vu31NM_hMkfxniyvB26Bu-wYhgpPVtBGm4WKEyipjd2H83FsxOlmo4Vztci1FsjG7hXt3xfiQVwC4IT0_C-pJaqC353MyFKrJC9gX_zCoFcQROL51HT7jggdBPu9RYxQBFtuz7uHToL79ewffhPa_R1fAItMgjC4cCMtl', 'width': 3120}]",,https://www.google.com/maps/place/?q=place_id:ChIJD1W2FcRpeC0Rf5SPBFxkZSU
OPERATIONAL,"8QGM+C2Q, Hai, Taliabu Utara, Kabupaten Kepulauan Sula, North Maluku, Indonesia","{'location': {'lat': -1.675048, 'lng': 124.7834008}, 'viewport': {'northeast': {'lat': -1.6733109, 'lng': 124.7847847798927}, 'southwest': {'lat': -1.6802593, 'lng': 124.7820851201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,WISATA PASIRANJING PULAU TALIABU,{'open_now': False},ChIJ0ajHLABpeC0Re6AjAruSg-E,0.0,ChIJ0ajHLABpeC0Re6AjAruSg-E,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJ0ajHLABpeC0Re6AjAruSg-E
OPERATIONAL,"848G+9P3, Penu, Taliabu Timur, Taliabu Island Regency, North Maluku, Indonesia","{'location': {'lat': -1.684115, 'lng': 125.1268057}, 'viewport': {'northeast': {'lat': -1.682765170107278, 'lng': 125.1281555298927}, 'southwest': {'lat': -1.685464829892722, 'lng': 125.1254558701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tanjung Batu,,ChIJY5OMJwBPeC0Rqwe3Sq0Ycto,0.0,ChIJY5OMJwBPeC0Rqwe3Sq0Ycto,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJY5OMJwBPeC0Rqwe3Sq0Ycto
OPERATIONAL,"593F+GC4, Johor, Mangoli Barat, Kepulauan Sula Regency, North Maluku, Indonesia","{'location': {'lat': -1.8462281, 'lng': 125.3735884}, 'viewport': {'northeast': {'lat': -1.844878270107278, 'lng': 125.3749382298927}, 'southwest': {'lat': -1.847577929892722, 'lng': 125.3722385701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Desa Lelyaba,,ChIJM2rdTk7PeS0Rz4xxcMm59O0,4.0,ChIJM2rdTk7PeS0Rz4xxcMm59O0,"['tourist_attraction', 'point_of_interest', 'establishment']",1,"[{'height': 1504, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111109479873136658170"">Venna Kahindutu</a>'], 'photo_reference': 'AUGGfZlrMNbxz78s-yzYuDFqnUqLJa-TrGZgzXbY65b2MHVwPuiFT8yHzyiPUj7QxzuArsEDVXtHP7AxhH2z-aJ6xHBkOH6upKwps2i7ntg3U1zmkuwYejT_WgiZ8Fr31SBojKAiBT_9s41-NrjuopUgIArYDh6BrfovytSYzxApzLh1jFZv', 'width': 3264}]",,https://www.google.com/maps/place/?q=place_id:ChIJM2rdTk7PeS0Rz4xxcMm59O0
OPERATIONAL,"6F97+RQW, Lekosula, Mangoli Barat, Kepulauan Sula Regency, North Maluku, Indonesia","{'location': {'lat': -1.7803906, 'lng': 125.4644488}, 'viewport': {'northeast': {'lat': -1.779040770107278, 'lng': 125.4657986298927}, 'southwest': {'lat': -1.781740429892722, 'lng': 125.4630989701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tempayang Dream Beach,{'open_now': True},ChIJvYHCKXPHeS0RxDZOySAypL0,5.0,ChIJvYHCKXPHeS0RxDZOySAypL0,"['tourist_attraction', 'point_of_interest', 'establishment']",1,"[{'height': 780, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118371600012535551446"">Pardamean Siringo ringo</a>'], 'photo_reference': 'AUGGfZnCrT3NZUsAuw7WBvtKN-XPFpqX0GAGyM7hugsisUdMOgGgXT1L3Vx_Ai3SEs8AoKgp0TLGfkOiS70xXNmmTYZH99bQDPcI2NDC05poP4lUDA6TSzImx1PgP5oZxrDSJHMdRohZaM5GXfz-6vV-T_vLjHFNhr6xW69fn8Rie1LlRqRh', 'width': 1040}]",,https://www.google.com/maps/place/?q=place_id:ChIJvYHCKXPHeS0RxDZOySAypL0
OPERATIONAL,"6926+72M, Dofa, Mangoli Barat, Kepulauan Sula Regency, North Maluku, Indonesia","{'location': {'lat': -1.7992797, 'lng': 125.3600402}, 'viewport': {'northeast': {'lat': -1.797929870107278, 'lng': 125.3613900298927}, 'southwest': {'lat': -1.800629529892722, 'lng': 125.3586903701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Dofa Kaufai / Dofa Jikokolano,,ChIJbcfQDpnJeS0RUgfrENY3n1o,4.5,ChIJbcfQDpnJeS0RUgfrENY3n1o,"['tourist_attraction', 'point_of_interest', 'establishment']",2,"[{'height': 960, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103053386823779532903"">Afdriansyah La Ode Kombe</a>'], 'photo_reference': 'AUGGfZm9rsDs-nRY-Aqjsm-0MRHdv_mEaYRPT3NDTYPh4JomwcjvKIYMWfNRFlx9SdoebrZtdMJa7ww_Hp6JicQGX5FDX5oX3cLe-CM41oth8I6lyLg-BRSUz1BNeUaV38aBj0uCIb-lUqLPS0e85PjuqxsSr9n_vxujur7GslzQferRu8U7', 'width': 1280}]",,https://www.google.com/maps/place/?q=place_id:ChIJbcfQDpnJeS0RUgfrENY3n1o
