business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,rating,reference,types,user_ratings_total,opening_hours,plus_code,photos,url
OPERATIONAL,"HG5X+FMP, Danaraja, Purwanegara, Banjarnegara, Central Java 53472, Indonesia","{'location': {'lat': -7.441067999999999, 'lng': 109.5494229}, 'viewport': {'northeast': {'lat': -7.439900120107276, 'lng': 109.5506791798927}, 'southwest': {'lat': -7.44259977989272, 'lng': 109.5479795201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wakwr water park,ChIJUyNTGwBTZS4RyVGvfWXWvk4,0.0,ChIJUyNTGwBTZS4RyVGvfWXWvk4,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJUyNTGwBTZS4RyVGvfWXWvk4
OPERATIONAL,"Jl. Penusupan, Temanggungan, Kalipelus, Kec. Purwanegara, Kab. Banjarnegara, Jawa Tengah 53472, Indonesia","{'location': {'lat': -7.426602099999999, 'lng': 109.5766174}, 'viewport': {'northeast': {'lat': -7.425419670107279, 'lng': 109.5780426298927}, 'southwest': {'lat': -7.428119329892723, 'lng': 109.5753429701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,PEMANCINGAN KINCIR,ChIJi27RH6qtei4RSjM_XRhqK-Q,0.0,ChIJi27RH6qtei4RSjM_XRhqK-Q,"['tourist_attraction', 'point_of_interest', 'establishment']",0,{'open_now': False},"{'compound_code': 'HHFG+9J Kalipelus, Banjarnegara, Central Java, Indonesia', 'global_code': '6P4FHHFG+9J'}",,https://www.google.com/maps/place/?q=place_id:ChIJi27RH6qtei4RSjM_XRhqK-Q
OPERATIONAL,"HH99+FVP, Jl. Campur Salam, Temanggungan, Kalipelus, Kec. Purwanegara, Kab. Banjarnegara, Jawa Tengah 53472, Indonesia","{'location': {'lat': -7.431501900000001, 'lng': 109.5696712}, 'viewport': {'northeast': {'lat': -7.430136970107278, 'lng': 109.5710167798927}, 'southwest': {'lat': -7.432836629892722, 'lng': 109.5683171201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Telaga saringan,ChIJ49CrDwCtei4ROfLXJsygRnQ,0.0,ChIJ49CrDwCtei4ROfLXJsygRnQ,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJ49CrDwCtei4ROfLXJsygRnQ
OPERATIONAL,"Purwonegoro, Purwanegara, Karangplak, Purwonegoro, Kec. Purwanegara, Kab. Banjarnegara, Jawa Tengah 53472, Indonesia","{'location': {'lat': -7.438446799999999, 'lng': 109.555066}, 'viewport': {'northeast': {'lat': -7.437088370107277, 'lng': 109.5564463798927}, 'southwest': {'lat': -7.439788029892721, 'lng': 109.5537467201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,PASAR IKAN PURWONEGORO BANJARNEGARA JAWA TENGAH,ChIJEx2a3kVTZS4Rv1XvI2wWW-Q,4.4,ChIJEx2a3kVTZS4Rv1XvI2wWW-Q,"['tourist_attraction', 'restaurant', 'food', 'point_of_interest', 'establishment']",1607,{'open_now': False},"{'compound_code': 'HH64+J2 Purwonegoro, Banjarnegara, Central Java, Indonesia', 'global_code': '6P4FHH64+J2'}","[{'height': 2340, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109743760948917243178"">Dewi Handayani</a>'], 'photo_reference': 'AUGGfZlPQxyJpP64r7Uq-vUWbFaFYSxbY0YJJC3tiudJK6WVwPdK_CsMXHleqPzOzRE9zjJ4D4UTdwMVf4Y8mfjQC7RQlHUvesjDpHMc4DzDTBJAvHlnQaUBo1DXAXy5FyA6p72XVa5PUBrRnLO7EnyybU_yDSih4J-kxwRObDGki4sRXM3g', 'width': 4160}]",https://www.google.com/maps/place/?q=place_id:ChIJEx2a3kVTZS4Rv1XvI2wWW-Q
OPERATIONAL,"HHHP+P2P, Area Sawah, Gumiwang, Purwanegara, Banjarnegara, Central Java 53472, Indonesia","{'location': {'lat': -7.420661000000001, 'lng': 109.5850752}, 'viewport': {'northeast': {'lat': -7.419755449999998, 'lng': 109.5868287798927}, 'southwest': {'lat': -7.423377649999999, 'lng': 109.5841291201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,kawasan edukasi rekreasi ikan dan alam,ChIJMW1YM3yrei4RTRgsqz01oDs,1.0,ChIJMW1YM3yrei4RTRgsqz01oDs,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,,,https://www.google.com/maps/place/?q=place_id:ChIJMW1YM3yrei4RTRgsqz01oDs
OPERATIONAL,"HHJQ+8RM, Area Sawah, Gumiwang, Purwanegara, Banjarnegara, Central Java 53472, Indonesia","{'location': {'lat': -7.4191731, 'lng': 109.5895384}, 'viewport': {'northeast': {'lat': -7.418349520107277, 'lng': 109.5913780298927}, 'southwest': {'lat': -7.421049179892721, 'lng': 109.5886783701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sungai Serayu,ChIJN539MK2rei4RgECjLB0ANvk,0.0,ChIJN539MK2rei4RgECjLB0ANvk,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJN539MK2rei4RgECjLB0ANvk
OPERATIONAL,"GHW3+62W, Bonjok, Mertasari, Purwanegara, Banjarnegara, Central Java 53472, Indonesia","{'location': {'lat': -7.454393800000001, 'lng': 109.5525708}, 'viewport': {'northeast': {'lat': -7.453072970107279, 'lng': 109.5539153798927}, 'southwest': {'lat': -7.455772629892722, 'lng': 109.5512157201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Simpang Lima Mertasari,ChIJuRYFyyRTZS4RZVr04O_g2wE,4.3,ChIJuRYFyyRTZS4RZVr04O_g2wE,"['tourist_attraction', 'point_of_interest', 'establishment']",221,{'open_now': True},,"[{'height': 4096, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111760205668690612923"">Wiratno Widji Mulyanto</a>'], 'photo_reference': 'AUGGfZmnJo6VEdhlO0yWOge2q_sGuY05tOv-H6sqakWGGg7o1AO1Zc1sjKba0arr4o1LcwV5B_VokvVYUEa342l39g8ChiLAPIXjET-COOyKB-BZvBsF7zhABaPr19Sn3omSQ3GZNS6PH1hAs2e1XIg9-BePoAGT8N6lEXW_AydZq1tT8n7U', 'width': 2304}]",https://www.google.com/maps/place/?q=place_id:ChIJuRYFyyRTZS4RZVr04O_g2wE
OPERATIONAL,"RT.004/004, Blabar Lor, Adipasir, Rakit, Banjarnegara, Central Java 53463, Indonesia","{'location': {'lat': -7.424070800000001, 'lng': 109.5424506}, 'viewport': {'northeast': {'lat': -7.422716620107279, 'lng': 109.5437694798927}, 'southwest': {'lat': -7.425416279892723, 'lng': 109.5410698201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,WISATA KALI ONGGOK,ChIJy6AtqMBTZS4RQD2XCMEwm-k,4.9,ChIJy6AtqMBTZS4RQD2XCMEwm-k,"['tourist_attraction', 'point_of_interest', 'establishment']",18,{'open_now': False},"{'compound_code': 'HGGR+9X Adipasir, Banjarnegara, Central Java, Indonesia', 'global_code': '6P4FHGGR+9X'}","[{'height': 1200, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105917837621343029942"">A Google User</a>'], 'photo_reference': 'AUGGfZlLWEq94-72sb5eT5G1LUrdcurzAslsSXWekFfVo7K5NzJYI-8G-f2tTTuaJqItWoHnXi7LEYz6B1IoPZpLHLZd704_Xpm6jMCChA0Buvzc9bYM_ciMBYZJG1usYz1u0NyjUYHgfcCxNwbqpjCiFwhbQmamXd9T-dvVaNk1FQNNdm3V', 'width': 1600}]",https://www.google.com/maps/place/?q=place_id:ChIJy6AtqMBTZS4RQD2XCMEwm-k
OPERATIONAL,"GHG5+762, Puntukjambe, Karanganyar, Purwanegara, Banjarnegara, Central Java 53472, Indonesia","{'location': {'lat': -7.4743659, 'lng': 109.5580043}, 'viewport': {'northeast': {'lat': -7.473588120107276, 'lng': 109.5596633298927}, 'southwest': {'lat': -7.47628777989272, 'lng': 109.5569636701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Curug Kuripan,ChIJJ3mUHtBSZS4RwkcFDrXPiOI,4.1,ChIJJ3mUHtBSZS4RwkcFDrXPiOI,"['tourist_attraction', 'point_of_interest', 'establishment']",60,,,"[{'height': 3381, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100861302721621109616"">A Google User</a>'], 'photo_reference': 'AUGGfZnSWpiCN7W-fIe8DGrOWJwDLTkyrlx7T22Y3STp3Dibxl_jmgz73oVPiyblWhYom-4mxaApoCgPg8-9H2tyz0pZ4sa3TV1YpTzDLATwKxfrhCK2usxbwc5kgA4U_JmI3svogd8CP17g6E1bCdqONdntyPIuVSI0_UZmnXSL64e94s3d', 'width': 2785}]",https://www.google.com/maps/place/?q=place_id:ChIJJ3mUHtBSZS4RwkcFDrXPiOI
OPERATIONAL,"HHJ7+WJJ, Curug Wetan, Kincang, Rakit, Banjarnegara, Central Java 53463, Indonesia","{'location': {'lat': -7.417669, 'lng': 109.5640292}, 'viewport': {'northeast': {'lat': -7.41654922010728, 'lng': 109.5649776798927}, 'southwest': {'lat': -7.419248879892724, 'lng': 109.5622780201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sumber Mata Air Tegong,ChIJC9RTyCFVZS4RJOk6p77zzTU,0.0,ChIJC9RTyCFVZS4RJOk6p77zzTU,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109477539334861685730"">109477539334861685730</a>'], 'photo_reference': 'AUGGfZlhn24xL82Ke3JHyHkx1sLHJr-vBkXrK6ByQ-NjvUbqfXq-rrllKZYsssivdWj26Lya4Lgk164AadGj0nYuhhdU197DfJvefJ7g3WtoFjWV5eQC557ECaF2H_SRfgDR5d8CsD4XvAaG-vOBhEz9hYyKmR7uQxKWhMzMuNpJSZOzWtWG', 'width': 3120}]",https://www.google.com/maps/place/?q=place_id:ChIJC9RTyCFVZS4RJOk6p77zzTU
