business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,rating,reference,types,user_ratings_total,plus_code,permanently_closed,url
OPERATIONAL,"CXR3+M26, Jl. Trans Sulawesi, Bolano, Kec. Parigi, Kabupaten Parigi Moutong, Sulawesi Tengah 94479, Indonesia","{'location': {'lat': 0.4416566, 'lng': 120.9525187}, 'viewport': {'northeast': {'lat': 0.4430612298927222, 'lng': 120.9538510298928}, 'southwest': {'lat': 0.4403615701072777, 'lng': 120.9511513701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Penginapan Mokosua,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113757985814608531954"">Mutia Martika Sari</a>'], 'photo_reference': 'AUGGfZmMoUVRi-qwPAdA-0k84wflUJEjgiJX_sh_aoSEO87bwH-_I1xXQFsGCOaTczVBK6F7AT5J1ZH8q4yBwbTMnsL8nJu_WuXaO4H9bh8efeAHrXRjyCUOp5cdA0dSfEmo_wIRANAEBPj2dK1dzHyk9H2H-3qTop6D970MUAUqEKXqMf3I', 'width': 4160}]",ChIJeTKv9OetdzIRW52S6JRkbFo,4.3,ChIJeTKv9OetdzIRW52S6JRkbFo,"['lodging', 'point_of_interest', 'establishment']",46,,,https://www.google.com/maps/place/?q=place_id:ChIJeTKv9OetdzIRW52S6JRkbFo
OPERATIONAL,"GX68+6G9, Margapura, Bolano Lambunu, Parigi Moutong Regency, Central Sulawesi 94479, Indonesia","{'location': {'lat': 0.5105413, 'lng': 120.9663612}, 'viewport': {'northeast': {'lat': 0.5119228798927222, 'lng': 120.9676319798927}, 'southwest': {'lat': 0.5092232201072777, 'lng': 120.9649323201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,PENGINAPAN SAHABAT RAYHAN,,ChIJYdG4mDOrdzIRbUk3aCkIuoc,5.0,ChIJYdG4mDOrdzIRbUk3aCkIuoc,"['lodging', 'point_of_interest', 'establishment']",3,,,https://www.google.com/maps/place/?q=place_id:ChIJYdG4mDOrdzIRbUk3aCkIuoc
OPERATIONAL,"GXG5+M59, Kotanagaya, Bolano Lambunu, Parigi Moutong Regency, Central Sulawesi, Indonesia","{'location': {'lat': 0.5266643999999999, 'lng': 120.957975}, 'viewport': {'northeast': {'lat': 0.5280142298927221, 'lng': 120.9593248298927}, 'southwest': {'lat': 0.5253145701072777, 'lng': 120.9566251701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Hotel,,ChIJf0GpyD4BdzIRkIQYHcVa7fY,0.0,ChIJf0GpyD4BdzIRkIQYHcVa7fY,"['lodging', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJf0GpyD4BdzIRkIQYHcVa7fY
OPERATIONAL,"Margapura, Bolano Lambunu, Parigi Moutong Regency, Central Sulawesi 94479, Indonesia","{'location': {'lat': 0.5183036, 'lng': 120.9681691}, 'viewport': {'northeast': {'lat': 0.5196939798927223, 'lng': 120.9695163798927}, 'southwest': {'lat': 0.5169943201072779, 'lng': 120.9668167201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,hotel Kaltim,"[{'height': 1280, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102100129721560772035"">A Google User</a>'], 'photo_reference': 'AUGGfZnsKplYsWeL2f21Naj9SONhb3DaeQOWeBs7e86Q-5BkrcV1kasm1PQYIOyBKAIM1vGQ17cZukHXNafmiHjqzYjFBiW5IOs8nlegbfOqYjeKtVyBrj5DhjENkmLUow6yIULbR_-45R12T7jAg_tJrAW_g9AKnOZgecgW21EUAApNu9FP', 'width': 720}]",ChIJjWSMD6EAdzIRADlLSIBu5yw,3.8,ChIJjWSMD6EAdzIRADlLSIBu5yw,"['lodging', 'point_of_interest', 'establishment']",49,"{'compound_code': 'GX99+87 Margapura, Parigi Moutong Regency, Central Sulawesi, Indonesia', 'global_code': '6QG2GX99+87'}",,https://www.google.com/maps/place/?q=place_id:ChIJjWSMD6EAdzIRADlLSIBu5yw
OPERATIONAL,"CXV3+4W6, Jl. Trans Sulawesi, Bolano, Kec. Bolano Lambunu, Kabupaten Parigi Moutong, Sulawesi Tengah 94479, Indonesia","{'location': {'lat': 0.4427847, 'lng': 120.9547804}, 'viewport': {'northeast': {'lat': 0.4439714298927222, 'lng': 120.9561659798927}, 'southwest': {'lat': 0.4412717701072777, 'lng': 120.9534663201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Rumah Walet Mang Dewi,,ChIJGW1ZocmtdzIRaxBc57JJ0rU,0.0,ChIJGW1ZocmtdzIRaxBc57JJ0rU,"['lodging', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJGW1ZocmtdzIRaxBc57JJ0rU
OPERATIONAL,"FX3P+8PF, Jl. Trans Sulawesi, Lambunu, Kec. Bolano Lambunu, Kabupaten Parigi Moutong, Sulawesi Tengah 94479, Indonesia","{'location': {'lat': 0.4533478999999999, 'lng': 120.986744}, 'viewport': {'northeast': {'lat': 0.4546977298927223, 'lng': 120.9880938298927}, 'southwest': {'lat': 0.4519980701072778, 'lng': 120.9853941701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Rumah makan berkah Lambunu,,ChIJNyyOfQCrdzIReA4R5p_pA6s,0.0,ChIJNyyOfQCrdzIReA4R5p_pA6s,"['restaurant', 'food', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJNyyOfQCrdzIReA4R5p_pA6s
OPERATIONAL,"CXV3+2WR, Jl. Trans Sulawesi, Bolano, Kec. Bolano Lambunu, Kabupaten Parigi Moutong, Sulawesi Tengah 94479, Indonesia","{'location': {'lat': 0.4426512, 'lng': 120.9547547}, 'viewport': {'northeast': {'lat': 0.4438725798927222, 'lng': 120.9561268298928}, 'southwest': {'lat': 0.4411729201072777, 'lng': 120.9534271701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Rumah Pak Arsjad,,ChIJbbU5g1StdzIRndq-aRySGzM,0.0,ChIJbbU5g1StdzIRndq-aRySGzM,"['lodging', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJbbU5g1StdzIRndq-aRySGzM
OPERATIONAL,"GPWM+XFX, Kotaraya, Mepanga, Parigi Moutong Regency, Central Sulawesi 94479, Indonesia","{'location': {'lat': 0.5474882, 'lng': 120.7337422}, 'viewport': {'northeast': {'lat': 0.5490099798927222, 'lng': 120.7349119798927}, 'southwest': {'lat': 0.5463103201072776, 'lng': 120.7322123201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Penginapan Bumi Asri,"[{'height': 4128, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104598680664778913878"">A Google User</a>'], 'photo_reference': 'AUGGfZmib-jg4uJL5J_jh7_O7PPvkuWmv0wBgr6fbASnZ9Q9PGpmQ7DP3WRAk-yTFXlySDXOQq-Q_Zzt9ebOy9wnBiZd15Z5fWjVfuW6QgQZgw93iCO6tME-D8Bhx4RPE-Er8Jtbp-dwvFMPK8mX9_dPe0GS_uap5037fy24502zjzUlEsyY', 'width': 2322}]",ChIJfX44ojX4djIR8H5jDKDTGm0,4.2,ChIJfX44ojX4djIR8H5jDKDTGm0,"['lodging', 'point_of_interest', 'establishment']",41,,,https://www.google.com/maps/place/?q=place_id:ChIJfX44ojX4djIR8H5jDKDTGm0
OPERATIONAL,"FWPM+744, Wanamukti, Parigi, Parigi Moutong Regency, Central Sulawesi, Indonesia","{'location': {'lat': 0.4856311999999999, 'lng': 120.9328208}, 'viewport': {'northeast': {'lat': 0.4869794298927223, 'lng': 120.9341387298927}, 'southwest': {'lat': 0.4842797701072778, 'lng': 120.9314390701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Marsel,,ChIJn3V6M42rdzIRBR4zQtBwcqQ,0.0,ChIJn3V6M42rdzIRBR4zQtBwcqQ,"['lodging', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJn3V6M42rdzIRBR4zQtBwcqQ
CLOSED_PERMANENTLY,"FWFM+27C hotel bintang kejora, Beringin Jaya, Kec. Bolano Lambunu, Kabupaten Parigi Moutong, Sulawesi Tengah 94479, Indonesia","{'location': {'lat': 0.4725676, 'lng': 120.9331377}, 'viewport': {'northeast': {'lat': 0.4740246798927224, 'lng': 120.9344816298927}, 'southwest': {'lat': 0.4713250201072779, 'lng': 120.9317819701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Hotel Bintang Kejora,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110404429095522421732"">A Google User</a>'], 'photo_reference': 'AUGGfZnzcqGcqJneEdZakEIUUwfzlA2Pj3lBy8DiuQcSyjucHKGybaEKVetcW4T7cUYnhPl_plfQ0zfZtz01DrUcpjeRbBq5PID3D3oiCsN0av5SmDRWJCe4TWGC2nbLI5DFqKj72wouslb_wUuIrF08o82IQDUvrvz6KP3ts2eLKlt9YEi9', 'width': 4160}]",ChIJp9SVWA6rdzIR1LTVMKfSNHk,3.7,ChIJp9SVWA6rdzIR1LTVMKfSNHk,"['lodging', 'point_of_interest', 'establishment']",11,,True,https://www.google.com/maps/place/?q=place_id:ChIJp9SVWA6rdzIR1LTVMKfSNHk
