business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,rating,reference,types,user_ratings_total,plus_code,opening_hours,price_level,permanently_closed,url
OPERATIONAL,"XRJ3+9JX, Beting Kuala Kapias, Teluk Nibung, Tanjung Balai City, North Sumatra, Indonesia","{'location': {'lat': 2.9809787, 'lng': 99.8041245}, 'viewport': {'northeast': {'lat': 2.982253579892723, 'lng': 99.80505105}, 'southwest': {'lat': 2.979553920107278, 'lng': 99.80134485}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pulau Lebos,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115799879441019840072"">ckdelta delta</a>'], 'photo_reference': 'AUGGfZkOa2Fp5-0_9wHDPDH51jDbF9oonJMzFlRWskxrzK_Z58zM9mfnou1-mswqQSr_vRamFhMLq28dwG_CjXfY3DxoxptInnCx43HMqd6gmbjqUatFn4ip7GBBQVk2aMFE-9kxCopuFQxnSN1B4XtzJZ_XYHowgx41cmQurWV23M9eFjyk', 'width': 1920}]",ChIJ3S0fIHNTMjAREGEsioR1gtE,0.0,ChIJ3S0fIHNTMjAREGEsioR1gtE,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJ3S0fIHNTMjAREGEsioR1gtE
OPERATIONAL,"Jl. Kereta Api No.lk. 1, Pematang Pasir, Kec. Tlk. Nibung, Kota Tanjung Balai, Sumatera Utara 21352, Indonesia","{'location': {'lat': 2.9979098, 'lng': 99.8078104}, 'viewport': {'northeast': {'lat': 2.999219279892723, 'lng': 99.80918947989272}, 'southwest': {'lat': 2.996519620107278, 'lng': 99.80648982010729}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sambu/gang pinang sebatang,,ChIJ5QKdWwBTMjARqGzOYfN0WvU,1.0,ChIJ5QKdWwBTMjARqGzOYfN0WvU,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,"{'compound_code': 'XRX5+54 Pematang Pasir, Tanjung Balai City, North Sumatra, Indonesia', 'global_code': '6MJXXRX5+54'}",,,,https://www.google.com/maps/place/?q=place_id:ChIJ5QKdWwBTMjARqGzOYfN0WvU
OPERATIONAL,"XRV8+Q9F, Perjuangan, Teluk Nibung, Tanjung Balai City, North Sumatra 21352, Indonesia","{'location': {'lat': 2.9944454, 'lng': 99.8159164}, 'viewport': {'northeast': {'lat': 2.9954786, 'lng': 99.81747677989273}, 'southwest': {'lat': 2.991345799999999, 'lng': 99.81477712010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pulau Pasir Timbul,"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101940438605634055496"">Ismail Amnur</a>'], 'photo_reference': 'AUGGfZme-rXRj06H-z-Na__EXnBkuNg627jAW8_xfyVNI5je3AZ3DYzmtB0Jylg9GdBWJ_IaIkKarwVzUPh6Eoj5GZY-xcaicFIzrqXEdkk4knDPPY2zXxKGWXvIGfnSGnKsg_eQqrCWq2HFAob8No35DSao01rF271tlMoJtCxANoGXex3r', 'width': 4608}]",ChIJtcBbpbJVMjARH9JyX-8k8MY,4.0,ChIJtcBbpbJVMjARH9JyX-8k8MY,"['tourist_attraction', 'point_of_interest', 'establishment']",3.0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJtcBbpbJVMjARH9JyX-8k8MY
OPERATIONAL,"XQVW+RXQ, Kapias Pulau Buaya, Teluk Nibung, Tanjung Balai City, North Sumatra 21352, Indonesia","{'location': {'lat': 2.995087, 'lng': 99.79759999999999}, 'viewport': {'northeast': {'lat': 2.996412829892722, 'lng': 99.79889602989272}, 'southwest': {'lat': 2.993713170107278, 'lng': 99.79619637010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wahyu Riski,"[{'height': 810, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105930599469661441614"">tan allard</a>'], 'photo_reference': 'AUGGfZmtLZbabg7inntn9nUTQxuLkNdxEGb1Yi_ESwo2oXNKw36i5lNBVZ5vLrpiyZvBF7hzVRI6r2ZQHXPbPZvZZUmtIoAce9az7xjf2JKvIDylQKuO2r3UJuiRDTsr88LVFIg4Luepewjz9aRfPscyX0pma6j4D2v5HlRmbiokLqLaG5U', 'width': 810}]",ChIJV3CeDp5TMjAR0RGDhO1Kwgk,0.0,ChIJV3CeDp5TMjAR0RGDhO1Kwgk,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,{},,,https://www.google.com/maps/place/?q=place_id:ChIJV3CeDp5TMjAR0RGDhO1Kwgk
OPERATIONAL,"XQ9W+CVC, Tanjung Balai Kota III, North Tanjungbalai, Tanjung Balai City, North Sumatra 21332, Indonesia","{'location': {'lat': 2.9680119, 'lng': 99.7974979}, 'viewport': {'northeast': {'lat': 2.969389729892722, 'lng': 99.79882002989272}, 'southwest': {'lat': 2.966690070107278, 'lng': 99.79612037010729}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pulau datok,,ChIJ_2SPGu5RMjARtdDGqrFSd7U,4.5,ChIJ_2SPGu5RMjARtdDGqrFSd7U,"['tourist_attraction', 'point_of_interest', 'establishment']",2.0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJ_2SPGu5RMjARtdDGqrFSd7U
OPERATIONAL,"XQ8X+98H, Pantai Burung, South Tanjungbalai, Tanjung Balai City, North Sumatra, Indonesia","{'location': {'lat': 2.9659488, 'lng': 99.79835059999999}, 'viewport': {'northeast': {'lat': 2.967296729892722, 'lng': 99.79970397989271}, 'southwest': {'lat': 2.964597070107277, 'lng': 99.79700432010726}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tangkahan tanjung balai,,ChIJj-k7BC5RMjAR-EZj8HD_0cI,1.0,ChIJj-k7BC5RMjAR-EZj8HD_0cI,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJj-k7BC5RMjAR-EZj8HD_0cI
OPERATIONAL,"XQ9R+MFF, Sirantau, Datuk Bandar, Tanjung Balai City, North Sumatra 21333, Indonesia","{'location': {'lat': 2.9691757, 'lng': 99.7911834}, 'viewport': {'northeast': {'lat': 2.970525529892723, 'lng': 99.79253322989273}, 'southwest': {'lat': 2.967825870107278, 'lng': 99.78983357010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tanjung balai sekitar,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113589250996189263228"">Endang Jaenudin</a>'], 'photo_reference': 'AUGGfZnz2kLUaOT-vlogzURCjpSuLqUFJc-UGNbnS9SgJuMs3X8zCRv_sUvJ0_JCXlaO3cMCxBxsoklEsjcdbvls7GT3gsfnpw5LN0i3fFX2jG2QK7RwlnfK-AlbdwzaP7e7l2gFanpRpVupUq2OisOhYEnm3SW6muDQBeNV-mL5C_-EFxov', 'width': 4160}]",ChIJ0zQyK1pRMjARbVZ1pPFtVCU,0.0,ChIJ0zQyK1pRMjARbVZ1pPFtVCU,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJ0zQyK1pRMjARbVZ1pPFtVCU
OPERATIONAL,"XR95+67V Pantai Amor, Indra Sakti, Tanjungbalai Selatan, Kota Tanjung Balai, Sumatera Utara 21352, Indonesia","{'location': {'lat': 2.9681217, 'lng': 99.8081682}, 'viewport': {'northeast': {'lat': 2.969452679892722, 'lng': 99.80948022989274}, 'southwest': {'lat': 2.966753020107278, 'lng': 99.80678057010729}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Amor Tanjungbalai Beach,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104052844860275978708"">andika andec</a>'], 'photo_reference': 'AUGGfZntI8DuR6CtqPaDVInQYr-RXehfuMX2xfnLz_YAVQwYHoMRjKK10gCIbAGb_vDkcypwEv92Ms7NVKa7iLh0ye2rgnw-Vooaw8Un_swQFyxnhLYWDleT8ZA_jS9rxSJkCYx26JPVz8QuJ0_re0750Q-yo2I4lkMjGHHXm7oaQWhu5Qqp', 'width': 1920}]",ChIJYxASzVVRMjARX3Cwfun-hYI,0.0,ChIJYxASzVVRMjARX3Cwfun-hYI,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJYxASzVVRMjARX3Cwfun-hYI
OPERATIONAL,"Jl. Sipirok No.5, Perwira, Tanjungbalai Selatan, Kota Tanjung Balai, Sumatera Utara, Indonesia","{'location': {'lat': 2.9623993, 'lng': 99.80542589999999}, 'viewport': {'northeast': {'lat': 2.963837879892722, 'lng': 99.80696297989273}, 'southwest': {'lat': 2.961138220107277, 'lng': 99.80426332010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Batu lima,,ChIJd-XRXQBRMjARdwnxx1J4jd4,0.0,ChIJd-XRXQBRMjARdwnxx1J4jd4,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,"{'compound_code': 'XR64+X5 Perwira, Tanjung Balai City, North Sumatra, Indonesia', 'global_code': '6MJXXR64+X5'}",,,,https://www.google.com/maps/place/?q=place_id:ChIJd-XRXQBRMjARdwnxx1J4jd4
OPERATIONAL,"XQ7X+XXW, Pantai Burung, South Tanjungbalai, Tanjung Balai City, North Sumatra 21332, Indonesia","{'location': {'lat': 2.9649895, 'lng': 99.7999404}, 'viewport': {'northeast': {'lat': 2.966421229892722, 'lng': 99.80130287989273}, 'southwest': {'lat': 2.963721570107277, 'lng': 99.79860322010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Burung,,ChIJQ1n0O-tRMjAR4i9E23MW2q4,5.0,ChIJQ1n0O-tRMjAR4i9E23MW2q4,"['tourist_attraction', 'point_of_interest', 'establishment']",3.0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJQ1n0O-tRMjAR4i9E23MW2q4
