business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,rating,reference,types,user_ratings_total,photos,permanently_closed,url
OPERATIONAL,"MJ8C+9WC, Hahare, Kopay, Asmat Regency, Papua 99773, Indonesia","{'location': {'lat': -6.334054399999999, 'lng': 138.6222757}, 'viewport': {'northeast': {'lat': -6.332704570107277, 'lng': 138.6236255298927}, 'southwest': {'lat': -6.33540422989272, 'lng': 138.6209258701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata pemandangan,ChIJ52NKrZ_XMGgRK8mPVGZc7TQ,5.0,ChIJ52NKrZ_XMGgRK8mPVGZc7TQ,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,,,https://www.google.com/maps/place/?q=place_id:ChIJ52NKrZ_XMGgRK8mPVGZc7TQ
OPERATIONAL,"XFXJ+PX8, Waras, Fayit, Asmat Regency, Papua 99782, Indonesia","{'location': {'lat': -6.0007099, 'lng': 138.4824642}, 'viewport': {'northeast': {'lat': -5.999360070107278, 'lng': 138.4838140298927}, 'southwest': {'lat': -6.002059729892722, 'lng': 138.4811143701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Ocenep,ChIJqckX76q7MGgRsiFN-uKPvEE,5.0,ChIJqckX76q7MGgRsiFN-uKPvEE,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,"[{'height': 3464, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107988935456872526545"">Max Pegan</a>'], 'photo_reference': 'AUGGfZmvm2wdZSNc-MKEincN8mWB-YMts0AYle-Tusnbuwfk8LJn29_9AEOCfzxXW2K8MmqxuaDSEcExGfiDRaFpqrzwTtYoPm1PLnPoZqssNb9beeuMarYTk9NPlMd93PpIGC42n_mj-vwJ3imG9-8iggnRdpNyN41OydgXf70LbbJ8giHW', 'width': 4618}]",,https://www.google.com/maps/place/?q=place_id:ChIJqckX76q7MGgRsiFN-uKPvEE
OPERATIONAL,"P2JW+CPQ, Yagatsu, Haju, Mappi Regency, Papua 99881, Indonesia","{'location': {'lat': -6.2680804, 'lng': 139.045765}, 'viewport': {'northeast': {'lat': -6.266730570107278, 'lng': 139.0471148298927}, 'southwest': {'lat': -6.269430229892722, 'lng': 139.0444151701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,DERMAGA SI'MBISA,ChIJncDsTiEXN2gRBIY3F9oKYdk,0.0,ChIJncDsTiEXN2gRBIY3F9oKYdk,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,https://www.google.com/maps/place/?q=place_id:ChIJncDsTiEXN2gRBIY3F9oKYdk
,"Der Koumur, Asmat Regency, Papua, Indonesia","{'location': {'lat': -5.9984344, 'lng': 138.8312335}, 'viewport': {'northeast': {'lat': -5.969631, 'lng': 138.935563}, 'southwest': {'lat': -6.431798, 'lng': 138.69405}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Der Koumur,ChIJaUtxtLY2N2gRWfhU2fVdhCI,,ChIJaUtxtLY2N2gRWfhU2fVdhCI,"['administrative_area_level_3', 'political']",,,,https://www.google.com/maps/place/?q=place_id:ChIJaUtxtLY2N2gRWfhU2fVdhCI
OPERATIONAL,"3567+G2H, Isage, Assue, Mappi Regency, Papua, Indonesia","{'location': {'lat': -5.9386763, 'lng': 139.1625989}, 'viewport': {'northeast': {'lat': -5.937326470107277, 'lng': 139.1639487298928}, 'southwest': {'lat': -5.940026129892721, 'lng': 139.1612490701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Muara Emogon,ChIJjV7taQBjN2gRwzVjdOR9TaI,0.0,ChIJjV7taQBjN2gRwzVjdOR9TaI,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,https://www.google.com/maps/place/?q=place_id:ChIJjV7taQBjN2gRwzVjdOR9TaI
OPERATIONAL,"M753+PQ, Kerke, Haju, Mappi Regency, Papua, Indonesia","{'location': {'lat': -6.3407326, 'lng': 139.2544639}, 'viewport': {'northeast': {'lat': -6.339382770107278, 'lng': 139.2558137298927}, 'southwest': {'lat': -6.342082429892722, 'lng': 139.2531140701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kampung kerke,ChIJWXKgZZAFN2gRUiCkZqcqoGo,0.0,ChIJWXKgZZAFN2gRUiCkZqcqoGo,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,"[{'height': 2128, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103401925092409664988"">A Google User</a>'], 'photo_reference': 'AUGGfZm_nWx4nFXYgq1Fb77Bm_EheW3YdqfdqMYkqQSdCvh-ZyI8iM6dgJj0KFPgzoBJAunOQpNj8B5pM0C8yioACVQeThswwUsTnKr1nWAPlfgPWuK3E5IrjdKUI-tQIgvOw-1S6RScpUhtaKPeTI7Wsmgqt247ConwCt9pEQyDq8PnEAYQ', 'width': 4608}]",,https://www.google.com/maps/place/?q=place_id:ChIJWXKgZZAFN2gRUiCkZqcqoGo
,"Amaru, Der Koumur, Asmat Regency, Papua, Indonesia","{'location': {'lat': -6.2854045, 'lng': 138.7794089}, 'viewport': {'northeast': {'lat': -6.244784999999999, 'lng': 138.8908541}, 'southwest': {'lat': -6.321177, 'lng': 138.69405}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Amaru,ChIJQTZ4heYtN2gR9VhYV0Njzag,,ChIJQTZ4heYtN2gR9VhYV0Njzag,"['administrative_area_level_4', 'political']",,,,https://www.google.com/maps/place/?q=place_id:ChIJQTZ4heYtN2gR9VhYV0Njzag
CLOSED_TEMPORARILY,"MCGJ+GJV, Primapun, Safan, Kabupaten Asmat, Papua, Indonesia","{'location': {'lat': -6.3236368, 'lng': 138.4315421}, 'viewport': {'northeast': {'lat': -6.322286970107278, 'lng': 138.4328919298927}, 'southwest': {'lat': -6.324986629892722, 'lng': 138.4301922701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai primapun,ChIJ7WadvGbfMGgR1GetRiqxiJk,5.0,ChIJ7WadvGbfMGgR1GetRiqxiJk,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103016794311780445309"">A Google User</a>'], 'photo_reference': 'AUGGfZlOxcVvFkOd_-QoMeVMA6fvPqzi8YOeyvHm4EOFGO7IPc61R9HWR9xhEMkZ1SS-cprppBR0oOtasHu4L0JcsTreSH51cReCMERL1x58yx4xoV23jeQIZBgD8tL0MXdE7jNAQbNIOHPWlWx1PJ7opKcpQ0K4F3fj5QGHdKwupIFo4mwZ', 'width': 4608}]",True,https://www.google.com/maps/place/?q=place_id:ChIJ7WadvGbfMGgR1GetRiqxiJk
CLOSED_TEMPORARILY,"4FM3+795, Ambisu, Atsy, Asmat Regency, Papua, Indonesia","{'location': {'lat': -5.8668568, 'lng': 138.4534967}, 'viewport': {'northeast': {'lat': -5.865506970107278, 'lng': 138.4548465298927}, 'southwest': {'lat': -5.868206629892722, 'lng': 138.4521468701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Distrik Atsy,ChIJfeW1QuuhMGgRy_W4L2yBbFw,0.0,ChIJfeW1QuuhMGgRy_W4L2yBbFw,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,"[{'height': 2460, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106657962709268362504"">Fathia Pradika</a>'], 'photo_reference': 'AUGGfZk8xh2j15MeGhaknIhGRlcscDxz0nHQzOBytsDzakVAhJPn9pXsPksB4joJuRppS612nBtbaqkNOMCKH1rqZPXeyWylEXJ-puQoFh2zTx66W7ebJAJn_aPrp2OUx1brNYK7mnWD-97iqQg0gKJpmdGALywq9wFaG68kPzKwQTsFB694', 'width': 3280}]",True,https://www.google.com/maps/place/?q=place_id:ChIJfeW1QuuhMGgRy_W4L2yBbFw
CLOSED_TEMPORARILY,"H7XJ+GG, Mairu, Obaa, Mappi Regency, Papua, Indonesia","{'location': {'lat': -6.4011875, 'lng': 139.2813125}, 'viewport': {'northeast': {'lat': -6.399837670107278, 'lng': 139.2826623298927}, 'southwest': {'lat': -6.402537329892722, 'lng': 139.2799626701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kampung kirimogon,ChIJxagS2uEDN2gR7ga2eN9dcIM,0.0,ChIJxagS2uEDN2gR7ga2eN9dcIM,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,True,https://www.google.com/maps/place/?q=place_id:ChIJxagS2uEDN2gR7ga2eN9dcIM
