business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,opening_hours,place_id,rating,reference,types,user_ratings_total,photos,url
OPERATIONAL,"897J+R66, Teluk Betung, Pulau Rimau, Banyuasin Regency, South Sumatra 30958, Indonesia","{'location': {'lat': -2.6854764, 'lng': 104.3805176}, 'viewport': {'northeast': {'lat': -2.684090220107278, 'lng': 104.3818931798927}, 'southwest': {'lat': -2.686789879892722, 'lng': 104.3791935201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Andi Purnomo,{'open_now': True},ChIJy0WTmn0jOy4R5yrmn3-Zppg,0.0,ChIJy0WTmn0jOy4R5yrmn3-Zppg,"['lodging', 'point_of_interest', 'establishment']",0,,https://www.google.com/maps/place/?q=place_id:ChIJy0WTmn0jOy4R5yrmn3-Zppg
OPERATIONAL,"FGWH+W3G, Kelapa Dua, Pulau Rimau, Banyuasin Regency, South Sumatra 30959, Indonesia","{'location': {'lat': -2.5027518, 'lng': 104.5283136}, 'viewport': {'northeast': {'lat': -2.501400820107277, 'lng': 104.5296505798927}, 'southwest': {'lat': -2.504100479892722, 'lng': 104.5269509201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Rumah,,ChIJYXNEDPExOy4RqYQuvlAjPJY,3.3,ChIJYXNEDPExOy4RqYQuvlAjPJY,"['lodging', 'point_of_interest', 'establishment']",4,,https://www.google.com/maps/place/?q=place_id:ChIJYXNEDPExOy4RqYQuvlAjPJY
OPERATIONAL,"9F5Q+JHH, Budi Asih, Kec. Pulau Rimau, Kab. Banyuasin, Sumatera Selatan 30959, Indonesia","{'location': {'lat': -2.6411439, 'lng': 104.4892464}, 'viewport': {'northeast': {'lat': -2.639570670107278, 'lng': 104.4903895298927}, 'southwest': {'lat': -2.642270329892723, 'lng': 104.4876898701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Area51,,ChIJ9UGVRgA9Oy4RyZzFesOMNAk,0.0,ChIJ9UGVRgA9Oy4RyZzFesOMNAk,"['lodging', 'point_of_interest', 'establishment']",0,,https://www.google.com/maps/place/?q=place_id:ChIJ9UGVRgA9Oy4RyZzFesOMNAk
OPERATIONAL,"HGC4+P83, Penuguan, Pulau Rimau, Banyuasin Regency, South Sumatra 30959, Indonesia","{'location': {'lat': -2.4284346, 'lng': 104.5052764}, 'viewport': {'northeast': {'lat': -2.426884020107278, 'lng': 104.5068778298927}, 'southwest': {'lat': -2.429583679892723, 'lng': 104.5041781701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Gun cs,,ChIJBeKbTtMzOy4RVLP5kRsu2uc,0.0,ChIJBeKbTtMzOy4RVLP5kRsu2uc,"['lodging', 'point_of_interest', 'establishment']",0,,https://www.google.com/maps/place/?q=place_id:ChIJBeKbTtMzOy4RVLP5kRsu2uc
OPERATIONAL,"896G+VW, Teluk Betung, Pulau Rimau, Banyuasin Regency, South Sumatra, Indonesia","{'location': {'lat': -2.6878738, 'lng': 104.3773237}, 'viewport': {'northeast': {'lat': -2.686563870107278, 'lng': 104.3786441798927}, 'southwest': {'lat': -2.689263529892723, 'lng': 104.3759445201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,M saikhul amri,,ChIJb-cCAQAhOy4RP5P5z-FQ1SQ,0.0,ChIJb-cCAQAhOy4RP5P5z-FQ1SQ,"['lodging', 'point_of_interest', 'establishment']",0,,https://www.google.com/maps/place/?q=place_id:ChIJb-cCAQAhOy4RP5P5z-FQ1SQ
OPERATIONAL,"FGWG+GXC, Kelapa Dua, Pulau Rimau, Banyuasin Regency, South Sumatra 30959, Indonesia","{'location': {'lat': -2.5049492, 'lng': 104.5272707}, 'viewport': {'northeast': {'lat': -2.503574720107277, 'lng': 104.5286587798927}, 'southwest': {'lat': -2.506274379892722, 'lng': 104.5259591201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Rumah Bpk Darman,,ChIJOzwlnX0xOy4RNsqA7mqOyF0,0.0,ChIJOzwlnX0xOy4RNsqA7mqOyF0,"['lodging', 'point_of_interest', 'establishment']",0,,https://www.google.com/maps/place/?q=place_id:ChIJOzwlnX0xOy4RNsqA7mqOyF0
OPERATIONAL,"68WM+MP3, Jl. Trans Pulau Rimau, Lubuk Lancang, Kec. Suak Tapeh, Kab. Banyuasin, Sumatera Selatan 30958, Indonesia","{'location': {'lat': -2.7533521, 'lng': 104.3342919}, 'viewport': {'northeast': {'lat': -2.751976970107278, 'lng': 104.3357141298927}, 'southwest': {'lat': -2.754676629892722, 'lng': 104.3330144701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,WILZU ANUGRAHI,,ChIJGRVyfNsfOy4Rb1Ps7zMRl9E,0.0,ChIJGRVyfNsfOy4Rb1Ps7zMRl9E,"['lodging', 'point_of_interest', 'establishment']",0,,https://www.google.com/maps/place/?q=place_id:ChIJGRVyfNsfOy4Rb1Ps7zMRl9E
OPERATIONAL,"68WM+XPH, Jl. Trans Pulau Rimau, Lubuk Lancang, Kec. Suak Tapeh, Kab. Banyuasin, Sumatera Selatan 30958, Indonesia","{'location': {'lat': -2.7525508, 'lng': 104.3343588}, 'viewport': {'northeast': {'lat': -2.751210720107277, 'lng': 104.3356857798927}, 'southwest': {'lat': -2.753910379892722, 'lng': 104.3329861201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Gofood hoke,,ChIJ5zXf7DYfOy4ReHqjHrEXBik,0.0,ChIJ5zXf7DYfOy4ReHqjHrEXBik,"['lodging', 'point_of_interest', 'establishment']",0,,https://www.google.com/maps/place/?q=place_id:ChIJ5zXf7DYfOy4ReHqjHrEXBik
OPERATIONAL,"7962+X5X, Meranti, Suak Tapeh, Banyuasin Regency, South Sumatra 30958, Indonesia","{'location': {'lat': -2.737504, 'lng': 104.3504848}, 'viewport': {'northeast': {'lat': -2.736130870107277, 'lng': 104.3518347298927}, 'southwest': {'lat': -2.738830529892722, 'lng': 104.3491350701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Pondok batu,,ChIJf11KUwAfOy4RV6oyWvK71Y4,0.0,ChIJf11KUwAfOy4RV6oyWvK71Y4,"['lodging', 'point_of_interest', 'establishment']",0,,https://www.google.com/maps/place/?q=place_id:ChIJf11KUwAfOy4RV6oyWvK71Y4
OPERATIONAL,"9C3G+X4, Kuala Puntian, Tanjung Lago, Banyuasin Regency, South Sumatra, Indonesia","{'location': {'lat': -2.6450625, 'lng': 104.4253125}, 'viewport': {'northeast': {'lat': -2.643670420107278, 'lng': 104.4266263798927}, 'southwest': {'lat': -2.646370079892723, 'lng': 104.4239267201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Rumah Haikal,,ChIJNQh-Y6EjOy4RLKJdMZowqa4,5.0,ChIJNQh-Y6EjOy4RLKJdMZowqa4,"['lodging', 'point_of_interest', 'establishment']",2,"[{'height': 2250, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110841916182769256087"">giarto onoopo</a>'], 'photo_reference': 'AUGGfZl2HSJ3FWQrTIdSE68CGFayWTsvNdJUhAAK2k2m14VKV_J1-fDuisFzZzCW4zMsb1avnyTWq8iuz4_NfeIuZjszVnkYvn_KhCU4hh_lAtHyXMM6qZfOwrPGtaZb6XFolCl-oxGwkVxRzXojc-B6F_QSsCAUpvNMnzFJ14hmU4zJ_Awq', 'width': 4000}]",https://www.google.com/maps/place/?q=place_id:ChIJNQh-Y6EjOy4RLKJdMZowqa4
