business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,plus_code,rating,reference,types,user_ratings_total,permanently_closed,opening_hours,url
OPERATIONAL,"Jalan Raya Sukajadi No.KM.13, RW.No.1, Sukamoro, Kec. Talang Klp., Kab. Banyuasin, Sumatera Selatan 30961, Indonesia","{'location': {'lat': -2.9141379, 'lng': 104.6779545}, 'viewport': {'northeast': {'lat': -2.912812020107277, 'lng': 104.6793127298927}, 'southwest': {'lat': -2.915511679892722, 'lng': 104.6766130701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Hotel Twin Star,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105906129280244920655"">Fike Ricardo</a>'], 'photo_reference': 'AUGGfZm-FB18OC4PlzG5AXFpXgs71KJj6do_qRBF3Wqt4QB9xXW_FHSlTuW1dEv05ii8wuY0WffZbxAIShVFATSUViGrdTo1QAZB6SXyMdQ420YiDPgCbeJdXVyV-9niDTEytU_itOSvKP6rwi89rBCu1EB-jrEC_l6A1lrWp7jYFhD4zjNh', 'width': 1920}]",ChIJaXbKxF1zOy4RGAdQ4M1CUmY,"{'compound_code': '3MPH+85 Sukamoro, Banyuasin Regency, South Sumatra, Indonesia', 'global_code': '6P963MPH+85'}",3.9,ChIJaXbKxF1zOy4RGAdQ4M1CUmY,"['lodging', 'point_of_interest', 'establishment']",251,,,https://www.google.com/maps/place/?q=place_id:ChIJaXbKxF1zOy4RGAdQ4M1CUmY
OPERATIONAL,"Jl. Gubernur H. Asnawi Mangku Alam No.168-169, Kebun Bunga, Kec. Sukarami, Kota Palembang, Sumatera Selatan 30961, Indonesia","{'location': {'lat': -2.9001038, 'lng': 104.7197674}, 'viewport': {'northeast': {'lat': -2.898798170107277, 'lng': 104.7211195298927}, 'southwest': {'lat': -2.901497829892722, 'lng': 104.7184198701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Hotel Santika Premiere Bandara - Palembang,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101515079475226930492"">A Google User</a>'], 'photo_reference': 'AUGGfZmUQkzmO2ytX0VdSseiDAHtPaFGCynb6t4hJTu-pireo08-H3UG-yRrs9nhDnwIOodporACN0LXKsmh71MKOBXu7Xsbp-1ZqhQU2Vy-e3RsLgk1qaI7xPzcMGfW-_JLe4R0W22kg6DR7xv16dg6VvDf5JP12TLc4Y4MP5-f29njgWS9', 'width': 4000}]",ChIJt-vcfL1zOy4R344nafebq2U,"{'compound_code': '3PX9+XW Kebun Bunga, Palembang City, South Sumatra, Indonesia', 'global_code': '6P963PX9+XW'}",4.7,ChIJt-vcfL1zOy4R344nafebq2U,"['lodging', 'point_of_interest', 'establishment']",5196,,,https://www.google.com/maps/place/?q=place_id:ChIJt-vcfL1zOy4R344nafebq2U
CLOSED_PERMANENTLY,"Lorong Juro No.133, Talang Buluh, Kec. Talang Klp., Kab. Banyuasin, Sumatera Selatan 30961, Indonesia","{'location': {'lat': -2.9016063, 'lng': 104.7595963}, 'viewport': {'northeast': {'lat': -2.900318070107278, 'lng': 104.7608605798927}, 'southwest': {'lat': -2.903017729892722, 'lng': 104.7581609201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Lotus Villa Palembang,"[{'height': 1365, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100270882842518907853"">A Google User</a>'], 'photo_reference': 'AUGGfZmpfFxFJjb_JIiVX27im7d0gtkly7HMKfezLMXWPXcyTtVe4NycBE_dqcvXmF4XaASjnPqYC-SAXbTanNgooAOXqgaY26zWHdyguaSDjM_6MGlXcyxL6UoiPewHkALmo2nlJWVt_W4aFoRVCK0rkOBL92jeaKDs9ejpIF8G-uRDdLm0', 'width': 2048}]",ChIJG9Q4SFxxOy4RC4HbMh4IKvg,"{'compound_code': '3QX5+9R Talang Buluh, Banyuasin Regency, South Sumatra, Indonesia', 'global_code': '6P963QX5+9R'}",4.2,ChIJG9Q4SFxxOy4RC4HbMh4IKvg,"['lodging', 'point_of_interest', 'establishment']",83,True,,https://www.google.com/maps/place/?q=place_id:ChIJG9Q4SFxxOy4RC4HbMh4IKvg
OPERATIONAL,"Jl. Sultan Mahmud Badaruddin II, Sukodadi, Kec. Sukarami, Kota Palembang, Sumatera Selatan 30961, Indonesia","{'location': {'lat': -2.9151566, 'lng': 104.6992839}, 'viewport': {'northeast': {'lat': -2.913816170107278, 'lng': 104.7006310798927}, 'southwest': {'lat': -2.916515829892722, 'lng': 104.6979314201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Hotel Rid's,"[{'height': 720, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100398021335082726890"">A Google User</a>'], 'photo_reference': 'AUGGfZnZnZO7byWPIeIPc9hS8ZQYrY8-rIf8qOq_Nuq5AJ7k5VJ81PI8KWRmKz5XDXYsyiDZoBvhaGHbHQRHl8whnOHophbJ4gMIswolB37QLOjqRrbv6iWNzWe_4siqbb1X5_K2ZxfrlhLzi6k_-YqT54FLWz5MiqjiAxQ1f_TBGh0Gyg9H', 'width': 1280}]",ChIJnZsKM0BzOy4RkERgjXdIVxY,"{'compound_code': '3MMX+WP Sukodadi, Palembang City, South Sumatra, Indonesia', 'global_code': '6P963MMX+WP'}",4.6,ChIJnZsKM0BzOy4RkERgjXdIVxY,"['lodging', 'point_of_interest', 'establishment']",539,,,https://www.google.com/maps/place/?q=place_id:ChIJnZsKM0BzOy4RkERgjXdIVxY
OPERATIONAL,"Sukodadi, Sukarami, Palembang City, South Sumatra, Indonesia","{'location': {'lat': -2.9082487, 'lng': 104.6989297}, 'viewport': {'northeast': {'lat': -2.906894720107278, 'lng': 104.7003306298927}, 'southwest': {'lat': -2.909594379892722, 'lng': 104.6976309701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Hotel Alpha Bandara,"[{'height': 2296, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115780961764853988087"">Al</a>'], 'photo_reference': 'AUGGfZn9FPiovLEhYix-7FgcK6SDE5KfRHF8K-z_4X0UTqXfxUvMhrFP_IqtBaMN_zYPPtNAUROIgIftWfAGVba-a4uMmlwIoOg6hJl2MQIPGWjTvxuwKvnc3_ocHcUWwJJ4x9OyUFwqXU8lygrQQWHAwFylECco_0zn8YwnheST2QG7c_xV', 'width': 4080}]",ChIJA_GTt3BzOy4RCQO7vJpZer4,"{'compound_code': '3MRX+MH Sukodadi, Palembang City, South Sumatra, Indonesia', 'global_code': '6P963MRX+MH'}",5.0,ChIJA_GTt3BzOy4RCQO7vJpZer4,"['lodging', 'point_of_interest', 'establishment']",9,,,https://www.google.com/maps/place/?q=place_id:ChIJA_GTt3BzOy4RCQO7vJpZer4
OPERATIONAL,"Jl. Adi Sucipto, Sukodadi, Kec. Sukarami, Kota Palembang, Sumatera Selatan 30961, Indonesia","{'location': {'lat': -2.908646, 'lng': 104.69922}, 'viewport': {'northeast': {'lat': -2.907301420107278, 'lng': 104.7005125298927}, 'southwest': {'lat': -2.910001079892722, 'lng': 104.6978128701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Super Collection O 3431 Hotel Alpha Bandara,"[{'height': 427, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108749781385169356920"">A Google User</a>'], 'photo_reference': 'AUGGfZlTozdLLSJV3ejUqPOuLjX5e_Q0pUvVxNov47IZE7ljQIOiMG0zEFTxlmddgtTd9jRztwvyTyvfonr8A0IrMNDUAlBuRRRc3kr1RcMINa8vfqgiKUkuq40iCMjDxUt5L2W-E-YXCq9fknHxOnh0IHNjVw7lItgBSO02U0NVyHBH-vrT', 'width': 640}]",ChIJZZWeWAlzOy4RFNmRY7e_0g8,"{'compound_code': '3MRX+GM Sukodadi, Palembang City, South Sumatra, Indonesia', 'global_code': '6P963MRX+GM'}",4.3,ChIJZZWeWAlzOy4RFNmRY7e_0g8,"['lodging', 'point_of_interest', 'establishment']",197,,,https://www.google.com/maps/place/?q=place_id:ChIJZZWeWAlzOy4RFNmRY7e_0g8
OPERATIONAL,"Lorong Rambutan No.2605, RT.45/RW.10, Kebun Bunga, Kec. Sukarami, Kota Palembang, Sumatera Selatan 30151, Indonesia","{'location': {'lat': -2.9168771, 'lng': 104.7140283}, 'viewport': {'northeast': {'lat': -2.915544620107278, 'lng': 104.7153537798927}, 'southwest': {'lat': -2.918244279892722, 'lng': 104.7126541201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Desilva Bandara Hotel,"[{'height': 960, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109658102968635462725"">A Google User</a>'], 'photo_reference': 'AUGGfZl18vMzhXqfY5vKmmW_0aOf2hjHOB2AJvJFTB2v8j1pzvfIF2q5Frr7WVgbqSGbqhUe6AOJkmJlV7tiAf_3XDW-zYHt81ahgUByUt2ZiX-0EZ5nJ3aHkrHR6EeVSQF8eKYDP2qKxzWoNduwuFu9CKswozmrFFzFC27RdgQLQRjYt6jo', 'width': 1280}]",ChIJHTYZt45zOy4RZueQOR-Teao,"{'compound_code': '3PM7+6J Kebun Bunga, Palembang City, South Sumatra, Indonesia', 'global_code': '6P963PM7+6J'}",4.4,ChIJHTYZt45zOy4RZueQOR-Teao,"['lodging', 'point_of_interest', 'establishment']",322,,{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJHTYZt45zOy4RZueQOR-Teao
OPERATIONAL,"01, Jl. Kolonel H. Barlian No.KM, Kebun Bunga, Sukarami, Palembang City, South Sumatra 30961, Indonesia","{'location': {'lat': -2.9258017, 'lng': 104.714487}, 'viewport': {'northeast': {'lat': -2.924447920107277, 'lng': 104.7158400798927}, 'southwest': {'lat': -2.927147579892722, 'lng': 104.7131404201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Hotel Barlian,"[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109988144611917310446"">A Google User</a>'], 'photo_reference': 'AUGGfZm4HtqXDFBpKYAFcUc8l1QRdHi5FYf4qSaXuaeyx3XVeqZ7-Qn_3W2Ei1pUByhe7kXo38QlNTtFIjlnq1waR4ybdfcP7ClStrAwPfUq0xi7bfajnJTPT01732FtjJ6WBqYEhvsJlwQAJY0_K3lxgqNdT91FHcilOBwzc87plimZTcEm', 'width': 2880}]",ChIJxfHnhTN0Oy4R6FQYTS-ozBw,"{'compound_code': '3PF7+MQ Kebun Bunga, Palembang City, South Sumatra, Indonesia', 'global_code': '6P963PF7+MQ'}",3.7,ChIJxfHnhTN0Oy4R6FQYTS-ozBw,"['lodging', 'point_of_interest', 'establishment']",475,,,https://www.google.com/maps/place/?q=place_id:ChIJxfHnhTN0Oy4R6FQYTS-ozBw
OPERATIONAL,"Kebun Bunga, Sukarami, Palembang City, South Sumatra 30961, Indonesia","{'location': {'lat': -2.9079198, 'lng': 104.7151482}, 'viewport': {'northeast': {'lat': -2.906559320107278, 'lng': 104.7165001798927}, 'southwest': {'lat': -2.909258979892722, 'lng': 104.7138005201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Rumah ayin homestay,"[{'height': 2160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108222961329124988088"">A Google User</a>'], 'photo_reference': 'AUGGfZmLkjg5uzIluUpK8nCRz6el14d_s_CIYdCuMlWxUlAg1qh20CLnnfpiB6aogncfB5NuiHJMQpOw4OF-RTmRjHbBi7EjvlbYNXCZsU2ZqwLwrCORvNciFpUVzifvv8gQIG0zanAqgy_62jtiUben4eRCjw-K2Y6flv_PKl5OiImDJppP', 'width': 2880}]",ChIJA_zDlG9zOy4RMNNzWVCjFMk,"{'compound_code': '3PR8+R3 Kebun Bunga, Palembang City, South Sumatra, Indonesia', 'global_code': '6P963PR8+R3'}",4.9,ChIJA_zDlG9zOy4RMNNzWVCjFMk,"['lodging', 'point_of_interest', 'establishment']",61,,{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJA_zDlG9zOy4RMNNzWVCjFMk
OPERATIONAL,"Jl. H.M. Noerdin Pandji, Sukajaya, Kec. Sukarami, Kota Palembang, Sumatera Selatan 30961, Indonesia","{'location': {'lat': -2.9106774, 'lng': 104.7414291}, 'viewport': {'northeast': {'lat': -2.909304570107277, 'lng': 104.7428028298927}, 'southwest': {'lat': -2.912004229892722, 'lng': 104.7401031701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Max To U Palembang,"[{'height': 600, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110550862854392362435"">A Google User</a>'], 'photo_reference': 'AUGGfZk47ZaCE3J9tzqE3ONuFdPuGUs8tmoAK50116t2NRl_82g-Xld_h7D0XQCNDWnu2HWjwRffN4r69nI2Z4PJtHgcQ9Q3OZ35-tN-_zJmAro4pKaIhBz97LLuUWuuzOMMvf1pMslw9neLt2kMCd1valV7BCnDRnMQAfdGlUL2Ec9l_0-K', 'width': 900}]",ChIJE0uXh6xzOy4RtZHuJ2uRXgI,"{'compound_code': '3PQR+PH Sukajaya, Palembang City, South Sumatra, Indonesia', 'global_code': '6P963PQR+PH'}",3.7,ChIJE0uXh6xzOy4RtZHuJ2uRXgI,"['lodging', 'point_of_interest', 'establishment']",115,,,https://www.google.com/maps/place/?q=place_id:ChIJE0uXh6xzOy4RtZHuJ2uRXgI
