business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,rating,reference,types,user_ratings_total,photos,opening_hours,url
OPERATIONAL,"G5J8+727, Desa Margorukun, Tirto Harjo, Muara Sugihan, Banyuasin Regency, South Sumatra 30975, Indonesia","{'location': {'lat': -2.4693353, 'lng': 105.1650352}, 'viewport': {'northeast': {'lat': -2.468018270107278, 'lng': 105.1664762798927}, 'southwest': {'lat': -2.470717929892722, 'lng': 105.1637766201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Mas res Kaͥriͣnͫa,ChIJq-bFjhqvPC4RjDMVusQKyW0,0,ChIJq-bFjhqvPC4RjDMVusQKyW0,"['lodging', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJq-bFjhqvPC4RjDMVusQKyW0
OPERATIONAL,"G5J7+3XR, Tirto Harjo, Muara Sugihan, Banyuasin Regency, South Sumatra 30975, Indonesia","{'location': {'lat': -2.4697514, 'lng': 105.1649019}, 'viewport': {'northeast': {'lat': -2.468431470107278, 'lng': 105.1663362798927}, 'southwest': {'lat': -2.471131129892723, 'lng': 105.1636366201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Rama,ChIJLVbfjumvPC4RfxQN_Ra4al8,0,ChIJLVbfjumvPC4RfxQN_Ra4al8,"['lodging', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJLVbfjumvPC4RfxQN_Ra4al8
OPERATIONAL,"G448+Q8C, Marga Rukun, Muara Sugihan, Banyuasin Regency, South Sumatra, Indonesia","{'location': {'lat': -2.493090500000001, 'lng': 105.1158055}, 'viewport': {'northeast': {'lat': -2.491757020107278, 'lng': 105.1172322298927}, 'southwest': {'lat': -2.494456679892722, 'lng': 105.1145325701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Rumah Heri,ChIJ93wTLwCpPC4RpOd2TfXzXe0,0,ChIJ93wTLwCpPC4RpOd2TfXzXe0,"['lodging', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJ93wTLwCpPC4RpOd2TfXzXe0
OPERATIONAL,"G4GC+795, Marga Rukun, Muara Sugihan, Banyuasin Regency, South Sumatra, Indonesia","{'location': {'lat': -2.4741732, 'lng': 105.1205341}, 'viewport': {'northeast': {'lat': -2.472857620107277, 'lng': 105.1220259798927}, 'southwest': {'lat': -2.475557279892722, 'lng': 105.1193263201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Rumah Nenek,ChIJTbzzJwCpPC4RmO6wjf3veeg,0,ChIJTbzzJwCpPC4RmO6wjf3veeg,"['lodging', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJTbzzJwCpPC4RmO6wjf3veeg
OPERATIONAL,"C5G5+M4R, Sugih Waras, Muara Sugihan, Banyuasin Regency, South Sumatra 30975, Indonesia","{'location': {'lat': -2.5732622, 'lng': 105.1577552}, 'viewport': {'northeast': {'lat': -2.571762670107278, 'lng': 105.1585634298927}, 'southwest': {'lat': -2.574462329892723, 'lng': 105.1558637701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Rumah minotour,ChIJJ6lGDwClPC4R999iah2f_JU,0,ChIJJ6lGDwClPC4R999iah2f_JU,"['lodging', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJJ6lGDwClPC4R999iah2f_JU
OPERATIONAL,"G588+4P4, Tirto Harjo, Muara Sugihan, Banyuasin Regency, South Sumatra, Indonesia","{'location': {'lat': -2.4847377, 'lng': 105.1668326}, 'viewport': {'northeast': {'lat': -2.483387870107277, 'lng': 105.1681824298927}, 'southwest': {'lat': -2.486087529892722, 'lng': 105.1654827701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Angga adi Pratama,ChIJa5ivbrGvPC4R_NpPYuAJ48E,0,ChIJa5ivbrGvPC4R_NpPYuAJ48E,"['lodging', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJa5ivbrGvPC4R_NpPYuAJ48E
OPERATIONAL,"G5G7+36M, Tirto Harjo, Muara Sugihan, Banyuasin Regency, South Sumatra, Indonesia","{'location': {'lat': -2.4747804, 'lng': 105.1630502}, 'viewport': {'northeast': {'lat': -2.473485170107278, 'lng': 105.1645639798927}, 'southwest': {'lat': -2.476184829892722, 'lng': 105.1618643201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Rumah pak paiman,ChIJQZzETACvPC4RhoRGa7jyJTc,0,ChIJQZzETACvPC4RhoRGa7jyJTc,"['lodging', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJQZzETACvPC4RhoRGa7jyJTc
OPERATIONAL,"C55F+HMH, Marga Sugihan, Muara Padang, Banyuasin Regency, South Sumatra 30975, Indonesia","{'location': {'lat': -2.5910672, 'lng': 105.1742416}, 'viewport': {'northeast': {'lat': -2.589738570107277, 'lng': 105.1756712798927}, 'southwest': {'lat': -2.592438229892722, 'lng': 105.1729716201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Azam,ChIJ8_ES3OelPC4RAB8i0zVUS3s,5,ChIJ8_ES3OelPC4RAB8i0zVUS3s,"['lodging', 'point_of_interest', 'establishment']",1,"[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114736007341970884365"">A Google User</a>'], 'photo_reference': 'AUGGfZnQ7hKfPwnIbaQK7E-1WAHh6z1Nxx-wd2V2x_H6UvPXVIZL6e9tdpqy0f-ZmEcZscwbLi51w-KEOB9FwTYAQ3Hs6BHtnEYMVhvEBzEEWhAaN1E-RuLTKNMWKQuXgIUWuFEPUEpg-h0MPlJjVGjCU6ba1BM7CHKI1lvZgnfDD9KIUveE', 'width': 3264}]",,https://www.google.com/maps/place/?q=place_id:ChIJ8_ES3OelPC4RAB8i0zVUS3s
OPERATIONAL,"G9PQ+RM5, Tirta Mulya, Air Sugihan, Ogan Komering Ilir Regency, South Sumatra 30962, Indonesia","{'location': {'lat': -2.4629912, 'lng': 105.3892372}, 'viewport': {'northeast': {'lat': -2.4599063, 'lng': 105.39473695}, 'southwest': {'lat': -2.4640195, 'lng': 105.38740395}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Kuswatun Dan Lihun,ChIJk-H0RhS3PC4Rebt_z5Stxwc,0,ChIJk-H0RhS3PC4Rebt_z5Stxwc,"['lodging', 'point_of_interest', 'establishment']",0,,{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJk-H0RhS3PC4Rebt_z5Stxwc
OPERATIONAL,"C64H+G6, Pangkalan Damai, Air Sugihan, Ogan Komering Ilir Regency, South Sumatra, Indonesia","{'location': {'lat': -2.5936597, 'lng': 105.2280335}, 'viewport': {'northeast': {'lat': -2.592409920107278, 'lng': 105.2294512298927}, 'southwest': {'lat': -2.595109579892722, 'lng': 105.2267515701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Praja Azki Rahardian,ChIJN-mwOIO7PC4Rckoeyzzj_mM,0,ChIJN-mwOIO7PC4Rckoeyzzj_mM,"['lodging', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJN-mwOIO7PC4Rckoeyzzj_mM
