formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,reference,types,business_status,opening_hours,rating,user_ratings_total,plus_code,permanently_closed,url
"Abung Timur, North Lampung Regency, Lampung, Indonesia","{'location': {'lat': -4.753976499999999, 'lng': 104.9347682}, 'viewport': {'northeast': {'lat': -4.662084999999999, 'lng': 105.060324}, 'southwest': {'lat': -4.8231401, 'lng': 104.892602}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Abung Timur,"[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110682243569710699752"">A Google User</a>'], 'photo_reference': 'AUGGfZndWuxSQUs9sTZPxI_hC4dElJzzKwjKnFK5_WHHDksCJ5hDcp2e5tr8KC7lrVGw_lE6g-4kLB26kJmoJw820pHgrdwUptBdSg3SW-yOsPiQrCFUfWwdeGWbs1IjWICUWxQdKTfegRDN6VDMamHqFe0XjhESCpnbeDB9BPh8Ialhj_3t', 'width': 2560}]",ChIJ2W9zLpqtOC4RSj9KSofj2AI,ChIJ2W9zLpqtOC4RSj9KSofj2AI,"['administrative_area_level_3', 'political']",,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJ2W9zLpqtOC4RSj9KSofj2AI
"5XF9+QC, Kembang Tanjung, Abung Selatan, North Lampung Regency, Lampung, Indonesia","{'location': {'lat': -4.8255091, 'lng': 104.9685326}, 'viewport': {'northeast': {'lat': -4.824129720107279, 'lng': 104.9693547798927}, 'southwest': {'lat': -4.826829379892723, 'lng': 104.9666551201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,TAMAN SRI TANJUNG,"[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105295872248316252441"">A Google User</a>'], 'photo_reference': 'AUGGfZnL1OE_Dvy6FFW_OueCXFROe6QiBzbnYETpbUFXFB9110wQremkv8TtVoam_xi-Zf5wqvhSS6I5oMmrmDN_geQ1PhWH6y6PNuNS1H4sSYIc9VRzSVBhczU9XezhCEWvNcJV7moImqR9yCe9aJXBjDroAAfsRlIXeW1rjuUohkfHOSzf', 'width': 3264}]",ChIJrfPMNqyrOC4RZ4a9G7Jqd7I,ChIJrfPMNqyrOC4RZ4a9G7Jqd7I,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': False},5.0,4.0,,,https://www.google.com/maps/place/?q=place_id:ChIJrfPMNqyrOC4RZ4a9G7Jqd7I
"5W5M+P7R, Abung Jayo, Abung Selatan, North Lampung Regency, Lampung 34517, Indonesia","{'location': {'lat': -4.840638, 'lng': 104.9331349}, 'viewport': {'northeast': {'lat': -4.839334820107278, 'lng': 104.9344633798927}, 'southwest': {'lat': -4.842034479892722, 'lng': 104.9317637201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Agrowisata Lembah Bambu Kuning,"[{'height': 2268, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100353178631845796151"">Yandigsa</a>'], 'photo_reference': 'AUGGfZn-9_DnSXmxLiFBRsb3lvpy8BwnymOR--F4OeVDe5IdJv2sd7w71W0C2UoFEW3GIKTUo_pQ81I6L6B9o4ok4qHtgxCZbJqaLcsveDPXMQtcfT7yg3FE5yINoK2fir0RQbrydPIw4BOrOPcS5ZQQWPS30tNUv0dofbFlSWdgrbb_SaJO', 'width': 4032}]",ChIJSwtgoHypOC4RqH13kp5d96U,ChIJSwtgoHypOC4RqH13kp5d96U,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': False},4.1,574.0,,,https://www.google.com/maps/place/?q=place_id:ChIJSwtgoHypOC4RqH13kp5d96U
"7WG7+3RH, Papan Rejo, Abung Timur, North Lampung Regency, Lampung, Indonesia","{'location': {'lat': -4.7238565, 'lng': 104.9145097}, 'viewport': {'northeast': {'lat': -4.722570020107279, 'lng': 104.9158490798927}, 'southwest': {'lat': -4.725269679892723, 'lng': 104.9131494201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Spot mancing,,ChIJR8UICQCxOC4RlOq6rtn4UZQ,ChIJR8UICQCxOC4RlOq6rtn4UZQ,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,0.0,0.0,,,https://www.google.com/maps/place/?q=place_id:ChIJR8UICQCxOC4RlOq6rtn4UZQ
"6236+CVC, RT./RW/RW.02/003, Semuli Raya, Kec. Abung Semuli, Kabupaten Lampung Utara, Lampung 34583, Indonesia","{'location': {'lat': -4.7964386, 'lng': 105.0121465}, 'viewport': {'northeast': {'lat': -4.795194320107278, 'lng': 105.0133074298927}, 'southwest': {'lat': -4.797893979892722, 'lng': 105.0106077701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kolam pemancingan & Kolam Renang Pak Suyatman,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110056435046748390924"">ajo khoirul</a>'], 'photo_reference': 'AUGGfZnabd8miwUWMZMMvSOJr7FX8gu8m9kd0pXM2v_2fi-uVZvsc00PSSJTuv2pSFdBlwc6R_dfnpqJAbP5-L1SvJnpzd2ulHlO0AMhc3QCBXFvABGBMPVDW2mgEZcfuSSZW_z1gZGyIvuCovmZVEXj6UOhjPE2Akn4TjeqNShDiInzx6Ve', 'width': 1920}]",ChIJuUSYZMmtOC4RimY1Rkef9ac,ChIJuUSYZMmtOC4RimY1Rkef9ac,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': False},4.3,3.0,,,https://www.google.com/maps/place/?q=place_id:ChIJuUSYZMmtOC4RimY1Rkef9ac
"7X2W+36C, Sumber Agung, Abung Timur, North Lampung Regency, Lampung 34583, Indonesia","{'location': {'lat': -4.7498114, 'lng': 104.9955185}, 'viewport': {'northeast': {'lat': -4.748038050000001, 'lng': 104.9963362798927}, 'southwest': {'lat': -4.755131449999999, 'lng': 104.9936366201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,TANAH RAFI,,ChIJDwyiPgCtOC4RsutBrhJT848,ChIJDwyiPgCtOC4RsutBrhJT848,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,0.0,0.0,,,https://www.google.com/maps/place/?q=place_id:ChIJDwyiPgCtOC4RsutBrhJT848
"Bumi Restu, Abung Surakarta, North Lampung Regency, Lampung, Indonesia","{'location': {'lat': -4.736513599999999, 'lng': 105.0409676}, 'viewport': {'northeast': {'lat': -4.735148870107277, 'lng': 105.0420799298927}, 'southwest': {'lat': -4.737848529892721, 'lng': 105.0393802701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kolam Renang Mutiara Desa Bumi Restu,"[{'height': 1840, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107134330046790680653"">A Google User</a>'], 'photo_reference': 'AUGGfZks58AZqbmGMamHXfTQIqPKoVPTa_82j_gmaoDi0nNwS80EiMDuVCROEBOTEuCGQGqL_AQj1w6o2x2yZrTuJT9S3KuT44ymmNc0OMmBL8znL35XLnl7eQuoeuasem_tcbT6TLot2qLfM39L4rHrI1zBF6nRthcg8Uc-sCQYZMXZYAsT', 'width': 4000}]",ChIJia9B1RlTPy4RJ2lVHhYRLt0,ChIJia9B1RlTPy4RJ2lVHhYRLt0,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': False},5.0,1.0,"{'compound_code': '727R+99 Tata Karya, North Lampung Regency, Lampung, Indonesia', 'global_code': '6P77727R+99'}",,https://www.google.com/maps/place/?q=place_id:ChIJia9B1RlTPy4RJ2lVHhYRLt0
"Kantor Desa, RT.04/RW.02, Wonomarto, North Kotabumi, North Lampung Regency, Lampung 34552, Indonesia","{'location': {'lat': -4.734497, 'lng': 104.8542418}, 'viewport': {'northeast': {'lat': -4.732481170107278, 'lng': 104.8552864798927}, 'southwest': {'lat': -4.735180829892721, 'lng': 104.8525868201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Wisata Bendungan Tirta Shinta,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110958919519465724694"">Gatot Suryono</a>'], 'photo_reference': 'AUGGfZkTptup3se0koUvwyKWrCRqd-Lxo-mfp88Ryi_UysiaPb-GFeDU2wkg2Zp6KOvkwjQJlt-7UBZpYNS5PyUudIyqOt503e8aPx46pkbCOTJ5PT3ywtMntU0yeLopb_xLu6QqJKEX3JV7ldfqdChMZ4GSyo7JWDVEFBbsRSkZb8QdsBaV', 'width': 4032}]",ChIJm7EDXfyvOC4RAamMdptj0C4,ChIJm7EDXfyvOC4RAamMdptj0C4,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': False},4.1,506.0,"{'compound_code': '7V83+6M Wonomarto, North Lampung Regency, Lampung, Indonesia', 'global_code': '6P767V83+6M'}",,https://www.google.com/maps/place/?q=place_id:ChIJm7EDXfyvOC4RAamMdptj0C4
"5VGM+38M, Jl. Jend. Sudirman, Cempedak, Kec. Kotabumi, Kabupaten Lampung Utara, Lampung 34516, Indonesia","{'location': {'lat': -4.8247772, 'lng': 104.8833096}, 'viewport': {'northeast': {'lat': -4.823453520107278, 'lng': 104.8846371798927}, 'southwest': {'lat': -4.826153179892722, 'lng': 104.8819375201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Taman Sahabat Kotabumi,"[{'height': 2947, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103522729225626561322"">A Google User</a>'], 'photo_reference': 'AUGGfZnNekhcWtl8g0x9R0x6g7XMERk6Lt23nQx6XnTrp57uDjw25BCcxmayDHWuIEmvX00MXMyc7R_7X67LJdX1auUnTr7Ut-hxt3W-n44u8p7EC4c-OqRpJfWo0UTrl1PgEO9pHu-6QhEDVKF0lDh2ruAH_9FQ08UJSNCsmb7SrGJGPB-K', 'width': 4547}]",ChIJpdQAdtuoOC4RaIU7erea5TA,ChIJpdQAdtuoOC4RaIU7erea5TA,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': True},4.2,1865.0,,,https://www.google.com/maps/place/?q=place_id:ChIJpdQAdtuoOC4RaIU7erea5TA
"Jl. Jend. Sudirman No.139, Kota Gapura, Kec. Kotabumi, Kabupaten Lampung Utara, Lampung 34514, Indonesia","{'location': {'lat': -4.8345649, 'lng': 104.8968263}, 'viewport': {'northeast': {'lat': -4.833140420107278, 'lng': 104.8981527298927}, 'southwest': {'lat': -4.835840079892722, 'lng': 104.8954530701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/museum-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/monument_pinlet,Tugu Payan Mas Kotabumi,"[{'height': 720, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109908544697397975597"">febri untoro</a>'], 'photo_reference': 'AUGGfZk_PIPSi3Eu-bB_thD3ei-IsnnUJy_plid6Arkq1lYzL_yyuk85PgSPYQUrjo3RRfe9dgRL8ZvagLoVkXV2CInRwO_D3ENpVFGflxgo7L6cF4bvvtCqAPGJD6ql2cZoWOO0S8VKdkmP5aTuX71_jqstz1wuG7QIQrgJ2q7XG5yDINBt', 'width': 1280}]",ChIJk4v_ux6pOC4Rox8JnZM9LZU,ChIJk4v_ux6pOC4Rox8JnZM9LZU,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': True},4.4,5193.0,"{'compound_code': '5V8W+5P Gapura City, North Lampung Regency, Lampung, Indonesia', 'global_code': '6P765V8W+5P'}",,https://www.google.com/maps/place/?q=place_id:ChIJk4v_ux6pOC4Rox8JnZM9LZU
