business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,opening_hours,photos,place_id,rating,reference,types,user_ratings_total,permanently_closed,url
OPERATIONAL,"9MGH+J2M, Kp.bedeng lima, Tulung Buyut, Kec. Hulu Sungkai, Kabupaten Lampung Utara, Lampung 34555, Indonesia","{'location': {'lat': -4.6234176, 'lng': 104.6775483}, 'viewport': {'northeast': {'lat': -4.622058120107278, 'lng': 104.6788993298927}, 'southwest': {'lat': -4.624757779892722, 'lng': 104.6761996701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Gunung ringgit,{'open_now': True},"[{'height': 3096, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106781709867239624241"">A Google User</a>'], 'photo_reference': 'AUGGfZnYKAgIEeKgYbapN08orA30_w3d9rsnhHOpyzGB0nurcB5h-aA68hXjZ3aQQHluurzbquxwhsjUUxBCi1LkdGp_VHje3AP4FLxulepBrjAVyfHMwudhWlW_4qdbYjgV7qvUeks7JQIb46RYqJLikXA4xw7lVya5UFFFB-DD3H-oy5aE', 'width': 5504}]",ChIJJSIkh5m_OC4RiNCSkU-I-sY,4.4,ChIJJSIkh5m_OC4RiNCSkU-I-sY,"['tourist_attraction', 'point_of_interest', 'establishment']",5,,https://www.google.com/maps/place/?q=place_id:ChIJJSIkh5m_OC4RiNCSkU-I-sY
OPERATIONAL,"8PM6+8HH, Jl. Buay Harayap, Bangun Jaya, Kec. Sungkai Utara, Kabupaten Lampung Utara, Lampung 34555, Indonesia","{'location': {'lat': -4.6669796, 'lng': 104.7120636}, 'viewport': {'northeast': {'lat': -4.665653670107277, 'lng': 104.7133857798927}, 'southwest': {'lat': -4.668353329892721, 'lng': 104.7106861201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,PEMANCINGAN.BALONG LESTARI,,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106458436364534222127"">A Google User</a>'], 'photo_reference': 'AUGGfZn3C7_j1dsxbkYhbrlJUXvDd7z33HhHejpA_hwNnWSjHvpuuFgToeMlMMIgSzJtb_aW3mhn_Gmpt_OaodgwmNsXb8753u4BSPmK2NJKUQ0JNj5r-bglw_8KSRbZgAe2gF2zjQhOt-VgxjfG3fMUTX5-zlIliGY_xBh6WI5GJ0BkDkag', 'width': 2336}]",ChIJqczZmiO9OC4RYKnmeoXBpOI,5.0,ChIJqczZmiO9OC4RYKnmeoXBpOI,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,https://www.google.com/maps/place/?q=place_id:ChIJqczZmiO9OC4RYKnmeoXBpOI
OPERATIONAL,"9P3R+8CC, Negara Ratu, Sungkai Utara, North Lampung Regency, Lampung, Indonesia","{'location': {'lat': -4.6466973, 'lng': 104.7410013}, 'viewport': {'northeast': {'lat': -4.645328820107277, 'lng': 104.7423213298927}, 'southwest': {'lat': -4.648028479892721, 'lng': 104.7396216701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pemancingan lele bapak eko,{'open_now': True},"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111196474987530809402"">A Google User</a>'], 'photo_reference': 'AUGGfZkBSngKAP1aIv2EdLK4yxBfm-lXDLnFQdOylwTLZorytt-L6fVjJS6IH0wstJpxoQHHXXMqfCMgqxBqFFIPxB8UPVO3LBX_RNuRq5diqX_GQpDYtR3Bhgjoq_MJUEsDc7madAudyUhYHD5zlLq91pNn6RzsXq5mrBxwwxG9W8GjqruC', 'width': 4160}]",ChIJSVrrCwC_OC4Ru8SMZP1GlsA,0.0,ChIJSVrrCwC_OC4Ru8SMZP1GlsA,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,https://www.google.com/maps/place/?q=place_id:ChIJSVrrCwC_OC4Ru8SMZP1GlsA
OPERATIONAL,"7QPX+8QW, Agung City, Sungkai Selatan, North Lampung Regency, Lampung, Indonesia","{'location': {'lat': -4.7141357, 'lng': 104.7994661}, 'viewport': {'northeast': {'lat': -4.712767520107278, 'lng': 104.8007315298927}, 'southwest': {'lat': -4.715467179892721, 'lng': 104.7980318701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kuil Ketapang II,,,ChIJA1NpDwC7OC4Rdo2YgYRZ7Ww,0.0,ChIJA1NpDwC7OC4Rdo2YgYRZ7Ww,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,https://www.google.com/maps/place/?q=place_id:ChIJA1NpDwC7OC4Rdo2YgYRZ7Ww
OPERATIONAL,"8QF5+J33, Baru Raharja, Sungkai Utara, North Lampung Regency, Lampung, Indonesia","{'location': {'lat': -4.67599, 'lng': 104.757686}, 'viewport': {'northeast': {'lat': -4.674649920107278, 'lng': 104.7590370798927}, 'southwest': {'lat': -4.677349579892722, 'lng': 104.7563374201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bramara sentosa bee farm,{'open_now': False},"[{'height': 2560, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100443100838058219095"">Muhammad Khafid</a>'], 'photo_reference': 'AUGGfZkdxfpSnUnXMg0LxnNV5SDhSY6k3GFQkiGaVZ29A-jeHzhOTZ3fZOdsSR-QtAzn_OyZK4T_VckIdZYWsdi5Crr61og4yRwk_CdmDjDWnqH5GIJM9T6w7uMTbxlAhBr8I9EOGvC003I8W2MTi2H7qa89sPdMnjHOcNeQvXjc7EC3ehCQ', 'width': 1440}]",ChIJXZnjcFK7OC4RoewmDCqwfIM,5.0,ChIJXZnjcFK7OC4RoewmDCqwfIM,"['tourist_attraction', 'point_of_interest', 'establishment']",3,,https://www.google.com/maps/place/?q=place_id:ChIJXZnjcFK7OC4RoewmDCqwfIM
OPERATIONAL,"8RJ3+P85, Unnamed Road, Ketapang, Kec. Sungkai Sel., Kabupaten Lampung Utara, Lampung 34555, Indonesia","{'location': {'lat': -4.6682444, 'lng': 104.8033446}, 'viewport': {'northeast': {'lat': -4.666911270107279, 'lng': 104.8047012798927}, 'southwest': {'lat': -4.669610929892722, 'lng': 104.8020016201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pinus Barisan,,"[{'height': 1632, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114328735129186835358"">Masikin Adja</a>'], 'photo_reference': 'AUGGfZnCIiya4_4XiplPhIeJYHbqCmU7tQNSaNZr4zHKHFEIz0fz2lnGXgoW-EsKB5M6yssXAOJw-m7gwM3TsMqtlsRTHnR2rf2IV42G31IBOHDsV8N36PYfb9nJ7F9K6hwFBUyB_2ZAAfJ1ZbC8re8SA8GSY-xk1AJBjJQ3lUxHH5Mru6gz', 'width': 3098}]",ChIJmSTsLQK7OC4RBBKsfe5R3ks,5.0,ChIJmSTsLQK7OC4RBBKsfe5R3ks,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,https://www.google.com/maps/place/?q=place_id:ChIJmSTsLQK7OC4RBBKsfe5R3ks
OPERATIONAL,"9M9P+455 Bedeng lima, Kp, Gedung Raja, Hulu Sungkai, North Lampung Regency, Lampung, Indonesia","{'location': {'lat': -4.6322313, 'lng': 104.6854846}, 'viewport': {'northeast': {'lat': -4.630950170107278, 'lng': 104.6868741298927}, 'southwest': {'lat': -4.633649829892722, 'lng': 104.6841744701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/camping-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/camping_pinlet,LEK JUMENO,,,ChIJLzmhp_O_OC4RASkTR2ZlEdM,0.0,ChIJLzmhp_O_OC4RASkTR2ZlEdM,"['campground', 'lodging', 'park', 'point_of_interest', 'establishment']",0,,https://www.google.com/maps/place/?q=place_id:ChIJLzmhp_O_OC4RASkTR2ZlEdM
CLOSED_TEMPORARILY,"8MVJ+G4C SP.KANDIS, Gedung Raja, Kec. Hulu Sungkai, Kabupaten Lampung Utara, Lampung, Indonesia","{'location': {'lat': -4.6561807, 'lng': 104.680255}, 'viewport': {'northeast': {'lat': -4.654951120107278, 'lng': 104.6816641798927}, 'southwest': {'lat': -4.657650779892722, 'lng': 104.6789645201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,MBAH RIBUT,,,ChIJiaBv0d69OC4R_M-oPgp7czM,0.0,ChIJiaBv0d69OC4R_M-oPgp7czM,"['tourist_attraction', 'point_of_interest', 'establishment']",0,True,https://www.google.com/maps/place/?q=place_id:ChIJiaBv0d69OC4R_M-oPgp7czM
CLOSED_TEMPORARILY,"CQH2+289, Hanakau Jaya, Sungkai Utara, North Lampung Regency, Lampung 34762, Indonesia","{'location': {'lat': -4.572456499999999, 'lng': 104.7508598}, 'viewport': {'northeast': {'lat': -4.571115320107277, 'lng': 104.7522150298927}, 'southwest': {'lat': -4.573814979892721, 'lng': 104.7495153701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tugu pengantin sungkai,,"[{'height': 4064, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100475069464247013583"">Berni Aja</a>'], 'photo_reference': 'AUGGfZmd_zeY-3nvavXmR8ZXZjGO7LCcJ7sWzhJIDQkJteDUn1XKDcHKyH5yX34xFVFja0PVvHlZGRDN-_O6dT1zhyMEZO_KsGsr3Fp_eBxZ49Icms4Xdx9hjlJYigBvmL3vq-bsnh_RysLmiWH29PPQkkKU6qaF3Ck-acSlb_aXFu33IgFP', 'width': 4368}]",ChIJU7c7Wj3BOC4R0iNZM8SFvno,0.0,ChIJU7c7Wj3BOC4R0iNZM8SFvno,"['tourist_attraction', 'point_of_interest', 'establishment']",0,True,https://www.google.com/maps/place/?q=place_id:ChIJU7c7Wj3BOC4R0iNZM8SFvno
CLOSED_TEMPORARILY,"8PM5+Q2, Negeri Ratu, Sungkai Utara, North Lampung Regency, Lampung 34555, Indonesia","{'location': {'lat': -4.6655487, 'lng': 104.7075729}, 'viewport': {'northeast': {'lat': -4.664181320107279, 'lng': 104.7089248798927}, 'southwest': {'lat': -4.666880979892722, 'lng': 104.7062252201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pemancingan lele bapak eko,,,ChIJQSgzyvq9OC4RcAmmugHNHmg,4.0,ChIJQSgzyvq9OC4RcAmmugHNHmg,"['tourist_attraction', 'point_of_interest', 'establishment']",2,True,https://www.google.com/maps/place/?q=place_id:ChIJQSgzyvq9OC4RcAmmugHNHmg
