business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,rating,reference,types,user_ratings_total,permanently_closed,opening_hours,plus_code,url
OPERATIONAL,"9JWV+53, Kelinjau Ilir, Muara Ancalong, East Kutai Regency, East Kalimantan, Indonesia","{'location': {'lat': 0.395448, 'lng': 116.6426272}, 'viewport': {'northeast': {'lat': 0.3967978298927223, 'lng': 116.6439770298927}, 'southwest': {'lat': 0.3940981701072778, 'lng': 116.6412773701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pelangka,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111653375805476394212"">Aldi Kogant</a>'], 'photo_reference': 'AUGGfZmKGPAuDuSMo63yZa3-wKo3XR1Bk_VTJ7YnSJDk8VosI89HIEhjIZlBD2u3FXI2mls7Z2MJd0RpWqEt0Xf2pdhrUi1rI1VMaUsnd5OZJL5nnODwlZn4wfp42U5jkotx8atlMgpW_6Cw32Zcj6F9TfHf8VOBiBB8lBR3JsYq0mRlJWaF', 'width': 2000}]",ChIJoVOe40C7CTIRLVKslttNH5E,0.0,ChIJoVOe40C7CTIRLVKslttNH5E,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJoVOe40C7CTIRLVKslttNH5E
OPERATIONAL,"JJPR+MP, Long Tesak, Muara Ancalong, East Kutai Regency, East Kalimantan 75556, Indonesia","{'location': {'lat': 0.6366994, 'lng': 116.6418568}, 'viewport': {'northeast': {'lat': 0.6383790798927224, 'lng': 116.6427946298927}, 'southwest': {'lat': 0.6356794201072778, 'lng': 116.6400949701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Alo atan,"[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107538631398968586719"">A Google User</a>'], 'photo_reference': 'AUGGfZkHrb2VO3kKcWZA4KCQSZTlYSPME1TUiWZI4w7mp1ZGkQMlf1Rel4W_sPDgmj8fihUXeJrkFdBs_4RNFcfp4mc8aMLXzLn7DeogQLfxp-XkENIqyxA8-rC9I5uhJN5KlS1qfauFhAjIq-1WZ-Hpd06EBTK-EpmmcokgtaPh0w_JEGBu', 'width': 1440}]",ChIJR1Qq1BIPCTIRfFjXDOo_f1Y,4.5,ChIJR1Qq1BIPCTIRfFjXDOo_f1Y,"['tourist_attraction', 'point_of_interest', 'establishment']",2.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJR1Qq1BIPCTIRfFjXDOo_f1Y
OPERATIONAL,"GCQ9+FQ6, Kelinjau Ilir, Muara Ancalong, East Kutai Regency, East Kalimantan, Indonesia","{'location': {'lat': 0.5386586, 'lng': 116.419389}, 'viewport': {'northeast': {'lat': 0.5400084298927224, 'lng': 116.4207388298927}, 'southwest': {'lat': 0.5373087701072778, 'lng': 116.4180391701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Estate Sinyiur,,ChIJDeJudwBVCDIR5eR0gXxvrCc,0.0,ChIJDeJudwBVCDIR5eR0gXxvrCc,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJDeJudwBVCDIR5eR0gXxvrCc
OPERATIONAL,"FGC7+5GV, Senyiur, Muara Ancalong, East Kutai Regency, East Kalimantan, Indonesia","{'location': {'lat': 0.4704868, 'lng': 116.5137964}, 'viewport': {'northeast': {'lat': 0.47210725, 'lng': 116.5150881298928}, 'southwest': {'lat': 0.4656254500000001, 'lng': 116.5123884701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Muara anclong,,ChIJ75Oa0wupCTIR2_2BY4bZJVs,0.0,ChIJ75Oa0wupCTIR2_2BY4bZJVs,"['park', 'point_of_interest', 'establishment']",0.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJ75Oa0wupCTIR2_2BY4bZJVs
OPERATIONAL,"GCQ9+FQ6, Kelinjau Ilir, Muara Ancalong, East Kutai Regency, East Kalimantan, Indonesia","{'location': {'lat': 0.5386586, 'lng': 116.419389}, 'viewport': {'northeast': {'lat': 0.5400084298927224, 'lng': 116.4207388298927}, 'southwest': {'lat': 0.5373087701072778, 'lng': 116.4180391701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kabupaten Malinau,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103563224433723427101"">A Google User</a>'], 'photo_reference': 'AUGGfZmHNanxtopXFUuBaIIVmSYANMrpbHZ2GlbbAcsVG6Y6qLVknNIdiCu7wkYhBCYONRjsE0M6ghanRyHerzFiaTWIwnxp3Y1YN8xF8qY19TiCyBW5zbxaL3a7ye1dEOcM2tN4iJSUahcEU9xrpFfhjra7QAC3Gvssd8pY8EFO950M4dRX', 'width': 2340}]",ChIJ28HsLQBVCDIRttCFGNj3Pd0,5.0,ChIJ28HsLQBVCDIRttCFGNj3Pd0,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJ28HsLQBVCDIRttCFGNj3Pd0
OPERATIONAL,"CM6H+2XF, Kelinjau Ilir, Muara Bengkal, East Kutai Regency, East Kalimantan 75656, Indonesia","{'location': {'lat': 0.4100533, 'lng': 116.6799187}, 'viewport': {'northeast': {'lat': 0.4114031298927222, 'lng': 116.6812685298927}, 'southwest': {'lat': 0.4087034701072777, 'lng': 116.6785688701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Dermaga Gelumbang,,ChIJQ5mTAAClCTIRZXGzqwPIPe4,0.0,ChIJQ5mTAAClCTIRZXGzqwPIPe4,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJQ5mTAAClCTIRZXGzqwPIPe4
OPERATIONAL,"6PW8+W8, Kelinjau Ilir, Muara Ancalong, Pimpalgaon Malvi, East Kalimantan, Indonesia","{'location': {'lat': 0.5386586, 'lng': 116.419389}, 'viewport': {'northeast': {'lat': 0.5400084298927224, 'lng': 116.4207388298927}, 'southwest': {'lat': 0.5373087701072778, 'lng': 116.4180391701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Traking,,ChIJ_WqPTg9VCDIRGSXHJJwJJfs,0.0,ChIJ_WqPTg9VCDIRGSXHJJwJJfs,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJ_WqPTg9VCDIRGSXHJJwJJfs
CLOSED_TEMPORARILY,"FJ9C+8W9, Kelinjau Ulu, Muara Ancalong, East Kutai Regency, East Kalimantan 75556, Indonesia","{'location': {'lat': 0.4682790000000001, 'lng': 116.622344}, 'viewport': {'northeast': {'lat': 0.4696288298927224, 'lng': 116.6236938298928}, 'southwest': {'lat': 0.4669291701072779, 'lng': 116.6209941701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kayu Kahoi,,ChIJz1pvWvGlCTIRmGpFw0ujXwk,0.0,ChIJz1pvWvGlCTIRmGpFw0ujXwk,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,True,,,https://www.google.com/maps/place/?q=place_id:ChIJz1pvWvGlCTIRmGpFw0ujXwk
CLOSED_TEMPORARILY,"GCQ9+FQ6, Kelinjau Ilir, Muara Ancalong, East Kutai Regency, East Kalimantan, Indonesia","{'location': {'lat': 0.5386586, 'lng': 116.419389}, 'viewport': {'northeast': {'lat': 0.5400084298927224, 'lng': 116.4207388298927}, 'southwest': {'lat': 0.5373087701072778, 'lng': 116.4180391701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Semuntay,,ChIJA_GKcNpVCDIR1LTzBMlypog,5.0,ChIJA_GKcNpVCDIR1LTzBMlypog,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,True,,,https://www.google.com/maps/place/?q=place_id:ChIJA_GKcNpVCDIR1LTzBMlypog
CLOSED_TEMPORARILY,"JMV2+F4C, Muara Dun, Muara Ancalong, East Kutai Regency, East Kalimantan, Indonesia","{'location': {'lat': 0.6436982, 'lng': 116.6502811}, 'viewport': {'northeast': {'lat': 0.6444203, 'lng': 116.6519321798927}, 'southwest': {'lat': 0.6415318999999999, 'lng': 116.6492325201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,TEKUNG LONG JENGEN,,ChIJF8gsRTYPCTIRCeFNkxp_Bac,0.0,ChIJF8gsRTYPCTIRCeFNkxp_Bac,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,True,,,https://www.google.com/maps/place/?q=place_id:ChIJF8gsRTYPCTIRCeFNkxp_Bac
