business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,opening_hours,photos,place_id,rating,reference,types,user_ratings_total,url
OPERATIONAL,"WXR3+56, Ps. Daya, Talango, Kec. Talango, Kabupaten Sumenep, Jawa Timur 69481, Indonesia","{'location': {'lat': -7.0595842, 'lng': 113.9530673}, 'viewport': {'northeast': {'lat': -7.058280420107278, 'lng': 113.9542900298927}, 'southwest': {'lat': -7.060980079892722, 'lng': 113.9515903701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,WISATA BHERU TALANGO,{'open_now': True},"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108214309982035017885"">rosy yulianto</a>'], 'photo_reference': 'AUGGfZkFaqZgTvavb_xvfDuWORzU0wxuP0WBU-ge99WykXVS2W7boo0rFI28-iXfqmN4d4NCZQhaD84s_HQrpBXaTmTzESfLA-EeR9wEqFY1--m4nZ1v6uAP9oX2bHcYLLhSYtgcWeUNFXklVtL3Vw_6WqE1qG-Gbw-5QTXd24XUU4Bbcj4l', 'width': 3000}]",ChIJoZ8MA0jj2S0RfdadXAbqN3I,4.8,ChIJoZ8MA0jj2S0RfdadXAbqN3I,"['tourist_attraction', 'campground', 'lodging', 'park', 'point_of_interest', 'establishment']",6,https://www.google.com/maps/place/?q=place_id:ChIJoZ8MA0jj2S0RfdadXAbqN3I
OPERATIONAL,"W384+6FP, Unnamed Road, Sarotak, Poteran, Kec. Talango, Kabupaten Sumenep, Jawa Timur 69481, Indonesia","{'location': {'lat': -7.0844198, 'lng': 114.0561979}, 'viewport': {'northeast': {'lat': -7.0833244, 'lng': 114.05692875}, 'southwest': {'lat': -7.087705999999998, 'lng': 114.05400535}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Beto Labeng,,,ChIJY_hhXfj_2S0R9D_cuTCyCPc,2.0,ChIJY_hhXfj_2S0R9D_cuTCyCPc,"['tourist_attraction', 'point_of_interest', 'establishment']",1,https://www.google.com/maps/place/?q=place_id:ChIJY_hhXfj_2S0R9D_cuTCyCPc
OPERATIONAL,"WWQV+Q4C, Masjid, Talango, Kec. Talango, Kabupaten Sumenep, Jawa Timur 69481, Indonesia","{'location': {'lat': -7.060993, 'lng': 113.9423763}, 'viewport': {'northeast': {'lat': -7.059647670107278, 'lng': 113.9437394298927}, 'southwest': {'lat': -7.062347329892722, 'lng': 113.9410397701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Jembatan baru Talango,,,ChIJMT8Zecrj2S0RvWb8ZBSlfDs,0.0,ChIJMT8Zecrj2S0RvWb8ZBSlfDs,"['tourist_attraction', 'point_of_interest', 'establishment']",0,https://www.google.com/maps/place/?q=place_id:ChIJMT8Zecrj2S0RvWb8ZBSlfDs
OPERATIONAL,"V3Q7+VQ3, Unnamed Rd, Talango, Kab. Sumenep, Jawa Tim., Galisek Daja, Kombang, Kec. Talango, Kabupaten Sumenep, Jawa Timur 69481, Indonesia","{'location': {'lat': -7.110361699999999, 'lng': 114.0644282}, 'viewport': {'northeast': {'lat': -7.109017670107278, 'lng': 114.0657981298927}, 'southwest': {'lat': -7.111717329892722, 'lng': 114.0630984701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Ponjuk,,"[{'height': 540, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111517305838658549278"">Darwiez Madura</a>'], 'photo_reference': 'AUGGfZnP6LXE7SwNlheZlytywIdvwdp3CrAIXFBXjhG_4Tao3qJPQEnMOmXT9KZVjd_dng2HvXqQC7tgjWRyS660CmGEWLSXVkk6Stf8kfI9HXgJ-e_pzEycyioOj0LwDai67a6wtl1AlrYgDvIiC07n8im8BGf3Z9Z-cmFbyEjM2y_Pgs9E', 'width': 720}]",ChIJMZ7Mghv-2S0RAxyD_S_rJ98,4.5,ChIJMZ7Mghv-2S0RAxyD_S_rJ98,"['tourist_attraction', 'point_of_interest', 'establishment']",95,https://www.google.com/maps/place/?q=place_id:ChIJMZ7Mghv-2S0RAxyD_S_rJ98
OPERATIONAL,"W2FC+V55, Lanjang, Marengan Palasa, Kec. Talango, Kabupaten Sumenep, Jawa Timur 69481, Indonesia","{'location': {'lat': -7.0753529, 'lng': 114.0204977}, 'viewport': {'northeast': {'lat': -7.073849320107279, 'lng': 114.0220631798927}, 'southwest': {'lat': -7.076548979892722, 'lng': 114.0193635201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Goa Sinden,,,ChIJ3Q1WU4P92S0R8hj5oUXOmT4,4.5,ChIJ3Q1WU4P92S0R8hj5oUXOmT4,"['tourist_attraction', 'point_of_interest', 'establishment']",2,https://www.google.com/maps/place/?q=place_id:ChIJ3Q1WU4P92S0R8hj5oUXOmT4
OPERATIONAL,"V2RW+788, Talaga, Kombang, Kec. Talango, Kabupaten Sumenep, Jawa Timur 69481, Indonesia","{'location': {'lat': -7.1093274, 'lng': 114.0458275}, 'viewport': {'northeast': {'lat': -7.108013120107278, 'lng': 114.0473877298927}, 'southwest': {'lat': -7.110712779892722, 'lng': 114.0446880701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Dusun lembana,,,ChIJ8SJEZQD92S0REG_JG6sjpMw,0.0,ChIJ8SJEZQD92S0REG_JG6sjpMw,"['tourist_attraction', 'point_of_interest', 'establishment']",0,https://www.google.com/maps/place/?q=place_id:ChIJ8SJEZQD92S0REG_JG6sjpMw
OPERATIONAL,"W345+MJQ, Galisek, Poteran, Kec. Talango, Kabupaten Sumenep, Jawa Timur 69481, Indonesia","{'location': {'lat': -7.0932847, 'lng': 114.0591017}, 'viewport': {'northeast': {'lat': -7.092272820107278, 'lng': 114.0603515298927}, 'southwest': {'lat': -7.094972479892722, 'lng': 114.0576518701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Googsi,{'open_now': True},"[{'height': 6000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114437922182958907143"">zainul mukit</a>'], 'photo_reference': 'AUGGfZmXBQwtmvI2N-m3cEDlyBk5OKu89Lo3tePZToww_ZXbbZW2dFVan6GMncrwZ8Ngr5RCcC2IeF-dZlUO65VJir6FcBeM-dAtWWC2ESNzkOMzE1WFZLCoS7INAaXNG861NXWdwQJMEMJU7wlbDVcNagCIarMQblUM0YFPcROjUBrhlnE1', 'width': 8000}]",ChIJU2J7mWn_2S0R7SWcpwwkrqw,5.0,ChIJU2J7mWn_2S0R7SWcpwwkrqw,"['tourist_attraction', 'point_of_interest', 'establishment']",5,https://www.google.com/maps/place/?q=place_id:ChIJU2J7mWn_2S0R7SWcpwwkrqw
OPERATIONAL,"V2V8+M34, Essang Pasisir, Essang, Kec. Talango, Kabupaten Sumenep, Jawa Timur 69481, Indonesia","{'location': {'lat': -7.1058622, 'lng': 114.015201}, 'viewport': {'northeast': {'lat': -7.104266070107277, 'lng': 114.0165612298927}, 'southwest': {'lat': -7.106965729892721, 'lng': 114.0138615701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Essang Beach,,"[{'height': 2250, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111187864136459731042"">A Google User</a>'], 'photo_reference': 'AUGGfZl1hQnuFkD9eOH4njDRu3p_D6jAIwjOH3KgZyfK77uXY8TF4Qu39z4nubGN4PT3Jh2Ej_G1IAy9h696d0IGOfKvQ71nIWdvosNbWR89wV6eUXb-8gKT_OmfPGQSX94-ve6hGGC07JJz6wZK9qpB-_rx8DWcMJNs5fLtZIBYvazyxy9l', 'width': 4000}]",ChIJ4TKN3cX92S0R76itCraOhLA,5.0,ChIJ4TKN3cX92S0R76itCraOhLA,"['tourist_attraction', 'point_of_interest', 'establishment']",2,https://www.google.com/maps/place/?q=place_id:ChIJ4TKN3cX92S0R76itCraOhLA
OPERATIONAL,"W2GJ+MV6, Sombang, Marengan Palasa, Kec. Talango, Kabupaten Sumenep, Jawa Timur 69481, Indonesia","{'location': {'lat': -7.0733422, 'lng': 114.0321549}, 'viewport': {'northeast': {'lat': -7.071957220107279, 'lng': 114.0334187298927}, 'southwest': {'lat': -7.074656879892723, 'lng': 114.0307190701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Agro Wisata Petik Buah Semangka,{'open_now': False},"[{'height': 1440, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110436326885835335265"">A Google User</a>'], 'photo_reference': 'AUGGfZn2tMDdlxe_eTLf0I9kKk772Bs8r5mYdZztRgzfUnIUSz056SiQLXVzFeufaFio53K2a5yhGsvk0-YjOT6QNS82NX8WVL1AOIP6DLLVGnGOzIu35HcLrB_S2Fh53mI81qIu9OeJKhuX7yfDt1I_qsQ3pafSUT0RCrogJnSjucWKjgw2', 'width': 2560}]",ChIJhcBmqHX92S0RznHDBH4ZpQk,0.0,ChIJhcBmqHX92S0RznHDBH4ZpQk,"['tourist_attraction', 'point_of_interest', 'establishment']",0,https://www.google.com/maps/place/?q=place_id:ChIJhcBmqHX92S0RznHDBH4ZpQk
OPERATIONAL,"WX4G+H22 Ban Ban, Cabbiya, Kec. Talango, Kabupaten Sumenep, Jawa Timur 69481, Indonesia","{'location': {'lat': -7.0936184, 'lng': 113.9750068}, 'viewport': {'northeast': {'lat': -7.091980820107277, 'lng': 113.9763422798927}, 'southwest': {'lat': -7.094680479892721, 'lng': 113.9736426201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bukit Cabbiya,,"[{'height': 2160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110856498458983328253"">A Google User</a>'], 'photo_reference': 'AUGGfZlqUuvtP420WT54vBeXo8iHKCI4L3hPUryLCEzQEGviQbrsbp1mWos8H4XlY-Gj0Pn80v9pEVsme1Ydd9OU7Swv-taDLfIjPWMNsWs2KOrVB3UwP7C3Kk5jOkFLXNda-m09DgoegVZ8Pw6ZewFAWd0zunAKM5o7Ehau-Ad5UKmEwfO0', 'width': 3840}]",ChIJN79BnR392S0RO7nxFYcccB0,4.8,ChIJN79BnR392S0RO7nxFYcccB0,"['tourist_attraction', 'point_of_interest', 'establishment']",4,https://www.google.com/maps/place/?q=place_id:ChIJN79BnR392S0RO7nxFYcccB0
OPERATIONAL,"WWJR+2WW, Jl. Raya, Karengan, Padike, Kec. Talango, Kabupaten Sumenep, Jawa Timur 69481, Indonesia","{'location': {'lat': -7.0698924, 'lng': 113.9423389}, 'viewport': {'northeast': {'lat': -7.068581370107277, 'lng': 113.9436720798927}, 'southwest': {'lat': -7.071281029892721, 'lng': 113.9409724201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kolam renang padike,{'open_now': False},,ChIJjT6vf_Lj2S0Rua1nZbmNj4A,0.0,ChIJjT6vf_Lj2S0Rua1nZbmNj4A,"['tourist_attraction', 'point_of_interest', 'establishment']",0,https://www.google.com/maps/place/?q=place_id:ChIJjT6vf_Lj2S0Rua1nZbmNj4A
OPERATIONAL,"WW6R+5HQ, Tanjung Padike,, Sumur Asin, Padike, Kec. Talango, Kabupaten Sumenep, Jawa Timur 69481, Indonesia","{'location': {'lat': -7.08954, 'lng': 113.941496}, 'viewport': {'northeast': {'lat': -7.087258200000002, 'lng': 113.9446682}, 'southwest': {'lat': -7.090300599999998, 'lng': 113.9404386}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Ponjuk Padike,{'open_now': True},"[{'height': 2340, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113321807841217515062"">Dharma Slavonka</a>'], 'photo_reference': 'AUGGfZmHLU9AsFC0cl_8tHx0oQyIW7dVEjbJfcIU73YPrUCmSs4yxrkk6ofhHpwMLC44SHJI6lRiOJ1uniytKD80xipaQ0oV-zSirRPJBAKaBV80QOY-BXu6q8foGYN3ktS5OXTb-DfkmHD-IsEAgsa2wGXY6eOvRupW6dWvLNCPC6Zckr1m', 'width': 4160}]",ChIJ-Vjbedri2S0RF-sibhMpwp8,4.3,ChIJ-Vjbedri2S0RF-sibhMpwp8,"['tourist_attraction', 'point_of_interest', 'establishment']",105,https://www.google.com/maps/place/?q=place_id:ChIJ-Vjbedri2S0RF-sibhMpwp8
