business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,rating,reference,types,user_ratings_total,opening_hours,plus_code,photos,permanently_closed,url
OPERATIONAL,"2H9G+XM7, Sayati, Margahayu, Bandung Regency, West Java 40229, Indonesia","{'location': {'lat': -6.980086500000001, 'lng': 107.5766729}, 'viewport': {'northeast': {'lat': -6.978742020107277, 'lng': 107.5780230798927}, 'southwest': {'lat': -6.981441679892721, 'lng': 107.5753234201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,gunung tangkupan perahu,ChIJgz94bwDpaC4RvG4lQOiSvEo,0.0,ChIJgz94bwDpaC4RvG4lQOiSvEo,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJgz94bwDpaC4RvG4lQOiSvEo
OPERATIONAL,"2HHF+9FF, Jl. Kopo Sayati, Sayati, Kec. Margahayu, Kabupaten Bandung, Jawa Barat, Indonesia","{'location': {'lat': -6.971569, 'lng': 107.5736799}, 'viewport': {'northeast': {'lat': -6.970203920107278, 'lng': 107.5749978298927}, 'southwest': {'lat': -6.972903579892722, 'lng': 107.5722981701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata Pertigaan Kopo Sayati Sukamenak,ChIJY-vuFADvaC4RyXdLcGfuaUk,5.0,ChIJY-vuFADvaC4RyXdLcGfuaUk,"['tourist_attraction', 'point_of_interest', 'establishment']",1,{'open_now': True},,,,https://www.google.com/maps/place/?q=place_id:ChIJY-vuFADvaC4RyXdLcGfuaUk
OPERATIONAL,"Jl. Manglid No.60, Margahayu Sel., Kec. Margahayu, Kabupaten Bandung, Jawa Barat 40226, Indonesia","{'location': {'lat': -6.9692343, 'lng': 107.56779}, 'viewport': {'northeast': {'lat': -6.967935720107278, 'lng': 107.5691266298927}, 'southwest': {'lat': -6.970635379892721, 'lng': 107.5664269701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kebug Akang,ChIJBQOWpu3vaC4RlWPqKd3pJdk,0.0,ChIJBQOWpu3vaC4RlWPqKd3pJdk,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,"{'compound_code': '2HJ9+84 Margahayu Selatan, Bandung Regency, West Java, Indonesia', 'global_code': '6P592HJ9+84'}",,,https://www.google.com/maps/place/?q=place_id:ChIJBQOWpu3vaC4RlWPqKd3pJdk
OPERATIONAL,"Jl. Taman Kopo Indah 1 No.143 Blok E, Margahayu Sel., Kec. Margahayu, Kabupaten Bandung, Jawa Barat 40226, Indonesia","{'location': {'lat': -6.9662754, 'lng': 107.5657756}, 'viewport': {'northeast': {'lat': -6.964924520107277, 'lng': 107.5671081798927}, 'southwest': {'lat': -6.967624179892721, 'lng': 107.5644085201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Trip goes travel and rental out door,ChIJE6GuA2fvaC4RK45AdkhOp1w,5.0,ChIJE6GuA2fvaC4RK45AdkhOp1w,"['tourist_attraction', 'point_of_interest', 'establishment']",6,,"{'compound_code': '2HM8+F8 Margahayu Selatan, Bandung Regency, West Java, Indonesia', 'global_code': '6P592HM8+F8'}",,,https://www.google.com/maps/place/?q=place_id:ChIJE6GuA2fvaC4RK45AdkhOp1w
OPERATIONAL,"2HCF+95V, Sayati, Margahayu, Bandung Regency, West Java 40228, Indonesia","{'location': {'lat': -6.9789939, 'lng': 107.5729217}, 'viewport': {'northeast': {'lat': -6.977620970107278, 'lng': 107.5742727798927}, 'southwest': {'lat': -6.980320629892722, 'lng': 107.5715731201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,kolam pancing pa ebeng,ChIJZyXPbcjvaC4RhF88TTGP-Cs,5.0,ChIJZyXPbcjvaC4RhF88TTGP-Cs,"['tourist_attraction', 'point_of_interest', 'establishment']",3,{'open_now': False},,"[{'height': 3840, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104274843323863195101"">A Google User</a>'], 'photo_reference': 'AUGGfZm7T90d0ZYKy7EEximGlqHer8vNvapOs_jY_puJlGmpeE-J-Mmv_slkWyWDZaQnESH4Txlv05OgCreXL5ryHJaJJeJxJsZLAJfyAre2qcUbmDE081cyCYBIsKR6aED0xFX8YKwBc848Ew4bNFQ0l3jRmT7MgY5961qfbqL-fhU8IP6X', 'width': 2160}]",,https://www.google.com/maps/place/?q=place_id:ChIJZyXPbcjvaC4RhF88TTGP-Cs
OPERATIONAL,"Blok 10 CD No, Jl. Kopo Permai II No.31, Sukamenak, Kec. Margahayu, Kabupaten Bandung, Jawa Barat 40239, Indonesia","{'location': {'lat': -6.9683573, 'lng': 107.5847387}, 'viewport': {'northeast': {'lat': -6.967006920107278, 'lng': 107.5860886798927}, 'southwest': {'lat': -6.969706579892722, 'lng': 107.5833890201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,VJ Tours & Travel,ChIJR24LmdfoaC4RmX_RTpy3AxU,4.5,ChIJR24LmdfoaC4RmX_RTpy3AxU,"['tourist_attraction', 'travel_agency', 'point_of_interest', 'establishment']",28,{'open_now': True},"{'compound_code': '2HJM+MV Sukamenak, Bandung Regency, West Java, Indonesia', 'global_code': '6P592HJM+MV'}","[{'height': 640, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117549155346510826676"">rista seftiani</a>'], 'photo_reference': 'AUGGfZmkYlNRX4ecne7iQ-4Pg-3QmwOofYXhbG3hBFFe5udTfWPvQRswQMrKOsBlEmehpeGtWQuStDbcDJ8v0tbpMy7oHciagJH2pz6PK__Q37G3slATQAnHWcDY2pwsUoyqKOF7LDQ0XHvPJjXk-Zar82rc2CK0-Azs5adJscgOwiYhCiII', 'width': 640}]",,https://www.google.com/maps/place/?q=place_id:ChIJR24LmdfoaC4RmX_RTpy3AxU
OPERATIONAL,"Jl. Bojong Sukamukti No.7, Sukamukti, Kec. Katapang, Kabupaten Bandung, Jawa Barat 40921, Indonesia","{'location': {'lat': -6.993125999999999, 'lng': 107.582116}, 'viewport': {'northeast': {'lat': -6.991728570107277, 'lng': 107.5834145798927}, 'southwest': {'lat': -6.994428229892721, 'lng': 107.5807149201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,TekuniKoi,ChIJy842vRPpaC4RfDMKxkgkJEk,5.0,ChIJy842vRPpaC4RfDMKxkgkJEk,"['tourist_attraction', 'point_of_interest', 'establishment']",2,{'open_now': False},"{'compound_code': '2H4J+PR Sukamukti, Bandung Regency, West Java, Indonesia', 'global_code': '6P592H4J+PR'}",,,https://www.google.com/maps/place/?q=place_id:ChIJy842vRPpaC4RfDMKxkgkJEk
OPERATIONAL,"Jl. Taman Kopo Indah 3, Mekar Rahayu, Kec. Margaasih, Kabupaten Bandung, Jawa Barat, Indonesia","{'location': {'lat': -6.968579099999999, 'lng': 107.5488973}, 'viewport': {'northeast': {'lat': -6.967509320107278, 'lng': 107.5500983798927}, 'southwest': {'lat': -6.970208979892722, 'lng': 107.5473987201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Saung Kecil Puser Bumi,ChIJRxUghfTvaC4RZRIusWH2PHc,0.0,ChIJRxUghfTvaC4RZRIusWH2PHc,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJRxUghfTvaC4RZRIusWH2PHc
OPERATIONAL,"2HX9+W9W, Jl. Cibolerang, Margasuka, Kec. Babakan Ciparay, Kota Bandung, Jawa Barat, Indonesia","{'location': {'lat': -6.950175499999999, 'lng': 107.5686446}, 'viewport': {'northeast': {'lat': -6.948824970107277, 'lng': 107.5699894298927}, 'southwest': {'lat': -6.951524629892721, 'lng': 107.5672897701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,rumah riadin,ChIJpy_6QADvaC4Rg832nJDjZEA,5.0,ChIJpy_6QADvaC4Rg832nJDjZEA,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,,"[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102512964942181142522"">A Google User</a>'], 'photo_reference': 'AUGGfZmIvgUGzjEsjUOqfEidkDoRPLQ7bmWdtyFs6c6wYHNW4VF_Uxicv9IaSIKzadRHuc6vSZXViHVOLmKwDSvdySobzRPPzn-lofxHxPq9wtyei7tHlsU9VUctTaUP0VXneOekXRayA5NVCH0wAZbdXCmMBd6WEvdg4r0w8R5EezFuGNak', 'width': 1080}]",,https://www.google.com/maps/place/?q=place_id:ChIJpy_6QADvaC4Rg832nJDjZEA
OPERATIONAL,"2HR3+G9H, Dusun Muri, Rahayu, Margaasih, Bandung Regency, West Java, Indonesia","{'location': {'lat': -6.9586901, 'lng': 107.5534739}, 'viewport': {'northeast': {'lat': -6.957340920107278, 'lng': 107.5548235798927}, 'southwest': {'lat': -6.960040579892722, 'lng': 107.5521239201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Rumah Adat Layang Raja,ChIJ2-SAiWTvaC4RokpClWV-78M,0.0,ChIJ2-SAiWTvaC4RokpClWV-78M,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,"[{'height': 3468, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109782602472639941734"">valentina utami</a>'], 'photo_reference': 'AUGGfZl2EeuHr519BrS4ibyzWKbFtHs4ENnZ5bOqXjeL3KHdsWV-VVuE24yd5ZrxC_LQoKb1WgDz7GkkqV1rTP59Yfs08YAJkO7XVAdYDHPJYkA7rnQVDFmo-0A0J6C79Pwrj4MGQc3HerxBsI31Zj5vRXXncj8s7CWg_VmnWBUjdAh6Bteh', 'width': 4624}]",,https://www.google.com/maps/place/?q=place_id:ChIJ2-SAiWTvaC4RokpClWV-78M
