formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,reference,types,business_status,rating,user_ratings_total,opening_hours,plus_code,url
"Tanjung, Tabalong Regency, South Kalimantan, Indonesia","{'location': {'lat': -2.0761554, 'lng': 115.3678781}, 'viewport': {'northeast': {'lat': -1.9646939, 'lng': 115.462495}, 'southwest': {'lat': -2.228315, 'lng': 115.2911329}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tanjung,"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105794062052716234355"">A Google User</a>'], 'photo_reference': 'AUGGfZli_Pm0W_pXIiphZej6hGCoBZTtNNPfHS1Bp-jFaqenj4JZ0ZV8v7AuQmXiwltLw4wHpdFKQ21tOmgPp9ib7XuqRR9ueFgv1nB-J45jQE2hDTHt4ryrt_A3jqkv7_SHPCaDZOWY9kFL9MgFi4MZ4TLI8jFnbOHEOktV8wMTD801Zeld', 'width': 4608}]",ChIJwyte5kq3-i0RlaHRjaoJp94,ChIJwyte5kq3-i0RlaHRjaoJp94,"['administrative_area_level_3', 'political']",,,,,,https://www.google.com/maps/place/?q=place_id:ChIJwyte5kq3-i0RlaHRjaoJp94
"Kambitin, Tanjung, Tabalong Regency, South Kalimantan, Indonesia","{'location': {'lat': -2.1034513, 'lng': 115.3370947}, 'viewport': {'northeast': {'lat': -2.071647, 'lng': 115.3808141}, 'southwest': {'lat': -2.160716, 'lng': 115.30356}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kambitin,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116999738731789232873"">Erlena Elen</a>'], 'photo_reference': 'AUGGfZnQoo_B26dWK9l2eOguoSKTMx8ZysDKfuQAmrJ_vhswJL1WHANWd-9BcAxGHFU38M3QbdYQPlNYSNhKKEWzCqBvkPte-_KuWaM0td012Mhqtmp1SBZdQN_W77NYaPjnFATgZdjAPoRVP5s5CODYiEPzke-WPwONIhR5H_WWek2eLjqI', 'width': 3120}]",ChIJHVY1pQK3-i0RSTsQTZGNAos,ChIJHVY1pQK3-i0RSTsQTZGNAos,"['administrative_area_level_4', 'political']",,,,,,https://www.google.com/maps/place/?q=place_id:ChIJHVY1pQK3-i0RSTsQTZGNAos
"Tanjung, Tabalong Regency, South Kalimantan, Indonesia","{'location': {'lat': -2.1628802, 'lng': 115.3815343}, 'viewport': {'northeast': {'lat': -2.152718, 'lng': 115.39149}, 'southwest': {'lat': -2.17205, 'lng': 115.374911}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tanjung,"[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105439473663400949811"">Tanjung Bersinar</a>'], 'photo_reference': 'AUGGfZl9vjKbqfiGtD_8gPwI0i4NvaOg19kyd5KebT6UuCTnseKQ-F5cvNGXL0ItQi-ABAuJnJ6fflP3LlLnCRbPAdyOxfzg57K8TDgOQCweW8zGHVcFAJRBYER0Z-2feKLgLMDK6xJfuRFtzu5LBm6Fzd7eNF4GFArojDlFACO9-kg-qxZp', 'width': 3264}]",ChIJsQriIvez-i0RKJs5FbTm4j8,ChIJsQriIvez-i0RKJs5FbTm4j8,"['administrative_area_level_4', 'political']",,,,,,https://www.google.com/maps/place/?q=place_id:ChIJsQriIvez-i0RKJs5FbTm4j8
"R9GX+P36, Jl. Stadion, Pembataan, Kec. Murung Pudak, Kabupaten Tabalong, Kalimantan Selatan 71571, Indonesia","{'location': {'lat': -2.1732143, 'lng': 115.3976269}, 'viewport': {'northeast': {'lat': -2.171853070107278, 'lng': 115.3989521298927}, 'southwest': {'lat': -2.174552729892723, 'lng': 115.3962524701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Komplek Pendopo Bersinar,"[{'height': 1836, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107259446703789071767"">Dewi Setyaningtyas</a>'], 'photo_reference': 'AUGGfZlCBu8YmUJO3Jq-Dtnohsanh8oT9KuMllcaw3N7dEvkLo_Zq49gAKo_6pgrK7RmbQrJYuFC0FWg9rkLJuaf0yFPU3Zw3ppfVY5eQafKP6C7uRitm8kE97Cidu5WyBn7obd47YZ9k4IVhHfb2O6zP6opymk30hnNGfJbLWUNa-B789wJ', 'width': 3264}]",ChIJU978AJSz-i0RvfrnGEcKyHE,ChIJU978AJSz-i0RvfrnGEcKyHE,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,4.6,389.0,,,https://www.google.com/maps/place/?q=place_id:ChIJU978AJSz-i0RvfrnGEcKyHE
"Tabalong Regency, South Kalimantan, Indonesia","{'location': {'lat': -1.864302, 'lng': 115.5681084}, 'viewport': {'northeast': {'lat': -1.315037, 'lng': 115.749324}, 'southwest': {'lat': -2.359369, 'lng': 115.131985}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tabalong Regency,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106121599855875500058"">finthihani ayuningtyas</a>'], 'photo_reference': 'AUGGfZlrVT3Rj_oKQMFWfkBap65bZ_h4XqTALy0ikWhQ913G6upAWmPgCyn4kaMHWASEoXDy28BzUmvpUiE4gC4uNQ8T-Y02tm5W-7FCg902UDXCcYtaNzRbo-BhfkyAfAFEtWJbG3LYqm_C_Gn7JbRj43RxXxcYfbBuQsuScdXkzmW03bLW', 'width': 3120}]",ChIJqb_R_fCQ-i0Rr6VzCtQLhRo,ChIJqb_R_fCQ-i0Rr6VzCtQLhRo,"['administrative_area_level_2', 'political']",,,,,,https://www.google.com/maps/place/?q=place_id:ChIJqb_R_fCQ-i0Rr6VzCtQLhRo
"Jl. Mufakat, Masukau, Kec. Murung Pudak, Kabupaten Tabalong, Kalimantan Selatan 71571, Indonesia","{'location': {'lat': -2.118408, 'lng': 115.423002}, 'viewport': {'northeast': {'lat': -2.117181970107278, 'lng': 115.4243525298928}, 'southwest': {'lat': -2.119881629892722, 'lng': 115.4216528701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata Sungai Jaing,"[{'height': 1824, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100240431483281990578"">A Google User</a>'], 'photo_reference': 'AUGGfZkZRlDg7qr6swLRMoLGYqAX2fs-p80gYgssgNBMnMt2F4YtOMqsdwbIQFsn4SxTjl1e6MH4vPr6Vs2YSf6Na8aEaNSK7F6Y7dS5heNYddsW0pumBNwNzloXSHD_1bL-j2yZJKHR3yGts1aaA_I54Sq-DRImm53Ha9dv0CpS2Ez31Y6t', 'width': 2736}]",ChIJZfFHjIex-i0RSFFw6-iqIkc,ChIJZfFHjIex-i0RSFFw6-iqIkc,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,4.3,60.0,{'open_now': False},"{'compound_code': 'VCJF+J6 Masukau, Tabalong Regency, South Kalimantan, Indonesia', 'global_code': '6P9QVCJF+J6'}",https://www.google.com/maps/place/?q=place_id:ChIJZfFHjIex-i0RSFFw6-iqIkc
"WC76+6Q, Juai, Tanjung, Tabalong Regency, South Kalimantan, Indonesia","{'location': {'lat': -2.0868888, 'lng': 115.4119714}, 'viewport': {'northeast': {'lat': -2.085555770107277, 'lng': 115.4131904298927}, 'southwest': {'lat': -2.088255429892722, 'lng': 115.4104907701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata Batu Ampar Wayau,"[{'height': 480, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115908871025425993760"">A Google User</a>'], 'photo_reference': 'AUGGfZmtJPBc4ZExcFJB_LhkJe_XTVqorzNZHOSC35KWL0e-2v7laqUDo-b6y2S7vl2YaCx6Qg_YfaiCoomKmT2Vu-p5yFyuJjOUSLOSSrUkhsTkSYWZrOYK-yhVWCl2QVPxTpOfIbchk3oW8U0V5LspD_88li4Toavo-XQ2LwKBjwPXxFwj', 'width': 720}]",ChIJExvvBTax-i0Rfb_R6TPW8Bg,ChIJExvvBTax-i0Rfb_R6TPW8Bg,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,4.0,6.0,{'open_now': False},,https://www.google.com/maps/place/?q=place_id:ChIJExvvBTax-i0Rfb_R6TPW8Bg
"RCC3+JVP, Jl. Tanjung Selatan, Mabuun, Kec. Murung Pudak, Kabupaten Tabalong, Kalimantan Selatan, Indonesia","{'location': {'lat': -2.1784074, 'lng': 115.4047127}, 'viewport': {'northeast': {'lat': -2.177066570107277, 'lng': 115.4060613298928}, 'southwest': {'lat': -2.179766229892722, 'lng': 115.4033616701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bidara Tree Garden,"[{'height': 3264, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105058265754120190468"">A Google User</a>'], 'photo_reference': 'AUGGfZmJK163jkTEce6ZYNwp5k_tccXZkcJvXCqX8gpKjp_kyN-iWHSFk5sFn5w5_6Pn5G1eyrZxz1JRAeJSw2LcWzWxJ7BAN8s9rmK5q3GyTZOc6g7I2LDkGKlmToe5ZecPqX1rNiRSKNl5m12EDUvlI55KygEtm969-kT_VFiQKbah-Qle', 'width': 2448}]",ChIJNWBIFdaz-i0RK0mlfMimlQQ,ChIJNWBIFdaz-i0RK0mlfMimlQQ,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,3.0,1.0,{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJNWBIFdaz-i0RK0mlfMimlQQ
"W986+68F, Kambitin, Tanjung, Tabalong Regency, South Kalimantan, Indonesia","{'location': {'lat': -2.0844322, 'lng': 115.3607851}, 'viewport': {'northeast': {'lat': -2.083081070107278, 'lng': 115.3621701798927}, 'southwest': {'lat': -2.085780729892722, 'lng': 115.3594705201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tugu patin,,ChIJ3RDbKTW3-i0RQXRjAuujC5w,ChIJ3RDbKTW3-i0RQXRjAuujC5w,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,5.0,1.0,,,https://www.google.com/maps/place/?q=place_id:ChIJ3RDbKTW3-i0RQXRjAuujC5w
"Jl. Fajar Baru, Belimbing Raya, Kec. Murung Pudak, Kabupaten Tabalong, Kalimantan Selatan 71571, Indonesia","{'location': {'lat': -2.164526, 'lng': 115.394608}, 'viewport': {'northeast': {'lat': -2.163167620107278, 'lng': 115.3959670798927}, 'southwest': {'lat': -2.165867279892722, 'lng': 115.3932674201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pemacingan DATU HARUNG,"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116004974847181561712"">Rusi Yana</a>'], 'photo_reference': 'AUGGfZkadli0mBVsMNilEo-0lOX19alvIoRDZj36aI9IFMYExazWNiO-iJx4EUQ6DrkCjlxD2lIVaHDkfcHIiWpN_6I3fmT7mhH3Z_gqxsBepZKuc5nM-NroxHuVV_WEkdWccSzODEi7n-IKGoMhdGQGS5uGA5G09e_c1HoGnwvTFGNG5HMq', 'width': 4608}]",ChIJq3dQd7az-i0RmttGLwaRgII,ChIJq3dQd7az-i0RmttGLwaRgII,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,5.0,1.0,{'open_now': False},"{'compound_code': 'R9PV+5R Belimbing Raya, Tabalong Regency, South Kalimantan, Indonesia', 'global_code': '6P9QR9PV+5R'}",https://www.google.com/maps/place/?q=place_id:ChIJq3dQd7az-i0RmttGLwaRgII
