business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,opening_hours,place_id,rating,reference,types,user_ratings_total,photos,permanently_closed,plus_code,url
OPERATIONAL,"QQX2+F4W, Jl. Poriaha Julu, Tapian Nauli III, Kec. Tapian Nauli, Kabupaten Tapanuli Tengah, Sumatera Utara 22618, Indonesia","{'location': {'lat': 1.7987304, 'lng': 98.75032639999999}, 'viewport': {'northeast': {'lat': 1.800103779892722, 'lng': 98.75163752989272}, 'southwest': {'lat': 1.797404120107278, 'lng': 98.74893787010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Desa Sibustak bustak,{'open_now': False},ChIJ278HBTP1LjARvTIfRUpJh4Y,0.0,ChIJ278HBTP1LjARvTIfRUpJh4Y,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJ278HBTP1LjARvTIfRUpJh4Y
OPERATIONAL,"HH6G+MJR, Tapian Nauli I, Tapian Nauli, Central Tapanuli Regency, North Sumatra 22618, Indonesia","{'location': {'lat': 1.5617253, 'lng': 98.5765065}, 'viewport': {'northeast': {'lat': 1.563075129892722, 'lng': 98.57785632989271}, 'southwest': {'lat': 1.560375470107278, 'lng': 98.57515667010726}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pulau Kalimantung Na Menek,{'open_now': True},ChIJOzTal-jnLjAROFQdceAcRqY,4.7,ChIJOzTal-jnLjAROFQdceAcRqY,"['tourist_attraction', 'point_of_interest', 'establishment']",50,"[{'height': 2250, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101926149841777808420"">A Google User</a>'], 'photo_reference': 'AUGGfZnnXeNOogX0eF_36W1gNjlba8SDIhCOsPsaBX3iXJtIQ8yRT_zk5mvdb6Q0e2wHq3Gmt0qCfaRtyjfFrLmSWoHM3sKrwAUCSoDzyV4RXF_wtW6zgi5ZvZsXPsH_fwT1Kd5qlEQ6Kok_xlg4b5WoXm-yLJaBV2qRuO2Rb_N3zUTlPaZQ', 'width': 4000}]",,,https://www.google.com/maps/place/?q=place_id:ChIJOzTal-jnLjAROFQdceAcRqY
CLOSED_TEMPORARILY,"954M+27, Tapian Nauli, Angkola Selatan, South Tapanuli Regency, North Sumatra 22735, Indonesia","{'location': {'lat': 1.3555736, 'lng': 99.1830907}, 'viewport': {'northeast': {'lat': 1.356892229892722, 'lng': 99.18442707989273}, 'southwest': {'lat': 1.354192570107278, 'lng': 99.18172742010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tugu Selamat Datang Kelurahan Tapian Nauli,,ChIJdRuE2kKnLjAR5YctbwEJzUk,0.0,ChIJdRuE2kKnLjAR5YctbwEJzUk,"['travel_agency', 'point_of_interest', 'establishment']",0,,True,,https://www.google.com/maps/place/?q=place_id:ChIJdRuE2kKnLjAR5YctbwEJzUk
OPERATIONAL,"HHVP+8H7, Tapian Nauli I, Pulau Mursala, Central Tapanuli Regency, North Sumatra 22618, Indonesia","{'location': {'lat': 1.5932804, 'lng': 98.58640989999999}, 'viewport': {'northeast': {'lat': 1.594630229892722, 'lng': 98.58775972989271}, 'southwest': {'lat': 1.591930570107278, 'lng': 98.58506007010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Suhut Mursala,,ChIJNUY5hOzlLjAR-fZ5_KL-XhQ,4.9,ChIJNUY5hOzlLjAR-fZ5_KL-XhQ,"['tourist_attraction', 'point_of_interest', 'establishment']",16,"[{'height': 6000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117958226459590108948"">A Google User</a>'], 'photo_reference': 'AUGGfZmMqrZzeOJfaynOHXGWm_EeI0YDR0bb22-KmzjX0QZV7d18C17LsT2qMEPTFZbW0kTmvq_MRiqynjGiUYKyYwkgkPr8PUocDxkeFURNQ55HKAtA8W0WUsh7BG4yZBXt7VuZZ5ZIE5v-B8bxtdb6DwTYBSzleW5RB-CM7nJyTrTa7n2T', 'width': 8000}]",,,https://www.google.com/maps/place/?q=place_id:ChIJNUY5hOzlLjAR-fZ5_KL-XhQ
OPERATIONAL,"HHVM+WFF, Tapian Nauli I, Tapian Nauli, Central Tapanuli Regency, North Sumatra 22618, Indonesia","{'location': {'lat': 1.5948168, 'lng': 98.58366670000001}, 'viewport': {'northeast': {'lat': 1.596166629892722, 'lng': 98.58501652989273}, 'southwest': {'lat': 1.593466970107278, 'lng': 98.58231687010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Pulau Sitaban Barat,,ChIJceJp-BHkLjARsYVLWPSJj4o,4.2,ChIJceJp-BHkLjARsYVLWPSJj4o,"['tourist_attraction', 'point_of_interest', 'establishment']",11,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102832527225517586379"">olan zul</a>'], 'photo_reference': 'AUGGfZmu-W-sGFTIR40Y8h69aG5BWYk7A7cXzhfUc6mxkWHbEvaBN_ktOT3r4GZ77zsU0cmX6VK66haGVSEQiAEsGprvQdXAkqKtQjI-CRAiGjar_dE_TBYv--JOcJlC6lthPO7qUt-FD26St3v_nfkc93605UR5h8Xe0zR5djooSR1JKY9Z', 'width': 4160}]",,,https://www.google.com/maps/place/?q=place_id:ChIJceJp-BHkLjARsYVLWPSJj4o
OPERATIONAL,"JHWX+GCH, Tapian Nauli I, Tapian Nauli, Central Tapanuli Regency, North Sumatra 22618, Indonesia","{'location': {'lat': 1.6463229, 'lng': 98.5986001}, 'viewport': {'northeast': {'lat': 1.647672729892722, 'lng': 98.59994992989272}, 'southwest': {'lat': 1.644973070107278, 'lng': 98.59725027010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Pulau Putri,{'open_now': True},ChIJQzOQbMbkLjARHoWA0bG8vdw,4.5,ChIJQzOQbMbkLjARHoWA0bG8vdw,"['tourist_attraction', 'point_of_interest', 'establishment']",42,"[{'height': 1536, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110610889333356763964"">simon boyke</a>'], 'photo_reference': 'AUGGfZm9peLYmUOGIOd3A47-fDOcSBWxeJykBnCpUU7G9jGCvr7seJFe1fetupCcwq7cAxnzbyx9TPwXS9Sr4phMZ2ARhKiioZ1Q6xoF3bFtgyHkZVCdauoPQRwpoYakSX-wrh225vdh9rDDS26D9j0CqN8VJU8YwEciiQ3_q0KAvA3fuKRG', 'width': 2048}]",,,https://www.google.com/maps/place/?q=place_id:ChIJQzOQbMbkLjARHoWA0bG8vdw
OPERATIONAL,"HH8H+699, Tapian Nauli I, Tapian Nauli, Central Tapanuli Regency, North Sumatra 22618, Indonesia","{'location': {'lat': 1.565539, 'lng': 98.578498}, 'viewport': {'northeast': {'lat': 1.566888829892722, 'lng': 98.57984782989273}, 'southwest': {'lat': 1.564189170107278, 'lng': 98.57714817010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,"Pulau Kalimantung, Tapanuli Tengah",{'open_now': True},ChIJbzxJFY3nLjARPee9hGiujfQ,4.7,ChIJbzxJFY3nLjARPee9hGiujfQ,"['tourist_attraction', 'point_of_interest', 'establishment']",48,"[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101651005092280401308"">rama dhani</a>'], 'photo_reference': 'AUGGfZkO0mL6QWs1mjt-XL_GTFL9iBogLOvW_exCze6uXf4SOviNlTLFDVAPDuj_B1SmmKWwEtz656dICGekJWzsnsRUIz8CU4_d3kFNBC9yjSb-7L2oB_y9Rj761WfIc5qXaenuzme31mfaBAOF5UzqyEDfJmkQGzlfGoUkTXPFFAZL5aQV', 'width': 3264}]",,,https://www.google.com/maps/place/?q=place_id:ChIJbzxJFY3nLjARPee9hGiujfQ
OPERATIONAL,"QQ59+QVW, Jl. Sibolga - Barus, Mela I, Kec. Tapian Nauli, Kabupaten Tapanuli Tengah, Sumatera Utara 22618, Indonesia","{'location': {'lat': 1.7594998, 'lng': 98.76969059999999}, 'viewport': {'northeast': {'lat': 1.760858029892722, 'lng': 98.77107072989273}, 'southwest': {'lat': 1.758158370107278, 'lng': 98.76837107010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,tapian nauli,,ChIJL8bZt1n1LjARD_a8S2aOibo,5.0,ChIJL8bZt1n1LjARD_a8S2aOibo,"['park', 'point_of_interest', 'establishment']",1,,,,https://www.google.com/maps/place/?q=place_id:ChIJL8bZt1n1LjARD_a8S2aOibo
OPERATIONAL,"PQJ3+53, I, Kec. Tapian Nauli, Kabupaten Tapanuli Tengah, Sumatera Utara, Indonesia","{'location': {'lat': 1.7304225, 'lng': 98.7526482}, 'viewport': {'northeast': {'lat': 1.731772329892722, 'lng': 98.75399802989273}, 'southwest': {'lat': 1.729072670107278, 'lng': 98.75129837010729}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai,,ChIJ809-Hh_zLjARP2R2k05WmZs,0.0,ChIJ809-Hh_zLjARP2R2k05WmZs,"['tourist_attraction', 'point_of_interest', 'establishment']",0,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108726289217013310607"">A Google User</a>'], 'photo_reference': 'AUGGfZm90xoMono0gHdWcdcOZpePiKp509Sg6jG8AwOezN6jMcKHwlu1xRkdrunXWEfNh_IuEy97_VR019hCTeKrmCq9EcikiagvuXQCYK6_gyLD6N2ZbtGzniRvxxYk-D4oD3kd74g_FBVYq4m5nlDckvpI3Gs2uuRDcuNUi0klxwqln9M7', 'width': 3120}]",,,https://www.google.com/maps/place/?q=place_id:ChIJ809-Hh_zLjARP2R2k05WmZs
OPERATIONAL,"QQRC+H43, Unnamed Road, Tapian Nauli IV, Kec. Tapian Nauli, Kabupaten Tapanuli Tengah, Sumatera Utara 22618, Indonesia","{'location': {'lat': 1.7913799, 'lng': 98.7703009}, 'viewport': {'northeast': {'lat': 1.792666479892722, 'lng': 98.77199702989272}, 'southwest': {'lat': 1.789966820107278, 'lng': 98.76929737010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bair Falls,{'open_now': True},ChIJ-YQqU4v1LjARnlym08bWV-s,4.4,ChIJ-YQqU4v1LjARnlym08bWV-s,"['tourist_attraction', 'point_of_interest', 'establishment']",36,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113668351159198642180"">Iqbal Harianja Siregar</a>'], 'photo_reference': 'AUGGfZktt2IzviN7VrqytA8Z-ADvcPW3QCsV8UW8wzbfSTvwq3jgOX7hmcQM-842I7zrGApP6Ku4FmMkorVV-t-7gZ9oi8tS2B98j1dSxImg34ssd_AKwBYUofmqGsxs4ZW8Uw-EyLmxN5HexDDDxmrNpWlpmuwF73Ka2xZlcQT6YqVu6LkZ', 'width': 2340}]",,,https://www.google.com/maps/place/?q=place_id:ChIJ-YQqU4v1LjARnlym08bWV-s
