business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,opening_hours,place_id,rating,reference,types,user_ratings_total,photos,plus_code,url
OPERATIONAL,"6358+WQ, Janji Manaon, Batang Angkola, South Tapanuli Regency, North Sumatra, Indonesia","{'location': {'lat': 1.209829, 'lng': 99.066904}, 'viewport': {'northeast': {'lat': 1.211178829892722, 'lng': 99.06825382989271}, 'southwest': {'lat': 1.208479170107278, 'lng': 99.06555417010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,CV Batu Marondam,{'open_now': True},ChIJbWzmsJCtLjARgUPfML0qaHM,3.0,ChIJbWzmsJCtLjARgUPfML0qaHM,"['tourist_attraction', 'point_of_interest', 'establishment']",2,,,https://www.google.com/maps/place/?q=place_id:ChIJbWzmsJCtLjARgUPfML0qaHM
OPERATIONAL,"9237+68, Tindoan Laut, Angkola Sangkunur, South Tapanuli Regency, North Sumatra, Indonesia","{'location': {'lat': 1.353028, 'lng': 99.01337099999999}, 'viewport': {'northeast': {'lat': 1.354355829892722, 'lng': 99.01456907989271}, 'southwest': {'lat': 1.351656170107278, 'lng': 99.01186942010726}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,"Bahung, kabupaten Tapanuli Selatan, Sumatra Utara",,ChIJv1iTTwClLjARZK3dSWV-CoI,0.0,ChIJv1iTTwClLjARZK3dSWV-CoI,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJv1iTTwClLjARZK3dSWV-CoI
OPERATIONAL,"82C4+F4J, Rianiate, Angkola Sangkunur, South Tapanuli Regency, North Sumatra, Indonesia","{'location': {'lat': 1.3212132, 'lng': 99.0052683}, 'viewport': {'northeast': {'lat': 1.322563029892722, 'lng': 99.00661812989271}, 'southwest': {'lat': 1.319863370107278, 'lng': 99.00391847010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Danau Si Ais,{'open_now': True},ChIJmWCPhSWwLjARAb7R_73FxG8,4.0,ChIJmWCPhSWwLjARAb7R_73FxG8,"['tourist_attraction', 'point_of_interest', 'establishment']",49,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115036129776861085532"">Reny Mawardini</a>'], 'photo_reference': 'AUGGfZnqMgVIwgvPwIyYUU9ZQaZiKmJxNumvEaAeP-b9JkG2FOG25WyyX91-enZ0-EzglJncfI3-JaTGvTcJ1rb8sjuFLFFdE8hyd-LONUEqetsUMHy09T7dzqlzOZgtnwRZFarWwbQkEcz_rljXy4hMlRNVr-RN6jAKvSQ4VYYrlftqfg7w', 'width': 4032}]",,https://www.google.com/maps/place/?q=place_id:ChIJmWCPhSWwLjARAb7R_73FxG8
OPERATIONAL,"Muara Upu, Muara Batang Toru, South Tapanuli Regency, North Sumatra 22738, Indonesia","{'location': {'lat': 1.3323998, 'lng': 98.84562319999999}, 'viewport': {'northeast': {'lat': 1.333749629892722, 'lng': 98.84697302989271}, 'southwest': {'lat': 1.331049970107278, 'lng': 98.84427337010726}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Barat,{'open_now': True},ChIJx7ZMzf63LjARgFKA85IPVUQ,4.2,ChIJx7ZMzf63LjARgFKA85IPVUQ,"['tourist_attraction', 'point_of_interest', 'establishment']",55,"[{'height': 2352, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110173725468971636937"">Afdi Kurniawan</a>'], 'photo_reference': 'AUGGfZlo6jC4-c8Bnly31IRoNNhppfeSgUtt1RqmfJiHGQWpn0yyU6IamQxD_lu5v3ED0ZgSAmlBr1abiQHfmYOp2v4ymuh5TDxyTPqno0oUZNS6tGF_pScI-aFezu9FUykF1I9lXhZ8BJPNkwVAQGDdAQD8KfJQ2NNR5Rso-i-xe9AIlGLr', 'width': 4160}]","{'compound_code': '8RJW+X6 Muara Upu, South Tapanuli Regency, North Sumatra, Indonesia', 'global_code': '6MHW8RJW+X6'}",https://www.google.com/maps/place/?q=place_id:ChIJx7ZMzf63LjARgFKA85IPVUQ
OPERATIONAL,"PGGQ+FQ3, Jl. Lintas Natal, Tano Bato, Kec. Panyabungan Sel., Kabupaten Mandailing Natal, Sumatera Utara 22994, Indonesia","{'location': {'lat': 0.7261467, 'lng': 99.53941669999999}, 'viewport': {'northeast': {'lat': 0.7275566298927223, 'lng': 99.54355670000002}, 'southwest': {'lat': 0.7248569701072778, 'lng': 99.53803669999998}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Air Terjun Sigala-Gala,,ChIJsybmkkDJKzAR-JF38CzThxo,4.1,ChIJsybmkkDJKzAR-JF38CzThxo,"['tourist_attraction', 'point_of_interest', 'establishment']",36,"[{'height': 3780, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115076695691922132721"">Jell S</a>'], 'photo_reference': 'AUGGfZmJtRnv8le5mwgWjA8EzzW7mctAL8ctYm6yYZC5OI-klAMGJRCr8ulmjrB9mv99lNAxJwojw6bJMsRSPMsrmkXk7dX-BNzoPa0oObVWQ0-o21EX5FPO-s5iCP4UvQo3gymCshYV357DE9n2YdpxbZAl7pEn4VnLlCKCOv_lY2y4UsL8', 'width': 3024}]",,https://www.google.com/maps/place/?q=place_id:ChIJsybmkkDJKzAR-JF38CzThxo
OPERATIONAL,"7475+3F2, Pardomuan, Angkola Selatan, South Tapanuli Regency, North Sumatra, Indonesia","{'location': {'lat': 1.2626298, 'lng': 99.10864839999999}, 'viewport': {'northeast': {'lat': 1.263979629892722, 'lng': 99.10999822989271}, 'southwest': {'lat': 1.261279970107278, 'lng': 99.10729857010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Air tejun gua asom,,ChIJhxf3tW-rLjARlD8aLtVRQUA,1.0,ChIJhxf3tW-rLjARlD8aLtVRQUA,"['tourist_attraction', 'point_of_interest', 'establishment']",1,"[{'height': 1970, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115831451194690817310"">A Google User</a>'], 'photo_reference': 'AUGGfZkqeqNzFgVQwO9SrIt1mSFtLYcP2SIBSn-WUpEabu1Ea9qEVKKsvWcT8r6_7SVSIIbA4zkuube0OQ8ak1Stgz045N65WbEEzPIffjM9EJUYlQ5XKF6-1zaYCjGciPPJ4UMKQvxwWVqzO9j3Yg-UGwwjY0x6-EqEAkb6OYt5AITmdYgW', 'width': 4160}]",,https://www.google.com/maps/place/?q=place_id:ChIJhxf3tW-rLjARlD8aLtVRQUA
OPERATIONAL,"8X7X+GGV, Malombu, Angkola Selatan, South Tapanuli Regency, North Sumatra, Indonesia","{'location': {'lat': 1.3138672, 'lng': 98.9988096}, 'viewport': {'northeast': {'lat': 1.31645935, 'lng': 99.00027127989271}, 'southwest': {'lat': 1.31300315, 'lng': 98.99757162010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Danau Siais,,ChIJka50vXuxLjARx9_4L0_zZfQ,0.0,ChIJka50vXuxLjARx9_4L0_zZfQ,"['tourist_attraction', 'point_of_interest', 'establishment']",0,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107777452798297711819"">A Google User</a>'], 'photo_reference': 'AUGGfZlazkwS2VXkghXHMgzSo-uevTYmLNbz21XGMYT5XRJwGoeb2-d-8e6Qh1-bwgWH4SiOYOJB6CBw060Jb20emhNSDpHCIC7ZdoFpVjA67PGK5ZPlHnb4rzE9olcZo0_Cbn3Lvv_C0K-Tnd_7hYY1F4T5enlhqSmic7A8DOFn0gcx_1_i', 'width': 2340}]",,https://www.google.com/maps/place/?q=place_id:ChIJka50vXuxLjARx9_4L0_zZfQ
OPERATIONAL,"WG3F+44J, Rumbio, Panyabungan Utara, Mandailing Natal Regency, North Sumatra 22976, Indonesia","{'location': {'lat': 0.9028324, 'lng': 99.52275999999999}, 'viewport': {'northeast': {'lat': 0.9042127798927222, 'lng': 99.52411807989273}, 'southwest': {'lat': 0.9015131201072779, 'lng': 99.52141842010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Aek Godang Rumbio,{'open_now': True},ChIJD1hNd_jrKzARiq9NsxQIjPM,4.8,ChIJD1hNd_jrKzARiq9NsxQIjPM,"['tourist_attraction', 'point_of_interest', 'establishment']",5,"[{'height': 1960, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112391970446193687253"">A Google User</a>'], 'photo_reference': 'AUGGfZkFz-5axcHAdMs5jC4PDotRMlftl-dYDCAYs4s1oYopVUllTXRwnPxgwkPIl-t4Ah-e08rZbIsWoKrjdzKQdXB3sHviYRY1R6rAaQKOOGbtTCF2Puq2_0sBPYFQrWcMVAf9xCxJ4XYvZOVFQQQkSwDaT3hs1jpTSU-AiOWoB9mK4OxP', 'width': 4032}]",,https://www.google.com/maps/place/?q=place_id:ChIJD1hNd_jrKzARiq9NsxQIjPM
OPERATIONAL,"64PF+RC, Sidadi Jae, Batang Angkola, South Tapanuli Regency, North Sumatra, Indonesia","{'location': {'lat': 1.2370493, 'lng': 99.1235457}, 'viewport': {'northeast': {'lat': 1.238399129892722, 'lng': 99.12489552989273}, 'southwest': {'lat': 1.235699470107278, 'lng': 99.12219587010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Air Terjun Holat,,ChIJc_0iZwCrLjAR-nwiRWA2rf4,4.3,ChIJc_0iZwCrLjAR-nwiRWA2rf4,"['tourist_attraction', 'point_of_interest', 'establishment']",3,"[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105801705071150540282"">A Google User</a>'], 'photo_reference': 'AUGGfZnBOvK6LL6QtZ01WwkA_RwvU-CqRgcJkXfFsWaNXOXL9XmL28umLfhwAHBO_H4YhLiFvlESSz9_1v1S60UOZkTTMKo-WuK1oVUIbBd4JER-wHwgI9MhN5_hHIt1ZEIsjj8AY2505Wyz-KZhU8ioqggew7951ruwTu1GvcQblB-5pl7m', 'width': 3264}]",,https://www.google.com/maps/place/?q=place_id:ChIJc_0iZwCrLjAR-nwiRWA2rf4
OPERATIONAL,"VG32+PM8, Runding, Panyabungan Barat, Mandailing Natal Regency, North Sumatra 22977, Indonesia","{'location': {'lat': 0.8542945, 'lng': 99.5016899}, 'viewport': {'northeast': {'lat': 0.8550794000000002, 'lng': 99.50346012989272}, 'southwest': {'lat': 0.8519398, 'lng': 99.50076047010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Calina lestari farm,{'open_now': True},ChIJvX6Yn7vBKzARBx9WlwzL_PU,0.0,ChIJvX6Yn7vBKzARBx9WlwzL_PU,"['tourist_attraction', 'point_of_interest', 'establishment']",0,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104032937144326449835"">Putra Lubis</a>'], 'photo_reference': 'AUGGfZkDjY2EW7eK5chWrtvdDQLTd7rXk7beoTqImXI9aNWJArcD0JemfgO8xsfjbDyRzF92X9k6iKKtvrZEwrY87dvtiP5M_70g5rkatJieTnZvDJP9VDdKIvohbZbEWBlTxFwxxfXQ14FsijahgWy5387htz_bcelXnqIJbe0xfkNMYzIC', 'width': 4000}]",,https://www.google.com/maps/place/?q=place_id:ChIJvX6Yn7vBKzARBx9WlwzL_PU
