business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,rating,reference,types,user_ratings_total,opening_hours,photos,permanently_closed,url
OPERATIONAL,"W7PV+W44, Angku, Kajuara, Bone Regency, South Sulawesi 92776, Indonesia","{'location': {'lat': -5.063054500000001, 'lng': 120.2930208}, 'viewport': {'northeast': {'lat': -5.061722820107279, 'lng': 120.2943972798927}, 'southwest': {'lat': -5.064422479892723, 'lng': 120.2916976201072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Angkue,ChIJy1R4eQAvvC0RqsQUlXDCZFc,5.0,ChIJy1R4eQAvvC0RqsQUlXDCZFc,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,,,https://www.google.com/maps/place/?q=place_id:ChIJy1R4eQAvvC0RqsQUlXDCZFc
OPERATIONAL,"W6MC+4J3, Bulu Tanah, Kajuara, Bone Regency, South Sulawesi 92776, Indonesia","{'location': {'lat': -5.0672706, 'lng': 120.221601}, 'viewport': {'northeast': {'lat': -5.065905120107278, 'lng': 120.2229393798927}, 'southwest': {'lat': -5.068604779892722, 'lng': 120.2202397201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Permandian PASALUE,ChIJ_-RodlMpvC0RFdb5rQscOIc,5.0,ChIJ_-RodlMpvC0RFdb5rQscOIc,"['tourist_attraction', 'point_of_interest', 'establishment']",2,,,,https://www.google.com/maps/place/?q=place_id:ChIJ_-RodlMpvC0RFdb5rQscOIc
OPERATIONAL,"W7PV+R73, Jl. Pantai Jodoh, Angku, Kec. Kajuara, Kabupaten Bone, Sulawesi Selatan 92776, Indonesia","{'location': {'lat': -5.0629947, 'lng': 120.2931708}, 'viewport': {'northeast': {'lat': -5.061628520107278, 'lng': 120.2944937298927}, 'southwest': {'lat': -5.064328179892722, 'lng': 120.2917940701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,RUMAH FENITA,ChIJBQfyRQAvvC0RUr8qBuyxHsY,0.0,ChIJBQfyRQAvvC0RUr8qBuyxHsY,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJBQfyRQAvvC0RUr8qBuyxHsY
OPERATIONAL,"W68G+694, Waetuwo, Kajuara, Bone Regency, South Sulawesi 92776, Indonesia","{'location': {'lat': -5.0844751, 'lng': 120.2259381}, 'viewport': {'northeast': {'lat': -5.083006970107277, 'lng': 120.2273501798927}, 'southwest': {'lat': -5.085706629892721, 'lng': 120.2246505201072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Permandian Alam Waetuwo,ChIJXzVIGpUovC0RToo0cAQzt1c,4.0,ChIJXzVIGpUovC0RToo0cAQzt1c,"['tourist_attraction', 'point_of_interest', 'establishment']",119,{'open_now': True},"[{'height': 2160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113961400952012238257"">anas irwan</a>'], 'photo_reference': 'AUGGfZnCFa6cFdAAb1VNfv7ZrBcrE-hYChYrV21ZVSNSwmJ0SJUX9rZKJHu4sTmFJtNVoM7ocXbdIf3ctCGWix7kbNk2BAYCNK1e4olnWr5337wTcfksp5AHbjgeeVowWGXuQWIHL9zJuNGBGuuM1bDz8zv3ehBZV_KqEzBboa_-q-zvtUdv', 'width': 3840}]",,https://www.google.com/maps/place/?q=place_id:ChIJXzVIGpUovC0RToo0cAQzt1c
OPERATIONAL,"W7PF+P4P, Pude, Kajuara, Bone Regency, South Sulawesi, Indonesia","{'location': {'lat': -5.0628714, 'lng': 120.2737371}, 'viewport': {'northeast': {'lat': -5.061624570107277, 'lng': 120.2754778798927}, 'southwest': {'lat': -5.064324229892721, 'lng': 120.2727782201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,PANTAI LAMPU TOAE,ChIJfaBHSAAvvC0RbDYbDMcwDMA,0.0,ChIJfaBHSAAvvC0RbDYbDMcwDMA,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJfaBHSAAvvC0RbDYbDMcwDMA
OPERATIONAL,"W7VX+CGQ, Kajuara, Bone Regency, South Sulawesi, Indonesia","{'location': {'lat': -5.056401399999999, 'lng': 120.2988546}, 'viewport': {'northeast': {'lat': -5.055020770107278, 'lng': 120.3001772298927}, 'southwest': {'lat': -5.057720429892722, 'lng': 120.2974775701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Pantai Jodoh,ChIJIWStClYuvC0RgT6ZG4zRdkY,4.3,ChIJIWStClYuvC0RgT6ZG4zRdkY,"['tourist_attraction', 'lodging', 'point_of_interest', 'establishment']",62,,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115294322382189391453"">A Google User</a>'], 'photo_reference': 'AUGGfZnfZz60_wm4PPlAc-DQsfUB8OsixdY4fgMXUvaJvUfRpBBD0psDYFcXbkZjE2kkiSs_m1nnEFdSz501xI4ACJ9xKrXnVonOjBGV_J2Xzgmd05Nx50MPFqAccM9WCX0zUSNeJzMBQEx4y5BaAAvTXJvpBWmXC5PUeiD49907ydruAo34', 'width': 1920}]",,https://www.google.com/maps/place/?q=place_id:ChIJIWStClYuvC0RgT6ZG4zRdkY
OPERATIONAL,"X47R+5JQ, Dusun pao, Kec. Kahu, Kabupaten Bone, Sulawesi Selatan, Indonesia","{'location': {'lat': -5.0370427, 'lng': 120.1416089}, 'viewport': {'northeast': {'lat': -5.036170820107277, 'lng': 120.1424619798927}, 'southwest': {'lat': -5.038870479892721, 'lng': 120.1397623201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Air terjun baruttung,ChIJkT6UYwCDvi0RuQKeKsLjrcE,0.0,ChIJkT6UYwCDvi0RuQKeKsLjrcE,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJkT6UYwCDvi0RuQKeKsLjrcE
OPERATIONAL,"X574+GFH, Pasaka, Kahu, Bone Regency, South Sulawesi 92767, Indonesia","{'location': {'lat': -5.0361782, 'lng': 120.1562386}, 'viewport': {'northeast': {'lat': -5.032261549999999, 'lng': 120.1582398298927}, 'southwest': {'lat': -5.037483750000001, 'lng': 120.1555401701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tana maili water park,ChIJXQxx7Z2Dvi0R6IuYg2zWTeM,5.0,ChIJXQxx7Z2Dvi0R6IuYg2zWTeM,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108535943898947748858"">A Google User</a>'], 'photo_reference': 'AUGGfZleougD_zg3hNjgXY7ZHv_ujZLdtDKqXDt9pWif45x-otoHTHJA6H2rCOM9F8jssQvTlWSCLhotH2lKkB8SVhzEyb5u0cMSR5-tNhK5cnT6GxOOY4j9kNEeqVuWiMDfMcuf6texzJjJkYDOk13mwi_djnCp59MEF8olsTKF3giKwWep', 'width': 3000}]",,https://www.google.com/maps/place/?q=place_id:ChIJXQxx7Z2Dvi0R6IuYg2zWTeM
OPERATIONAL,"28G2+94M, Ujunge, Tonra, Bone Regency, South Sulawesi, Indonesia","{'location': {'lat': -4.9728388, 'lng': 120.3008586}, 'viewport': {'northeast': {'lat': -4.971485870107277, 'lng': 120.3021406798928}, 'southwest': {'lat': -4.974185529892721, 'lng': 120.2994410201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Ashari,ChIJSwS9fXEtvC0RVm7gWB9dlUM,4.8,ChIJSwS9fXEtvC0RVm7gWB9dlUM,"['tourist_attraction', 'point_of_interest', 'establishment']",4,,,,https://www.google.com/maps/place/?q=place_id:ChIJSwS9fXEtvC0RVm7gWB9dlUM
OPERATIONAL,"28M3+5G9, Ujunge, Tonra, Bone Regency, South Sulawesi, Indonesia","{'location': {'lat': -4.967081, 'lng': 120.303866}, 'viewport': {'northeast': {'lat': -4.965761120107278, 'lng': 120.3052485798927}, 'southwest': {'lat': -4.968460779892722, 'lng': 120.3025489201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tanjung Pero,ChIJ3Xy4g4QtvC0R1rXogxVt0S0,4.6,ChIJ3Xy4g4QtvC0R1rXogxVt0S0,"['tourist_attraction', 'point_of_interest', 'establishment']",18,{'open_now': True},"[{'height': 3084, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100050535323206894938"">Fatta Alwi</a>'], 'photo_reference': 'AUGGfZkmv53LPAGgATisliuptczysoh3LInlNbKlg21JE51JyKHY631GPaYQnFuwueLOmCtdjsU8FJDDT5QkKUsePZgzHNIlfnJTfSsUFYCiaG1157H0W2wAzbbK01lJPd1yMSi09qpLcw4vEuFYQPYYTakrecxAtqsl2ZQkYFi5kYpbhPk4', 'width': 4096}]",,https://www.google.com/maps/place/?q=place_id:ChIJ3Xy4g4QtvC0R1rXogxVt0S0
