business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,rating,reference,types,user_ratings_total,opening_hours,plus_code,photos,permanently_closed,url
OPERATIONAL,"25P2+4V4, Tana hasae, Kec. Patimpeng, Kabupaten Bone, Sulawesi Selatan, Indonesia","{'location': {'lat': -4.9647277, 'lng': 120.1521936}, 'viewport': {'northeast': {'lat': -4.963391170107279, 'lng': 120.1535666298928}, 'southwest': {'lat': -4.966090829892723, 'lng': 120.1508669701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pondok,ChIJ9_ZoUwCBvi0RIGTQRw3mBVY,0,ChIJ9_ZoUwCBvi0RIGTQRw3mBVY,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJ9_ZoUwCBvi0RIGTQRw3mBVY
OPERATIONAL,"35P9+R28, Dusun Kadieng, Massila, Kec. Patimpeng, Kabupaten Bone, Sulawesi Selatan, Indonesia","{'location': {'lat': -4.912960399999999, 'lng': 120.1675639}, 'viewport': {'northeast': {'lat': -4.911715249999999, 'lng': 120.1686419}, 'southwest': {'lat': -4.916695849999999, 'lng': 120.1643299}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tettoneng Jarange,ChIJk3WRpW_VvS0R74LJtjQ6Nxc,4,ChIJk3WRpW_VvS0R74LJtjQ6Nxc,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,,,,https://www.google.com/maps/place/?q=place_id:ChIJk3WRpW_VvS0R74LJtjQ6Nxc
OPERATIONAL,"Jalan poros pabrik gula, Massila, Kec. Patimpeng, Kabupaten Bone, Sulawesi Selatan, Indonesia","{'location': {'lat': -4.9081098, 'lng': 120.1400196}, 'viewport': {'northeast': {'lat': -4.906776220107278, 'lng': 120.1413063798927}, 'southwest': {'lat': -4.909475879892722, 'lng': 120.1386067201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Rumah ime,ChIJlbp7cQB_vi0R1uFie1GXGXQ,5,ChIJlbp7cQB_vi0R1uFie1GXGXQ,"['tourist_attraction', 'point_of_interest', 'establishment']",2,{'open_now': True},"{'compound_code': '34RR+Q2 Massila, Bone Regency, South Sulawesi, Indonesia', 'global_code': '6Q7234RR+Q2'}",,,https://www.google.com/maps/place/?q=place_id:ChIJlbp7cQB_vi0R1uFie1GXGXQ
OPERATIONAL,"469J+R3P, Pationgi, Patimpeng, Bone Regency, South Sulawesi, Indonesia","{'location': {'lat': -4.880421999999999, 'lng': 120.2302176}, 'viewport': {'northeast': {'lat': -4.878949049999999, 'lng': 120.2320108298927}, 'southwest': {'lat': -4.88484085, 'lng': 120.2293111701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Rappa koe,ChIJD-731ffXvS0R2OTj01GuFUI,4,ChIJD-731ffXvS0R2OTj01GuFUI,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,,"[{'height': 2432, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102685107711394057654"">A Google User</a>'], 'photo_reference': 'AUGGfZlvMAsR5sIsM1vNaOwC3iGP1kLSXSFdWX3hiisXpgaXWA7_taUGEr3YRzVCvqdc9C9u24nVTAAWZWf9tDX6PxSt2XI4lK11XTmgfOOcakwtutx5Y62HJH3hXZJbb_n3gSBZ5YRweOSOzxclZKWYb33N7J9P5nAABjomLxI04j8dvXyz', 'width': 2432}]",,https://www.google.com/maps/place/?q=place_id:ChIJD-731ffXvS0R2OTj01GuFUI
CLOSED_TEMPORARILY,"35Q8+W7X, Dusun Kadieng, Massila, Kec. Patimpeng, Kabupaten Bone, Sulawesi Selatan, Indonesia","{'location': {'lat': -4.9101287, 'lng': 120.1657282}, 'viewport': {'northeast': {'lat': -4.908778870107277, 'lng': 120.1670780298927}, 'southwest': {'lat': -4.911478529892721, 'lng': 120.1643783701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bulu Pao,ChIJkzwInhfVvS0RdtHuGrr-f3Q,0,ChIJkzwInhfVvS0RdtHuGrr-f3Q,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,True,https://www.google.com/maps/place/?q=place_id:ChIJkzwInhfVvS0RdtHuGrr-f3Q
OPERATIONAL,"249R+4J9, Balle, Kahu, Bone Regency, South Sulawesi, Indonesia","{'location': {'lat': -4.9822073, 'lng': 120.1416089}, 'viewport': {'northeast': {'lat': -4.980751670107279, 'lng': 120.1430518298927}, 'southwest': {'lat': -4.983451329892723, 'lng': 120.1403521701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Buhung tengnga,ChIJ7wZlmYCBvi0RfUTY6mfcPHY,0,ChIJ7wZlmYCBvi0RfUTY6mfcPHY,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJ7wZlmYCBvi0RfUTY6mfcPHY
OPERATIONAL,"46QX+MM, Rappa, Tonra, Bone Regency, South Sulawesi, Indonesia","{'location': {'lat': -4.8605364, 'lng': 120.2488847}, 'viewport': {'northeast': {'lat': -4.859186570107278, 'lng': 120.2502345298927}, 'southwest': {'lat': -4.861886229892722, 'lng': 120.2475348701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tondra,ChIJrxk8ZwDXvS0Rg9zuOu9Zl9k,0,ChIJrxk8ZwDXvS0Rg9zuOu9Zl9k,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJrxk8ZwDXvS0Rg9zuOu9Zl9k
OPERATIONAL,"47HF+34, Libureng, Tonra, Bone Regency, South Sulawesi, Indonesia","{'location': {'lat': -4.8722565, 'lng': 120.2728624}, 'viewport': {'northeast': {'lat': -4.871117570107277, 'lng': 120.2741787298927}, 'southwest': {'lat': -4.873817229892721, 'lng': 120.2714790701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,KEBUN BONTOMPARE,ChIJJZUfdADRvS0RZdeQgS8QGjA,0,ChIJJZUfdADRvS0RZdeQgS8QGjA,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJJZUfdADRvS0RZdeQgS8QGjA
OPERATIONAL,"44JV+XR, Talabangi, Patimpeng, Bone Regency, South Sulawesi, Indonesia","{'location': {'lat': -4.8676043, 'lng': 120.144582}, 'viewport': {'northeast': {'lat': -4.866254470107279, 'lng': 120.1459318298927}, 'southwest': {'lat': -4.868954129892723, 'lng': 120.1432321701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Bulu lamppe,ChIJ_-Swu915vi0REpMPRXhRb70,5,ChIJ_-Swu915vi0REpMPRXhRb70,"['park', 'point_of_interest', 'establishment']",1,,,,,https://www.google.com/maps/place/?q=place_id:ChIJ_-Swu915vi0REpMPRXhRb70
CLOSED_TEMPORARILY,"242C+8H6, Labuaja, Kahu, Bone Regency, South Sulawesi, Indonesia","{'location': {'lat': -4.9992129, 'lng': 120.1213978}, 'viewport': {'northeast': {'lat': -4.9979909, 'lng': 120.1220934298927}, 'southwest': {'lat': -5.002878899999998, 'lng': 120.1193937701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,permandia amning,ChIJ9781kBCBvi0RGIQxwTIoaKE,0,ChIJ9781kBCBvi0RGIQxwTIoaKE,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110272169051582193746"">aswar Hafidz</a>'], 'photo_reference': 'AUGGfZlkrTGRV3rS39ix3KJ-aBaPD9dr2xh4n3P6eLe7iX4-WyhCcR-DsyUsRspexU2ie5-9na8TKndJenBYIIEMt3cnMe_kiLBehkhA9fV-eEZ4epgFB90oZm791pwUUT35NVXNk1PI5fdCvBib8gtQBfibWlDb8kS6vApBzGjPmdU9s_8J', 'width': 4000}]",True,https://www.google.com/maps/place/?q=place_id:ChIJ9781kBCBvi0RGIQxwTIoaKE
