business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,rating,reference,types,user_ratings_total,photos,permanently_closed,opening_hours,plus_code,url
OPERATIONAL,"3WGQ+GP5, Baringeng, Libureng, Bone Regency, South Sulawesi 92766, Indonesia","{'location': {'lat': -4.9237405, 'lng': 119.9393608}, 'viewport': {'northeast': {'lat': -4.917489100000001, 'lng': 119.9412273298927}, 'southwest': {'lat': -4.925824299999999, 'lng': 119.9385276701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Rumah BETTA,ChIJsxPMKwBjvi0RP77y71xq-Do,0.0,ChIJsxPMKwBjvi0RP77y71xq-Do,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJsxPMKwBjvi0RP77y71xq-Do
OPERATIONAL,"52R9+RFJ, Poleonro, Libureng, Bone Regency, South Sulawesi 92766, Indonesia","{'location': {'lat': -4.809255299999999, 'lng': 120.0190305}, 'viewport': {'northeast': {'lat': -4.807880720107277, 'lng': 120.0204173798928}, 'southwest': {'lat': -4.810580379892721, 'lng': 120.0177177201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kaluppang,ChIJNwVX5LJxvi0Rc7TLJaXu1tQ,0.0,ChIJNwVX5LJxvi0Rc7TLJaXu1tQ,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJNwVX5LJxvi0Rc7TLJaXu1tQ
OPERATIONAL,"4X76+HXH, Tompobulu, Libureng, Bone Regency, South Sulawesi 92766, Indonesia","{'location': {'lat': -4.8860641, 'lng': 119.9624902}, 'viewport': {'northeast': {'lat': -4.884365320107278, 'lng': 119.9673385}, 'southwest': {'lat': -4.887064979892722, 'lng': 119.9608741}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Muhammad fadil,ChIJd5poUj9lvi0RDfWPCcy4rtE,0.0,ChIJd5poUj9lvi0RDfWPCcy4rtE,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJd5poUj9lvi0RDfWPCcy4rtE
OPERATIONAL,"525C+P38, Mario, Libureng, Bone Regency, South Sulawesi 92766, Indonesia","{'location': {'lat': -4.840701999999999, 'lng': 120.0202147}, 'viewport': {'northeast': {'lat': -4.839296170107278, 'lng': 120.0216147798927}, 'southwest': {'lat': -4.841995829892721, 'lng': 120.0189151201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sakti,ChIJV5nc1Vx7vi0R0wmeZ3U20x0,3.0,ChIJV5nc1Vx7vi0R0wmeZ3U20x0,"['tourist_attraction', 'point_of_interest', 'establishment']",6.0,"[{'height': 1280, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110850914150324332895"">A Google User</a>'], 'photo_reference': 'AUGGfZl-EpTe6NsDr3bahIK935XQeCjaR7CilQvchFNEFRY6ISh4qxD7dyI1yeITghyfS40_z4-cGdonWUr4orAW98Np7F0-jQFQnMs8vN7tRfsUy27b1ayWQp_HBNQALc39Funv8woYiHw4wGthOD6U42YDc8Ey5gmQuyU4qK677zbVQ-Yx', 'width': 720}]",,,,https://www.google.com/maps/place/?q=place_id:ChIJV5nc1Vx7vi0R0wmeZ3U20x0
OPERATIONAL,"3WGQ+GP5, Baringeng, Libureng, Bone Regency, South Sulawesi 92766, Indonesia","{'location': {'lat': -4.9237405, 'lng': 119.9393608}, 'viewport': {'northeast': {'lat': -4.917489100000001, 'lng': 119.9412273298927}, 'southwest': {'lat': -4.925824299999999, 'lng': 119.9385276701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Puncak AlBari,ChIJZe3RXwBjvi0RhX9__B6t4I8,4.5,ChIJZe3RXwBjvi0RhX9__B6t4I8,"['tourist_attraction', 'point_of_interest', 'establishment']",2.0,"[{'height': 4080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104969355444129463117"">A Google User</a>'], 'photo_reference': 'AUGGfZkqEIqGIigTnQfGrv6alJrQ1-GlRPomi-3oEqa102zyk59BP4g43lDdIzCv3UDCMhcJa0h6NposD_KuS_MNItwyWGdPonX5aWDXRnCZv-5qUyt_ojx-JLdryKtZjXYqv6CziwikUHn8oejYEWU8HMo-_MP9vLk0M9gCHrxN3u-J9Xs6', 'width': 1822}]",,,,https://www.google.com/maps/place/?q=place_id:ChIJZe3RXwBjvi0RhX9__B6t4I8
OPERATIONAL,"42V3+8XP, Ponre-Ponre, Libureng, Bone Regency, South Sulawesi 92766, Indonesia","{'location': {'lat': -4.8560338, 'lng': 120.0046522}, 'viewport': {'northeast': {'lat': -4.854707720107277, 'lng': 120.0061306298927}, 'southwest': {'lat': -4.857407379892722, 'lng': 120.0034309701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Mata Air Ponre-ponre ( Huttang'e),ChIJezeMful7vi0R8ML5ZRtiMRk,5.0,ChIJezeMful7vi0R8ML5ZRtiMRk,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101398684468721519579"">A Google User</a>'], 'photo_reference': 'AUGGfZkkL1KJ1lVRE3Z7sFwA1VMWiAFVfBb7lDlspP1EF-X1WgJawZxBddKpy6h0XRiT-fQTrX1vUMX53uwD84mGGnytaBF26EfJqhjfJDfFnz6dsI0Chw7OuitRuuobUj-0H5Kps7P6U9Q4rUVYlUXAS-hGAulNssVNl1c9V7leGVE2w4qD', 'width': 4032}]",,,,https://www.google.com/maps/place/?q=place_id:ChIJezeMful7vi0R8ML5ZRtiMRk
CLOSED_TEMPORARILY,"43H4+6W3, Tappale, Libureng, Bone Regency, South Sulawesi 92766, Indonesia","{'location': {'lat': -4.871324599999999, 'lng': 120.0573023}, 'viewport': {'northeast': {'lat': -4.870231120107277, 'lng': 120.0585866798927}, 'southwest': {'lat': -4.872930779892721, 'lng': 120.0558870201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Embun,ChIJ72dyrI17vi0ROcTyNGrLUTs,0.0,ChIJ72dyrI17vi0ROcTyNGrLUTs,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,True,,,https://www.google.com/maps/place/?q=place_id:ChIJ72dyrI17vi0ROcTyNGrLUTs
CLOSED_TEMPORARILY,"522J+H4G, Mario, Libureng, Bone Regency, South Sulawesi 92766, Indonesia","{'location': {'lat': -4.8485692, 'lng': 120.0303363}, 'viewport': {'northeast': {'lat': -4.847184970107278, 'lng': 120.0317594298927}, 'southwest': {'lat': -4.849884629892722, 'lng': 120.0290597701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Lamu're',ChIJrcf7VFF7vi0RSL3O6DclS18,0.0,ChIJrcf7VFF7vi0RSL3O6DclS18,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,True,,,https://www.google.com/maps/place/?q=place_id:ChIJrcf7VFF7vi0RSL3O6DclS18
OPERATIONAL,"Jalan poros pabrik gula, Massila, Kec. Patimpeng, Kabupaten Bone, Sulawesi Selatan, Indonesia","{'location': {'lat': -4.9081098, 'lng': 120.1400196}, 'viewport': {'northeast': {'lat': -4.906776220107278, 'lng': 120.1413063798927}, 'southwest': {'lat': -4.909475879892722, 'lng': 120.1386067201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Rumah ime,ChIJlbp7cQB_vi0R1uFie1GXGXQ,5.0,ChIJlbp7cQB_vi0R1uFie1GXGXQ,"['tourist_attraction', 'point_of_interest', 'establishment']",2.0,,,{'open_now': True},"{'compound_code': '34RR+Q2 Massila, Bone Regency, South Sulawesi, Indonesia', 'global_code': '6Q7234RR+Q2'}",https://www.google.com/maps/place/?q=place_id:ChIJlbp7cQB_vi0R1uFie1GXGXQ
OPERATIONAL,"72R9+QJ4, Waekeccee, Lappariaja, Bone Regency, South Sulawesi, Indonesia","{'location': {'lat': -4.708101, 'lng': 120.0190667}, 'viewport': {'northeast': {'lat': -4.706836470107278, 'lng': 120.0205860298928}, 'southwest': {'lat': -4.709536129892722, 'lng': 120.0178863701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Riawang,ChIJhyuhrwtzvi0RKC5etLOxna8,0.0,ChIJhyuhrwtzvi0RKC5etLOxna8,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJhyuhrwtzvi0RKC5etLOxna8
