business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,rating,reference,types,user_ratings_total,opening_hours,plus_code,permanently_closed,price_level,url
OPERATIONAL,"R488+XQP Taman angrek, Ambroben, Kec. Biak Kota, Kabupaten Biak Numfor, Papua 98118, Indonesia","{'location': {'lat': -1.1825349, 'lng': 136.1169636}, 'viewport': {'northeast': {'lat': -1.181153570107278, 'lng': 136.1183140298927}, 'southwest': {'lat': -1.183853229892722, 'lng': 136.1156143701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Spot foto,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108940810024914168727"">A Google User</a>'], 'photo_reference': 'AUGGfZlZUbGIHUXhfxP81LgbRHJgOUYHD3amKTGMQBac2h86Prsz8MaMJLb9tww7ubPIzCGLjxaFjULqquU0JTisElwFaPRfVRJ6Iz_XMNPO0KtFuTNJrKdoBMDE189v3KX8S3NqUSNTvYX0l67WGAFptZY6R5n69hZGoy8syUTipKUWzMkO', 'width': 3120}]",ChIJmQrCHJiPA2gR7F2uRoikufU,5.0,ChIJmQrCHJiPA2gR7F2uRoikufU,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJmQrCHJiPA2gR7F2uRoikufU
OPERATIONAL,"R494+P49, Ambroben, Biak Kota, Biak Numfor Regency, Papua 98118, Indonesia","{'location': {'lat': -1.1807177, 'lng': 136.1053534}, 'viewport': {'northeast': {'lat': -1.179302520107278, 'lng': 136.1065888298927}, 'southwest': {'lat': -1.182002179892722, 'lng': 136.1038891701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pintu angin,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116300906779771450736"">Yobelindo Amendo</a>'], 'photo_reference': 'AUGGfZkJLouCceSt-ZOJW0YoctT-LMv2HuAnWk1uOB84lotvY40BYhdfVO16F8fB7hKmWL_5gH3NbASWnPg5LhCMw1y_pRebuMUOyWmKbm0SAgUXdn7r7gbuDb-PmPk2x_8ndO0waB11FxJPHz2mm6m6gHJ38-32W1_81n_zKZPpKVBb4AV9', 'width': 4032}]",ChIJp0PZIt6PA2gRe1GJWpxpmxc,4.2,ChIJp0PZIt6PA2gRe1GJWpxpmxc,"['tourist_attraction', 'point_of_interest', 'establishment']",14.0,{},,,,https://www.google.com/maps/place/?q=place_id:ChIJp0PZIt6PA2gRe1GJWpxpmxc
OPERATIONAL,"R575+3RG, Anggraidi, Biak Kota, Biak Numfor Regency, Papua 98118, Indonesia","{'location': {'lat': -1.1873125, 'lng': 136.1595786}, 'viewport': {'northeast': {'lat': -1.185880670107278, 'lng': 136.1608414298927}, 'southwest': {'lat': -1.188580329892722, 'lng': 136.1581417701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata Pemandangan Biak Timur,,ChIJx0g5SQCJA2gRUHIuJSDS3QU,0.0,ChIJx0g5SQCJA2gRUHIuJSDS3QU,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJx0g5SQCJA2gRUHIuJSDS3QU
OPERATIONAL,"R565+J6F, Jl. Raya Bosnik, Anggraidi, Kec. Biak Kota, Kabupaten Biak Numfor, Papua 98118, Indonesia","{'location': {'lat': -1.188439, 'lng': 136.158034}, 'viewport': {'northeast': {'lat': -1.187106120107278, 'lng': 136.1593994798927}, 'southwest': {'lat': -1.189805779892722, 'lng': 136.1566998201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Goa Kalibiru Mokmer (Warbekra),"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116300906779771450736"">Yobelindo Amendo</a>'], 'photo_reference': 'AUGGfZk1_77lgOUirl9l6r1nw4vj1pnppdsnnhsWZZkaNp-gKN60XtYaMMH78JGsO2wltKDgQoeLZgCcsu0j6IhYgIlog6va4kczR-zWgYxAR7SxSqB6jNJIYijO27zqD37H-xT6sCHOnM4NCvWMBnbMpHDgg6Du08659aU7h750kkuuIZ8N', 'width': 4032}]",ChIJpXMhY0GJA2gRY8kkap43yXw,4.7,ChIJpXMhY0GJA2gRY8kkap43yXw,"['tourist_attraction', 'point_of_interest', 'establishment']",76.0,{'open_now': True},,,,https://www.google.com/maps/place/?q=place_id:ChIJpXMhY0GJA2gRY8kkap43yXw
OPERATIONAL,"R598+99F, Ruar, Biak Timur, Biak Numfor Regency, Papua, Indonesia","{'location': {'lat': -1.1815685, 'lng': 136.1659247}, 'viewport': {'northeast': {'lat': -1.180248820107278, 'lng': 136.1673256298927}, 'southwest': {'lat': -1.182948479892722, 'lng': 136.1646259701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kali Ruar,,ChIJAQPfcgCJA2gRwBgjFtm-cc8,0.0,ChIJAQPfcgCJA2gRwBgjFtm-cc8,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJAQPfcgCJA2gRwBgjFtm-cc8
OPERATIONAL,"Kampung Wisata, Binsari, Jl. Goa Jepang, Kec. Samofa, Kabupaten Biak Numfor, Papua 98118, Indonesia","{'location': {'lat': -1.1778587, 'lng': 136.1049563}, 'viewport': {'northeast': {'lat': -1.176411470107278, 'lng': 136.1063261798927}, 'southwest': {'lat': -1.179111129892722, 'lng': 136.1036265201072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/museum-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/museum_pinlet,Biak Papua Japanese Cave Attractions,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115891273468218114617"">Supri Yatno</a>'], 'photo_reference': 'AUGGfZlgOaL_G4-MR0Mpyk1imTmpZ4Z-qJiridVKt4fe9Y6T-fRWR0nCWWzf2AHn4qU2_JpgDXslbxOJthJuZu1X3V_CPHH4_JCiB1mTSX51hw_wFhvZPRkzOfSFX8U5sZdwFPgfwlmKtJxJC1C6GFwhbyAUAJ8l83JAy9dvf5VywXCcfUNN', 'width': 4000}]",ChIJHxcBI-OOA2gRm1rZqqST35M,4.4,ChIJHxcBI-OOA2gRm1rZqqST35M,"['museum', 'point_of_interest', 'establishment']",296.0,{'open_now': True},"{'compound_code': 'R4C3+VX Sumberker, Biak Numfor Regency, Papua, Indonesia', 'global_code': '6QCRR4C3+VX'}",,,https://www.google.com/maps/place/?q=place_id:ChIJHxcBI-OOA2gRm1rZqqST35M
OPERATIONAL,"R36V+38M, Mandala, Biak Kota, Biak Numfor Regency, Papua 98111, Indonesia","{'location': {'lat': -1.1897791, 'lng': 136.0932866}, 'viewport': {'northeast': {'lat': -1.188184870107278, 'lng': 136.0948399798928}, 'southwest': {'lat': -1.190884529892722, 'lng': 136.0921403201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,PULAU SAPOMI,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101864956350756312197"">Oemar Ichsan</a>'], 'photo_reference': 'AUGGfZmMES8fSk0yFdaCAnScPa47rfLrcMtpNh0e3T3NdeNPsBV8cRuHWA6WhtX6rphfZzaFQiao2l1YmvJGF4s5QF9qcshhK9aTcO_E2mryUhNw_QLimuh_fh0oOFSbwpQsqg_hSrEwwm_nIdWrHhdGAPNVQGtHb6ZQQXoL3P0z4bUAYo_X', 'width': 1960}]",ChIJV3W4xAGPA2gRQ-NCAM4fD_s,3.3,ChIJV3W4xAGPA2gRQ-NCAM4fD_s,"['tourist_attraction', 'point_of_interest', 'establishment']",15.0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJV3W4xAGPA2gRQ-NCAM4fD_s
OPERATIONAL,"R42Q+495, Mokmer, Biak Kota, Biak Numfor Regency, Papua 98118, Indonesia","{'location': {'lat': -1.1997416, 'lng': 136.1384756}, 'viewport': {'northeast': {'lat': -1.198174720107277, 'lng': 136.1399016298927}, 'southwest': {'lat': -1.200874379892722, 'lng': 136.1372019701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Sanumi,"[{'height': 3088, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109537986584754218568"">A Google User</a>'], 'photo_reference': 'AUGGfZmTV94iB-vTaMvALMoemnjzdVZJoFCBR8cL_MiPZCkxNKv4wF10YiHFsA-K2i6DWrV8rhDAoCgQApEKRMXUze8Xr13zxexR2_2P1iRMIaLxtaABNv5RT-hpYfUrGz712SLGOrXuFZWbJLowaF2lQyGAdaob0DrLST6GcNQ1QQR9Fxwt', 'width': 3088}]",ChIJN6S4RLyJA2gR1gdjDIQ7EBo,4.3,ChIJN6S4RLyJA2gR1gdjDIQ7EBo,"['tourist_attraction', 'point_of_interest', 'establishment']",3.0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJN6S4RLyJA2gR1gdjDIQ7EBo
OPERATIONAL,"Jl. Jend. Ahmad Yani No.31, Fandoi, Kec. Biak Kota, Kabupaten Biak Numfor, Papua 98111, Indonesia","{'location': {'lat': -1.1852869, 'lng': 136.0809011}, 'viewport': {'northeast': {'lat': -1.183782870107278, 'lng': 136.0822401798928}, 'southwest': {'lat': -1.186482529892722, 'lng': 136.0795405201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Byak divers,"[{'height': 1968, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113755065942888536755"">A Google User</a>'], 'photo_reference': 'AUGGfZkvUpIqnmibp1T-fLRHtX2CvBhtmyhLzhCPlHE8IxMgGkfLuqw7qrqXD52QxVom1yBxBRdtyznRQALShOSYHit-wYEEh56fUhI0bOuJajR3n7gswmPm5A0NA-wsXedzxpQ5gS_75dGYauaWhCYkG0T7sAMn6WvnEhL57WdWYfZ-qVfz', 'width': 4144}]",ChIJ82vNqjCPA2gRHaS84F0ieAc,4.0,ChIJ82vNqjCPA2gRHaS84F0ieAc,"['tourist_attraction', 'point_of_interest', 'establishment']",2.0,{'open_now': True},"{'compound_code': 'R37J+V9 Fandoi, Biak Numfor Regency, Papua, Indonesia', 'global_code': '6QCRR37J+V9'}",,,https://www.google.com/maps/place/?q=place_id:ChIJ82vNqjCPA2gRHaS84F0ieAc
OPERATIONAL,"V252+932, Adoki, Yendidori, Biak Numfor Regency, Papua 98116, Indonesia","{'location': {'lat': -1.1415879, 'lng': 136.0001577}, 'viewport': {'northeast': {'lat': -1.140133670107278, 'lng': 136.0015227298927}, 'southwest': {'lat': -1.142833329892722, 'lng': 135.9988230701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata Snudi Paradise,"[{'height': 958, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102434742620053554047"">Lia Zahratin Ni&#39;mah</a>'], 'photo_reference': 'AUGGfZl0J7xPhJhZJhobp8U4Unn6tXuLLQDDJdWxMFqgzAg2aELrdJ2vNh2p9t_Tpy_eBQ2BTgG30REjcDJrh0bFo5wo82ZFDexLClGf8rjfwY1QksdJOuxu1rXTl9kHNfHV8BJ_ZwxRT4I9kcBZjze2oOLjze-hexfMa_3lyOsP_Y6erb-6', 'width': 1280}]",ChIJ7UyHIiKTA2gR4osZjPap4xU,4.7,ChIJ7UyHIiKTA2gR4osZjPap4xU,"['tourist_attraction', 'point_of_interest', 'establishment']",86.0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJ7UyHIiKTA2gR4osZjPap4xU
