formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,reference,types,business_status,rating,user_ratings_total,opening_hours,url
"Numfor Timur, Biak Numfor Regency, Papua, Indonesia","{'location': {'lat': -0.9371465, 'lng': 134.8613219}, 'viewport': {'northeast': {'lat': -0.9280820000000001, 'lng': 134.900805}, 'southwest': {'lat': -1.0027299, 'lng': 134.816932}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Numfor Timur,"[{'height': 4224, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115072315948561370763"">D E L L</a>'], 'photo_reference': 'AUGGfZmjQJa5WtLNPB3H5KXI0iUT02Oz2MQhpZKjXVWH6-fM_rkj-Ug0uZDDKEYg1diTLCja-9cFqQIYgM6h-2HXNMBDANK05EiykktPVZK76N4oWW_fvhvMvoT_INZhI5iApY3demqzgRMYkNhCDP5TQDhO_itloWxQ2TXzCowN3TWOoJ5N', 'width': 5632}]",ChIJb76tXQNQUy0REiA3mEHmcgY,ChIJb76tXQNQUy0REiA3mEHmcgY,"['administrative_area_level_3', 'political']",,,,,https://www.google.com/maps/place/?q=place_id:ChIJb76tXQNQUy0REiA3mEHmcgY
"R575+3RG, Anggraidi, Biak Kota, Biak Numfor Regency, Papua 98118, Indonesia","{'location': {'lat': -1.1873125, 'lng': 136.1595786}, 'viewport': {'northeast': {'lat': -1.185880670107278, 'lng': 136.1608414298927}, 'southwest': {'lat': -1.188580329892722, 'lng': 136.1581417701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata Pemandangan Biak Timur,,ChIJx0g5SQCJA2gRUHIuJSDS3QU,ChIJx0g5SQCJA2gRUHIuJSDS3QU,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,0.0,0.0,,https://www.google.com/maps/place/?q=place_id:ChIJx0g5SQCJA2gRUHIuJSDS3QU
"R6HP+G84, Bindusi, Biak Timur, Biak Numfor Regency, Papua 98152, Indonesia","{'location': {'lat': -1.1712317, 'lng': 136.2358141}, 'viewport': {'northeast': {'lat': -1.169860870107278, 'lng': 136.2371654298927}, 'southwest': {'lat': -1.172560529892722, 'lng': 136.2344657701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai segara indah bosnik,"[{'height': 5712, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109686552808490107159"">A Google User</a>'], 'photo_reference': 'AUGGfZnpzZ49CieeYW7Cq_cMeyTC3Z83hmO_Ad470nPggWbzkd4b41O9-HvQNW-QP_FyWnu4sKHKjorYpqhRN64dZntDmrXR6iIEAp29wMxtbd8p3JcfgDAHe-F2xQ_AQ0dGnlBLUVNWzY-S_SVh6OrmoyRWok5K1KZT5hJYCkEUjXcosiu1', 'width': 4284}]",ChIJe2QKGZZ3BGgRCMHl1ugPmBs,ChIJe2QKGZZ3BGgRCMHl1ugPmBs,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,4.3,8.0,,https://www.google.com/maps/place/?q=place_id:ChIJe2QKGZZ3BGgRCMHl1ugPmBs
"WW7C+M5G negeri dongeng biak, Sunyar, Padwa, Kabupaten Biak Numfor, Papua, Indonesia","{'location': {'lat': -1.0858106, 'lng': 135.9204416}, 'viewport': {'northeast': {'lat': -1.084460770107278, 'lng': 135.9217914298927}, 'southwest': {'lat': -1.087160429892722, 'lng': 135.9190917701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Negeri Dongeng Biak,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105899506058654212194"">A Google User</a>'], 'photo_reference': 'AUGGfZlHcVbIu5pOBk_8R5XTa1e76r-ta5XSaXn2DXEX3WjnO2-mCFDWDirZB1haKE-BTjwnqLoPvxc41sl8z30hRiY0IuJfbWSNDsoTP-mPMVmNV3tJYzdcj7w96bU4yQ0avRGb6bOqkwouI1dw_zoL8Xnw9iGVV8h_N3FELdJV1OOAQHRM', 'width': 5328}]",ChIJObdswkeXA2gRXlSVo9xciro,ChIJObdswkeXA2gRXlSVo9xciro,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,4.4,51.0,,https://www.google.com/maps/place/?q=place_id:ChIJObdswkeXA2gRXlSVo9xciro
"X52C+XWH, Rim, Biak Timur, Biak Numfor Regency, Papua 98152, Indonesia","{'location': {'lat': -1.047572, 'lng': 136.172365}, 'viewport': {'northeast': {'lat': -1.04605805, 'lng': 136.1737872798927}, 'southwest': {'lat': -1.05211385, 'lng': 136.1710876201072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Telaga Biru,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102758201064264427357"">ryan simamoraa</a>'], 'photo_reference': 'AUGGfZmiL1lNK21hHoyJDiZKDsMigNb3vUQByoLpvxImIatYWAxRhawBKwhHgMnfTJddd1WzLUMgtCuvjVgEwVNz3RDa_cIwwVdPqvqvORHd8HG4kHAW_PXSkQ3zoDL8OpBojJbdMHp7bkiBfUsWfmZVNhJf4755PeYdEYSCqTvFHVOtnHlg', 'width': 4032}]",ChIJcQatlNL1A2gRasWqZd4l0Ac,ChIJcQatlNL1A2gRasWqZd4l0Ac,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,4.7,301.0,{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJcQatlNL1A2gRasWqZd4l0Ac
"R59F+VQX, Jl. Raya Bosnik, Ruar, Kec. Biak Tim., Kabupaten Biak Numfor, Papua 98152, Indonesia","{'location': {'lat': -1.1802718, 'lng': 136.1744983}, 'viewport': {'northeast': {'lat': -1.178690770107278, 'lng': 136.1758808798927}, 'southwest': {'lat': -1.181390429892722, 'lng': 136.1731812201072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata Mangrove,"[{'height': 3264, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110124195491343674689"">Dwi Asih</a>'], 'photo_reference': 'AUGGfZlaP-a0QrhbFBgtxaYOqB7MKbZD6kjf8aUXxaqpk-kHOrRJQiRBOFy9nfwbEToJwOb9s53yNyybUaNnuYLyFJ2YHX_YVYemnDKY0gcMrVukZ5e4hrgvVonZQ8-OqiY0ql7zHFY-EKI6yGkrqKlqg8R_w5UNd_98u2oVJo6XgK8xfuhX', 'width': 2448}]",ChIJweT53KWJA2gRYZKvlnUFlYo,ChIJweT53KWJA2gRYZKvlnUFlYo,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,4.3,25.0,,https://www.google.com/maps/place/?q=place_id:ChIJweT53KWJA2gRYZKvlnUFlYo
"5XJH+W3C, Karmon, Yawosi, Biak Numfor Regency, Papua 98157, Indonesia","{'location': {'lat': -0.817699, 'lng': 135.9776286}, 'viewport': {'northeast': {'lat': -0.815488, 'lng': 135.9792631798927}, 'southwest': {'lat': -0.8184360000000002, 'lng': 135.9765635201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Karmon Waterfall,"[{'height': 5328, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105899506058654212194"">A Google User</a>'], 'photo_reference': 'AUGGfZkosAVDsVFATYy1Dsoj0c6oc96pL-GjrR_wuE1fKQmTJ0V6UxenD7X1p-nY8-PvGH4xDnaS-HWozwrFB3m2QXcW87m6iM3t0PRc0Rl50Saj1lJfbeC05A3LZb9hmvNQLrHAkyYuw3pbUhRUIfvuPde_iZ8WykqzlArXmbYmMJ6EiJ5_', 'width': 4000}]",ChIJc43Uh7xeAWgRdeRfluIHLXw,ChIJc43Uh7xeAWgRdeRfluIHLXw,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,4.5,72.0,{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJc43Uh7xeAWgRdeRfluIHLXw
"V252+932, Adoki, Yendidori, Biak Numfor Regency, Papua 98116, Indonesia","{'location': {'lat': -1.1415879, 'lng': 136.0001577}, 'viewport': {'northeast': {'lat': -1.140133670107278, 'lng': 136.0015227298927}, 'southwest': {'lat': -1.142833329892722, 'lng': 135.9988230701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata Snudi Paradise,"[{'height': 958, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102434742620053554047"">Lia Zahratin Ni&#39;mah</a>'], 'photo_reference': 'AUGGfZmQS_Vc78Aw6B_4JKy9tH8J8ERHydmJD5oQc-oREaLG8kgtVK7kRz-W2EVSWg2OeDqE-tCPyE6EwHxhnMI1yDotLa_gjZLeHluDWnlXf72_CRz8R3i2YZPVpHNJ7L7vWs1SsQ6bFbJHBanN4_hoHEvXkal8RFCl-wYgt9EvCIs04FVX', 'width': 1280}]",ChIJ7UyHIiKTA2gR4osZjPap4xU,ChIJ7UyHIiKTA2gR4osZjPap4xU,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,4.7,86.0,,https://www.google.com/maps/place/?q=place_id:ChIJ7UyHIiKTA2gR4osZjPap4xU
"RWH4+GJW, Samber, Yendidori, Biak Numfor Regency, Papua, Indonesia","{'location': {'lat': -1.1711389, 'lng': 135.9065796}, 'viewport': {'northeast': {'lat': -1.169708670107278, 'lng': 135.9077577298927}, 'southwest': {'lat': -1.172408329892722, 'lng': 135.9050580701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kalamo Biak - Samber Binyeri,"[{'height': 2250, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110668804656201192484"">nur seno</a>'], 'photo_reference': 'AUGGfZm8BdgOws3aZkF0MKNMoO2VKQ-1MSP6IpJ34MBCzf7a_XRo3kI72CLRhbgDUOU2kdiCN37DyqqvjwPIhfx34NWA9yjBP5Xl3W5awABzHIirBZ_3eBnBNZYRFMH7mTWc_uogJXJcBErZz7L3IwZL9Z0c-5Ap6q94xUj_8J4yMwDl35PE', 'width': 4000}]",ChIJ102Q8UyXA2gRQmTRUuj_O3Q,ChIJ102Q8UyXA2gRQmTRUuj_O3Q,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,4.5,15.0,{},https://www.google.com/maps/place/?q=place_id:ChIJ102Q8UyXA2gRQmTRUuj_O3Q
"6W5F+C52, Inswanbesi, Warsa, Biak Numfor Regency, Papua 98157, Indonesia","{'location': {'lat': -0.7914850999999999, 'lng': 135.9229049}, 'viewport': {'northeast': {'lat': -0.7896174201072779, 'lng': 135.9245581798927}, 'southwest': {'lat': -0.7923170798927224, 'lng': 135.9218585201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wafsarak Waterfall,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104254293915191405603"">Roni Taner</a>'], 'photo_reference': 'AUGGfZn6npMfiryHh6Dl6t9THbRnGgWge5DDBdStbdFs1W5I5rEL3rEYrSnwN4nji96uvAJihuaWjtMJAsmW9sgeba-CftwTDUA_xrV7dZEzQFZYJvEzicl1b1eUT_78IHG-wBLk8FAoUuEcJlGzRfmgnfRn71Fbyu5J1LfQ4bvyTdgK9VT1', 'width': 4000}]",ChIJO9A_VZ9dAWgRqGY2_h5kXcE,ChIJO9A_VZ9dAWgRqGY2_h5kXcE,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,4.5,183.0,{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJO9A_VZ9dAWgRqGY2_h5kXcE
